"[0.5785, 0.7991]","[0.4459, 0.7909]","[0.3122, 0.7095]","[0.2797, 0.6183]","[0.3713, 0.5954]","[0.3902, 0.4268]","[0.3342, 0.2419]","[0.2964, 0.1046]","[0.2703, -0.0105]","[0.5228, 0.4129]","[0.492, 0.3411]","[0.4799, 0.5128]","[0.4792, 0.6339]","[0.6471, 0.4505]","[0.6266, 0.4142]","[0.5881, 0.5754]","[0.5624, 0.6807]","[0.7587, 0.5201]","[0.7407, 0.4952]","[0.6918, 0.6102]","[0.6561, 0.6852]"
"[0.6415, 0.8487]","[0.501, 0.7903]","[0.3755, 0.6786]","[0.3829, 0.5862]","[0.5052, 0.5839]","[0.494, 0.3973]","[0.462, 0.1865]","[0.4481, 0.0648]","[0.4413, -0.0394]","[0.625, 0.4152]","[0.6333, 0.3328]","[0.6064, 0.4954]","[0.5869, 0.6076]","[0.74, 0.465]","[0.752, 0.4239]","[0.7001, 0.5695]","[0.6622, 0.6571]","[0.8405, 0.5361]","[0.856, 0.4958]","[0.804, 0.5901]","[0.7655, 0.645]"
"[0.6566, 0.86]","[0.5134, 0.7889]","[0.3963, 0.6593]","[0.4272, 0.5684]","[0.5531, 0.5767]","[0.5317, 0.3986]","[0.5208, 0.1931]","[0.5177, 0.0703]","[0.5172, -0.0352]","[0.6613, 0.4261]","[0.6886, 0.3247]","[0.6585, 0.4798]","[0.6308, 0.5895]","[0.7714, 0.4848]","[0.797, 0.4276]","[0.743, 0.5627]","[0.6976, 0.6467]","[0.8636, 0.5637]","[0.8962, 0.5021]","[0.8447, 0.5858]","[0.7997, 0.6397]"
"[0.6702, 0.855]","[0.5313, 0.7813]","[0.427, 0.6469]","[0.4672, 0.5626]","[0.584, 0.5675]","[0.5669, 0.3939]","[0.5688, 0.1751]","[0.5806, 0.0484]","[0.5939, -0.0596]","[0.6971, 0.4251]","[0.7376, 0.3326]","[0.6977, 0.4867]","[0.6587, 0.5934]","[0.805, 0.4828]","[0.8332, 0.4337]","[0.7743, 0.5675]","[0.7246, 0.6477]","[0.8941, 0.5584]","[0.9231, 0.508]","[0.8709, 0.592]","[0.8265, 0.6404]"
"[0.6719, 0.861]","[0.536, 0.7792]","[0.4468, 0.6442]","[0.5024, 0.5669]","[0.6214, 0.5719]","[0.591, 0.3902]","[0.6029, 0.1638]","[0.623, 0.03]","[0.6436, -0.086]","[0.7214, 0.4265]","[0.772, 0.3397]","[0.7256, 0.4908]","[0.6819, 0.5939]","[0.826, 0.4881]","[0.8608, 0.4462]","[0.7971, 0.574]","[0.7452, 0.6519]","[0.9108, 0.5657]","[0.9447, 0.5172]","[0.8899, 0.5981]","[0.8436, 0.6466]"
"[0.6825, 0.8721]","[0.5471, 0.7822]","[0.4649, 0.6344]","[0.5355, 0.5613]","[0.6625, 0.5822]","[0.6191, 0.3844]","[0.6359, 0.1634]","[0.6617, 0.0383]","[0.6875, -0.0675]","[0.7477, 0.4265]","[0.8072, 0.3467]","[0.7548, 0.4973]","[0.6998, 0.6032]","[0.8491, 0.4916]","[0.8901, 0.4617]","[0.8213, 0.5886]","[0.7595, 0.6665]","[0.9285, 0.5717]","[0.9688, 0.5353]","[0.9123, 0.6153]","[0.8587, 0.6638]"
"[0.6879, 0.873]","[0.558, 0.7742]","[0.4873, 0.6297]","[0.5616, 0.5639]","[0.6819, 0.5771]","[0.6438, 0.3873]","[0.6688, 0.1694]","[0.6986, 0.0454]","[0.7259, -0.0578]","[0.7681, 0.4364]","[0.8422, 0.3511]","[0.7923, 0.4952]","[0.7343, 0.6019]","[0.8634, 0.5086]","[0.918, 0.4667]","[0.8548, 0.5887]","[0.7923, 0.6707]","[0.9336, 0.5953]","[0.9869, 0.5581]","[0.9398, 0.6296]","[0.89, 0.6786]"
"[0.6871, 0.8709]","[0.5644, 0.7728]","[0.5028, 0.6312]","[0.5796, 0.5664]","[0.6935, 0.5722]","[0.6677, 0.3861]","[0.7069, 0.1715]","[0.7474, 0.0463]","[0.7869, -0.0597]","[0.7885, 0.4431]","[0.877, 0.3565]","[0.812, 0.4941]","[0.7439, 0.5981]","[0.8767, 0.5211]","[0.9393, 0.4829]","[0.8585, 0.5959]","[0.7872, 0.6696]","[0.9373, 0.6138]","[0.9809, 0.592]","[0.9109, 0.6643]","[0.8492, 0.7071]"
"[0.6949, 0.8694]","[0.575, 0.7684]","[0.5193, 0.6177]","[0.604, 0.56]","[0.7212, 0.5767]","[0.6914, 0.3821]","[0.7381, 0.1702]","[0.7837, 0.0459]","[0.8264, -0.0597]","[0.811, 0.4408]","[0.9075, 0.3641]","[0.8394, 0.5034]","[0.7701, 0.6019]","[0.8971, 0.5204]","[0.9641, 0.4862]","[0.885, 0.5975]","[0.8166, 0.6639]","[0.9553, 0.6149]","[1.004, 0.5932]","[0.9403, 0.6614]","[0.8842, 0.6981]"
"[0.6994, 0.869]","[0.581, 0.7595]","[0.5351, 0.6059]","[0.628, 0.5504]","[0.7461, 0.5715]","[0.7141, 0.3832]","[0.7668, 0.1724]","[0.8151, 0.0484]","[0.8594, -0.0557]","[0.831, 0.4457]","[0.9317, 0.3635]","[0.8611, 0.5029]","[0.792, 0.6044]","[0.9139, 0.5278]","[0.9831, 0.4865]","[0.9019, 0.5971]","[0.8339, 0.6672]","[0.9702, 0.6227]","[1.0217, 0.592]","[0.9574, 0.6575]","[0.9016, 0.6965]"
"[0.7173, 0.8678]","[0.5952, 0.7616]","[0.5494, 0.6115]","[0.6392, 0.5529]","[0.7505, 0.5647]","[0.7293, 0.3814]","[0.7909, 0.171]","[0.8457, 0.0498]","[0.8951, -0.0533]","[0.8507, 0.4426]","[0.9564, 0.3574]","[0.8862, 0.5052]","[0.8146, 0.6106]","[0.9382, 0.5246]","[1.0156, 0.4773]","[0.9363, 0.5948]","[0.8661, 0.6665]","[0.9983, 0.6181]","[1.0631, 0.5772]","[1.0007, 0.6479]","[0.942, 0.6891]"
"[0.735, 0.8646]","[0.6091, 0.7624]","[0.5614, 0.6058]","[0.6535, 0.5483]","[0.7683, 0.57]","[0.7439, 0.385]","[0.8109, 0.1722]","[0.871, 0.0496]","[0.9216, -0.0519]","[0.8722, 0.4381]","[0.9751, 0.3662]","[0.9167, 0.5297]","[0.8525, 0.6433]","[0.9691, 0.5089]","[1.0526, 0.4597]","[0.9841, 0.5861]","[0.9171, 0.6647]","[1.0394, 0.5887]","[1.1208, 0.534]","[1.0674, 0.6123]","[1.0104, 0.6632]"
"[0.7403, 0.8659]","[0.6179, 0.7622]","[0.5745, 0.602]","[0.6713, 0.5463]","[0.7894, 0.575]","[0.7557, 0.3775]","[0.8265, 0.1645]","[0.8877, 0.0395]","[0.9371, -0.0642]","[0.8751, 0.4385]","[0.9866, 0.3837]","[0.9225, 0.5388]","[0.8518, 0.6354]","[0.9619, 0.5166]","[1.048, 0.4841]","[0.9698, 0.6015]","[0.8948, 0.66]","[1.0198, 0.6059]","[1.0917, 0.5752]","[1.0257, 0.6525]","[0.9609, 0.6892]"
"[0.73, 0.8783]","[0.6163, 0.7603]","[0.5771, 0.5973]","[0.6736, 0.5461]","[0.7934, 0.5806]","[0.7722, 0.372]","[0.8476, 0.1679]","[0.9117, 0.0396]","[0.9649, -0.0705]","[0.8843, 0.435]","[0.9762, 0.3938]","[0.902, 0.5395]","[0.837, 0.6322]","[0.9641, 0.5187]","[1.0311, 0.4974]","[0.9435, 0.6065]","[0.8768, 0.6628]","[1.015, 0.6177]","[1.0595, 0.6096]","[0.9827, 0.6751]","[0.9254, 0.7028]"
"[0.7359, 0.8822]","[0.6238, 0.7526]","[0.5915, 0.5897]","[0.6904, 0.5423]","[0.8065, 0.5817]","[0.779, 0.3675]","[0.859, 0.1677]","[0.9298, 0.0413]","[0.986, -0.0643]","[0.8863, 0.4316]","[0.9525, 0.3901]","[0.8974, 0.5128]","[0.8428, 0.6019]","[0.9669, 0.5145]","[1.0104, 0.5098]","[0.9297, 0.6148]","[0.8623, 0.6769]","[1.0194, 0.61]","[1.0501, 0.6136]","[0.9792, 0.6776]","[0.9236, 0.711]"
"[0.7335, 0.8798]","[0.6248, 0.7525]","[0.5939, 0.5956]","[0.6898, 0.5412]","[0.8078, 0.571]","[0.7812, 0.3751]","[0.8617, 0.1685]","[0.9273, 0.0416]","[0.9803, -0.0664]","[0.8857, 0.4368]","[0.9697, 0.3911]","[0.8975, 0.5284]","[0.828, 0.6302]","[0.9614, 0.5158]","[1.026, 0.4867]","[0.9376, 0.5945]","[0.8632, 0.6661]","[1.0102, 0.6079]","[1.0492, 0.6004]","[0.9775, 0.665]","[0.9195, 0.7049]"
"[0.7356, 0.8799]","[0.6239, 0.7455]","[0.5951, 0.5895]","[0.6914, 0.537]","[0.8079, 0.5691]","[0.7842, 0.375]","[0.863, 0.1778]","[0.9271, 0.0558]","[0.9814, -0.0464]","[0.8955, 0.4369]","[0.9793, 0.3901]","[0.9054, 0.5248]","[0.8353, 0.6288]","[0.9746, 0.5176]","[1.0333, 0.4974]","[0.9447, 0.6023]","[0.8737, 0.673]","[1.0269, 0.6104]","[1.0664, 0.6026]","[0.9932, 0.6643]","[0.9351, 0.7038]"
"[0.7376, 0.8748]","[0.625, 0.7516]","[0.5937, 0.5846]","[0.6944, 0.5283]","[0.8104, 0.5631]","[0.7901, 0.3644]","[0.8686, 0.1714]","[0.9343, 0.0507]","[0.9886, -0.0516]","[0.8996, 0.4275]","[0.9871, 0.3822]","[0.9126, 0.525]","[0.8417, 0.6324]","[0.9788, 0.5086]","[1.044, 0.4875]","[0.9526, 0.5995]","[0.878, 0.6725]","[1.0294, 0.6037]","[1.0688, 0.5961]","[0.9917, 0.6643]","[0.9317, 0.706]"
"[0.7354, 0.8759]","[0.6238, 0.7468]","[0.5942, 0.5836]","[0.6971, 0.5347]","[0.8159, 0.5688]","[0.7912, 0.3642]","[0.8704, 0.1701]","[0.9349, 0.0477]","[0.9878, -0.0561]","[0.8953, 0.4292]","[0.9754, 0.3829]","[0.9009, 0.5226]","[0.8311, 0.6267]","[0.9698, 0.5108]","[1.0328, 0.4884]","[0.9403, 0.6015]","[0.8649, 0.6733]","[1.0164, 0.6068]","[1.0491, 0.6071]","[0.9696, 0.6765]","[0.9088, 0.7152]"
"[0.733, 0.8783]","[0.6232, 0.7452]","[0.5945, 0.5828]","[0.6956, 0.5339]","[0.8134, 0.5694]","[0.7899, 0.3666]","[0.866, 0.1731]","[0.9277, 0.0526]","[0.9804, -0.0501]","[0.8974, 0.4326]","[0.9822, 0.3798]","[0.9073, 0.5188]","[0.8385, 0.624]","[0.974, 0.5151]","[1.0366, 0.4911]","[0.9438, 0.6024]","[0.8708, 0.6759]","[1.0223, 0.6116]","[1.0575, 0.6057]","[0.9798, 0.6716]","[0.9203, 0.7113]"
"[0.7365, 0.8817]","[0.625, 0.7517]","[0.5936, 0.5869]","[0.6968, 0.5371]","[0.8144, 0.572]","[0.7842, 0.3726]","[0.8613, 0.1776]","[0.9275, 0.059]","[0.9825, -0.0413]","[0.8881, 0.4352]","[0.962, 0.3853]","[0.8908, 0.5233]","[0.8246, 0.6258]","[0.9631, 0.5143]","[1.0279, 0.4805]","[0.9366, 0.5918]","[0.8612, 0.6672]","[1.0101, 0.61]","[1.0428, 0.603]","[0.9658, 0.67]","[0.9064, 0.7114]"
"[0.7323, 0.8744]","[0.6209, 0.7427]","[0.5878, 0.5852]","[0.6882, 0.5312]","[0.8066, 0.5656]","[0.7812, 0.3753]","[0.8546, 0.1769]","[0.9178, 0.0572]","[0.9728, -0.0432]","[0.8923, 0.435]","[0.9689, 0.3865]","[0.8964, 0.528]","[0.8317, 0.6389]","[0.9718, 0.5131]","[1.0334, 0.4807]","[0.9434, 0.5924]","[0.873, 0.6748]","[1.0241, 0.6061]","[1.0631, 0.5922]","[0.9879, 0.656]","[0.93, 0.7022]"
"[0.7352, 0.8664]","[0.6212, 0.7432]","[0.5869, 0.5884]","[0.686, 0.5398]","[0.8088, 0.5736]","[0.7796, 0.3725]","[0.8543, 0.1674]","[0.9214, 0.0457]","[0.9803, -0.0569]","[0.8906, 0.4332]","[0.9771, 0.3909]","[0.9019, 0.5294]","[0.8321, 0.631]","[0.9696, 0.5113]","[1.0371, 0.4839]","[0.947, 0.5914]","[0.8724, 0.6628]","[1.0206, 0.6025]","[1.062, 0.5915]","[0.9871, 0.6562]","[0.9261, 0.6969]"
"[0.7234, 0.8671]","[0.614, 0.742]","[0.582, 0.5819]","[0.6832, 0.5351]","[0.807, 0.5742]","[0.7759, 0.3701]","[0.8557, 0.1644]","[0.9213, 0.0398]","[0.9776, -0.0657]","[0.8831, 0.4368]","[0.9719, 0.3875]","[0.8997, 0.521]","[0.8326, 0.6189]","[0.9588, 0.5195]","[1.0256, 0.4862]","[0.9378, 0.591]","[0.8658, 0.6621]","[1.0064, 0.6163]","[1.0433, 0.5988]","[0.9688, 0.6632]","[0.9102, 0.7049]"
"[0.7189, 0.8697]","[0.6119, 0.7406]","[0.5809, 0.5831]","[0.6826, 0.541]","[0.8039, 0.5723]","[0.7771, 0.3728]","[0.8551, 0.1684]","[0.9175, 0.0427]","[0.9699, -0.0664]","[0.8908, 0.4385]","[0.9735, 0.3907]","[0.897, 0.5272]","[0.829, 0.6265]","[0.9709, 0.5213]","[1.0337, 0.4906]","[0.9417, 0.5975]","[0.8688, 0.6714]","[1.0226, 0.6163]","[1.0596, 0.5973]","[0.983, 0.6608]","[0.9241, 0.704]"
"[0.7284, 0.8723]","[0.6139, 0.7553]","[0.5741, 0.5957]","[0.6718, 0.5453]","[0.7955, 0.5753]","[0.765, 0.3812]","[0.8435, 0.1707]","[0.908, 0.0449]","[0.9619, -0.0614]","[0.885, 0.4395]","[0.9831, 0.394]","[0.9099, 0.5349]","[0.8354, 0.6339]","[0.9713, 0.5161]","[1.051, 0.4823]","[0.9654, 0.591]","[0.8871, 0.6639]","[1.0291, 0.6056]","[1.0915, 0.5708]","[1.0234, 0.6383]","[0.9591, 0.6867]"
"[0.7328, 0.8646]","[0.6127, 0.7642]","[0.567, 0.6145]","[0.6579, 0.5654]","[0.7756, 0.5757]","[0.7495, 0.3895]","[0.8294, 0.1625]","[0.9012, 0.0333]","[0.956, -0.0721]","[0.8761, 0.4413]","[0.9829, 0.3969]","[0.9166, 0.5544]","[0.8382, 0.6504]","[0.9715, 0.5107]","[1.0576, 0.4847]","[0.9816, 0.6031]","[0.9024, 0.6664]","[1.0382, 0.5895]","[1.1148, 0.5552]","[1.0524, 0.6341]","[0.9857, 0.6775]"
"[0.7115, 0.87]","[0.5992, 0.765]","[0.5564, 0.6181]","[0.6522, 0.576]","[0.773, 0.5959]","[0.735, 0.3959]","[0.8179, 0.1706]","[0.8847, 0.0379]","[0.9375, -0.0727]","[0.8556, 0.4555]","[0.9527, 0.4005]","[0.8834, 0.5533]","[0.8054, 0.6539]","[0.9438, 0.5333]","[1.0178, 0.5104]","[0.9368, 0.6271]","[0.8556, 0.6935]","[1.0029, 0.625]","[1.0588, 0.6096]","[0.9875, 0.6875]","[0.9193, 0.7277]"
"[0.7107, 0.8773]","[0.5933, 0.7748]","[0.5458, 0.6332]","[0.6367, 0.5906]","[0.7556, 0.6073]","[0.7231, 0.4053]","[0.8033, 0.173]","[0.8678, 0.0378]","[0.9183, -0.0774]","[0.8452, 0.4649]","[0.9464, 0.4102]","[0.8755, 0.563]","[0.795, 0.6576]","[0.9351, 0.5422]","[1.0053, 0.5288]","[0.9232, 0.6461]","[0.8432, 0.7036]","[0.9957, 0.6313]","[1.0545, 0.6189]","[0.9842, 0.6969]","[0.9164, 0.7315]"
"[0.6983, 0.8827]","[0.5861, 0.7844]","[0.5304, 0.6459]","[0.6161, 0.5987]","[0.7348, 0.6132]","[0.7105, 0.4106]","[0.7832, 0.1827]","[0.8422, 0.0481]","[0.8927, -0.0665]","[0.8293, 0.4694]","[0.9202, 0.4165]","[0.8521, 0.5683]","[0.7783, 0.6676]","[0.9146, 0.5482]","[0.9714, 0.5495]","[0.892, 0.6618]","[0.817, 0.7191]","[0.97, 0.641]","[1.0107, 0.6476]","[0.9384, 0.7219]","[0.8715, 0.7522]"
"[0.7021, 0.8856]","[0.5831, 0.7996]","[0.5125, 0.6682]","[0.5872, 0.6176]","[0.7101, 0.6333]","[0.6824, 0.4247]","[0.7479, 0.1922]","[0.8026, 0.0582]","[0.8546, -0.0546]","[0.8051, 0.475]","[0.888, 0.4317]","[0.8259, 0.5852]","[0.7606, 0.6831]","[0.895, 0.5471]","[0.9479, 0.5473]","[0.8745, 0.6629]","[0.807, 0.7226]","[0.9566, 0.6341]","[0.9968, 0.64]","[0.9289, 0.7168]","[0.8667, 0.7498]"
"[0.7011, 0.895]","[0.5772, 0.8086]","[0.5, 0.6837]","[0.5659, 0.631]","[0.6851, 0.642]","[0.6681, 0.4461]","[0.7226, 0.2274]","[0.7699, 0.1027]","[0.8157, -0.0056]","[0.7925, 0.4881]","[0.8663, 0.4496]","[0.8108, 0.5999]","[0.7505, 0.6996]","[0.8863, 0.5545]","[0.9354, 0.5516]","[0.8678, 0.6676]","[0.8037, 0.7362]","[0.9546, 0.6345]","[0.9974, 0.6293]","[0.9357, 0.7076]","[0.8761, 0.7512]"
"[0.7034, 0.8967]","[0.5747, 0.8204]","[0.4893, 0.6985]","[0.547, 0.6453]","[0.6637, 0.6651]","[0.6468, 0.4629]","[0.6948, 0.2634]","[0.7335, 0.1487]","[0.7749, 0.046]","[0.7762, 0.4964]","[0.8485, 0.4656]","[0.793, 0.6203]","[0.7353, 0.7215]","[0.8751, 0.557]","[0.9288, 0.5567]","[0.8585, 0.6809]","[0.7951, 0.7531]","[0.9495, 0.6336]","[0.997, 0.6345]","[0.9309, 0.722]","[0.8693, 0.7698]"
"[0.703, 0.8966]","[0.5716, 0.8297]","[0.4791, 0.7116]","[0.535, 0.6583]","[0.6513, 0.6765]","[0.6383, 0.4694]","[0.6751, 0.2724]","[0.7119, 0.1556]","[0.7505, 0.054]","[0.7688, 0.4932]","[0.8279, 0.4868]","[0.7763, 0.6431]","[0.7208, 0.7458]","[0.8689, 0.5487]","[0.9148, 0.5641]","[0.8505, 0.6878]","[0.7893, 0.7614]","[0.9459, 0.6201]","[0.9978, 0.62]","[0.9358, 0.7108]","[0.873, 0.7633]"
"[0.6992, 0.9012]","[0.5733, 0.8383]","[0.4765, 0.7302]","[0.5231, 0.6753]","[0.6337, 0.6861]","[0.6262, 0.4801]","[0.6583, 0.2839]","[0.6906, 0.1682]","[0.7251, 0.0664]","[0.7623, 0.4995]","[0.8059, 0.4983]","[0.756, 0.6559]","[0.7038, 0.7605]","[0.8669, 0.5531]","[0.8952, 0.584]","[0.8325, 0.7074]","[0.7745, 0.7798]","[0.9473, 0.6248]","[0.9796, 0.6477]","[0.9125, 0.7391]","[0.8504, 0.7872]"
"[0.697, 0.9046]","[0.5731, 0.8473]","[0.4709, 0.745]","[0.5085, 0.6928]","[0.6198, 0.704]","[0.6177, 0.4795]","[0.6456, 0.2961]","[0.6758, 0.1833]","[0.7105, 0.0828]","[0.7553, 0.4841]","[0.7925, 0.5125]","[0.7421, 0.6684]","[0.6955, 0.7632]","[0.8619, 0.5321]","[0.8831, 0.5995]","[0.8205, 0.7203]","[0.7707, 0.7811]","[0.9464, 0.6012]","[0.971, 0.6514]","[0.9057, 0.7435]","[0.8507, 0.7843]"
"[0.6969, 0.9082]","[0.5736, 0.8561]","[0.4654, 0.7634]","[0.4939, 0.71]","[0.6047, 0.7134]","[0.6096, 0.489]","[0.6337, 0.3093]","[0.6633, 0.1973]","[0.6974, 0.0972]","[0.7487, 0.487]","[0.7803, 0.5203]","[0.7326, 0.6757]","[0.6874, 0.7707]","[0.8569, 0.5323]","[0.8742, 0.605]","[0.8141, 0.725]","[0.7657, 0.7869]","[0.9428, 0.6006]","[0.9633, 0.6576]","[0.8998, 0.7495]","[0.8462, 0.7914]"
"[0.6951, 0.9182]","[0.5735, 0.872]","[0.4628, 0.7816]","[0.4749, 0.7242]","[0.5803, 0.7189]","[0.6018, 0.4992]","[0.6248, 0.3248]","[0.6521, 0.2128]","[0.6842, 0.1127]","[0.7429, 0.4919]","[0.7696, 0.5321]","[0.7217, 0.6901]","[0.6779, 0.7845]","[0.8527, 0.5368]","[0.8667, 0.6156]","[0.8042, 0.7404]","[0.7557, 0.8031]","[0.9387, 0.6074]","[0.9556, 0.6712]","[0.8917, 0.7657]","[0.8384, 0.8078]"
"[0.6933, 0.9146]","[0.5795, 0.8734]","[0.467, 0.7887]","[0.4674, 0.7402]","[0.5696, 0.7469]","[0.6003, 0.5036]","[0.6172, 0.335]","[0.6399, 0.2272]","[0.6706, 0.129]","[0.7391, 0.4953]","[0.7635, 0.543]","[0.7117, 0.6998]","[0.6684, 0.7827]","[0.8491, 0.5415]","[0.8624, 0.6289]","[0.7975, 0.7548]","[0.7519, 0.8098]","[0.9356, 0.614]","[0.9486, 0.6839]","[0.8857, 0.7821]","[0.8375, 0.8231]"
"[0.6931, 0.923]","[0.5729, 0.8822]","[0.4598, 0.7986]","[0.4745, 0.7557]","[0.5763, 0.7656]","[0.5901, 0.5137]","[0.604, 0.35]","[0.6253, 0.2438]","[0.653, 0.1478]","[0.7288, 0.5003]","[0.7506, 0.557]","[0.7045, 0.7109]","[0.6693, 0.7835]","[0.8393, 0.5444]","[0.8514, 0.6379]","[0.7907, 0.757]","[0.7511, 0.8006]","[0.9273, 0.6167]","[0.9361, 0.6934]","[0.8758, 0.7874]","[0.8317, 0.8206]"
