[0.5697, 0.7987],[0.4633, 0.802],[0.3417, 0.7306],[0.3486, 0.6669],[0.4423, 0.6378],[0.394, 0.4307],[0.3008, 0.2514],[0.2304, 0.1113],[0.1745, -0.0045],[0.5308, 0.4191],[0.5031, 0.2729],[0.4663, 0.4351],[0.46, 0.5321],[0.6558, 0.472],[0.637, 0.3752],[0.5758, 0.5226],[0.5627, 0.5985],[0.7645, 0.5625],[0.7422, 0.4792],[0.6767, 0.5808],[0.6551, 0.6404]
[0.6816, 0.8747],[0.5479, 0.8137],[0.4573, 0.7041],[0.5102, 0.6367],[0.614, 0.6038],[0.55, 0.3852],[0.5478, 0.1571],[0.5565, 0.023],[0.5721, -0.0956],[0.6848, 0.4141],[0.7243, 0.2504],[0.6771, 0.4039],[0.6383, 0.5039],[0.798, 0.4798],[0.8295, 0.3788],[0.7624, 0.5341],[0.7153, 0.6162],[0.8937, 0.5714],[0.9117, 0.4911],[0.8476, 0.5927],[0.8007, 0.649]
[0.6808, 0.8812],[0.5517, 0.8074],[0.4642, 0.6976],[0.5187, 0.6305],[0.6345, 0.6072],[0.5634, 0.3801],[0.5736, 0.1551],[0.5946, 0.0223],[0.6187, -0.099],[0.6981, 0.4158],[0.7396, 0.2495],[0.6907, 0.4109],[0.6537, 0.5063],[0.8116, 0.4866],[0.8426, 0.3807],[0.7719, 0.5379],[0.7248, 0.6197],[0.9078, 0.5827],[0.927, 0.495],[0.8573, 0.5941],[0.806, 0.6507]
[0.6834, 0.8737],[0.5594, 0.8031],[0.475, 0.6925],[0.5276, 0.632],[0.6399, 0.6074],[0.5823, 0.3683],[0.6132, 0.1472],[0.6446, 0.0161],[0.6764, -0.102],[0.7167, 0.4097],[0.7643, 0.2537],[0.7076, 0.4162],[0.6659, 0.5129],[0.8288, 0.4835],[0.8641, 0.3834],[0.7891, 0.5434],[0.7404, 0.6245],[0.9233, 0.582],[0.9478, 0.4952],[0.8819, 0.5959],[0.8366, 0.6506]
[0.6875, 0.8806],[0.5642, 0.8024],[0.4856, 0.6928],[0.5458, 0.6386],[0.6593, 0.6174],[0.5942, 0.3706],[0.6387, 0.1467],[0.6813, 0.0161],[0.7226, -0.0989],[0.7312, 0.4142],[0.7876, 0.2671],[0.7323, 0.4243],[0.6829, 0.5248],[0.843, 0.4904],[0.8892, 0.3972],[0.8167, 0.548],[0.7577, 0.6338],[0.9327, 0.59],[0.9706, 0.5158],[0.9111, 0.6022],[0.8586, 0.6538]
[0.696, 0.8905],[0.5742, 0.8059],[0.5028, 0.6927],[0.576, 0.639],[0.6891, 0.6207],[0.6151, 0.3746],[0.6661, 0.15],[0.7139, 0.0154],[0.7573, -0.105],[0.7532, 0.419],[0.8113, 0.2741],[0.7597, 0.4329],[0.7128, 0.5401],[0.8642, 0.4984],[0.9105, 0.4091],[0.8405, 0.5524],[0.7816, 0.6385],[0.9533, 0.6018],[0.9922, 0.534],[0.9317, 0.6125],[0.8751, 0.6618]
[0.7071, 0.8979],[0.588, 0.8073],[0.523, 0.6832],[0.615, 0.6305],[0.7417, 0.6215],[0.6449, 0.3753],[0.7055, 0.152],[0.7567, 0.021],[0.8027, -0.0983],[0.7779, 0.4232],[0.8506, 0.281],[0.7954, 0.4347],[0.7421, 0.5347],[0.8816, 0.5032],[0.9426, 0.4146],[0.8703, 0.5509],[0.8075, 0.627],[0.9608, 0.6066],[0.9989, 0.5426],[0.9418, 0.6237],[0.8911, 0.669]
[0.7213, 0.8947],[0.5999, 0.8008],[0.5485, 0.67],[0.654, 0.6279],[0.7831, 0.6237],[0.6761, 0.3655],[0.7427, 0.1573],[0.8079, 0.034],[0.8664, -0.0694],[0.8144, 0.4136],[0.8981, 0.3036],[0.8379, 0.454],[0.7777, 0.5387],[0.9231, 0.4941],[0.9774, 0.4598],[0.9027, 0.5914],[0.8442, 0.6362],[1.0034, 0.5975],[1.0361, 0.5776],[0.9708, 0.6645],[0.9201, 0.6881]
[0.7266, 0.8882],[0.6129, 0.7997],[0.5646, 0.6751],[0.6739, 0.6246],[0.8048, 0.61],[0.685, 0.3613],[0.7627, 0.1546],[0.8342, 0.0283],[0.8943, -0.0782],[0.8218, 0.407],[0.9161, 0.2932],[0.8672, 0.4474],[0.811, 0.5411],[0.9276, 0.485],[0.9994, 0.4384],[0.93, 0.5723],[0.8675, 0.6272],[1.0044, 0.5857],[1.0556, 0.548],[0.9957, 0.6321],[0.9394, 0.6643]
[0.7268, 0.8842],[0.617, 0.7934],[0.5768, 0.6611],[0.6913, 0.6096],[0.8214, 0.5944],[0.7002, 0.3543],[0.7864, 0.1495],[0.8625, 0.026],[0.9246, -0.0781],[0.8369, 0.4054],[0.9417, 0.29],[0.8873, 0.4501],[0.8277, 0.5389],[0.9416, 0.4875],[1.0209, 0.4376],[0.9485, 0.5779],[0.8853, 0.6286],[1.0157, 0.5913],[1.0726, 0.5536],[1.0098, 0.6437],[0.9532, 0.6736]
[0.7307, 0.8755],[0.6202, 0.7876],[0.5819, 0.6558],[0.7, 0.6086],[0.8324, 0.5947],[0.7125, 0.3404],[0.8016, 0.1428],[0.8857, 0.0206],[0.9549, -0.0717],[0.8517, 0.3936],[0.9639, 0.2876],[0.9123, 0.4514],[0.8513, 0.5446],[0.9588, 0.4748],[1.0473, 0.4225],[0.9825, 0.5626],[0.9194, 0.6182],[1.0344, 0.5761],[1.1017, 0.5288],[1.0476, 0.62],[0.9923, 0.655]
[0.7356, 0.8744],[0.6279, 0.7808],[0.5967, 0.6409],[0.715, 0.5878],[0.8473, 0.5855],[0.7246, 0.3378],[0.8246, 0.1369],[0.9088, 0.0162],[0.9794, -0.0825],[0.856, 0.3897],[0.976, 0.2837],[0.9217, 0.4461],[0.8586, 0.5463],[0.9547, 0.4669],[1.044, 0.4233],[0.9693, 0.5656],[0.9011, 0.624],[1.0234, 0.5646],[1.0847, 0.5377],[1.0209, 0.6293],[0.9602, 0.6642]
[0.7333, 0.8766],[0.6319, 0.7767],[0.6056, 0.6393],[0.7227, 0.5861],[0.8549, 0.5796],[0.7317, 0.334],[0.8322, 0.1374],[0.9182, 0.0152],[0.9924, -0.0855],[0.8625, 0.3865],[0.9862, 0.2845],[0.9345, 0.451],[0.8733, 0.5512],[0.9612, 0.4667],[1.0518, 0.4297],[0.9761, 0.5715],[0.9081, 0.6242],[1.0276, 0.5673],[1.0864, 0.5513],[1.0192, 0.6424],[0.957, 0.6726]
[0.7451, 0.8722],[0.6393, 0.7757],[0.6061, 0.6384],[0.7222, 0.5868],[0.8607, 0.5794],[0.7285, 0.3303],[0.8351, 0.1358],[0.9217, 0.0099],[0.9939, -0.0933],[0.866, 0.3789],[0.9932, 0.2866],[0.9408, 0.456],[0.8791, 0.5512],[0.972, 0.4552],[1.0707, 0.4129],[0.9953, 0.5568],[0.9271, 0.6063],[1.0464, 0.5507],[1.113, 0.5275],[1.046, 0.6216],[0.9828, 0.6524]
[0.741, 0.8643],[0.6341, 0.7721],[0.597, 0.6378],[0.7148, 0.583],[0.8609, 0.5762],[0.7287, 0.3285],[0.8355, 0.1345],[0.9182, 0.008],[0.9869, -0.0948],[0.8633, 0.3767],[0.9956, 0.2868],[0.9414, 0.4558],[0.8761, 0.5492],[0.9668, 0.4517],[1.0664, 0.4131],[0.9895, 0.558],[0.9185, 0.605],[1.0405, 0.5457],[1.1078, 0.53],[1.0386, 0.6253],[0.9716, 0.6541]
[0.7447, 0.8565],[0.6363, 0.7721],[0.5987, 0.6411],[0.7195, 0.5882],[0.8681, 0.5759],[0.7279, 0.3355],[0.8409, 0.1277],[0.921, -0.0071],[0.9834, -0.1203],[0.861, 0.3798],[0.9882, 0.3039],[0.9347, 0.4749],[0.8682, 0.5621],[0.9645, 0.45],[1.0624, 0.4116],[0.987, 0.56],[0.9136, 0.6065],[1.0395, 0.5384],[1.1072, 0.5252],[1.0387, 0.6238],[0.9689, 0.6541]
[0.7423, 0.8611],[0.6293, 0.7753],[0.5881, 0.6398],[0.7143, 0.5924],[0.8621, 0.5889],[0.7311, 0.331],[0.8397, 0.1287],[0.9216, -0.001],[0.9846, -0.1093],[0.8675, 0.3817],[0.9929, 0.2998],[0.9378, 0.4717],[0.87, 0.5591],[0.9716, 0.4599],[1.0667, 0.4221],[0.9907, 0.5706],[0.9173, 0.6182],[1.0464, 0.5572],[1.1164, 0.5303],[1.0501, 0.6282],[0.9821, 0.6598]
[0.738, 0.8648],[0.6216, 0.7769],[0.5812, 0.6408],[0.7068, 0.5932],[0.8491, 0.5892],[0.723, 0.3352],[0.8293, 0.1318],[0.916, 0.0061],[0.9866, -0.0962],[0.8585, 0.3834],[0.969, 0.3034],[0.9167, 0.4734],[0.858, 0.5652],[0.9619, 0.4568],[1.0487, 0.4141],[0.9785, 0.5573],[0.913, 0.6108],[1.0361, 0.5512],[1.0994, 0.5175],[1.036, 0.6125],[0.9741, 0.649]
[0.7278, 0.8751],[0.6135, 0.7877],[0.5674, 0.6534],[0.6841, 0.6034],[0.8259, 0.5951],[0.7041, 0.3465],[0.8017, 0.1399],[0.8828, 0.0138],[0.95, -0.091],[0.8391, 0.3992],[0.9562, 0.3001],[0.9011, 0.4602],[0.8344, 0.5541],[0.9411, 0.481],[1.0218, 0.4392],[0.9528, 0.5737],[0.885, 0.6284],[1.0134, 0.5848],[1.0748, 0.5569],[1.0153, 0.6421],[0.9536, 0.6758]
[0.7188, 0.8804],[0.6061, 0.7911],[0.5511, 0.6604],[0.6577, 0.6121],[0.7957, 0.6048],[0.6932, 0.3517],[0.7846, 0.144],[0.8606, 0.0195],[0.9243, -0.0846],[0.8291, 0.4067],[0.9416, 0.2945],[0.8851, 0.4493],[0.8197, 0.5403],[0.9324, 0.4939],[1.0056, 0.4676],[0.9279, 0.601],[0.8586, 0.6505],[1.0058, 0.6032],[1.0597, 0.5912],[0.9872, 0.677],[0.9195, 0.7036]
[0.7223, 0.8793],[0.6026, 0.7911],[0.5383, 0.6705],[0.6315, 0.624],[0.7633, 0.6134],[0.668, 0.3588],[0.7476, 0.1557],[0.8138, 0.0373],[0.8753, -0.0595],[0.8048, 0.4059],[0.9029, 0.2999],[0.8557, 0.4528],[0.8036, 0.55],[0.9091, 0.4859],[0.9794, 0.4371],[0.9144, 0.5715],[0.8549, 0.6374],[0.9868, 0.5899],[1.0334, 0.5597],[0.9734, 0.6436],[0.9168, 0.6832]
[0.7149, 0.8765],[0.594, 0.7936],[0.5339, 0.6791],[0.623, 0.6299],[0.7495, 0.6164],[0.6613, 0.3638],[0.741, 0.1457],[0.807, 0.0212],[0.8661, -0.0822],[0.7969, 0.4152],[0.8983, 0.3007],[0.8484, 0.4502],[0.7856, 0.5495],[0.899, 0.4957],[0.9717, 0.4401],[0.902, 0.5756],[0.8319, 0.6467],[0.9715, 0.597],[1.0178, 0.559],[0.9568, 0.6464],[0.8933, 0.6914]
[0.7145, 0.8745],[0.5923, 0.7935],[0.5279, 0.6833],[0.6102, 0.6338],[0.7344, 0.6134],[0.6453, 0.3703],[0.7208, 0.148],[0.7818, 0.0192],[0.836, -0.0927],[0.7837, 0.4165],[0.8751, 0.3129],[0.8308, 0.4697],[0.7712, 0.5753],[0.8886, 0.4916],[0.9614, 0.4234],[0.9, 0.5602],[0.8303, 0.6405],[0.9642, 0.5876],[1.0082, 0.5405],[0.9545, 0.6278],[0.8947, 0.6799]
[0.711, 0.8829],[0.5858, 0.7954],[0.5215, 0.6756],[0.6094, 0.6263],[0.7281, 0.6184],[0.6361, 0.3702],[0.6913, 0.1634],[0.7433, 0.0404],[0.79, -0.0615],[0.7725, 0.4171],[0.8575, 0.302],[0.8175, 0.4446],[0.7671, 0.5441],[0.8774, 0.4963],[0.9413, 0.4333],[0.8838, 0.5562],[0.8261, 0.6281],[0.955, 0.5992],[0.9963, 0.5561],[0.9417, 0.6337],[0.8883, 0.6796]
[0.7014, 0.8833],[0.578, 0.7979],[0.5119, 0.6749],[0.594, 0.624],[0.7066, 0.615],[0.6248, 0.3746],[0.6623, 0.161],[0.7022, 0.0375],[0.7409, -0.0689],[0.7595, 0.419],[0.8387, 0.294],[0.7984, 0.4351],[0.7504, 0.5368],[0.8649, 0.4977],[0.929, 0.4273],[0.8721, 0.5543],[0.8166, 0.6325],[0.9451, 0.6018],[0.9856, 0.5592],[0.932, 0.6409],[0.8821, 0.6885]
[0.7016, 0.8836],[0.5744, 0.7998],[0.5016, 0.6833],[0.5774, 0.634],[0.6857, 0.6222],[0.6087, 0.3847],[0.6306, 0.1671],[0.6586, 0.04],[0.6881, -0.0701],[0.7478, 0.4219],[0.8172, 0.2921],[0.782, 0.4416],[0.7384, 0.5464],[0.8564, 0.4965],[0.9146, 0.4202],[0.8623, 0.5564],[0.8063, 0.6404],[0.9389, 0.5978],[0.9828, 0.5481],[0.9337, 0.633],[0.8808, 0.6849]
[0.6934, 0.8791],[0.568, 0.7995],[0.4915, 0.6867],[0.5643, 0.6367],[0.6796, 0.6259],[0.5947, 0.3926],[0.608, 0.1719],[0.63, 0.0421],[0.6553, -0.0745],[0.7375, 0.4228],[0.802, 0.2942],[0.7631, 0.4452],[0.7165, 0.5496],[0.8494, 0.4949],[0.8994, 0.4221],[0.8412, 0.5595],[0.7831, 0.6407],[0.9353, 0.5936],[0.9733, 0.5452],[0.9196, 0.6325],[0.8652, 0.6827]
[0.6888, 0.8681],[0.5626, 0.8014],[0.4833, 0.6869],[0.5556, 0.6373],[0.6716, 0.6272],[0.5836, 0.391],[0.5864, 0.1602],[0.6016, 0.0273],[0.6203, -0.0888],[0.7296, 0.4211],[0.7903, 0.295],[0.749, 0.4569],[0.7045, 0.5557],[0.8442, 0.4922],[0.8882, 0.4268],[0.8247, 0.5717],[0.7684, 0.6423],[0.9352, 0.5889],[0.9648, 0.5538],[0.9045, 0.6494],[0.8504, 0.6914]
[0.6907, 0.8705],[0.5622, 0.8061],[0.4732, 0.6932],[0.5412, 0.6431],[0.6574, 0.6332],[0.5743, 0.4047],[0.5729, 0.1937],[0.5796, 0.0737],[0.593, -0.0384],[0.7208, 0.4299],[0.7741, 0.2969],[0.7346, 0.4569],[0.6964, 0.5537],[0.8361, 0.4981],[0.8755, 0.4295],[0.8092, 0.5766],[0.7554, 0.6462],[0.9275, 0.5922],[0.9532, 0.5449],[0.8913, 0.6426],[0.8383, 0.6858]
[0.6869, 0.8718],[0.5611, 0.8062],[0.4717, 0.6937],[0.5367, 0.6442],[0.655, 0.6432],[0.5677, 0.4131],[0.5511, 0.2116],[0.5436, 0.094],[0.545, -0.0153],[0.7106, 0.4353],[0.7647, 0.2975],[0.7206, 0.4639],[0.6814, 0.553],[0.8261, 0.5007],[0.8688, 0.4235],[0.799, 0.5764],[0.747, 0.6421],[0.9189, 0.5931],[0.9449, 0.5386],[0.8801, 0.6428],[0.8275, 0.686]
[0.6861, 0.8662],[0.5625, 0.8069],[0.4676, 0.7014],[0.5226, 0.6572],[0.6347, 0.6537],[0.5609, 0.4136],[0.525, 0.2199],[0.5053, 0.1027],[0.4961, -0.0028],[0.7069, 0.433],[0.7555, 0.3092],[0.7024, 0.4787],[0.6579, 0.5614],[0.8237, 0.4975],[0.8586, 0.439],[0.7817, 0.5925],[0.7286, 0.6494],[0.9159, 0.5898],[0.9362, 0.5546],[0.8668, 0.6611],[0.8137, 0.6968]
[0.6854, 0.8659],[0.5628, 0.8106],[0.4663, 0.7132],[0.5088, 0.6737],[0.6124, 0.6689],[0.5496, 0.4219],[0.5064, 0.2396],[0.4805, 0.1286],[0.4636, 0.0273],[0.697, 0.4422],[0.7407, 0.3151],[0.6925, 0.4909],[0.651, 0.5751],[0.815, 0.5064],[0.8509, 0.4354],[0.7794, 0.5943],[0.7281, 0.6553],[0.9082, 0.5979],[0.9311, 0.5461],[0.8667, 0.6556],[0.817, 0.6952]
[0.6845, 0.8684],[0.5609, 0.8148],[0.4581, 0.7175],[0.501, 0.6747],[0.6091, 0.6671],[0.5476, 0.4362],[0.4968, 0.266],[0.4635, 0.1613],[0.4427, 0.0631],[0.6911, 0.4509],[0.7283, 0.3164],[0.6808, 0.4925],[0.6448, 0.5779],[0.8077, 0.5129],[0.8422, 0.4412],[0.7702, 0.5999],[0.7235, 0.6601],[0.9023, 0.6038],[0.9226, 0.5549],[0.8574, 0.662],[0.8101, 0.7006]
[0.6811, 0.8632],[0.5564, 0.8138],[0.4542, 0.7203],[0.4983, 0.6731],[0.6144, 0.668],[0.5404, 0.4459],[0.4856, 0.2743],[0.4473, 0.1661],[0.4226, 0.0665],[0.6819, 0.4585],[0.7204, 0.3141],[0.6759, 0.4856],[0.6399, 0.5753],[0.7993, 0.5192],[0.8344, 0.4381],[0.7667, 0.5945],[0.7232, 0.6599],[0.8967, 0.6094],[0.9176, 0.5527],[0.8534, 0.6585],[0.8067, 0.7032]
[0.6826, 0.8534],[0.5553, 0.8114],[0.45, 0.7214],[0.4911, 0.6802],[0.6039, 0.6789],[0.536, 0.4516],[0.476, 0.2798],[0.4337, 0.1749],[0.4041, 0.076],[0.6775, 0.46],[0.7116, 0.3162],[0.6711, 0.4847],[0.6369, 0.5731],[0.7948, 0.5181],[0.8292, 0.4389],[0.7647, 0.5926],[0.721, 0.6548],[0.893, 0.6056],[0.9138, 0.5553],[0.8527, 0.6598],[0.8055, 0.7017]
[0.6789, 0.8566],[0.5481, 0.8145],[0.4414, 0.7183],[0.4938, 0.673],[0.6116, 0.6703],[0.5311, 0.4563],[0.4649, 0.2877],[0.4157, 0.1851],[0.3796, 0.0884],[0.6707, 0.4627],[0.6993, 0.323],[0.6615, 0.4941],[0.6372, 0.5807],[0.7861, 0.5176],[0.819, 0.4447],[0.7552, 0.5974],[0.7202, 0.6531],[0.8835, 0.6002],[0.9037, 0.5522],[0.8428, 0.6589],[0.8023, 0.6972]
[0.6752, 0.8579],[0.5442, 0.818],[0.4373, 0.7235],[0.4847, 0.6788],[0.5992, 0.6771],[0.5217, 0.461],[0.45, 0.2975],[0.3971, 0.1987],[0.3607, 0.104],[0.6624, 0.4637],[0.69, 0.3213],[0.654, 0.4946],[0.6315, 0.5806],[0.7798, 0.5162],[0.8091, 0.4456],[0.7442, 0.6003],[0.7103, 0.6538],[0.8787, 0.5975],[0.8949, 0.5613],[0.8328, 0.668],[0.7925, 0.7031]
[0.6663, 0.8515],[0.5371, 0.8106],[0.437, 0.7228],[0.4887, 0.6838],[0.5994, 0.675],[0.5098, 0.4573],[0.4344, 0.3066],[0.3792, 0.2123],[0.3419, 0.1254],[0.6491, 0.4628],[0.6778, 0.3198],[0.6409, 0.4901],[0.6166, 0.574],[0.7678, 0.5189],[0.8003, 0.4408],[0.7366, 0.5937],[0.7015, 0.6463],[0.8681, 0.6052],[0.886, 0.562],[0.8235, 0.6681],[0.7803, 0.7062]
[0.6617, 0.8577],[0.5323, 0.8138],[0.4312, 0.7253],[0.4858, 0.6814],[0.5991, 0.6715],[0.5034, 0.4605],[0.4249, 0.3152],[0.3651, 0.2209],[0.3226, 0.1382],[0.6434, 0.4667],[0.6666, 0.3217],[0.6235, 0.4896],[0.5999, 0.5732],[0.7631, 0.5241],[0.7893, 0.446],[0.7216, 0.5949],[0.6902, 0.6481],[0.8638, 0.6132],[0.8773, 0.5623],[0.8133, 0.6632],[0.7743, 0.7017]
[0.662, 0.8569],[0.5314, 0.8165],[0.4276, 0.7303],[0.4801, 0.6823],[0.5918, 0.6689],[0.4947, 0.4625],[0.415, 0.3252],[0.3526, 0.2352],[0.3077, 0.1573],[0.6346, 0.4673],[0.6587, 0.3183],[0.618, 0.4869],[0.5949, 0.5703],[0.7558, 0.5221],[0.7844, 0.4473],[0.7171, 0.5982],[0.6846, 0.649],[0.858, 0.6085],[0.8715, 0.5598],[0.8099, 0.6625],[0.7731, 0.699]
[0.6569, 0.8595],[0.5276, 0.8203],[0.4241, 0.737],[0.4725, 0.6883],[0.5833, 0.6704],[0.4914, 0.4678],[0.4062, 0.3353],[0.34, 0.2483],[0.2906, 0.1711],[0.6318, 0.4693],[0.6512, 0.3195],[0.6083, 0.486],[0.584, 0.5745],[0.7526, 0.5232],[0.7747, 0.4486],[0.7058, 0.5983],[0.6747, 0.6515],[0.8536, 0.6098],[0.8605, 0.5605],[0.7985, 0.6614],[0.7646, 0.698]
[0.6551, 0.8593],[0.5235, 0.8197],[0.4157, 0.7337],[0.4638, 0.6827],[0.5788, 0.6661],[0.488, 0.471],[0.3952, 0.339],[0.327, 0.2561],[0.2751, 0.1841],[0.6268, 0.4713],[0.6444, 0.3185],[0.5993, 0.4795],[0.5731, 0.5647],[0.7474, 0.5256],[0.771, 0.4504],[0.7016, 0.5976],[0.6707, 0.6484],[0.8501, 0.6129],[0.8579, 0.5634],[0.795, 0.6625],[0.76, 0.6988]
