"[0.4117, 0.7944]","[0.5475, 0.7965]","[0.6829, 0.7151]","[0.6915, 0.6176]","[0.592, 0.5974]","[0.6006, 0.4094]","[0.6604, 0.2335]","[0.7017, 0.0962]","[0.7204, -0.0152]","[0.4735, 0.4047]","[0.4932, 0.3487]","[0.5101, 0.517]","[0.5121, 0.6143]","[0.3577, 0.4336]","[0.3837, 0.4147]","[0.4285, 0.5672]","[0.4372, 0.6531]","[0.2453, 0.4881]","[0.2875, 0.4762]","[0.3411, 0.5934]","[0.3587, 0.6574]"
"[0.3861, 0.8388]","[0.5382, 0.7963]","[0.6719, 0.7075]","[0.6445, 0.641]","[0.5334, 0.6149]","[0.544, 0.4003]","[0.5207, 0.1986]","[0.4949, 0.0679]","[0.4636, -0.0429]","[0.4261, 0.4141]","[0.4074, 0.3669]","[0.4301, 0.5209]","[0.449, 0.6105]","[0.3176, 0.4506]","[0.2955, 0.4284]","[0.3374, 0.5646]","[0.3694, 0.6331]","[0.2157, 0.503]","[0.2097, 0.4948]","[0.2564, 0.5983]","[0.2935, 0.6467]"
"[0.3831, 0.8374]","[0.535, 0.7921]","[0.6671, 0.7013]","[0.6382, 0.6365]","[0.5301, 0.6163]","[0.5354, 0.3951]","[0.5057, 0.1942]","[0.473, 0.065]","[0.4359, -0.0437]","[0.4163, 0.4095]","[0.3947, 0.3687]","[0.4201, 0.5232]","[0.4416, 0.619]","[0.3084, 0.4463]","[0.2864, 0.4336]","[0.3315, 0.5709]","[0.3652, 0.6458]","[0.208, 0.4986]","[0.2027, 0.4976]","[0.2511, 0.6033]","[0.2899, 0.6566]"
"[0.3825, 0.838]","[0.5333, 0.7891]","[0.6568, 0.6941]","[0.6198, 0.6283]","[0.5117, 0.6111]","[0.5242, 0.3925]","[0.493, 0.1921]","[0.4573, 0.0637]","[0.417, -0.0404]","[0.4062, 0.4078]","[0.3831, 0.3706]","[0.409, 0.5223]","[0.4333, 0.6232]","[0.2998, 0.445]","[0.2773, 0.4407]","[0.3226, 0.5731]","[0.3585, 0.6504]","[0.2015, 0.4983]","[0.1953, 0.4995]","[0.2437, 0.601]","[0.2846, 0.6562]"
"[0.3859, 0.8383]","[0.5343, 0.7828]","[0.6523, 0.6858]","[0.6046, 0.6193]","[0.4897, 0.6058]","[0.5159, 0.3904]","[0.4804, 0.1964]","[0.4418, 0.0703]","[0.3993, -0.0318]","[0.3996, 0.4094]","[0.3814, 0.3676]","[0.4085, 0.519]","[0.4303, 0.6196]","[0.2951, 0.451]","[0.2747, 0.438]","[0.3222, 0.5691]","[0.3565, 0.6472]","[0.1971, 0.5093]","[0.1905, 0.4985]","[0.2433, 0.5957]","[0.2841, 0.6518]"
"[0.3889, 0.8351]","[0.5356, 0.7799]","[0.651, 0.6783]","[0.588, 0.6136]","[0.4683, 0.6019]","[0.5077, 0.3893]","[0.4671, 0.1938]","[0.4242, 0.0705]","[0.3776, -0.0292]","[0.3895, 0.4107]","[0.3708, 0.3728]","[0.4023, 0.5251]","[0.428, 0.6213]","[0.2859, 0.4542]","[0.2664, 0.4396]","[0.317, 0.5708]","[0.3543, 0.6445]","[0.1893, 0.5137]","[0.1848, 0.4988]","[0.2398, 0.5975]","[0.2825, 0.6512]"
"[0.3864, 0.8333]","[0.5294, 0.7746]","[0.6422, 0.67]","[0.5738, 0.6087]","[0.4538, 0.6027]","[0.5004, 0.3892]","[0.4565, 0.1924]","[0.4105, 0.0695]","[0.3609, -0.0313]","[0.3834, 0.4107]","[0.3562, 0.3717]","[0.3919, 0.5236]","[0.422, 0.6199]","[0.2804, 0.4528]","[0.2549, 0.4393]","[0.3078, 0.5705]","[0.3475, 0.6445]","[0.183, 0.5101]","[0.1763, 0.5002]","[0.2323, 0.5999]","[0.2766, 0.6532]"
"[0.3862, 0.831]","[0.5259, 0.7669]","[0.6321, 0.6587]","[0.5614, 0.5993]","[0.4429, 0.5955]","[0.4875, 0.3842]","[0.4384, 0.1862]","[0.3921, 0.0633]","[0.3434, -0.0373]","[0.3722, 0.4089]","[0.3471, 0.3688]","[0.3852, 0.5159]","[0.4162, 0.6137]","[0.2725, 0.4536]","[0.2522, 0.4388]","[0.3072, 0.5653]","[0.3471, 0.6394]","[0.1794, 0.5136]","[0.1782, 0.5006]","[0.2351, 0.5961]","[0.2791, 0.6492]"
"[0.3802, 0.8278]","[0.524, 0.7641]","[0.6268, 0.6522]","[0.5581, 0.5963]","[0.4416, 0.5943]","[0.4763, 0.3811]","[0.4256, 0.1849]","[0.3758, 0.0652]","[0.3237, -0.0302]","[0.3602, 0.4067]","[0.3304, 0.3695]","[0.3673, 0.5078]","[0.3996, 0.6034]","[0.2612, 0.4517]","[0.2362, 0.441]","[0.2872, 0.5585]","[0.3255, 0.6301]","[0.1717, 0.5109]","[0.1627, 0.5023]","[0.2146, 0.5913]","[0.257, 0.6419]"
"[0.3743, 0.8279]","[0.5153, 0.7637]","[0.6163, 0.6519]","[0.5469, 0.5986]","[0.4332, 0.5984]","[0.4678, 0.3856]","[0.4137, 0.1887]","[0.359, 0.0709]","[0.3025, -0.0233]","[0.3523, 0.4119]","[0.3123, 0.3723]","[0.3483, 0.5092]","[0.3835, 0.6021]","[0.2536, 0.4559]","[0.2207, 0.4466]","[0.2719, 0.5659]","[0.3126, 0.6357]","[0.1647, 0.5135]","[0.1502, 0.5091]","[0.2022, 0.6014]","[0.2467, 0.652]"
"[0.3749, 0.823]","[0.5094, 0.7564]","[0.6072, 0.6476]","[0.5379, 0.5981]","[0.4299, 0.6011]","[0.4551, 0.3815]","[0.393, 0.1828]","[0.3351, 0.0641]","[0.2772, -0.0311]","[0.3448, 0.4106]","[0.2956, 0.3814]","[0.3382, 0.5211]","[0.3804, 0.606]","[0.2487, 0.457]","[0.2081, 0.4587]","[0.2649, 0.5768]","[0.3118, 0.637]","[0.16, 0.5172]","[0.1411, 0.5198]","[0.1989, 0.612]","[0.2489, 0.6584]"
"[0.3753, 0.8232]","[0.5111, 0.7538]","[0.6056, 0.6448]","[0.5248, 0.5975]","[0.4138, 0.6022]","[0.4475, 0.383]","[0.3803, 0.184]","[0.3206, 0.0651]","[0.2624, -0.0282]","[0.3368, 0.4151]","[0.2843, 0.3826]","[0.3274, 0.5169]","[0.3722, 0.602]","[0.2427, 0.4622]","[0.1994, 0.4615]","[0.2552, 0.5718]","[0.3037, 0.6313]","[0.1575, 0.5221]","[0.1351, 0.5195]","[0.1905, 0.6029]","[0.2408, 0.6478]"
"[0.3773, 0.8243]","[0.5057, 0.7533]","[0.5956, 0.6422]","[0.514, 0.5964]","[0.3998, 0.6028]","[0.4367, 0.3817]","[0.3645, 0.1826]","[0.3018, 0.063]","[0.2413, -0.0302]","[0.3265, 0.4163]","[0.2694, 0.3882]","[0.3119, 0.5275]","[0.3595, 0.6145]","[0.2331, 0.4661]","[0.1856, 0.4678]","[0.242, 0.5789]","[0.2934, 0.6387]","[0.1498, 0.529]","[0.1235, 0.5286]","[0.1808, 0.6119]","[0.2351, 0.6552]"
"[0.3777, 0.8292]","[0.5052, 0.7495]","[0.5875, 0.6309]","[0.4977, 0.5887]","[0.3821, 0.6062]","[0.4314, 0.3824]","[0.359, 0.1887]","[0.2944, 0.0718]","[0.2325, -0.02]","[0.3235, 0.417]","[0.2714, 0.3896]","[0.3175, 0.5284]","[0.3665, 0.6169]","[0.2322, 0.4655]","[0.1894, 0.466]","[0.2471, 0.5785]","[0.2995, 0.6408]","[0.1505, 0.5265]","[0.1277, 0.5275]","[0.1863, 0.6112]","[0.2412, 0.6561]"
"[0.3781, 0.8321]","[0.5004, 0.7488]","[0.5811, 0.6317]","[0.4847, 0.5924]","[0.3683, 0.6077]","[0.4223, 0.3832]","[0.3475, 0.1901]","[0.2797, 0.0754]","[0.2121, -0.0148]","[0.3144, 0.4194]","[0.2556, 0.3903]","[0.3058, 0.5273]","[0.3561, 0.6124]","[0.2246, 0.4695]","[0.1791, 0.4762]","[0.243, 0.5872]","[0.2967, 0.6443]","[0.1439, 0.5331]","[0.1215, 0.5375]","[0.1837, 0.6213]","[0.2385, 0.6627]"
"[0.372, 0.8321]","[0.4935, 0.7493]","[0.5722, 0.6322]","[0.4804, 0.5888]","[0.3641, 0.6028]","[0.4149, 0.3806]","[0.3396, 0.1899]","[0.27, 0.0747]","[0.2032, -0.0141]","[0.3078, 0.4175]","[0.25, 0.3899]","[0.295, 0.5251]","[0.3436, 0.6152]","[0.2185, 0.4699]","[0.1722, 0.4724]","[0.234, 0.5814]","[0.2877, 0.6459]","[0.1399, 0.536]","[0.1143, 0.5361]","[0.175, 0.6176]","[0.231, 0.6643]"
"[0.3689, 0.8271]","[0.4912, 0.7447]","[0.569, 0.6306]","[0.4813, 0.5909]","[0.3665, 0.5997]","[0.4078, 0.3797]","[0.326, 0.1891]","[0.2537, 0.0751]","[0.1855, -0.0128]","[0.2999, 0.421]","[0.2359, 0.39]","[0.2795, 0.5196]","[0.3309, 0.6102]","[0.2114, 0.4769]","[0.1642, 0.4805]","[0.2248, 0.5858]","[0.2802, 0.6503]","[0.1357, 0.5453]","[0.11, 0.5451]","[0.1673, 0.6237]","[0.2227, 0.6697]"
"[0.3686, 0.8234]","[0.4892, 0.7422]","[0.5648, 0.6265]","[0.4771, 0.5846]","[0.3604, 0.5933]","[0.4029, 0.378]","[0.3198, 0.1855]","[0.2462, 0.07]","[0.1766, -0.0184]","[0.2956, 0.4219]","[0.2306, 0.3871]","[0.2741, 0.5197]","[0.326, 0.6109]","[0.2074, 0.4779]","[0.1579, 0.4791]","[0.2183, 0.587]","[0.2743, 0.6504]","[0.1325, 0.5451]","[0.1035, 0.5423]","[0.1611, 0.6215]","[0.2179, 0.6659]"
"[0.3707, 0.8252]","[0.4896, 0.7405]","[0.5624, 0.6217]","[0.4725, 0.5815]","[0.3555, 0.5955]","[0.4, 0.3791]","[0.3146, 0.192]","[0.2404, 0.0805]","[0.1698, -0.0026]","[0.2928, 0.4258]","[0.2269, 0.3868]","[0.2723, 0.5167]","[0.3245, 0.6103]","[0.2052, 0.4825]","[0.1549, 0.4771]","[0.2144, 0.5831]","[0.2696, 0.6495]","[0.1299, 0.5493]","[0.0997, 0.5403]","[0.157, 0.6159]","[0.2139, 0.6604]"
"[0.3685, 0.8215]","[0.4858, 0.7344]","[0.557, 0.6182]","[0.4614, 0.579]","[0.3426, 0.597]","[0.3912, 0.3776]","[0.3017, 0.1882]","[0.2238, 0.0771]","[0.1511, -0.0055]","[0.2851, 0.4238]","[0.2164, 0.389]","[0.2593, 0.5152]","[0.3109, 0.6036]","[0.1992, 0.4815]","[0.151, 0.481]","[0.2091, 0.5823]","[0.2633, 0.6435]","[0.1255, 0.5502]","[0.098, 0.5432]","[0.1531, 0.6138]","[0.2081, 0.6546]"
"[0.3693, 0.8219]","[0.4835, 0.7338]","[0.555, 0.6132]","[0.4586, 0.5743]","[0.3338, 0.5961]","[0.3887, 0.3813]","[0.3055, 0.1924]","[0.2309, 0.0833]","[0.1591, 0.0003]","[0.2791, 0.4255]","[0.2148, 0.3908]","[0.2609, 0.5214]","[0.3138, 0.6146]","[0.1917, 0.4825]","[0.1462, 0.4818]","[0.2043, 0.5869]","[0.2586, 0.6532]","[0.1189, 0.551]","[0.0925, 0.5517]","[0.1484, 0.6261]","[0.2044, 0.6697]"
"[0.3699, 0.8216]","[0.4851, 0.7369]","[0.5558, 0.6144]","[0.4582, 0.5768]","[0.3337, 0.5971]","[0.3931, 0.3804]","[0.3052, 0.1909]","[0.2261, 0.0822]","[0.1517, 0.0009]","[0.2822, 0.4264]","[0.2163, 0.3895]","[0.2603, 0.5226]","[0.3125, 0.6176]","[0.1929, 0.4847]","[0.1434, 0.4791]","[0.2023, 0.5872]","[0.2575, 0.6566]","[0.1185, 0.5546]","[0.0895, 0.5503]","[0.147, 0.627]","[0.204, 0.6723]"
"[0.372, 0.8193]","[0.4859, 0.7331]","[0.5528, 0.6134]","[0.4555, 0.5788]","[0.3309, 0.5988]","[0.3878, 0.3813]","[0.3017, 0.1963]","[0.2256, 0.0873]","[0.1526, 0.0045]","[0.2766, 0.4271]","[0.2138, 0.3943]","[0.2628, 0.5236]","[0.3168, 0.6191]","[0.1888, 0.4871]","[0.1445, 0.49]","[0.2059, 0.5929]","[0.2605, 0.6608]","[0.1163, 0.5603]","[0.0945, 0.564]","[0.1546, 0.6373]","[0.2115, 0.6803]"
"[0.3713, 0.8224]","[0.487, 0.7376]","[0.5538, 0.613]","[0.4565, 0.577]","[0.3342, 0.6003]","[0.3919, 0.3793]","[0.308, 0.198]","[0.2306, 0.092]","[0.1579, 0.0115]","[0.2822, 0.4248]","[0.2179, 0.3891]","[0.2603, 0.52]","[0.3113, 0.6123]","[0.1938, 0.4855]","[0.1453, 0.4761]","[0.2023, 0.583]","[0.2565, 0.6517]","[0.1199, 0.5591]","[0.091, 0.5506]","[0.1479, 0.6257]","[0.2046, 0.6713]"
"[0.3727, 0.8237]","[0.4932, 0.7426]","[0.5622, 0.618]","[0.4588, 0.5797]","[0.3327, 0.5987]","[0.3983, 0.3834]","[0.3192, 0.2004]","[0.2453, 0.0942]","[0.1729, 0.0112]","[0.2867, 0.4215]","[0.2227, 0.3934]","[0.2708, 0.5267]","[0.3218, 0.6131]","[0.1975, 0.4778]","[0.1513, 0.4786]","[0.2113, 0.5882]","[0.2645, 0.6499]","[0.1235, 0.5477]","[0.0996, 0.5478]","[0.1591, 0.6295]","[0.2145, 0.674]"
"[0.3665, 0.8258]","[0.4953, 0.7524]","[0.5699, 0.633]","[0.4817, 0.5926]","[0.363, 0.606]","[0.4056, 0.3852]","[0.3404, 0.2036]","[0.2724, 0.1008]","[0.2053, 0.0197]","[0.2973, 0.4165]","[0.235, 0.3973]","[0.2828, 0.5266]","[0.3345, 0.5998]","[0.2083, 0.4694]","[0.1622, 0.4752]","[0.2194, 0.5825]","[0.2707, 0.6334]","[0.1333, 0.5365]","[0.1084, 0.5363]","[0.1653, 0.6181]","[0.2174, 0.6585]"
"[0.3705, 0.8252]","[0.5039, 0.758]","[0.5923, 0.6495]","[0.5102, 0.6108]","[0.3953, 0.6189]","[0.4255, 0.3915]","[0.3674, 0.2118]","[0.3031, 0.1096]","[0.2396, 0.034]","[0.3151, 0.4189]","[0.2445, 0.4044]","[0.2851, 0.5358]","[0.3383, 0.6142]","[0.223, 0.4694]","[0.1724, 0.4928]","[0.2275, 0.6022]","[0.2828, 0.6552]","[0.1452, 0.5341]","[0.1168, 0.5518]","[0.1714, 0.6366]","[0.2266, 0.6778]"
"[0.3624, 0.823]","[0.497, 0.7671]","[0.6012, 0.6734]","[0.5283, 0.6359]","[0.4204, 0.6459]","[0.4451, 0.3993]","[0.3917, 0.2239]","[0.333, 0.1227]","[0.2742, 0.0442]","[0.333, 0.4195]","[0.275, 0.4078]","[0.3206, 0.5481]","[0.369, 0.6232]","[0.2378, 0.4647]","[0.1943, 0.4797]","[0.2481, 0.5964]","[0.2966, 0.6521]","[0.1531, 0.5259]","[0.132, 0.5369]","[0.1865, 0.6291]","[0.2356, 0.6754]"
"[0.3662, 0.83]","[0.4979, 0.7752]","[0.6078, 0.6837]","[0.5418, 0.6492]","[0.437, 0.6559]","[0.4568, 0.4036]","[0.41, 0.2348]","[0.3584, 0.1328]","[0.3069, 0.0518]","[0.3428, 0.4213]","[0.3037, 0.4101]","[0.3436, 0.5492]","[0.3819, 0.62]","[0.2456, 0.4655]","[0.2122, 0.4773]","[0.2631, 0.5946]","[0.3051, 0.6436]","[0.1575, 0.5258]","[0.1406, 0.5322]","[0.1953, 0.6241]","[0.2405, 0.6642]"
"[0.362, 0.8297]","[0.4935, 0.7853]","[0.6156, 0.7034]","[0.5726, 0.6648]","[0.4774, 0.6672]","[0.4702, 0.4119]","[0.4313, 0.2458]","[0.3839, 0.1431]","[0.3364, 0.0632]","[0.3558, 0.4172]","[0.3131, 0.4268]","[0.3497, 0.5673]","[0.3902, 0.6384]","[0.255, 0.4568]","[0.217, 0.4976]","[0.2672, 0.6162]","[0.3148, 0.6664]","[0.1629, 0.5138]","[0.141, 0.5463]","[0.1939, 0.6429]","[0.2433, 0.6864]"
"[0.3634, 0.8339]","[0.4914, 0.79]","[0.6197, 0.7177]","[0.5943, 0.6848]","[0.5154, 0.6939]","[0.4884, 0.4176]","[0.4536, 0.2643]","[0.4105, 0.1644]","[0.3679, 0.0852]","[0.3709, 0.4127]","[0.3267, 0.4411]","[0.3579, 0.5794]","[0.3936, 0.6528]","[0.2662, 0.4504]","[0.2318, 0.5094]","[0.28, 0.6232]","[0.3228, 0.6757]","[0.1721, 0.5086]","[0.1556, 0.558]","[0.207, 0.6538]","[0.2531, 0.6989]"
"[0.3675, 0.8228]","[0.4907, 0.775]","[0.6115, 0.7157]","[0.611, 0.6953]","[0.5731, 0.7172]","[0.4997, 0.4085]","[0.4755, 0.272]","[0.4367, 0.1751]","[0.398, 0.1034]","[0.3796, 0.3992]","[0.343, 0.4386]","[0.3697, 0.5794]","[0.3998, 0.6561]","[0.2736, 0.4354]","[0.2438, 0.5078]","[0.2917, 0.6219]","[0.3319, 0.6813]","[0.1801, 0.4951]","[0.1631, 0.5571]","[0.2152, 0.6518]","[0.2625, 0.7001]"
"[0.3712, 0.8305]","[0.4996, 0.7871]","[0.6206, 0.7268]","[0.6042, 0.6926]","[0.5471, 0.7015]","[0.5058, 0.4149]","[0.4884, 0.2805]","[0.4557, 0.1799]","[0.4214, 0.1019]","[0.382, 0.3988]","[0.3542, 0.449]","[0.3769, 0.5867]","[0.4021, 0.6644]","[0.2741, 0.4348]","[0.2578, 0.522]","[0.3008, 0.6336]","[0.3367, 0.6908]","[0.182, 0.4964]","[0.1761, 0.5643]","[0.2225, 0.6569]","[0.2627, 0.7025]"
"[0.3739, 0.8319]","[0.501, 0.7853]","[0.6274, 0.7237]","[0.6118, 0.6943]","[0.5534, 0.7091]","[0.5141, 0.4151]","[0.498, 0.2876]","[0.4692, 0.1893]","[0.4399, 0.1094]","[0.3886, 0.3964]","[0.3607, 0.4488]","[0.3888, 0.5911]","[0.4179, 0.6627]","[0.2778, 0.4303]","[0.2639, 0.527]","[0.3129, 0.643]","[0.3515, 0.6931]","[0.1806, 0.4914]","[0.1782, 0.5713]","[0.2296, 0.6667]","[0.2705, 0.7052]"
