"[0.5944, 0.794]","[0.4677, 0.8008]","[0.3203, 0.7258]","[0.284, 0.6277]","[0.379, 0.5941]","[0.3861, 0.4229]","[0.3171, 0.2328]","[0.2756, 0.0919]","[0.2455, -0.0226]","[0.52, 0.3952]","[0.4856, 0.3541]","[0.4857, 0.5216]","[0.49, 0.6335]","[0.6448, 0.4185]","[0.6069, 0.4247]","[0.5863, 0.573]","[0.5763, 0.6613]","[0.7586, 0.4738]","[0.7144, 0.4863]","[0.6816, 0.5951]","[0.6702, 0.6535]"
"[0.658, 0.8291]","[0.519, 0.7611]","[0.4143, 0.6336]","[0.4492, 0.5418]","[0.5673, 0.5326]","[0.5528, 0.3664]","[0.5954, 0.1606]","[0.6364, 0.0456]","[0.6718, -0.0511]","[0.677, 0.3931]","[0.7104, 0.3513]","[0.6808, 0.5127]","[0.6499, 0.6278]","[0.7815, 0.4424]","[0.8018, 0.4273]","[0.7533, 0.568]","[0.7099, 0.6593]","[0.8691, 0.5086]","[0.8996, 0.482]","[0.8503, 0.5769]","[0.805, 0.6364]"
"[0.6541, 0.8253]","[0.5183, 0.7537]","[0.4221, 0.6232]","[0.466, 0.5349]","[0.5851, 0.5269]","[0.5661, 0.3637]","[0.6134, 0.1575]","[0.6575, 0.0443]","[0.6954, -0.0501]","[0.691, 0.3921]","[0.7256, 0.3518]","[0.6881, 0.5097]","[0.6497, 0.6244]","[0.7947, 0.4422]","[0.8122, 0.4329]","[0.7589, 0.5702]","[0.7116, 0.6604]","[0.8808, 0.5082]","[0.905, 0.4907]","[0.8531, 0.5842]","[0.8063, 0.6427]"
"[0.6615, 0.8247]","[0.5257, 0.7525]","[0.4305, 0.6159]","[0.4814, 0.5296]","[0.6003, 0.5232]","[0.5779, 0.3552]","[0.6311, 0.1449]","[0.6809, 0.0259]","[0.7228, -0.0721]","[0.701, 0.3868]","[0.7459, 0.3565]","[0.7066, 0.5109]","[0.665, 0.6223]","[0.8025, 0.4409]","[0.8309, 0.4352]","[0.7761, 0.5684]","[0.726, 0.6579]","[0.8865, 0.511]","[0.9186, 0.4912]","[0.8675, 0.5852]","[0.8189, 0.6479]"
"[0.6661, 0.827]","[0.5337, 0.7522]","[0.4409, 0.6189]","[0.4896, 0.531]","[0.6104, 0.5223]","[0.592, 0.356]","[0.6482, 0.1485]","[0.6984, 0.0368]","[0.7401, -0.0565]","[0.7144, 0.3888]","[0.7591, 0.3548]","[0.716, 0.5116]","[0.6717, 0.6204]","[0.8145, 0.4436]","[0.8407, 0.435]","[0.7833, 0.5698]","[0.7331, 0.656]","[0.8977, 0.5149]","[0.9292, 0.4936]","[0.8753, 0.5856]","[0.8251, 0.644]"
"[0.6675, 0.8263]","[0.5362, 0.7494]","[0.4476, 0.613]","[0.5021, 0.526]","[0.6224, 0.522]","[0.5982, 0.3566]","[0.663, 0.1477]","[0.7189, 0.0343]","[0.7651, -0.059]","[0.7216, 0.3897]","[0.7701, 0.3595]","[0.7266, 0.5158]","[0.6833, 0.6234]","[0.8222, 0.4437]","[0.8493, 0.442]","[0.7895, 0.5741]","[0.739, 0.6554]","[0.9049, 0.5138]","[0.9366, 0.5008]","[0.8785, 0.5905]","[0.8257, 0.6436]"
"[0.6773, 0.8261]","[0.5442, 0.7437]","[0.4598, 0.6072]","[0.5179, 0.526]","[0.6378, 0.5239]","[0.6109, 0.3575]","[0.6808, 0.1474]","[0.7423, 0.0305]","[0.7911, -0.0643]","[0.7318, 0.3874]","[0.7825, 0.3642]","[0.7458, 0.515]","[0.7055, 0.6212]","[0.8299, 0.4396]","[0.8621, 0.4485]","[0.806, 0.5711]","[0.7543, 0.6493]","[0.9109, 0.5099]","[0.9479, 0.5093]","[0.8886, 0.5931]","[0.8307, 0.6442]"
"[0.6723, 0.8257]","[0.5398, 0.7431]","[0.4638, 0.599]","[0.5343, 0.5127]","[0.6515, 0.5104]","[0.6156, 0.3529]","[0.6884, 0.1472]","[0.7513, 0.0317]","[0.8006, -0.0613]","[0.7375, 0.3883]","[0.7939, 0.3526]","[0.756, 0.5056]","[0.7116, 0.6186]","[0.8355, 0.4443]","[0.8697, 0.4458]","[0.8128, 0.572]","[0.7583, 0.6552]","[0.9147, 0.5167]","[0.9537, 0.5102]","[0.8953, 0.5949]","[0.8376, 0.6479]"
"[0.6745, 0.8225]","[0.5451, 0.7375]","[0.4724, 0.5923]","[0.5442, 0.5078]","[0.666, 0.511]","[0.6246, 0.3513]","[0.7015, 0.1382]","[0.7685, 0.0209]","[0.8203, -0.0734]","[0.744, 0.3938]","[0.8026, 0.352]","[0.7621, 0.5013]","[0.7129, 0.6143]","[0.8396, 0.4528]","[0.8737, 0.4394]","[0.8168, 0.5626]","[0.7598, 0.6497]","[0.9158, 0.5263]","[0.9523, 0.5039]","[0.8981, 0.5855]","[0.842, 0.6446]"
"[0.6817, 0.8164]","[0.552, 0.7267]","[0.4816, 0.5867]","[0.5507, 0.5064]","[0.6697, 0.5061]","[0.6331, 0.3452]","[0.711, 0.1367]","[0.7763, 0.0248]","[0.8269, -0.0655]","[0.7516, 0.3898]","[0.8159, 0.3525]","[0.7722, 0.5037]","[0.7191, 0.615]","[0.8456, 0.4501]","[0.8831, 0.4417]","[0.8236, 0.5671]","[0.7641, 0.6514]","[0.9203, 0.5248]","[0.9611, 0.5066]","[0.9071, 0.5886]","[0.8497, 0.6443]"
"[0.6826, 0.8174]","[0.5538, 0.7282]","[0.4843, 0.5847]","[0.5578, 0.5058]","[0.6739, 0.507]","[0.6377, 0.3419]","[0.7187, 0.1375]","[0.7852, 0.0274]","[0.8377, -0.0612]","[0.7563, 0.3894]","[0.8252, 0.3522]","[0.7786, 0.5009]","[0.7233, 0.6108]","[0.8498, 0.4522]","[0.8888, 0.4448]","[0.8277, 0.5659]","[0.7683, 0.6467]","[0.9229, 0.5281]","[0.9645, 0.5101]","[0.9104, 0.5878]","[0.8542, 0.6396]"
"[0.6835, 0.8206]","[0.5554, 0.7291]","[0.4875, 0.5898]","[0.5579, 0.5131]","[0.6734, 0.5098]","[0.6409, 0.3447]","[0.7205, 0.1444]","[0.7867, 0.0383]","[0.8401, -0.0494]","[0.76, 0.3907]","[0.8289, 0.3583]","[0.7818, 0.5091]","[0.7284, 0.6162]","[0.8535, 0.4534]","[0.8922, 0.4492]","[0.8301, 0.5718]","[0.772, 0.6507]","[0.9264, 0.5298]","[0.9683, 0.5123]","[0.9135, 0.5916]","[0.8573, 0.6425]"
"[0.6859, 0.8203]","[0.5549, 0.7296]","[0.4864, 0.5869]","[0.5587, 0.5076]","[0.6762, 0.5086]","[0.6413, 0.3438]","[0.7201, 0.1406]","[0.787, 0.0314]","[0.841, -0.0576]","[0.7601, 0.3892]","[0.8302, 0.3632]","[0.7842, 0.5132]","[0.7309, 0.6198]","[0.8533, 0.4512]","[0.8948, 0.4518]","[0.8328, 0.5735]","[0.7734, 0.6527]","[0.9257, 0.526]","[0.9692, 0.5156]","[0.9138, 0.5956]","[0.8566, 0.6464]"
"[0.6815, 0.8249]","[0.5522, 0.7331]","[0.4812, 0.5881]","[0.5552, 0.5085]","[0.6766, 0.5108]","[0.6367, 0.3421]","[0.7154, 0.1417]","[0.7816, 0.032]","[0.836, -0.0577]","[0.7569, 0.3852]","[0.8289, 0.3644]","[0.7808, 0.5142]","[0.7259, 0.619]","[0.8513, 0.447]","[0.896, 0.4529]","[0.8315, 0.5734]","[0.7701, 0.6499]","[0.924, 0.5225]","[0.97, 0.5176]","[0.9104, 0.597]","[0.8498, 0.6457]"
"[0.6796, 0.8254]","[0.5487, 0.7373]","[0.4749, 0.5959]","[0.5476, 0.5168]","[0.6688, 0.5166]","[0.629, 0.3427]","[0.71, 0.1437]","[0.7774, 0.0332]","[0.8347, -0.0581]","[0.7503, 0.3812]","[0.8213, 0.3713]","[0.7721, 0.5203]","[0.7175, 0.6225]","[0.8456, 0.4396]","[0.8915, 0.4567]","[0.826, 0.5768]","[0.7646, 0.6512]","[0.919, 0.5131]","[0.9643, 0.5197]","[0.9022, 0.6022]","[0.8405, 0.6497]"
"[0.6774, 0.8289]","[0.5411, 0.7446]","[0.4579, 0.6093]","[0.5218, 0.5361]","[0.637, 0.5323]","[0.6155, 0.3476]","[0.6915, 0.145]","[0.7547, 0.0273]","[0.8076, -0.0693]","[0.7386, 0.3817]","[0.7984, 0.3753]","[0.7511, 0.5256]","[0.6999, 0.6308]","[0.836, 0.4377]","[0.8772, 0.4532]","[0.8159, 0.5763]","[0.7574, 0.6564]","[0.9109, 0.5096]","[0.9551, 0.5126]","[0.8958, 0.6001]","[0.8369, 0.6539]"
"[0.6697, 0.835]","[0.5328, 0.7513]","[0.4419, 0.615]","[0.503, 0.5421]","[0.6245, 0.5435]","[0.5933, 0.3518]","[0.6663, 0.154]","[0.7263, 0.0412]","[0.7776, -0.0546]","[0.7191, 0.3793]","[0.7672, 0.3811]","[0.7205, 0.5302]","[0.6754, 0.6226]","[0.8198, 0.4316]","[0.8516, 0.4611]","[0.7931, 0.5846]","[0.7433, 0.6522]","[0.8997, 0.5014]","[0.9318, 0.525]","[0.8718, 0.6144]","[0.8201, 0.6572]"
"[0.6642, 0.8384]","[0.528, 0.7618]","[0.425, 0.6314]","[0.4695, 0.5483]","[0.5869, 0.5412]","[0.5791, 0.3633]","[0.6474, 0.1652]","[0.7066, 0.0522]","[0.7563, -0.0417]","[0.7081, 0.3814]","[0.7471, 0.39]","[0.6978, 0.5402]","[0.6516, 0.634]","[0.8126, 0.4285]","[0.8311, 0.4704]","[0.7737, 0.5949]","[0.726, 0.663]","[0.898, 0.4945]","[0.9174, 0.5256]","[0.8602, 0.6166]","[0.813, 0.6606]"
"[0.6566, 0.8388]","[0.5194, 0.7711]","[0.4101, 0.6407]","[0.4608, 0.5684]","[0.5841, 0.5706]","[0.56, 0.3734]","[0.6228, 0.1811]","[0.676, 0.0652]","[0.7192, -0.0341]","[0.6945, 0.3861]","[0.7208, 0.3958]","[0.6819, 0.5528]","[0.6462, 0.6496]","[0.8038, 0.4338]","[0.8152, 0.4705]","[0.7664, 0.5993]","[0.7258, 0.6709]","[0.8936, 0.5023]","[0.9041, 0.5248]","[0.8503, 0.6203]","[0.8082, 0.67]"
"[0.6545, 0.8399]","[0.5156, 0.7765]","[0.4016, 0.6597]","[0.4381, 0.5915]","[0.5561, 0.5896]","[0.5397, 0.375]","[0.5932, 0.1779]","[0.6393, 0.0511]","[0.6787, -0.057]","[0.6796, 0.3727]","[0.7007, 0.4098]","[0.6625, 0.5684]","[0.6304, 0.6661]","[0.7929, 0.4179]","[0.7916, 0.491]","[0.7455, 0.6154]","[0.7112, 0.682]","[0.886, 0.4872]","[0.8844, 0.5437]","[0.8308, 0.6372]","[0.7916, 0.681]"
"[0.6521, 0.8505]","[0.5075, 0.7874]","[0.3872, 0.6656]","[0.4273, 0.5935]","[0.5499, 0.597]","[0.5193, 0.3878]","[0.5583, 0.2004]","[0.5989, 0.0828]","[0.6352, -0.0174]","[0.6598, 0.3833]","[0.6775, 0.4082]","[0.6467, 0.5631]","[0.6165, 0.6644]","[0.7757, 0.4264]","[0.7693, 0.4919]","[0.727, 0.6173]","[0.6935, 0.6892]","[0.8713, 0.4935]","[0.866, 0.5448]","[0.8128, 0.6385]","[0.774, 0.687]"
"[0.6472, 0.8535]","[0.5031, 0.7938]","[0.3773, 0.6917]","[0.3992, 0.6275]","[0.5163, 0.6246]","[0.5043, 0.3947]","[0.5332, 0.2226]","[0.5609, 0.1182]","[0.5895, 0.0252]","[0.6447, 0.3853]","[0.6525, 0.4152]","[0.6188, 0.5619]","[0.5934, 0.6539]","[0.7615, 0.427]","[0.7488, 0.5014]","[0.7056, 0.6233]","[0.6784, 0.6887]","[0.8584, 0.4932]","[0.8488, 0.5512]","[0.7975, 0.6415]","[0.7647, 0.6843]"
"[0.6448, 0.8534]","[0.5039, 0.8055]","[0.3696, 0.716]","[0.3664, 0.6566]","[0.4756, 0.6555]","[0.4853, 0.4109]","[0.5028, 0.2481]","[0.5247, 0.1476]","[0.5512, 0.0594]","[0.6271, 0.389]","[0.631, 0.4469]","[0.6032, 0.5978]","[0.5832, 0.6924]","[0.7467, 0.4246]","[0.7253, 0.5276]","[0.6861, 0.6482]","[0.6645, 0.71]","[0.8466, 0.4859]","[0.8264, 0.568]","[0.7786, 0.6592]","[0.7516, 0.6995]"
"[0.6365, 0.8552]","[0.4983, 0.8155]","[0.3633, 0.7368]","[0.3448, 0.6863]","[0.4518, 0.6841]","[0.4647, 0.4265]","[0.4707, 0.2737]","[0.4848, 0.1775]","[0.507, 0.0909]","[0.6066, 0.3957]","[0.6071, 0.468]","[0.583, 0.6122]","[0.5687, 0.6934]","[0.7284, 0.4292]","[0.7051, 0.5411]","[0.6693, 0.6548]","[0.6548, 0.7032]","[0.8306, 0.4915]","[0.8026, 0.5828]","[0.7569, 0.6736]","[0.7367, 0.7088]"
"[0.6344, 0.8665]","[0.4979, 0.832]","[0.3678, 0.7617]","[0.3296, 0.7097]","[0.4266, 0.6984]","[0.4497, 0.4459]","[0.4444, 0.3003]","[0.4489, 0.2023]","[0.463, 0.1133]","[0.5914, 0.4047]","[0.575, 0.4803]","[0.5544, 0.6261]","[0.5466, 0.705]","[0.7153, 0.4336]","[0.6849, 0.5533]","[0.6517, 0.6672]","[0.6414, 0.7112]","[0.8186, 0.4948]","[0.7859, 0.5942]","[0.7407, 0.6853]","[0.7228, 0.7164]"
"[0.6248, 0.8697]","[0.4913, 0.8399]","[0.3624, 0.7769]","[0.3154, 0.7251]","[0.4103, 0.7067]","[0.437, 0.4555]","[0.4242, 0.315]","[0.4189, 0.2208]","[0.4233, 0.1323]","[0.5775, 0.4093]","[0.5616, 0.4878]","[0.5398, 0.6352]","[0.5306, 0.7077]","[0.7012, 0.4366]","[0.6717, 0.5696]","[0.637, 0.6849]","[0.626, 0.7218]","[0.8035, 0.4986]","[0.77, 0.6106]","[0.7245, 0.7054]","[0.7051, 0.7344]"
"[0.6139, 0.8639]","[0.4779, 0.8371]","[0.3444, 0.7755]","[0.3018, 0.7274]","[0.3984, 0.7176]","[0.4248, 0.4572]","[0.4019, 0.3236]","[0.3897, 0.2326]","[0.3881, 0.1479]","[0.5648, 0.4123]","[0.5346, 0.4939]","[0.5195, 0.6421]","[0.5181, 0.7228]","[0.6882, 0.442]","[0.6452, 0.5747]","[0.6162, 0.6891]","[0.6105, 0.7347]","[0.7901, 0.5064]","[0.7472, 0.613]","[0.7054, 0.705]","[0.6906, 0.7391]"
"[0.6049, 0.8683]","[0.4701, 0.8449]","[0.336, 0.7876]","[0.2841, 0.7342]","[0.3781, 0.7195]","[0.4103, 0.464]","[0.3841, 0.3409]","[0.3676, 0.252]","[0.3635, 0.1689]","[0.5516, 0.4119]","[0.519, 0.5049]","[0.5057, 0.6556]","[0.506, 0.7411]","[0.6775, 0.4393]","[0.6309, 0.5836]","[0.6053, 0.6984]","[0.6032, 0.7484]","[0.7819, 0.5033]","[0.7327, 0.6216]","[0.6955, 0.7099]","[0.6871, 0.7438]"
"[0.598, 0.866]","[0.463, 0.8453]","[0.3263, 0.7891]","[0.2749, 0.7414]","[0.3683, 0.7275]","[0.4024, 0.4664]","[0.3681, 0.3481]","[0.3431, 0.2635]","[0.3317, 0.183]","[0.5433, 0.4139]","[0.5051, 0.5088]","[0.4918, 0.6553]","[0.4944, 0.726]","[0.6696, 0.441]","[0.6218, 0.5852]","[0.5963, 0.6983]","[0.5967, 0.7369]","[0.7747, 0.5053]","[0.7245, 0.6219]","[0.6892, 0.7112]","[0.6846, 0.7389]"
"[0.5949, 0.8676]","[0.4691, 0.8465]","[0.3389, 0.7971]","[0.2694, 0.7574]","[0.3245, 0.7447]","[0.3954, 0.4687]","[0.3485, 0.3579]","[0.3097, 0.2759]","[0.2843, 0.2022]","[0.5351, 0.4149]","[0.4909, 0.5109]","[0.4757, 0.6591]","[0.4775, 0.736]","[0.6613, 0.4417]","[0.6117, 0.5894]","[0.5883, 0.7018]","[0.5898, 0.7453]","[0.7674, 0.5065]","[0.7183, 0.6247]","[0.6834, 0.7118]","[0.6782, 0.7418]"
"[0.5826, 0.8688]","[0.4493, 0.8504]","[0.3151, 0.7959]","[0.2444, 0.7477]","[0.2919, 0.7343]","[0.3802, 0.4743]","[0.3243, 0.3682]","[0.2733, 0.2873]","[0.2364, 0.215]","[0.5189, 0.4173]","[0.4757, 0.5161]","[0.46, 0.6673]","[0.4627, 0.7425]","[0.6445, 0.4429]","[0.5954, 0.5949]","[0.5666, 0.7124]","[0.5664, 0.7549]","[0.7483, 0.5077]","[0.701, 0.6346]","[0.6663, 0.7278]","[0.6654, 0.7563]"
"[0.5825, 0.8655]","[0.4579, 0.8457]","[0.333, 0.8036]","[0.2517, 0.7651]","[0.2754, 0.7486]","[0.3782, 0.4767]","[0.3069, 0.379]","[0.2445, 0.2996]","[0.2027, 0.2311]","[0.5147, 0.4205]","[0.4612, 0.5189]","[0.4467, 0.6716]","[0.4541, 0.7398]","[0.6388, 0.4464]","[0.5805, 0.5983]","[0.5524, 0.7185]","[0.5545, 0.759]","[0.741, 0.5111]","[0.6891, 0.6362]","[0.6535, 0.7321]","[0.651, 0.7632]"
