"[0.5812, 0.9401]","[0.41, 0.8921]","[0.3086, 0.7311]","[0.3659, 0.5695]","[0.48, 0.5184]","[0.3738, 0.5544]","[0.3614, 0.3496]","[0.3667, 0.2195]","[0.372, 0.1075]","[0.4812, 0.5326]","[0.4578, 0.2895]","[0.4506, 0.1292]","[0.4519, -0.0103]","[0.5857, 0.5551]","[0.5861, 0.4077]","[0.5649, 0.5287]","[0.5499, 0.6391]","[0.6941, 0.6075]","[0.6794, 0.5035]","[0.6542, 0.5929]","[0.6388, 0.6818]"
"[0.5655, 0.9927]","[0.3842, 0.902]","[0.2912, 0.7281]","[0.3587, 0.571]","[0.4737, 0.5242]","[0.359, 0.5478]","[0.3453, 0.3419]","[0.3495, 0.2168]","[0.3571, 0.1047]","[0.4671, 0.5311]","[0.4448, 0.2859]","[0.4372, 0.1323]","[0.438, 0.0002]","[0.5737, 0.5579]","[0.5827, 0.4035]","[0.5517, 0.5396]","[0.5274, 0.6644]","[0.6813, 0.6142]","[0.6668, 0.5085]","[0.6359, 0.5936]","[0.614, 0.6848]"
"[0.5562, 0.9864]","[0.3753, 0.8879]","[0.2848, 0.7184]","[0.357, 0.5687]","[0.4735, 0.5196]","[0.3581, 0.5447]","[0.3457, 0.3391]","[0.3508, 0.214]","[0.3594, 0.1012]","[0.4665, 0.5297]","[0.4445, 0.2749]","[0.4367, 0.114]","[0.4388, -0.0268]","[0.5742, 0.5573]","[0.5788, 0.3997]","[0.5442, 0.5339]","[0.5201, 0.6578]","[0.683, 0.614]","[0.6661, 0.504]","[0.6313, 0.5885]","[0.6078, 0.6799]"
"[0.5571, 0.993]","[0.376, 0.8896]","[0.287, 0.7195]","[0.3593, 0.5653]","[0.4764, 0.5117]","[0.3577, 0.5521]","[0.3438, 0.3419]","[0.3474, 0.2141]","[0.3554, 0.0976]","[0.4643, 0.5365]","[0.4427, 0.282]","[0.4355, 0.1179]","[0.4402, -0.0264]","[0.5709, 0.5621]","[0.578, 0.4009]","[0.544, 0.5356]","[0.5218, 0.6605]","[0.6798, 0.6163]","[0.6629, 0.5032]","[0.6288, 0.5878]","[0.608, 0.6807]"
"[0.5571, 0.9867]","[0.3752, 0.8909]","[0.2831, 0.7214]","[0.3542, 0.5685]","[0.4708, 0.518]","[0.356, 0.5452]","[0.3436, 0.3375]","[0.349, 0.2106]","[0.3571, 0.0961]","[0.4644, 0.5292]","[0.4425, 0.2674]","[0.4356, 0.0977]","[0.4386, -0.0518]","[0.5717, 0.5575]","[0.5745, 0.3988]","[0.5408, 0.5333]","[0.5178, 0.657]","[0.681, 0.6156]","[0.6626, 0.5045]","[0.6292, 0.5892]","[0.6074, 0.6812]"
"[0.5602, 0.9952]","[0.3778, 0.8926]","[0.287, 0.7226]","[0.3572, 0.5639]","[0.4759, 0.5143]","[0.3601, 0.5462]","[0.3447, 0.3414]","[0.345, 0.2183]","[0.3502, 0.1041]","[0.4655, 0.5323]","[0.4408, 0.2918]","[0.4321, 0.1432]","[0.4348, 0.0138]","[0.5706, 0.5594]","[0.5791, 0.4045]","[0.5471, 0.5416]","[0.5259, 0.6669]","[0.6774, 0.6154]","[0.6622, 0.5042]","[0.6295, 0.5921]","[0.6109, 0.686]"
"[0.5549, 0.9861]","[0.3738, 0.8934]","[0.2826, 0.7194]","[0.3538, 0.5673]","[0.4714, 0.5251]","[0.3539, 0.5413]","[0.343, 0.3366]","[0.3497, 0.2102]","[0.3586, 0.0962]","[0.4635, 0.5254]","[0.4407, 0.2635]","[0.4353, 0.0916]","[0.4394, -0.0606]","[0.5714, 0.5553]","[0.5731, 0.3938]","[0.5434, 0.5324]","[0.5229, 0.6588]","[0.6811, 0.6149]","[0.6616, 0.5057]","[0.6295, 0.5937]","[0.6084, 0.6873]"
"[0.5602, 0.9998]","[0.3798, 0.8959]","[0.2907, 0.724]","[0.3609, 0.5645]","[0.4781, 0.5122]","[0.3609, 0.5427]","[0.343, 0.3388]","[0.3421, 0.2174]","[0.346, 0.106]","[0.466, 0.5291]","[0.4444, 0.2936]","[0.4358, 0.1486]","[0.4373, 0.0242]","[0.5701, 0.5568]","[0.5779, 0.4078]","[0.5488, 0.5426]","[0.5305, 0.6652]","[0.6756, 0.6138]","[0.663, 0.5036]","[0.6306, 0.5901]","[0.6128, 0.683]"
"[0.5611, 0.9933]","[0.3788, 0.9]","[0.2865, 0.7234]","[0.356, 0.5695]","[0.473, 0.5277]","[0.3564, 0.5441]","[0.3443, 0.3392]","[0.3512, 0.2125]","[0.3606, 0.0995]","[0.466, 0.5286]","[0.4443, 0.2694]","[0.4385, 0.096]","[0.4421, -0.0557]","[0.5733, 0.5583]","[0.5776, 0.4022]","[0.5465, 0.5346]","[0.5233, 0.6572]","[0.6822, 0.6169]","[0.6663, 0.5071]","[0.6342, 0.5909]","[0.6111, 0.6828]"
"[0.5686, 1.0067]","[0.3817, 0.9068]","[0.2883, 0.7259]","[0.3584, 0.5637]","[0.4788, 0.5157]","[0.361, 0.552]","[0.3452, 0.3462]","[0.3464, 0.2221]","[0.353, 0.1076]","[0.4663, 0.5361]","[0.4414, 0.2952]","[0.4323, 0.1429]","[0.434, 0.0108]","[0.5711, 0.5617]","[0.5819, 0.4075]","[0.5522, 0.5446]","[0.5303, 0.67]","[0.6789, 0.6156]","[0.6669, 0.5042]","[0.6366, 0.5917]","[0.6178, 0.6858]"
"[0.5643, 0.9976]","[0.3791, 0.9056]","[0.2856, 0.729]","[0.3535, 0.5715]","[0.4674, 0.5252]","[0.3564, 0.5478]","[0.3435, 0.3434]","[0.3496, 0.2181]","[0.3595, 0.1057]","[0.4647, 0.5327]","[0.4417, 0.2842]","[0.4349, 0.1222]","[0.4371, -0.0183]","[0.5705, 0.5609]","[0.5792, 0.4023]","[0.5478, 0.5347]","[0.5219, 0.6581]","[0.6788, 0.6168]","[0.6679, 0.5074]","[0.6354, 0.5918]","[0.6086, 0.6845]"
"[0.5622, 0.998]","[0.3789, 0.8993]","[0.2858, 0.7269]","[0.3553, 0.5684]","[0.4715, 0.5209]","[0.3569, 0.548]","[0.3437, 0.3424]","[0.3477, 0.218]","[0.3562, 0.1056]","[0.4645, 0.5345]","[0.4407, 0.2917]","[0.432, 0.1374]","[0.4327, 0.0034]","[0.5711, 0.562]","[0.5789, 0.4104]","[0.5457, 0.5415]","[0.5204, 0.6639]","[0.679, 0.6168]","[0.6647, 0.507]","[0.6325, 0.5915]","[0.6099, 0.6849]"
"[0.5603, 0.9955]","[0.3768, 0.9011]","[0.2835, 0.726]","[0.3536, 0.5697]","[0.4691, 0.5228]","[0.3534, 0.5497]","[0.3417, 0.3421]","[0.3473, 0.2164]","[0.3566, 0.1034]","[0.4626, 0.5351]","[0.4416, 0.287]","[0.4343, 0.1267]","[0.4361, -0.0127]","[0.5689, 0.5621]","[0.5769, 0.4038]","[0.546, 0.5379]","[0.5222, 0.6622]","[0.6771, 0.616]","[0.6639, 0.5065]","[0.6319, 0.5931]","[0.6089, 0.6869]"
"[0.5571, 0.9952]","[0.3762, 0.8989]","[0.2849, 0.7259]","[0.3552, 0.5692]","[0.4714, 0.5237]","[0.3563, 0.5491]","[0.343, 0.343]","[0.3469, 0.2187]","[0.3558, 0.1063]","[0.4643, 0.5359]","[0.4407, 0.2954]","[0.4314, 0.1455]","[0.4323, 0.0157]","[0.5703, 0.5631]","[0.5798, 0.408]","[0.5466, 0.5406]","[0.5213, 0.6635]","[0.6775, 0.6173]","[0.664, 0.508]","[0.631, 0.5931]","[0.608, 0.6861]"
"[0.5568, 0.9863]","[0.3741, 0.8925]","[0.2796, 0.7238]","[0.3524, 0.5692]","[0.4731, 0.5254]","[0.3512, 0.5481]","[0.3391, 0.3402]","[0.345, 0.2132]","[0.3545, 0.0993]","[0.4601, 0.5324]","[0.4362, 0.275]","[0.4304, 0.1072]","[0.4346, -0.0403]","[0.5657, 0.5607]","[0.574, 0.3987]","[0.5441, 0.5317]","[0.5218, 0.6562]","[0.6724, 0.6168]","[0.661, 0.5066]","[0.6271, 0.5924]","[0.6015, 0.6863]"
"[0.5617, 0.9953]","[0.3768, 0.8947]","[0.2827, 0.7261]","[0.3547, 0.566]","[0.4737, 0.5176]","[0.3545, 0.5512]","[0.3376, 0.3445]","[0.3391, 0.2203]","[0.3459, 0.1065]","[0.4599, 0.5362]","[0.4346, 0.3004]","[0.4275, 0.1557]","[0.4305, 0.0315]","[0.5641, 0.5616]","[0.5765, 0.4089]","[0.5469, 0.5432]","[0.5246, 0.667]","[0.67, 0.6149]","[0.66, 0.5049]","[0.6263, 0.5928]","[0.6036, 0.6875]"
"[0.5572, 0.9901]","[0.3749, 0.8994]","[0.2802, 0.7312]","[0.352, 0.5768]","[0.4692, 0.5275]","[0.3472, 0.553]","[0.3343, 0.3457]","[0.3407, 0.2198]","[0.3507, 0.1075]","[0.457, 0.5365]","[0.4347, 0.2892]","[0.4274, 0.1328]","[0.4284, -0.0027]","[0.5634, 0.5629]","[0.5732, 0.4064]","[0.5452, 0.5399]","[0.5231, 0.6636]","[0.67, 0.6178]","[0.6596, 0.5081]","[0.6278, 0.5929]","[0.6036, 0.6851]"
"[0.56, 0.9924]","[0.375, 0.8945]","[0.2816, 0.7311]","[0.3527, 0.5766]","[0.468, 0.5236]","[0.3535, 0.5522]","[0.3376, 0.347]","[0.3418, 0.223]","[0.3509, 0.1108]","[0.4608, 0.5365]","[0.437, 0.2959]","[0.4291, 0.149]","[0.4312, 0.0245]","[0.567, 0.5617]","[0.5751, 0.4161]","[0.5444, 0.5498]","[0.5235, 0.6733]","[0.6735, 0.6154]","[0.6607, 0.5067]","[0.6277, 0.5908]","[0.6063, 0.682]"
"[0.5607, 0.9904]","[0.3776, 0.8907]","[0.2849, 0.728]","[0.3551, 0.5742]","[0.4692, 0.5255]","[0.356, 0.5519]","[0.3413, 0.3473]","[0.346, 0.2238]","[0.3555, 0.1125]","[0.4632, 0.5372]","[0.4396, 0.2972]","[0.4323, 0.1522]","[0.435, 0.0291]","[0.5694, 0.563]","[0.5764, 0.4128]","[0.5481, 0.5474]","[0.5288, 0.6717]","[0.6772, 0.6169]","[0.6628, 0.5095]","[0.6312, 0.595]","[0.612, 0.6857]"
"[0.5619, 0.9908]","[0.3832, 0.8902]","[0.2924, 0.7286]","[0.3603, 0.5765]","[0.4762, 0.5255]","[0.3609, 0.5522]","[0.3435, 0.3472]","[0.3474, 0.2243]","[0.3582, 0.1154]","[0.4677, 0.5365]","[0.4439, 0.3002]","[0.4382, 0.1595]","[0.4437, 0.0417]","[0.5739, 0.5614]","[0.582, 0.4111]","[0.5507, 0.543]","[0.5278, 0.666]","[0.6801, 0.6163]","[0.6673, 0.511]","[0.6351, 0.5951]","[0.6132, 0.6858]"
"[0.5685, 0.9995]","[0.3877, 0.9056]","[0.2934, 0.7351]","[0.3603, 0.5792]","[0.4809, 0.5266]","[0.3616, 0.5599]","[0.3445, 0.3498]","[0.35, 0.2252]","[0.3608, 0.1137]","[0.4696, 0.5422]","[0.4476, 0.3059]","[0.4405, 0.161]","[0.4427, 0.0384]","[0.5752, 0.5663]","[0.5835, 0.4118]","[0.555, 0.5409]","[0.532, 0.6622]","[0.6812, 0.6214]","[0.6696, 0.5114]","[0.639, 0.5948]","[0.617, 0.6881]"
"[0.5648, 0.9971]","[0.3874, 0.9032]","[0.2967, 0.7354]","[0.3649, 0.5828]","[0.481, 0.5274]","[0.3596, 0.5597]","[0.3448, 0.3512]","[0.3517, 0.2264]","[0.3645, 0.1157]","[0.4678, 0.544]","[0.4446, 0.3045]","[0.4394, 0.1586]","[0.4441, 0.0357]","[0.5745, 0.569]","[0.587, 0.411]","[0.5575, 0.5426]","[0.5328, 0.6663]","[0.6808, 0.624]","[0.6716, 0.5148]","[0.6416, 0.6003]","[0.6191, 0.6939]"
"[0.5656, 0.9967]","[0.3893, 0.9022]","[0.2982, 0.7347]","[0.3635, 0.5822]","[0.4815, 0.5289]","[0.3618, 0.5549]","[0.3458, 0.3483]","[0.3515, 0.2252]","[0.3632, 0.115]","[0.4698, 0.5394]","[0.4462, 0.3034]","[0.4406, 0.1598]","[0.4447, 0.0385]","[0.5761, 0.5651]","[0.5883, 0.4124]","[0.5578, 0.5476]","[0.5317, 0.6721]","[0.6817, 0.621]","[0.6712, 0.5142]","[0.6406, 0.6021]","[0.6172, 0.6964]"
"[0.5644, 0.9918]","[0.3853, 0.8948]","[0.295, 0.7287]","[0.3659, 0.5789]","[0.4802, 0.528]","[0.3623, 0.5497]","[0.3481, 0.3464]","[0.3529, 0.2236]","[0.3634, 0.1125]","[0.4704, 0.5362]","[0.4477, 0.3004]","[0.4409, 0.1556]","[0.4441, 0.0319]","[0.5762, 0.5633]","[0.5888, 0.4123]","[0.5576, 0.5466]","[0.5318, 0.6702]","[0.6809, 0.6194]","[0.6708, 0.5151]","[0.6398, 0.603]","[0.6166, 0.6955]"
"[0.5695, 0.9929]","[0.3899, 0.8951]","[0.2983, 0.7293]","[0.3664, 0.5785]","[0.4795, 0.5269]","[0.3637, 0.5519]","[0.3493, 0.3479]","[0.3546, 0.2251]","[0.3662, 0.1151]","[0.4715, 0.5373]","[0.4488, 0.303]","[0.4421, 0.1614]","[0.445, 0.0418]","[0.5778, 0.5628]","[0.5891, 0.4104]","[0.5609, 0.5442]","[0.5378, 0.6682]","[0.6833, 0.6184]","[0.6714, 0.5122]","[0.641, 0.5997]","[0.6189, 0.6934]"
"[0.5652, 0.9939]","[0.3879, 0.8931]","[0.2977, 0.7285]","[0.3666, 0.5786]","[0.4809, 0.5277]","[0.3624, 0.5551]","[0.3496, 0.348]","[0.3555, 0.2231]","[0.3663, 0.1115]","[0.4707, 0.5408]","[0.4499, 0.3004]","[0.4434, 0.1534]","[0.4457, 0.0279]","[0.5774, 0.5667]","[0.5898, 0.4088]","[0.5606, 0.5433]","[0.5373, 0.6683]","[0.6828, 0.6223]","[0.6726, 0.5128]","[0.64, 0.5992]","[0.6163, 0.6922]"
"[0.5681, 0.9937]","[0.391, 0.897]","[0.2999, 0.7315]","[0.3625, 0.5763]","[0.4835, 0.5279]","[0.3618, 0.5503]","[0.3483, 0.3452]","[0.3523, 0.2226]","[0.3619, 0.1122]","[0.4709, 0.5356]","[0.451, 0.3044]","[0.443, 0.1616]","[0.4435, 0.0398]","[0.5788, 0.5613]","[0.5876, 0.4139]","[0.5598, 0.5487]","[0.5377, 0.6708]","[0.6857, 0.6171]","[0.6701, 0.5158]","[0.6411, 0.6041]","[0.6226, 0.6957]"
"[0.5729, 0.9979]","[0.3935, 0.9085]","[0.299, 0.7357]","[0.3635, 0.5762]","[0.4863, 0.532]","[0.3617, 0.5557]","[0.3485, 0.3484]","[0.3538, 0.2244]","[0.3643, 0.1136]","[0.471, 0.5392]","[0.4503, 0.3043]","[0.443, 0.1594]","[0.4448, 0.0367]","[0.5785, 0.5642]","[0.5884, 0.4116]","[0.5596, 0.5507]","[0.5368, 0.6762]","[0.686, 0.6201]","[0.6706, 0.5153]","[0.6416, 0.606]","[0.6226, 0.7003]"
"[0.573, 0.9968]","[0.3918, 0.9023]","[0.2973, 0.7317]","[0.3646, 0.5753]","[0.4883, 0.5299]","[0.3578, 0.5539]","[0.3451, 0.348]","[0.3501, 0.2245]","[0.3604, 0.1146]","[0.4673, 0.5382]","[0.4455, 0.3063]","[0.4387, 0.1631]","[0.4409, 0.0415]","[0.5753, 0.5634]","[0.5877, 0.4132]","[0.5577, 0.5495]","[0.5328, 0.6734]","[0.6825, 0.6187]","[0.6686, 0.5194]","[0.6384, 0.6088]","[0.6174, 0.701]"
"[0.5684, 0.995]","[0.3911, 0.9021]","[0.2969, 0.7323]","[0.3623, 0.5759]","[0.4856, 0.5292]","[0.3575, 0.5543]","[0.3449, 0.3484]","[0.3504, 0.2239]","[0.3608, 0.1136]","[0.4669, 0.5393]","[0.4444, 0.3032]","[0.4377, 0.1591]","[0.4407, 0.0373]","[0.5757, 0.5649]","[0.5851, 0.4168]","[0.5544, 0.5524]","[0.5305, 0.6745]","[0.6832, 0.6204]","[0.6663, 0.5181]","[0.637, 0.6075]","[0.6178, 0.699]"
"[0.5612, 0.9937]","[0.3863, 0.9003]","[0.2943, 0.7296]","[0.3623, 0.5761]","[0.484, 0.5298]","[0.3581, 0.5573]","[0.344, 0.3497]","[0.3491, 0.2247]","[0.3588, 0.1141]","[0.4672, 0.5418]","[0.4462, 0.3018]","[0.4388, 0.1566]","[0.4406, 0.0343]","[0.5756, 0.5669]","[0.5825, 0.412]","[0.5523, 0.5479]","[0.5299, 0.6706]","[0.6837, 0.6216]","[0.6657, 0.5155]","[0.6353, 0.6058]","[0.6171, 0.6984]"
"[0.5624, 0.9919]","[0.3837, 0.8993]","[0.2936, 0.7276]","[0.3632, 0.5765]","[0.4806, 0.5274]","[0.3572, 0.5581]","[0.344, 0.3504]","[0.3489, 0.2239]","[0.3578, 0.1114]","[0.4661, 0.5425]","[0.4452, 0.301]","[0.4367, 0.1493]","[0.4378, 0.0196]","[0.574, 0.5678]","[0.5805, 0.4119]","[0.5511, 0.5485]","[0.5296, 0.672]","[0.6825, 0.6224]","[0.6638, 0.5178]","[0.6327, 0.6086]","[0.614, 0.702]"
"[0.5649, 0.9923]","[0.3855, 0.9009]","[0.292, 0.7289]","[0.3613, 0.5773]","[0.4784, 0.5275]","[0.3573, 0.5592]","[0.3424, 0.3506]","[0.347, 0.2246]","[0.3559, 0.1132]","[0.4656, 0.5428]","[0.4434, 0.3018]","[0.4353, 0.1542]","[0.4369, 0.0293]","[0.5731, 0.5674]","[0.5794, 0.4134]","[0.5507, 0.5499]","[0.5297, 0.6742]","[0.6807, 0.6217]","[0.663, 0.5163]","[0.6328, 0.6057]","[0.6142, 0.6993]"
"[0.5653, 0.9908]","[0.3858, 0.9002]","[0.2912, 0.7296]","[0.3623, 0.5803]","[0.482, 0.5311]","[0.36, 0.5506]","[0.3453, 0.347]","[0.3487, 0.2229]","[0.3573, 0.1131]","[0.4684, 0.5359]","[0.4455, 0.2995]","[0.4373, 0.1558]","[0.4394, 0.0338]","[0.5756, 0.5624]","[0.5829, 0.4089]","[0.5525, 0.5452]","[0.5297, 0.6694]","[0.6825, 0.6187]","[0.6644, 0.5151]","[0.6347, 0.6049]","[0.6165, 0.698]"
"[0.567, 0.9906]","[0.3884, 0.8979]","[0.2967, 0.7272]","[0.3674, 0.5787]","[0.4836, 0.5262]","[0.3626, 0.5513]","[0.3482, 0.3462]","[0.3527, 0.222]","[0.3621, 0.113]","[0.4703, 0.5358]","[0.4487, 0.2977]","[0.4409, 0.1559]","[0.443, 0.0378]","[0.5781, 0.5616]","[0.5853, 0.4112]","[0.5543, 0.5482]","[0.5318, 0.6711]","[0.6856, 0.6183]","[0.6673, 0.5179]","[0.6363, 0.6083]","[0.6174, 0.6995]"
"[0.5635, 0.9954]","[0.3851, 0.8952]","[0.2941, 0.7244]","[0.3684, 0.5751]","[0.4868, 0.5259]","[0.3613, 0.5537]","[0.346, 0.347]","[0.3494, 0.2231]","[0.3585, 0.1133]","[0.4698, 0.54]","[0.4484, 0.305]","[0.4395, 0.1627]","[0.4412, 0.0422]","[0.5768, 0.5659]","[0.5874, 0.4133]","[0.5549, 0.5466]","[0.5304, 0.668]","[0.6833, 0.6219]","[0.6694, 0.5175]","[0.6378, 0.6065]","[0.6174, 0.6984]"
"[0.5605, 0.9935]","[0.3843, 0.8929]","[0.2953, 0.7243]","[0.3645, 0.5769]","[0.4813, 0.5316]","[0.3579, 0.5525]","[0.3438, 0.3484]","[0.3472, 0.2259]","[0.3565, 0.1167]","[0.4661, 0.5389]","[0.4458, 0.3086]","[0.4389, 0.1657]","[0.4412, 0.0436]","[0.5729, 0.5651]","[0.5853, 0.4084]","[0.5579, 0.5414]","[0.5362, 0.6645]","[0.679, 0.6213]","[0.6676, 0.5181]","[0.6368, 0.6053]","[0.6171, 0.6973]"
"[0.5583, 0.99]","[0.3831, 0.8871]","[0.2963, 0.7224]","[0.3667, 0.5789]","[0.4801, 0.5291]","[0.361, 0.5511]","[0.3464, 0.348]","[0.3495, 0.2245]","[0.3586, 0.1144]","[0.4682, 0.5385]","[0.4468, 0.3052]","[0.4393, 0.1607]","[0.4429, 0.0372]","[0.575, 0.5654]","[0.585, 0.4087]","[0.556, 0.5413]","[0.5347, 0.6632]","[0.6814, 0.6216]","[0.668, 0.5161]","[0.637, 0.6034]","[0.6175, 0.6942]"
"[0.5683, 0.9979]","[0.3874, 0.9039]","[0.2915, 0.7313]","[0.3591, 0.5758]","[0.4813, 0.5283]","[0.3607, 0.5644]","[0.3468, 0.354]","[0.3518, 0.2268]","[0.3618, 0.1133]","[0.4683, 0.5479]","[0.447, 0.307]","[0.4411, 0.1574]","[0.4455, 0.0292]","[0.5737, 0.5731]","[0.5825, 0.4077]","[0.5566, 0.5406]","[0.5377, 0.6642]","[0.6806, 0.6287]","[0.6678, 0.5171]","[0.6394, 0.6039]","[0.6218, 0.6969]"
"[0.5642, 0.9949]","[0.384, 0.9012]","[0.291, 0.7329]","[0.3588, 0.579]","[0.475, 0.5299]","[0.3579, 0.5585]","[0.3449, 0.3529]","[0.3514, 0.227]","[0.3626, 0.115]","[0.4654, 0.5432]","[0.4418, 0.3017]","[0.4358, 0.1528]","[0.4406, 0.0257]","[0.5718, 0.57]","[0.5818, 0.4061]","[0.5549, 0.5382]","[0.5352, 0.6619]","[0.6793, 0.6265]","[0.6669, 0.517]","[0.6373, 0.6017]","[0.6176, 0.6928]"
