"[0.5578, 0.9041]","[0.4126, 0.8934]","[0.3055, 0.7553]","[0.3483, 0.601]","[0.4748, 0.5382]","[0.3742, 0.5456]","[0.3543, 0.3305]","[0.3561, 0.1896]","[0.3677, 0.0692]","[0.4935, 0.5307]","[0.469, 0.295]","[0.4617, 0.1383]","[0.4651, -0.0056]","[0.6064, 0.5605]","[0.6062, 0.405]","[0.5747, 0.538]","[0.5557, 0.6457]","[0.7172, 0.6225]","[0.6955, 0.5087]","[0.6658, 0.6084]","[0.6493, 0.6977]"
"[0.5856, 1.033]","[0.3962, 0.9412]","[0.2961, 0.7696]","[0.354, 0.6009]","[0.4759, 0.5301]","[0.3763, 0.5449]","[0.3639, 0.3254]","[0.3725, 0.1903]","[0.3842, 0.0698]","[0.4926, 0.5302]","[0.4681, 0.2664]","[0.4589, 0.1101]","[0.4589, -0.0242]","[0.6092, 0.5623]","[0.6055, 0.4006]","[0.5728, 0.5497]","[0.553, 0.682]","[0.7274, 0.6308]","[0.7029, 0.5162]","[0.6689, 0.612]","[0.652, 0.7106]"
"[0.5797, 1.0261]","[0.3956, 0.9332]","[0.2977, 0.7659]","[0.3511, 0.6017]","[0.4695, 0.5321]","[0.3766, 0.5368]","[0.3651, 0.3228]","[0.3731, 0.1898]","[0.3839, 0.0721]","[0.4925, 0.5251]","[0.4692, 0.2645]","[0.4574, 0.1121]","[0.4531, -0.0195]","[0.6103, 0.5583]","[0.605, 0.4018]","[0.5682, 0.5579]","[0.5447, 0.6918]","[0.7284, 0.6277]","[0.6999, 0.5178]","[0.6626, 0.6183]","[0.6429, 0.7163]"
"[0.5829, 1.0302]","[0.3979, 0.9353]","[0.3007, 0.7672]","[0.3558, 0.6017]","[0.4747, 0.5295]","[0.3796, 0.5404]","[0.366, 0.3249]","[0.3731, 0.1908]","[0.3822, 0.0724]","[0.4948, 0.5284]","[0.4729, 0.2684]","[0.4567, 0.1187]","[0.4479, -0.0086]","[0.6122, 0.5617]","[0.6041, 0.4038]","[0.5654, 0.5573]","[0.5428, 0.6905]","[0.7292, 0.6328]","[0.6978, 0.5214]","[0.6592, 0.6221]","[0.6409, 0.7218]"
"[0.5798, 1.0368]","[0.3964, 0.9418]","[0.3001, 0.7706]","[0.3555, 0.6035]","[0.4758, 0.53]","[0.3783, 0.5423]","[0.365, 0.3244]","[0.3743, 0.1888]","[0.3871, 0.0684]","[0.4943, 0.5296]","[0.4715, 0.2652]","[0.4586, 0.1093]","[0.4542, -0.0257]","[0.6123, 0.5634]","[0.607, 0.4022]","[0.5684, 0.5578]","[0.5447, 0.6922]","[0.7304, 0.6349]","[0.7025, 0.5207]","[0.6646, 0.6207]","[0.6452, 0.7195]"
"[0.5791, 1.0316]","[0.3964, 0.9405]","[0.2981, 0.7721]","[0.3531, 0.606]","[0.4724, 0.5309]","[0.3789, 0.5409]","[0.3652, 0.3243]","[0.373, 0.191]","[0.3844, 0.0715]","[0.4942, 0.5275]","[0.4717, 0.2624]","[0.4599, 0.1064]","[0.4569, -0.0305]","[0.6107, 0.5615]","[0.6075, 0.4018]","[0.5701, 0.5557]","[0.5457, 0.6886]","[0.7281, 0.6328]","[0.7042, 0.5193]","[0.6663, 0.617]","[0.6449, 0.7148]"
"[0.5839, 1.0343]","[0.3999, 0.9425]","[0.3006, 0.7752]","[0.3526, 0.6066]","[0.4709, 0.5305]","[0.3778, 0.5428]","[0.3647, 0.325]","[0.3726, 0.1909]","[0.3846, 0.072]","[0.4938, 0.5302]","[0.4708, 0.2705]","[0.4578, 0.1192]","[0.4541, -0.0116]","[0.611, 0.5635]","[0.6082, 0.4055]","[0.5692, 0.5585]","[0.5446, 0.6913]","[0.7285, 0.6337]","[0.7032, 0.5226]","[0.6651, 0.6203]","[0.6446, 0.7186]"
"[0.5822, 1.0311]","[0.3976, 0.9396]","[0.2982, 0.7705]","[0.3535, 0.6054]","[0.4713, 0.5331]","[0.3782, 0.5396]","[0.3657, 0.3237]","[0.3748, 0.1897]","[0.387, 0.0708]","[0.4937, 0.527]","[0.4696, 0.2659]","[0.4589, 0.1128]","[0.4557, -0.0203]","[0.611, 0.5604]","[0.607, 0.4013]","[0.5711, 0.5545]","[0.5472, 0.6881]","[0.7296, 0.6301]","[0.7034, 0.5224]","[0.6661, 0.6198]","[0.6449, 0.7168]"
"[0.5837, 1.0297]","[0.3988, 0.9368]","[0.2998, 0.7695]","[0.3546, 0.6023]","[0.4741, 0.5295]","[0.3788, 0.5432]","[0.3655, 0.3259]","[0.3731, 0.1913]","[0.384, 0.0721]","[0.4949, 0.5289]","[0.4714, 0.2682]","[0.4585, 0.1142]","[0.4538, -0.0194]","[0.6126, 0.5609]","[0.6062, 0.4016]","[0.5684, 0.5521]","[0.5449, 0.6831]","[0.7314, 0.63]","[0.7024, 0.5214]","[0.6641, 0.6186]","[0.6444, 0.7157]"
"[0.5871, 1.0308]","[0.3992, 0.9394]","[0.2994, 0.7673]","[0.3568, 0.5997]","[0.4797, 0.5307]","[0.378, 0.5435]","[0.3649, 0.3263]","[0.3733, 0.1911]","[0.3855, 0.0717]","[0.4942, 0.5297]","[0.47, 0.2718]","[0.4572, 0.119]","[0.4524, -0.0135]","[0.612, 0.561]","[0.6072, 0.401]","[0.57, 0.5531]","[0.5457, 0.6858]","[0.7304, 0.6292]","[0.702, 0.5219]","[0.665, 0.6211]","[0.6458, 0.719]"
"[0.5818, 1.0291]","[0.3982, 0.9342]","[0.2994, 0.7621]","[0.3595, 0.5965]","[0.4822, 0.5283]","[0.3798, 0.5385]","[0.3661, 0.3247]","[0.3724, 0.1913]","[0.3831, 0.0733]","[0.496, 0.5269]","[0.4705, 0.2741]","[0.4565, 0.1259]","[0.4508, -0.0023]","[0.6136, 0.5595]","[0.612, 0.3963]","[0.5756, 0.5494]","[0.5511, 0.683]","[0.7324, 0.6282]","[0.7059, 0.5204]","[0.6702, 0.6197]","[0.6517, 0.7171]"
"[0.5897, 1.0236]","[0.4024, 0.9332]","[0.3014, 0.7611]","[0.3616, 0.5959]","[0.485, 0.5317]","[0.3804, 0.5408]","[0.3665, 0.3263]","[0.3731, 0.1923]","[0.3828, 0.0741]","[0.4975, 0.5278]","[0.4725, 0.2722]","[0.4575, 0.1221]","[0.4487, -0.0074]","[0.616, 0.56]","[0.6103, 0.3967]","[0.577, 0.5494]","[0.5552, 0.683]","[0.7349, 0.6289]","[0.706, 0.5217]","[0.6701, 0.6207]","[0.6521, 0.7172]"
"[0.5889, 1.0261]","[0.4017, 0.9355]","[0.2993, 0.7612]","[0.3621, 0.5928]","[0.488, 0.5275]","[0.3815, 0.5423]","[0.3677, 0.3286]","[0.3753, 0.1946]","[0.3869, 0.0754]","[0.4987, 0.5292]","[0.4723, 0.2739]","[0.4598, 0.1219]","[0.4558, -0.01]","[0.6159, 0.5615]","[0.6144, 0.3964]","[0.5788, 0.5497]","[0.555, 0.6843]","[0.7345, 0.6297]","[0.7073, 0.5201]","[0.6722, 0.6194]","[0.6538, 0.7174]"
"[0.599, 1.0239]","[0.4101, 0.9344]","[0.306, 0.7647]","[0.3629, 0.5992]","[0.4862, 0.5294]","[0.3865, 0.5426]","[0.3741, 0.3247]","[0.3809, 0.1898]","[0.3912, 0.0718]","[0.5025, 0.5292]","[0.4783, 0.2704]","[0.467, 0.119]","[0.4645, -0.0095]","[0.6199, 0.56]","[0.6149, 0.3923]","[0.5822, 0.547]","[0.5622, 0.6827]","[0.74, 0.6262]","[0.709, 0.5157]","[0.675, 0.6151]","[0.6586, 0.7129]"
"[0.5939, 1.0287]","[0.4066, 0.9381]","[0.3064, 0.766]","[0.3655, 0.6]","[0.4859, 0.5268]","[0.389, 0.5428]","[0.3756, 0.3254]","[0.3823, 0.1895]","[0.3932, 0.0693]","[0.5068, 0.5293]","[0.4823, 0.2706]","[0.4726, 0.1191]","[0.4719, -0.0124]","[0.6251, 0.5615]","[0.6233, 0.3979]","[0.5876, 0.5513]","[0.5635, 0.6835]","[0.7433, 0.6306]","[0.7163, 0.5206]","[0.6813, 0.6228]","[0.6624, 0.722]"
"[0.5981, 1.0297]","[0.4093, 0.9372]","[0.3091, 0.7645]","[0.3684, 0.5987]","[0.491, 0.5309]","[0.3886, 0.5443]","[0.3739, 0.3251]","[0.382, 0.1913]","[0.3935, 0.0721]","[0.5051, 0.5291]","[0.4802, 0.2723]","[0.4689, 0.1211]","[0.4645, -0.0104]","[0.6218, 0.5601]","[0.6195, 0.3961]","[0.587, 0.5475]","[0.563, 0.6812]","[0.7395, 0.6279]","[0.7175, 0.5187]","[0.6835, 0.6157]","[0.6628, 0.7142]"
"[0.5928, 1.0276]","[0.4049, 0.9347]","[0.3054, 0.7619]","[0.3683, 0.5978]","[0.49, 0.5277]","[0.3879, 0.5418]","[0.3741, 0.3259]","[0.3818, 0.1923]","[0.3934, 0.0734]","[0.5046, 0.5276]","[0.4777, 0.272]","[0.4666, 0.122]","[0.4633, -0.0085]","[0.6214, 0.5589]","[0.6204, 0.3953]","[0.5892, 0.5469]","[0.5666, 0.6811]","[0.7396, 0.6264]","[0.7167, 0.5192]","[0.684, 0.6169]","[0.665, 0.7153]"
"[0.594, 1.0241]","[0.4057, 0.9307]","[0.3074, 0.7638]","[0.3678, 0.5993]","[0.4862, 0.5316]","[0.3868, 0.5408]","[0.3725, 0.3265]","[0.3785, 0.1939]","[0.3891, 0.0749]","[0.5027, 0.5284]","[0.4746, 0.2786]","[0.4609, 0.1334]","[0.4552, 0.0073]","[0.6192, 0.5593]","[0.6191, 0.3999]","[0.5873, 0.5494]","[0.5642, 0.6825]","[0.7367, 0.6258]","[0.7154, 0.52]","[0.6823, 0.6176]","[0.6634, 0.7164]"
"[0.585, 1.0201]","[0.4008, 0.9232]","[0.3031, 0.7582]","[0.3683, 0.5966]","[0.491, 0.529]","[0.3812, 0.5386]","[0.3684, 0.3255]","[0.3753, 0.1918]","[0.3863, 0.0724]","[0.4974, 0.5266]","[0.4707, 0.2754]","[0.4587, 0.1267]","[0.4541, -0.0039]","[0.614, 0.559]","[0.6169, 0.3967]","[0.5846, 0.5435]","[0.5593, 0.6753]","[0.7309, 0.6276]","[0.7122, 0.5198]","[0.6784, 0.6157]","[0.656, 0.7142]"
"[0.5935, 1.0202]","[0.4079, 0.9323]","[0.3063, 0.7649]","[0.3658, 0.5979]","[0.4867, 0.527]","[0.3827, 0.5413]","[0.3691, 0.3274]","[0.3753, 0.1934]","[0.3844, 0.0733]","[0.4985, 0.5278]","[0.4717, 0.2777]","[0.4575, 0.1315]","[0.4495, 0.0039]","[0.6144, 0.5588]","[0.6159, 0.3995]","[0.5835, 0.5443]","[0.5576, 0.6734]","[0.7311, 0.6258]","[0.7099, 0.5177]","[0.6769, 0.6136]","[0.6549, 0.7124]"
"[0.5887, 1.0162]","[0.4045, 0.9295]","[0.303, 0.7617]","[0.366, 0.5984]","[0.4873, 0.5266]","[0.3779, 0.5416]","[0.3661, 0.3252]","[0.3755, 0.1884]","[0.3881, 0.067]","[0.4953, 0.5275]","[0.4705, 0.2638]","[0.4628, 0.1056]","[0.4621, -0.0336]","[0.6135, 0.559]","[0.6161, 0.396]","[0.5811, 0.5459]","[0.5547, 0.678]","[0.7318, 0.6267]","[0.7092, 0.517]","[0.6763, 0.6146]","[0.6561, 0.7134]"
"[0.5884, 1.0229]","[0.4037, 0.9317]","[0.3048, 0.765]","[0.3649, 0.5955]","[0.4855, 0.5239]","[0.3817, 0.5409]","[0.3683, 0.325]","[0.375, 0.1887]","[0.3865, 0.0662]","[0.4981, 0.5279]","[0.4732, 0.2734]","[0.4612, 0.1175]","[0.4596, -0.0189]","[0.614, 0.5604]","[0.618, 0.4009]","[0.5835, 0.5506]","[0.5606, 0.6823]","[0.7313, 0.6287]","[0.7104, 0.5138]","[0.6772, 0.6139]","[0.6589, 0.7152]"
"[0.587, 1.0208]","[0.4053, 0.9277]","[0.307, 0.762]","[0.369, 0.5968]","[0.4924, 0.5259]","[0.3858, 0.5383]","[0.3724, 0.3227]","[0.3793, 0.1892]","[0.3905, 0.071]","[0.5028, 0.5262]","[0.4767, 0.2727]","[0.4629, 0.1258]","[0.4572, -0.0018]","[0.6204, 0.5587]","[0.6182, 0.3977]","[0.582, 0.547]","[0.5569, 0.6781]","[0.7386, 0.6273]","[0.7128, 0.5131]","[0.6769, 0.609]","[0.6558, 0.7072]"
"[0.5987, 1.0193]","[0.4138, 0.9361]","[0.3124, 0.7701]","[0.3689, 0.6025]","[0.488, 0.5303]","[0.3894, 0.5422]","[0.3753, 0.3247]","[0.3798, 0.19]","[0.3889, 0.0702]","[0.5055, 0.5285]","[0.4797, 0.2755]","[0.4652, 0.1263]","[0.4592, -0.0041]","[0.6217, 0.5586]","[0.6202, 0.399]","[0.5879, 0.5504]","[0.5665, 0.6834]","[0.7388, 0.6243]","[0.7146, 0.5142]","[0.6796, 0.6122]","[0.6592, 0.7119]"
"[0.6002, 1.022]","[0.4123, 0.9317]","[0.3114, 0.7633]","[0.3715, 0.5968]","[0.4924, 0.527]","[0.3918, 0.5433]","[0.379, 0.3288]","[0.3847, 0.1943]","[0.3932, 0.0746]","[0.5086, 0.5304]","[0.4833, 0.2773]","[0.4679, 0.1294]","[0.4605, 0.0015]","[0.6258, 0.5607]","[0.625, 0.4015]","[0.5882, 0.5526]","[0.5636, 0.6852]","[0.7439, 0.6261]","[0.7185, 0.5156]","[0.6835, 0.6151]","[0.6643, 0.714]"
"[0.598, 1.0199]","[0.4104, 0.9263]","[0.3103, 0.7612]","[0.3723, 0.5979]","[0.4914, 0.5292]","[0.3913, 0.5406]","[0.3785, 0.3271]","[0.3859, 0.1941]","[0.3961, 0.0747]","[0.5076, 0.529]","[0.4803, 0.277]","[0.4651, 0.13]","[0.4568, 0.0009]","[0.6242, 0.5599]","[0.6221, 0.3988]","[0.5894, 0.5506]","[0.5671, 0.6852]","[0.7415, 0.6252]","[0.7197, 0.5159]","[0.6855, 0.6133]","[0.6656, 0.7115]"
"[0.6056, 1.0163]","[0.4177, 0.9342]","[0.3125, 0.7602]","[0.3745, 0.595]","[0.5004, 0.5282]","[0.3903, 0.5413]","[0.3771, 0.3252]","[0.3849, 0.1903]","[0.3952, 0.0702]","[0.5077, 0.5262]","[0.4816, 0.2619]","[0.4734, 0.1027]","[0.4726, -0.0356]","[0.6253, 0.5579]","[0.6232, 0.4006]","[0.5935, 0.5569]","[0.5729, 0.6924]","[0.7431, 0.6261]","[0.7176, 0.5228]","[0.6876, 0.626]","[0.672, 0.7264]"
"[0.6027, 1.0284]","[0.415, 0.9368]","[0.3136, 0.7621]","[0.3743, 0.5898]","[0.5, 0.5193]","[0.3921, 0.5467]","[0.3779, 0.3288]","[0.3825, 0.1927]","[0.391, 0.0716]","[0.5077, 0.5328]","[0.4822, 0.2773]","[0.4707, 0.1236]","[0.4693, -0.0091]","[0.6231, 0.564]","[0.6276, 0.4078]","[0.5952, 0.5596]","[0.5741, 0.6918]","[0.7392, 0.629]","[0.7182, 0.5198]","[0.6871, 0.6207]","[0.6713, 0.721]"
"[0.6049, 1.0226]","[0.4144, 0.9332]","[0.3087, 0.7601]","[0.3714, 0.5936]","[0.4984, 0.5249]","[0.3913, 0.5458]","[0.3773, 0.3291]","[0.3847, 0.1945]","[0.3953, 0.0743]","[0.5079, 0.5317]","[0.4826, 0.2737]","[0.4734, 0.1197]","[0.4721, -0.0149]","[0.624, 0.5626]","[0.625, 0.4002]","[0.5927, 0.5507]","[0.5696, 0.6846]","[0.7415, 0.628]","[0.7185, 0.5177]","[0.6874, 0.617]","[0.67, 0.7184]"
"[0.61, 1.0278]","[0.4154, 0.9343]","[0.312, 0.7644]","[0.3765, 0.5936]","[0.4975, 0.522]","[0.3976, 0.5486]","[0.3818, 0.3303]","[0.3876, 0.1936]","[0.3979, 0.0709]","[0.512, 0.5359]","[0.4852, 0.2766]","[0.4755, 0.1217]","[0.4763, -0.0121]","[0.6265, 0.5666]","[0.628, 0.4056]","[0.593, 0.5533]","[0.5699, 0.6858]","[0.7436, 0.6295]","[0.7202, 0.5152]","[0.6871, 0.6143]","[0.6695, 0.7155]"
"[0.6122, 1.0244]","[0.4179, 0.9361]","[0.3142, 0.7641]","[0.3803, 0.5982]","[0.5015, 0.5251]","[0.398, 0.5475]","[0.3845, 0.3292]","[0.3914, 0.1926]","[0.4018, 0.071]","[0.5137, 0.5342]","[0.49, 0.2708]","[0.4816, 0.1112]","[0.4823, -0.0264]","[0.6297, 0.5662]","[0.6308, 0.4035]","[0.5961, 0.5517]","[0.5725, 0.6847]","[0.7477, 0.6314]","[0.7221, 0.5204]","[0.6891, 0.6197]","[0.6708, 0.7212]"
"[0.6154, 1.0258]","[0.4216, 0.9374]","[0.3166, 0.7684]","[0.3798, 0.5999]","[0.5036, 0.5283]","[0.3956, 0.5453]","[0.3834, 0.3262]","[0.3902, 0.19]","[0.4005, 0.0684]","[0.5119, 0.5306]","[0.488, 0.2694]","[0.4794, 0.1117]","[0.4794, -0.0247]","[0.6278, 0.5618]","[0.6323, 0.4027]","[0.599, 0.5551]","[0.5753, 0.69]","[0.7451, 0.6279]","[0.7246, 0.5185]","[0.6911, 0.6191]","[0.6704, 0.7213]"
"[0.6129, 1.025]","[0.4212, 0.9395]","[0.3146, 0.7665]","[0.3773, 0.5973]","[0.5039, 0.5272]","[0.3874, 0.5406]","[0.376, 0.3243]","[0.3838, 0.188]","[0.3957, 0.0672]","[0.5051, 0.5271]","[0.4814, 0.2699]","[0.4737, 0.1129]","[0.4741, -0.0258]","[0.6222, 0.5594]","[0.6314, 0.403]","[0.5959, 0.5551]","[0.5689, 0.6876]","[0.739, 0.6263]","[0.721, 0.5199]","[0.6862, 0.6196]","[0.6629, 0.7191]"
"[0.6062, 1.0232]","[0.4126, 0.9314]","[0.3109, 0.7638]","[0.3757, 0.5984]","[0.4924, 0.5257]","[0.3887, 0.5384]","[0.3758, 0.3245]","[0.3823, 0.1893]","[0.3922, 0.0682]","[0.5053, 0.5261]","[0.4797, 0.2728]","[0.4692, 0.1196]","[0.467, -0.0148]","[0.6209, 0.558]","[0.6244, 0.4]","[0.5933, 0.5534]","[0.5728, 0.6873]","[0.7369, 0.6237]","[0.7149, 0.5152]","[0.6817, 0.616]","[0.6636, 0.7154]"
"[0.6074, 1.0192]","[0.4139, 0.9347]","[0.3085, 0.7663]","[0.371, 0.6018]","[0.4871, 0.5264]","[0.3845, 0.5416]","[0.3721, 0.3253]","[0.3806, 0.1878]","[0.3927, 0.0645]","[0.501, 0.5256]","[0.4767, 0.2599]","[0.4702, 0.0948]","[0.4723, -0.0507]","[0.6184, 0.5563]","[0.62, 0.3964]","[0.5891, 0.5528]","[0.5692, 0.6886]","[0.7374, 0.622]","[0.7124, 0.5159]","[0.6805, 0.619]","[0.6638, 0.7188]"
"[0.6039, 1.0201]","[0.4082, 0.9306]","[0.3075, 0.766]","[0.3684, 0.5964]","[0.4835, 0.5209]","[0.3865, 0.5426]","[0.3753, 0.3278]","[0.3799, 0.1922]","[0.3872, 0.0684]","[0.5014, 0.5289]","[0.4773, 0.2751]","[0.4666, 0.12]","[0.4638, -0.0156]","[0.6156, 0.5589]","[0.6203, 0.4023]","[0.5899, 0.5535]","[0.5701, 0.6876]","[0.7321, 0.6209]","[0.7101, 0.5099]","[0.6795, 0.611]","[0.6643, 0.7129]"
"[0.6027, 1.0182]","[0.4113, 0.9338]","[0.3083, 0.7648]","[0.3707, 0.6]","[0.4885, 0.5259]","[0.3864, 0.5441]","[0.3728, 0.327]","[0.3796, 0.189]","[0.3907, 0.0659]","[0.5015, 0.5294]","[0.478, 0.2699]","[0.4696, 0.1105]","[0.4705, -0.0284]","[0.6173, 0.5593]","[0.6213, 0.3993]","[0.589, 0.5498]","[0.5682, 0.6826]","[0.7353, 0.6231]","[0.7114, 0.514]","[0.6804, 0.6133]","[0.6651, 0.7121]"
"[0.5997, 1.0261]","[0.4114, 0.9342]","[0.312, 0.7645]","[0.3736, 0.5966]","[0.4928, 0.5248]","[0.3903, 0.5488]","[0.3773, 0.3306]","[0.3843, 0.194]","[0.3946, 0.0716]","[0.5054, 0.5337]","[0.4809, 0.2752]","[0.4686, 0.1208]","[0.4657, -0.0118]","[0.6213, 0.5637]","[0.6244, 0.3982]","[0.5912, 0.5484]","[0.5703, 0.6826]","[0.7401, 0.6275]","[0.7165, 0.5118]","[0.6828, 0.6081]","[0.6661, 0.707]"
"[0.5921, 1.026]","[0.4084, 0.9372]","[0.3081, 0.7654]","[0.3699, 0.599]","[0.4966, 0.5302]","[0.387, 0.543]","[0.3732, 0.3278]","[0.3804, 0.1936]","[0.3913, 0.0736]","[0.504, 0.528]","[0.4778, 0.2712]","[0.464, 0.1167]","[0.4584, -0.0196]","[0.6207, 0.5603]","[0.6211, 0.4016]","[0.5876, 0.556]","[0.5648, 0.6896]","[0.738, 0.6289]","[0.7159, 0.5215]","[0.6799, 0.6214]","[0.6588, 0.7206]"
"[0.5988, 1.0275]","[0.4121, 0.9372]","[0.3119, 0.7683]","[0.3701, 0.6009]","[0.4916, 0.5282]","[0.3878, 0.5459]","[0.3731, 0.3278]","[0.3794, 0.1931]","[0.3892, 0.072]","[0.504, 0.5299]","[0.4774, 0.2745]","[0.4633, 0.1214]","[0.4574, -0.013]","[0.6204, 0.5612]","[0.6192, 0.4019]","[0.5874, 0.556]","[0.5654, 0.6903]","[0.7377, 0.6294]","[0.716, 0.521]","[0.6792, 0.6198]","[0.6563, 0.7198]"
