"[0.4296, 0.8972]","[0.5843, 0.9001]","[0.6856, 0.7529]","[0.655, 0.6007]","[0.537, 0.5324]","[0.6202, 0.5341]","[0.6305, 0.3263]","[0.6272, 0.1904]","[0.6261, 0.0756]","[0.5091, 0.5198]","[0.5194, 0.2766]","[0.5223, 0.1177]","[0.5313, -0.0117]","[0.4038, 0.5511]","[0.4067, 0.4084]","[0.4243, 0.5316]","[0.437, 0.6386]","[0.2979, 0.6162]","[0.3211, 0.5114]","[0.3579, 0.603]","[0.3737, 0.6935]"
"[0.4129, 1.0105]","[0.595, 0.8989]","[0.6825, 0.7253]","[0.6132, 0.5728]","[0.4878, 0.5065]","[0.6085, 0.5252]","[0.6208, 0.3149]","[0.6079, 0.1829]","[0.5961, 0.0681]","[0.4941, 0.5165]","[0.5068, 0.2727]","[0.5187, 0.1083]","[0.5289, -0.0201]","[0.3819, 0.5553]","[0.3759, 0.4031]","[0.4103, 0.5363]","[0.4288, 0.6553]","[0.272, 0.6245]","[0.2892, 0.5152]","[0.3333, 0.5992]","[0.3536, 0.6857]"
"[0.4054, 1.0087]","[0.5865, 0.898]","[0.6792, 0.7309]","[0.6142, 0.5805]","[0.4923, 0.5127]","[0.6049, 0.5242]","[0.6175, 0.3153]","[0.6036, 0.184]","[0.5906, 0.069]","[0.4914, 0.5148]","[0.5061, 0.2752]","[0.5183, 0.1127]","[0.5296, -0.0141]","[0.381, 0.5533]","[0.3751, 0.4058]","[0.4026, 0.5357]","[0.4182, 0.6533]","[0.272, 0.6221]","[0.2855, 0.5142]","[0.3245, 0.5968]","[0.3437, 0.683]"
"[0.4045, 1.0024]","[0.5857, 0.8961]","[0.6778, 0.7281]","[0.6131, 0.578]","[0.4912, 0.5135]","[0.6044, 0.5215]","[0.6159, 0.3173]","[0.6017, 0.1878]","[0.5881, 0.0746]","[0.491, 0.5117]","[0.5067, 0.2726]","[0.5182, 0.1102]","[0.5291, -0.0178]","[0.3802, 0.5495]","[0.3725, 0.4039]","[0.4009, 0.5358]","[0.4186, 0.6542]","[0.2714, 0.6182]","[0.2835, 0.5138]","[0.3235, 0.5982]","[0.3453, 0.6845]"
"[0.4049, 0.9997]","[0.5852, 0.8986]","[0.6798, 0.7285]","[0.6126, 0.5764]","[0.4894, 0.5129]","[0.6048, 0.5232]","[0.6164, 0.3176]","[0.6019, 0.1884]","[0.5872, 0.0759]","[0.4911, 0.5149]","[0.5077, 0.2792]","[0.5193, 0.1217]","[0.5286, -0.0036]","[0.3805, 0.5531]","[0.3731, 0.4018]","[0.403, 0.5339]","[0.4205, 0.6516]","[0.2719, 0.6218]","[0.2854, 0.5146]","[0.3253, 0.5989]","[0.3453, 0.6857]"
"[0.4021, 0.9947]","[0.589, 0.8935]","[0.6764, 0.7202]","[0.6147, 0.5666]","[0.491, 0.5134]","[0.6028, 0.5216]","[0.6152, 0.3159]","[0.6033, 0.1862]","[0.5922, 0.0733]","[0.4905, 0.5131]","[0.5011, 0.2745]","[0.5118, 0.113]","[0.5205, -0.0149]","[0.3813, 0.5512]","[0.3735, 0.4035]","[0.4055, 0.54]","[0.4228, 0.6598]","[0.273, 0.6193]","[0.2868, 0.5138]","[0.3254, 0.6005]","[0.3439, 0.6879]"
"[0.3969, 0.9961]","[0.5908, 0.897]","[0.6782, 0.723]","[0.6142, 0.5691]","[0.4889, 0.5174]","[0.6037, 0.5224]","[0.6158, 0.315]","[0.6027, 0.1835]","[0.5904, 0.0691]","[0.4912, 0.5129]","[0.501, 0.2695]","[0.511, 0.1023]","[0.5201, -0.0301]","[0.3819, 0.5508]","[0.373, 0.4001]","[0.4056, 0.5369]","[0.4244, 0.655]","[0.2735, 0.6189]","[0.2875, 0.5119]","[0.3274, 0.6]","[0.3472, 0.6876]"
"[0.3982, 0.9991]","[0.5921, 0.896]","[0.6775, 0.7245]","[0.6138, 0.572]","[0.4882, 0.5236]","[0.6046, 0.5195]","[0.6158, 0.3136]","[0.6017, 0.1837]","[0.5887, 0.0712]","[0.4924, 0.5121]","[0.5033, 0.2738]","[0.5135, 0.1142]","[0.5224, -0.0115]","[0.3827, 0.5505]","[0.375, 0.4037]","[0.4072, 0.54]","[0.4259, 0.6583]","[0.2731, 0.618]","[0.2884, 0.5133]","[0.3283, 0.6017]","[0.3492, 0.6895]"
"[0.3986, 1.0004]","[0.5961, 0.8887]","[0.6765, 0.7174]","[0.6104, 0.5666]","[0.4821, 0.5177]","[0.6023, 0.5203]","[0.6147, 0.3156]","[0.6014, 0.1855]","[0.5893, 0.0726]","[0.4899, 0.5144]","[0.5003, 0.2779]","[0.5123, 0.118]","[0.5219, -0.0077]","[0.3798, 0.5535]","[0.3729, 0.4058]","[0.4078, 0.5404]","[0.4274, 0.6576]","[0.2692, 0.6193]","[0.2851, 0.5131]","[0.3256, 0.6009]","[0.3464, 0.6888]"
"[0.4021, 0.9931]","[0.5938, 0.8801]","[0.6763, 0.7166]","[0.6069, 0.57]","[0.4823, 0.5128]","[0.6005, 0.52]","[0.6125, 0.3183]","[0.5988, 0.1881]","[0.5868, 0.0759]","[0.4872, 0.512]","[0.4978, 0.2728]","[0.5077, 0.1139]","[0.5179, -0.0102]","[0.3768, 0.5503]","[0.3692, 0.406]","[0.4016, 0.5383]","[0.4209, 0.6561]","[0.2664, 0.6193]","[0.2812, 0.5137]","[0.3238, 0.6011]","[0.3455, 0.6904]"
"[0.3968, 1.0002]","[0.5899, 0.8912]","[0.6739, 0.7249]","[0.6108, 0.5755]","[0.4835, 0.5254]","[0.5984, 0.526]","[0.6099, 0.3186]","[0.5961, 0.1876]","[0.5846, 0.0728]","[0.4862, 0.5166]","[0.4969, 0.2745]","[0.5064, 0.1093]","[0.5167, -0.0214]","[0.3758, 0.5544]","[0.3681, 0.4036]","[0.4009, 0.5375]","[0.4216, 0.6572]","[0.2662, 0.623]","[0.2816, 0.5173]","[0.3251, 0.605]","[0.3488, 0.6954]"
"[0.4012, 1.0033]","[0.5905, 0.8923]","[0.6788, 0.7241]","[0.6117, 0.5741]","[0.4869, 0.5164]","[0.6021, 0.5207]","[0.6141, 0.3166]","[0.6009, 0.1861]","[0.5891, 0.0731]","[0.4911, 0.5122]","[0.5046, 0.2778]","[0.517, 0.1169]","[0.5287, -0.0091]","[0.3821, 0.5507]","[0.3746, 0.4082]","[0.4035, 0.5396]","[0.4202, 0.6576]","[0.2736, 0.6193]","[0.2877, 0.5177]","[0.329, 0.604]","[0.3505, 0.6931]"
"[0.4065, 1.0043]","[0.5842, 0.9036]","[0.681, 0.7258]","[0.6181, 0.5745]","[0.4938, 0.5226]","[0.6043, 0.5177]","[0.6175, 0.3135]","[0.6053, 0.1843]","[0.5934, 0.0728]","[0.4925, 0.5083]","[0.5062, 0.2659]","[0.5178, 0.0967]","[0.5285, -0.0397]","[0.3833, 0.5472]","[0.3757, 0.4052]","[0.4061, 0.5391]","[0.4234, 0.6583]","[0.2766, 0.6184]","[0.289, 0.5171]","[0.33, 0.6038]","[0.3499, 0.6913]"
"[0.4106, 1.007]","[0.5922, 0.8949]","[0.6806, 0.7227]","[0.6124, 0.5751]","[0.4882, 0.5191]","[0.6095, 0.5184]","[0.6216, 0.3146]","[0.6077, 0.1854]","[0.5943, 0.0738]","[0.4965, 0.5102]","[0.5092, 0.2746]","[0.5199, 0.1164]","[0.5299, -0.0075]","[0.3865, 0.5499]","[0.3795, 0.4087]","[0.4093, 0.5385]","[0.4266, 0.6549]","[0.2789, 0.6202]","[0.2936, 0.5178]","[0.3336, 0.6035]","[0.3537, 0.6918]"
"[0.4135, 1.0043]","[0.5935, 0.8939]","[0.6836, 0.7219]","[0.6178, 0.5744]","[0.4965, 0.5147]","[0.6098, 0.5205]","[0.6213, 0.3167]","[0.608, 0.1873]","[0.5958, 0.075]","[0.4978, 0.512]","[0.5156, 0.2793]","[0.5277, 0.1208]","[0.5391, -0.004]","[0.3877, 0.5497]","[0.3812, 0.4043]","[0.4074, 0.5348]","[0.4235, 0.6529]","[0.2803, 0.6175]","[0.2924, 0.5155]","[0.3332, 0.6014]","[0.3555, 0.6898]"
"[0.4107, 1.0017]","[0.5916, 0.8927]","[0.6827, 0.7227]","[0.6175, 0.5748]","[0.4949, 0.5156]","[0.608, 0.5206]","[0.6213, 0.3164]","[0.609, 0.1859]","[0.5971, 0.0732]","[0.4957, 0.5122]","[0.5114, 0.2777]","[0.5228, 0.1187]","[0.5329, -0.0056]","[0.386, 0.5504]","[0.3809, 0.403]","[0.4094, 0.5337]","[0.4256, 0.6509]","[0.2785, 0.6192]","[0.2924, 0.5146]","[0.3349, 0.5986]","[0.3571, 0.6847]"
"[0.409, 0.9985]","[0.5809, 0.9015]","[0.6786, 0.7287]","[0.6144, 0.5807]","[0.4956, 0.5145]","[0.6056, 0.5174]","[0.6185, 0.3124]","[0.6062, 0.1828]","[0.5945, 0.0717]","[0.4924, 0.509]","[0.5068, 0.2678]","[0.5166, 0.1059]","[0.525, -0.0222]","[0.3829, 0.5484]","[0.3782, 0.3985]","[0.41, 0.5296]","[0.4275, 0.6463]","[0.277, 0.6199]","[0.2908, 0.5156]","[0.3344, 0.5979]","[0.3554, 0.6825]"
"[0.4005, 1.011]","[0.5735, 0.913]","[0.6767, 0.7324]","[0.6171, 0.5756]","[0.4838, 0.5148]","[0.6049, 0.5219]","[0.618, 0.3148]","[0.6034, 0.1857]","[0.5898, 0.0722]","[0.4901, 0.5116]","[0.5048, 0.2716]","[0.5153, 0.1087]","[0.5238, -0.0216]","[0.378, 0.5511]","[0.3762, 0.4048]","[0.407, 0.5436]","[0.4221, 0.6619]","[0.27, 0.6221]","[0.2908, 0.5174]","[0.3304, 0.6085]","[0.347, 0.6965]"
"[0.4019, 1.0124]","[0.5751, 0.9115]","[0.6788, 0.7341]","[0.6175, 0.5801]","[0.489, 0.5157]","[0.6063, 0.5194]","[0.6192, 0.3163]","[0.6051, 0.1883]","[0.5924, 0.0766]","[0.4928, 0.5107]","[0.5068, 0.2752]","[0.5181, 0.1158]","[0.5286, -0.0112]","[0.3822, 0.5495]","[0.3793, 0.4071]","[0.4076, 0.5433]","[0.4223, 0.6613]","[0.2747, 0.6181]","[0.2904, 0.5162]","[0.3283, 0.6052]","[0.346, 0.6927]"
