"[0.9126, 0.5737]","[0.8782, 0.4318]","[0.7459, 0.3546]","[0.613, 0.3867]","[0.5245, 0.4762]","[0.5394, 0.371]","[0.3426, 0.3556]","[0.2142, 0.3596]","[0.1026, 0.3656]","[0.5144, 0.4752]","[0.2841, 0.4681]","[0.1227, 0.4655]","[-0.0067, 0.4631]","[0.5375, 0.5788]","[0.3976, 0.5894]","[0.5206, 0.5773]","[0.6182, 0.5727]","[0.592, 0.6838]","[0.4812, 0.6783]","[0.5649, 0.6518]","[0.6406, 0.6422]"
"[0.9659, 0.6043]","[0.8906, 0.4396]","[0.748, 0.3544]","[0.6002, 0.4002]","[0.494, 0.487]","[0.5297, 0.3819]","[0.3283, 0.3681]","[0.2025, 0.3799]","[0.0901, 0.394]","[0.5013, 0.4868]","[0.2417, 0.4705]","[0.0666, 0.463]","[-0.0751, 0.455]","[0.523, 0.592]","[0.3785, 0.6082]","[0.4998, 0.5941]","[0.6057, 0.584]","[0.5742, 0.6928]","[0.467, 0.6933]","[0.5478, 0.6665]","[0.6274, 0.6519]"
"[0.9749, 0.6066]","[0.8992, 0.4447]","[0.7543, 0.3637]","[0.6132, 0.4021]","[0.5077, 0.4876]","[0.5324, 0.3839]","[0.3297, 0.3664]","[0.2024, 0.3769]","[0.0896, 0.3883]","[0.5074, 0.4897]","[0.2561, 0.4775]","[0.0887, 0.4694]","[-0.0447, 0.4613]","[0.5309, 0.5966]","[0.3821, 0.609]","[0.5001, 0.5917]","[0.6031, 0.5819]","[0.5795, 0.6963]","[0.4714, 0.6933]","[0.5501, 0.6666]","[0.627, 0.6536]"
"[0.9712, 0.6073]","[0.9035, 0.4505]","[0.7573, 0.3696]","[0.6147, 0.4037]","[0.5048, 0.4871]","[0.5314, 0.3854]","[0.3309, 0.3693]","[0.2044, 0.3796]","[0.0899, 0.391]","[0.5056, 0.4905]","[0.2523, 0.4786]","[0.0778, 0.4704]","[-0.067, 0.4607]","[0.5282, 0.5963]","[0.3767, 0.6092]","[0.4949, 0.5988]","[0.5971, 0.592]","[0.5758, 0.6941]","[0.4687, 0.6919]","[0.5472, 0.6696]","[0.6222, 0.6587]"
"[0.9665, 0.6091]","[0.8961, 0.4476]","[0.7514, 0.3644]","[0.6106, 0.4034]","[0.5019, 0.4889]","[0.5273, 0.3843]","[0.3273, 0.3689]","[0.2014, 0.3805]","[0.0879, 0.3933]","[0.5014, 0.4897]","[0.2442, 0.4773]","[0.066, 0.4705]","[-0.0812, 0.4613]","[0.524, 0.5952]","[0.3738, 0.6098]","[0.4915, 0.6008]","[0.5946, 0.5929]","[0.5716, 0.6927]","[0.4684, 0.6929]","[0.5465, 0.6707]","[0.6208, 0.6578]"
"[0.9621, 0.6108]","[0.89, 0.4463]","[0.7485, 0.3658]","[0.6113, 0.4049]","[0.4923, 0.4887]","[0.5255, 0.3857]","[0.3258, 0.372]","[0.1976, 0.3828]","[0.084, 0.3958]","[0.5031, 0.4922]","[0.2407, 0.4777]","[0.0591, 0.4688]","[-0.089, 0.4605]","[0.5264, 0.5989]","[0.3745, 0.6142]","[0.4936, 0.6025]","[0.5968, 0.5928]","[0.5685, 0.6977]","[0.465, 0.6983]","[0.5461, 0.6753]","[0.622, 0.6607]"
"[0.9663, 0.6132]","[0.9009, 0.4512]","[0.7566, 0.3641]","[0.6089, 0.4]","[0.4971, 0.4851]","[0.5329, 0.3875]","[0.3306, 0.3742]","[0.2033, 0.3854]","[0.0883, 0.399]","[0.5023, 0.493]","[0.2348, 0.4786]","[0.0519, 0.471]","[-0.0994, 0.4613]","[0.523, 0.5999]","[0.3733, 0.6132]","[0.4923, 0.6023]","[0.5967, 0.5951]","[0.5732, 0.6997]","[0.4659, 0.6984]","[0.5458, 0.6745]","[0.6231, 0.6647]"
"[0.9708, 0.6137]","[0.9033, 0.4529]","[0.7586, 0.3659]","[0.6089, 0.4003]","[0.4978, 0.4843]","[0.5333, 0.3888]","[0.3322, 0.3739]","[0.2061, 0.3833]","[0.0916, 0.396]","[0.5015, 0.494]","[0.2311, 0.4803]","[0.0481, 0.4722]","[-0.1026, 0.4629]","[0.522, 0.6009]","[0.3725, 0.6131]","[0.492, 0.5995]","[0.5973, 0.5923]","[0.5738, 0.7015]","[0.4621, 0.699]","[0.5416, 0.6733]","[0.6208, 0.6637]"
"[0.9727, 0.6124]","[0.9008, 0.451]","[0.7593, 0.366]","[0.6132, 0.3997]","[0.4988, 0.4794]","[0.5321, 0.3882]","[0.3332, 0.374]","[0.2084, 0.383]","[0.0951, 0.3939]","[0.5034, 0.4929]","[0.2385, 0.4803]","[0.0608, 0.472]","[-0.0833, 0.4615]","[0.5242, 0.5995]","[0.3753, 0.6113]","[0.492, 0.5994]","[0.5966, 0.5916]","[0.5715, 0.6998]","[0.4624, 0.6989]","[0.5396, 0.6745]","[0.6174, 0.6627]"
"[0.9676, 0.6142]","[0.8987, 0.4512]","[0.7569, 0.3666]","[0.6131, 0.4012]","[0.4965, 0.4809]","[0.5292, 0.3876]","[0.3317, 0.3744]","[0.2057, 0.384]","[0.0915, 0.3954]","[0.5004, 0.4919]","[0.2366, 0.4792]","[0.0549, 0.4709]","[-0.0928, 0.4612]","[0.5206, 0.5976]","[0.3737, 0.6087]","[0.4934, 0.5993]","[0.5965, 0.593]","[0.5654, 0.6965]","[0.4584, 0.6938]","[0.5405, 0.6717]","[0.6182, 0.6617]"
"[0.9743, 0.6152]","[0.9049, 0.4532]","[0.7572, 0.3676]","[0.6084, 0.4036]","[0.4887, 0.4858]","[0.5311, 0.3862]","[0.3295, 0.372]","[0.2018, 0.3836]","[0.0879, 0.3959]","[0.5038, 0.4918]","[0.2455, 0.4777]","[0.0726, 0.4688]","[-0.0653, 0.4592]","[0.5255, 0.5992]","[0.3753, 0.6113]","[0.4965, 0.5983]","[0.6011, 0.5904]","[0.571, 0.6997]","[0.4615, 0.6969]","[0.5428, 0.674]","[0.6208, 0.6634]"
"[0.9721, 0.6165]","[0.9005, 0.4579]","[0.749, 0.3726]","[0.5976, 0.4131]","[0.4824, 0.4918]","[0.528, 0.391]","[0.3242, 0.3763]","[0.1979, 0.3886]","[0.0851, 0.4007]","[0.5015, 0.4975]","[0.2576, 0.4833]","[0.1009, 0.4779]","[-0.0259, 0.4703]","[0.5238, 0.6039]","[0.3688, 0.6207]","[0.4872, 0.6099]","[0.5909, 0.6015]","[0.5743, 0.7034]","[0.4627, 0.7064]","[0.5395, 0.6841]","[0.6159, 0.6717]"
"[0.973, 0.62]","[0.9042, 0.4623]","[0.7548, 0.3744]","[0.6034, 0.4092]","[0.4906, 0.489]","[0.5309, 0.3964]","[0.3279, 0.3806]","[0.2012, 0.3906]","[0.0844, 0.4014]","[0.499, 0.5002]","[0.2426, 0.4855]","[0.068, 0.4761]","[-0.0781, 0.4666]","[0.5193, 0.6048]","[0.3585, 0.6208]","[0.4796, 0.6093]","[0.5876, 0.6034]","[0.571, 0.7031]","[0.4503, 0.7066]","[0.5276, 0.6815]","[0.6075, 0.6693]"
"[0.9757, 0.6261]","[0.9096, 0.4712]","[0.7628, 0.3798]","[0.6126, 0.4058]","[0.4965, 0.4775]","[0.5322, 0.3979]","[0.3311, 0.384]","[0.2043, 0.3947]","[0.0893, 0.4071]","[0.4982, 0.5022]","[0.2435, 0.4876]","[0.0752, 0.4807]","[-0.0638, 0.4703]","[0.5172, 0.608]","[0.3613, 0.6191]","[0.4832, 0.6151]","[0.5896, 0.6106]","[0.5688, 0.7066]","[0.4615, 0.7092]","[0.5402, 0.6881]","[0.6163, 0.6755]"
"[0.9777, 0.6219]","[0.9054, 0.465]","[0.7457, 0.3761]","[0.5815, 0.4288]","[0.4706, 0.5211]","[0.5251, 0.3987]","[0.3184, 0.3836]","[0.1925, 0.3947]","[0.0797, 0.4085]","[0.497, 0.5096]","[0.2346, 0.4942]","[0.0675, 0.487]","[-0.0697, 0.4789]","[0.5242, 0.6169]","[0.3624, 0.6336]","[0.4791, 0.6168]","[0.5831, 0.6048]","[0.5856, 0.7185]","[0.4734, 0.7198]","[0.5446, 0.6905]","[0.6188, 0.6737]"
"[0.9762, 0.6274]","[0.9003, 0.4641]","[0.7406, 0.379]","[0.5792, 0.4288]","[0.4659, 0.5145]","[0.5239, 0.402]","[0.3182, 0.3898]","[0.1939, 0.4011]","[0.0818, 0.4153]","[0.4947, 0.5127]","[0.226, 0.4986]","[0.0572, 0.4925]","[-0.0803, 0.4863]","[0.5232, 0.6198]","[0.371, 0.6363]","[0.494, 0.6164]","[0.5998, 0.6015]","[0.5889, 0.7203]","[0.4866, 0.7225]","[0.5649, 0.6903]","[0.6406, 0.6707]"
"[0.9782, 0.6265]","[0.9043, 0.4645]","[0.7435, 0.3818]","[0.587, 0.424]","[0.4763, 0.5129]","[0.5197, 0.4055]","[0.3163, 0.3917]","[0.1931, 0.4011]","[0.0808, 0.4158]","[0.4897, 0.5144]","[0.2171, 0.5014]","[0.0455, 0.4939]","[-0.0942, 0.4872]","[0.517, 0.6217]","[0.3668, 0.6406]","[0.4919, 0.6204]","[0.5998, 0.6059]","[0.5793, 0.7225]","[0.4774, 0.7253]","[0.5583, 0.6941]","[0.6374, 0.6762]"
"[0.9678, 0.6278]","[0.9002, 0.4705]","[0.7413, 0.3851]","[0.5868, 0.4237]","[0.4768, 0.5133]","[0.51, 0.4091]","[0.3073, 0.3967]","[0.1885, 0.4047]","[0.0779, 0.4201]","[0.4755, 0.5188]","[0.1859, 0.508]","[0.001, 0.5014]","[-0.1526, 0.4965]","[0.5006, 0.6261]","[0.3573, 0.6491]","[0.4855, 0.6257]","[0.5956, 0.6082]","[0.5637, 0.7252]","[0.4671, 0.7275]","[0.5499, 0.6958]","[0.6298, 0.678]"
"[0.9844, 0.6335]","[0.8978, 0.4704]","[0.7419, 0.3814]","[0.5883, 0.4208]","[0.4832, 0.5104]","[0.5176, 0.413]","[0.3109, 0.3974]","[0.1896, 0.4056]","[0.0806, 0.4137]","[0.4934, 0.5223]","[0.238, 0.5079]","[0.0847, 0.498]","[-0.0374, 0.4863]","[0.5197, 0.6288]","[0.3681, 0.6392]","[0.4818, 0.6137]","[0.5889, 0.5968]","[0.5763, 0.7286]","[0.4672, 0.7263]","[0.5367, 0.6929]","[0.6152, 0.6727]"
"[0.9703, 0.6374]","[0.8998, 0.4773]","[0.7418, 0.3886]","[0.5868, 0.4235]","[0.4734, 0.5096]","[0.5101, 0.4147]","[0.3073, 0.3993]","[0.1842, 0.4095]","[0.0719, 0.4228]","[0.4829, 0.5219]","[0.2256, 0.507]","[0.0582, 0.4976]","[-0.0781, 0.49]","[0.509, 0.6282]","[0.3551, 0.6414]","[0.4764, 0.6226]","[0.581, 0.611]","[0.5664, 0.7278]","[0.4565, 0.723]","[0.5385, 0.6936]","[0.6181, 0.6796]"
"[0.9592, 0.6332]","[0.8909, 0.4699]","[0.7321, 0.3849]","[0.5801, 0.4278]","[0.4688, 0.5205]","[0.5045, 0.4117]","[0.3035, 0.3979]","[0.1802, 0.4096]","[0.0698, 0.4256]","[0.4781, 0.5201]","[0.2141, 0.5068]","[0.0422, 0.4977]","[-0.0958, 0.4907]","[0.5045, 0.6276]","[0.3581, 0.6413]","[0.4806, 0.6211]","[0.5836, 0.6081]","[0.5582, 0.7283]","[0.4559, 0.7229]","[0.5395, 0.6948]","[0.616, 0.6814]"
"[0.9526, 0.6338]","[0.888, 0.4726]","[0.7316, 0.3879]","[0.5782, 0.4266]","[0.4655, 0.5213]","[0.5051, 0.4112]","[0.3068, 0.3972]","[0.1864, 0.4071]","[0.0775, 0.4207]","[0.4771, 0.5191]","[0.2126, 0.5071]","[0.0448, 0.4982]","[-0.0903, 0.4897]","[0.5018, 0.6265]","[0.3598, 0.6431]","[0.4826, 0.6214]","[0.5867, 0.6066]","[0.5552, 0.7276]","[0.4557, 0.7249]","[0.5408, 0.6956]","[0.6199, 0.6808]"
"[0.9577, 0.6345]","[0.8858, 0.4734]","[0.7271, 0.3913]","[0.5733, 0.4318]","[0.4705, 0.5282]","[0.51, 0.4139]","[0.31, 0.3996]","[0.1884, 0.4098]","[0.0789, 0.4219]","[0.4813, 0.5206]","[0.2293, 0.508]","[0.0713, 0.4989]","[-0.0547, 0.4903]","[0.5044, 0.6273]","[0.3576, 0.6428]","[0.4796, 0.6233]","[0.5842, 0.6112]","[0.5577, 0.7278]","[0.4496, 0.7275]","[0.5311, 0.7001]","[0.6102, 0.6867]"
"[0.9526, 0.6382]","[0.8851, 0.4792]","[0.7283, 0.3963]","[0.577, 0.4335]","[0.4676, 0.5218]","[0.5057, 0.4147]","[0.3077, 0.4009]","[0.1852, 0.4139]","[0.0746, 0.4278]","[0.4774, 0.5211]","[0.2288, 0.5065]","[0.0674, 0.4961]","[-0.0627, 0.4857]","[0.5016, 0.6277]","[0.3563, 0.6411]","[0.4799, 0.6253]","[0.5837, 0.6155]","[0.5543, 0.727]","[0.4464, 0.726]","[0.5275, 0.7013]","[0.6033, 0.6906]"
"[0.9513, 0.6401]","[0.8808, 0.4771]","[0.7231, 0.3949]","[0.573, 0.433]","[0.4616, 0.5232]","[0.5066, 0.4134]","[0.3086, 0.3993]","[0.1848, 0.4124]","[0.074, 0.4252]","[0.4805, 0.5194]","[0.2329, 0.5046]","[0.0685, 0.4955]","[-0.0638, 0.4853]","[0.5045, 0.6263]","[0.3581, 0.641]","[0.4802, 0.6283]","[0.5843, 0.6194]","[0.5529, 0.7256]","[0.4459, 0.7259]","[0.5272, 0.7038]","[0.6036, 0.6928]"
"[0.9489, 0.6396]","[0.8819, 0.4801]","[0.7215, 0.3978]","[0.5706, 0.4356]","[0.4539, 0.5263]","[0.5019, 0.4141]","[0.3033, 0.3985]","[0.1783, 0.4106]","[0.0673, 0.424]","[0.4758, 0.5206]","[0.2216, 0.5054]","[0.0503, 0.4954]","[-0.0903, 0.4854]","[0.5012, 0.628]","[0.3557, 0.6453]","[0.4796, 0.6298]","[0.5815, 0.6185]","[0.5507, 0.7262]","[0.4477, 0.7271]","[0.5284, 0.7042]","[0.6006, 0.692]"
"[0.9541, 0.6367]","[0.8822, 0.481]","[0.729, 0.3968]","[0.5766, 0.4381]","[0.4634, 0.5239]","[0.5056, 0.4159]","[0.3043, 0.3993]","[0.1806, 0.4105]","[0.0693, 0.4217]","[0.4797, 0.5209]","[0.236, 0.5035]","[0.0797, 0.4945]","[-0.047, 0.4836]","[0.504, 0.6258]","[0.3498, 0.6378]","[0.4654, 0.6294]","[0.5675, 0.6229]","[0.556, 0.7252]","[0.4433, 0.7292]","[0.5163, 0.7066]","[0.5906, 0.6937]"
"[0.9601, 0.6339]","[0.8888, 0.484]","[0.7359, 0.3968]","[0.5822, 0.4292]","[0.4697, 0.5133]","[0.505, 0.4173]","[0.3033, 0.4019]","[0.1797, 0.4121]","[0.0678, 0.4219]","[0.4799, 0.5211]","[0.2437, 0.5067]","[0.0914, 0.4962]","[-0.0315, 0.486]","[0.5037, 0.6255]","[0.3432, 0.6354]","[0.4608, 0.6232]","[0.5657, 0.617]","[0.5556, 0.7241]","[0.4383, 0.7245]","[0.5134, 0.6991]","[0.5923, 0.6862]"
"[0.9638, 0.6318]","[0.8954, 0.4825]","[0.7394, 0.3934]","[0.5834, 0.427]","[0.4715, 0.5148]","[0.5042, 0.4139]","[0.3014, 0.4]","[0.1775, 0.4111]","[0.0655, 0.4218]","[0.4801, 0.5192]","[0.2412, 0.5054]","[0.0848, 0.495]","[-0.0417, 0.4847]","[0.5061, 0.6247]","[0.3436, 0.6344]","[0.4615, 0.6248]","[0.5668, 0.6219]","[0.5612, 0.7238]","[0.4388, 0.7232]","[0.5138, 0.6995]","[0.5931, 0.6896]"
"[0.9631, 0.6299]","[0.8932, 0.4826]","[0.7424, 0.394]","[0.5884, 0.4232]","[0.474, 0.5077]","[0.506, 0.416]","[0.3027, 0.4009]","[0.1786, 0.4111]","[0.0662, 0.4212]","[0.4812, 0.52]","[0.2389, 0.5054]","[0.0816, 0.495]","[-0.0449, 0.4851]","[0.5068, 0.6249]","[0.3436, 0.6332]","[0.4612, 0.6213]","[0.5668, 0.6166]","[0.5616, 0.7236]","[0.4385, 0.7227]","[0.513, 0.6973]","[0.5926, 0.6862]"
"[0.9609, 0.6332]","[0.8922, 0.4832]","[0.7419, 0.3936]","[0.5886, 0.4238]","[0.4735, 0.5114]","[0.5061, 0.4168]","[0.3046, 0.401]","[0.1806, 0.4116]","[0.0679, 0.422]","[0.4801, 0.5204]","[0.2374, 0.5054]","[0.0789, 0.4933]","[-0.0482, 0.4824]","[0.505, 0.6246]","[0.3447, 0.6345]","[0.4608, 0.6216]","[0.5654, 0.6167]","[0.5573, 0.7225]","[0.434, 0.7226]","[0.5088, 0.6978]","[0.5886, 0.6872]"
"[0.9568, 0.6322]","[0.8897, 0.4829]","[0.7391, 0.3958]","[0.5864, 0.4265]","[0.471, 0.5123]","[0.5042, 0.4174]","[0.3021, 0.4008]","[0.1789, 0.4111]","[0.0658, 0.4232]","[0.4773, 0.5215]","[0.2274, 0.5062]","[0.0626, 0.4957]","[-0.0719, 0.487]","[0.5019, 0.6259]","[0.3429, 0.6406]","[0.4604, 0.6252]","[0.5659, 0.617]","[0.555, 0.7241]","[0.4327, 0.7263]","[0.5074, 0.7001]","[0.5866, 0.6878]"
"[0.9546, 0.6334]","[0.8849, 0.484]","[0.7365, 0.3982]","[0.5862, 0.4284]","[0.469, 0.5107]","[0.5026, 0.4184]","[0.3035, 0.402]","[0.1803, 0.4127]","[0.0683, 0.4249]","[0.4746, 0.5221]","[0.2254, 0.5072]","[0.0633, 0.4965]","[-0.0663, 0.4867]","[0.4981, 0.6258]","[0.3454, 0.6386]","[0.4632, 0.6244]","[0.5674, 0.6157]","[0.5487, 0.7236]","[0.431, 0.7259]","[0.506, 0.7003]","[0.5835, 0.6867]"
"[0.952, 0.6336]","[0.8846, 0.484]","[0.7365, 0.3972]","[0.5864, 0.427]","[0.4695, 0.5116]","[0.5037, 0.4178]","[0.3049, 0.4022]","[0.1812, 0.4128]","[0.0685, 0.4254]","[0.4747, 0.521]","[0.2202, 0.5054]","[0.0506, 0.4958]","[-0.0853, 0.4865]","[0.4969, 0.6248]","[0.3471, 0.6406]","[0.4653, 0.6266]","[0.5709, 0.616]","[0.5449, 0.7231]","[0.4288, 0.7275]","[0.5045, 0.7021]","[0.5827, 0.6867]"
"[0.9517, 0.6349]","[0.8867, 0.4822]","[0.7363, 0.3956]","[0.5857, 0.4267]","[0.4697, 0.5095]","[0.5064, 0.4171]","[0.3077, 0.4034]","[0.1839, 0.413]","[0.0704, 0.4255]","[0.4746, 0.521]","[0.2082, 0.5057]","[0.0302, 0.4952]","[-0.1139, 0.4845]","[0.4953, 0.6256]","[0.3457, 0.6406]","[0.467, 0.631]","[0.5728, 0.6236]","[0.5429, 0.7241]","[0.4288, 0.7287]","[0.5077, 0.7059]","[0.585, 0.6927]"
"[0.953, 0.6304]","[0.884, 0.4778]","[0.735, 0.3941]","[0.5851, 0.4251]","[0.4702, 0.5053]","[0.5061, 0.417]","[0.308, 0.4031]","[0.1868, 0.4118]","[0.0754, 0.4228]","[0.4752, 0.5211]","[0.2079, 0.5072]","[0.0342, 0.4963]","[-0.1068, 0.484]","[0.4963, 0.6261]","[0.349, 0.6387]","[0.4709, 0.6242]","[0.5771, 0.6136]","[0.5453, 0.7256]","[0.4303, 0.7278]","[0.5082, 0.7025]","[0.5858, 0.6884]"
"[0.9548, 0.6351]","[0.881, 0.4767]","[0.7313, 0.3927]","[0.5808, 0.4254]","[0.4624, 0.507]","[0.5088, 0.4151]","[0.3125, 0.3995]","[0.1902, 0.4096]","[0.08, 0.4191]","[0.4813, 0.5191]","[0.2318, 0.5033]","[0.0739, 0.4916]","[-0.053, 0.4781]","[0.5018, 0.6243]","[0.3521, 0.6343]","[0.4723, 0.62]","[0.5778, 0.6097]","[0.5444, 0.7237]","[0.4328, 0.7256]","[0.5114, 0.7015]","[0.5893, 0.6875]"
"[0.9499, 0.632]","[0.883, 0.4775]","[0.7332, 0.3982]","[0.5853, 0.4297]","[0.4643, 0.5072]","[0.503, 0.4146]","[0.3052, 0.4005]","[0.1798, 0.4121]","[0.0662, 0.425]","[0.4745, 0.5181]","[0.2203, 0.5056]","[0.0479, 0.4958]","[-0.092, 0.486]","[0.4959, 0.6227]","[0.3484, 0.638]","[0.4698, 0.6225]","[0.5745, 0.6125]","[0.5413, 0.7206]","[0.4291, 0.7229]","[0.5088, 0.6973]","[0.5858, 0.6834]"
"[0.9465, 0.6333]","[0.8803, 0.4744]","[0.73, 0.3922]","[0.5797, 0.4302]","[0.461, 0.5128]","[0.5062, 0.4132]","[0.3096, 0.4001]","[0.1853, 0.4114]","[0.0722, 0.4228]","[0.4766, 0.5184]","[0.2139, 0.5094]","[0.0366, 0.5019]","[-0.1076, 0.4907]","[0.499, 0.6227]","[0.3492, 0.6383]","[0.4678, 0.6259]","[0.5727, 0.6157]","[0.5476, 0.7217]","[0.4335, 0.7276]","[0.5125, 0.7039]","[0.5901, 0.6899]"
"[0.9443, 0.6364]","[0.8788, 0.4774]","[0.7312, 0.3936]","[0.5811, 0.4281]","[0.4585, 0.5119]","[0.5039, 0.4123]","[0.307, 0.3989]","[0.1822, 0.4113]","[0.0704, 0.4245]","[0.4759, 0.5175]","[0.2155, 0.5074]","[0.0403, 0.501]","[-0.1032, 0.4912]","[0.4982, 0.622]","[0.3497, 0.6412]","[0.4667, 0.6286]","[0.57, 0.617]","[0.5443, 0.721]","[0.4325, 0.7276]","[0.5126, 0.7039]","[0.5909, 0.6884]"
