"[0.9041, 0.5966]","[0.8909, 0.4342]","[0.7628, 0.3554]","[0.6174, 0.3945]","[0.4863, 0.4669]","[0.5624, 0.3303]","[0.3398, 0.3075]","[0.1839, 0.3099]","[0.0517, 0.3088]","[0.5277, 0.4604]","[0.2945, 0.4343]","[0.1271, 0.4257]","[-0.0011, 0.4165]","[0.5379, 0.5936]","[0.3792, 0.5945]","[0.51, 0.592]","[0.6207, 0.5858]","[0.5775, 0.7217]","[0.463, 0.729]","[0.5522, 0.7031]","[0.6364, 0.6847]"
"[1.0528, 0.6172]","[0.9696, 0.4453]","[0.8128, 0.3481]","[0.6373, 0.3861]","[0.4984, 0.4691]","[0.5632, 0.3561]","[0.336, 0.3261]","[0.1887, 0.3298]","[0.0582, 0.3337]","[0.531, 0.4737]","[0.2613, 0.4457]","[0.0694, 0.4323]","[-0.0911, 0.4181]","[0.5518, 0.5968]","[0.3617, 0.6019]","[0.4865, 0.5995]","[0.6054, 0.6009]","[0.6059, 0.7211]","[0.4607, 0.7276]","[0.5344, 0.6985]","[0.6193, 0.6816]"
"[1.0472, 0.6165]","[0.9566, 0.442]","[0.8081, 0.3484]","[0.6464, 0.3736]","[0.5061, 0.443]","[0.5595, 0.3522]","[0.3303, 0.3215]","[0.1841, 0.3252]","[0.0547, 0.3283]","[0.5292, 0.4729]","[0.2762, 0.4538]","[0.104, 0.4397]","[-0.0363, 0.4255]","[0.5497, 0.5998]","[0.3662, 0.6048]","[0.4925, 0.5951]","[0.6054, 0.5937]","[0.597, 0.7214]","[0.4521, 0.725]","[0.5298, 0.702]","[0.6113, 0.692]"
"[1.0394, 0.6159]","[0.9483, 0.4398]","[0.797, 0.3517]","[0.6309, 0.3932]","[0.4939, 0.4766]","[0.5621, 0.3542]","[0.3336, 0.3263]","[0.1861, 0.331]","[0.0552, 0.334]","[0.5308, 0.474]","[0.2645, 0.448]","[0.0771, 0.4354]","[-0.0772, 0.4209]","[0.5502, 0.5987]","[0.3589, 0.6056]","[0.4886, 0.6047]","[0.6069, 0.6067]","[0.601, 0.7199]","[0.4548, 0.7255]","[0.5354, 0.7022]","[0.6209, 0.6895]"
"[1.0376, 0.6205]","[0.953, 0.4456]","[0.7952, 0.3595]","[0.6274, 0.4039]","[0.4871, 0.4878]","[0.5644, 0.354]","[0.3351, 0.3246]","[0.1883, 0.3293]","[0.0571, 0.3337]","[0.5267, 0.4746]","[0.2499, 0.4523]","[0.056, 0.442]","[-0.103, 0.4313]","[0.5432, 0.5995]","[0.3595, 0.6075]","[0.4924, 0.6029]","[0.6086, 0.603]","[0.5929, 0.7208]","[0.4527, 0.7269]","[0.5332, 0.7013]","[0.6149, 0.6871]"
"[1.0448, 0.6246]","[0.9588, 0.4476]","[0.7965, 0.3579]","[0.6259, 0.396]","[0.4886, 0.4805]","[0.5679, 0.3581]","[0.339, 0.3275]","[0.1935, 0.3304]","[0.0611, 0.3324]","[0.5272, 0.4784]","[0.2497, 0.4564]","[0.0557, 0.4424]","[-0.1018, 0.4291]","[0.5426, 0.6031]","[0.36, 0.6108]","[0.4934, 0.605]","[0.6119, 0.6059]","[0.5903, 0.7231]","[0.4493, 0.7281]","[0.5301, 0.7029]","[0.6135, 0.69]"
"[1.0504, 0.6259]","[0.9667, 0.4532]","[0.8061, 0.3605]","[0.6358, 0.3909]","[0.4927, 0.4683]","[0.5664, 0.3611]","[0.3361, 0.3285]","[0.1898, 0.33]","[0.0572, 0.3312]","[0.5283, 0.4794]","[0.2559, 0.4574]","[0.0673, 0.4433]","[-0.0865, 0.4303]","[0.5442, 0.6038]","[0.3593, 0.6088]","[0.4908, 0.6024]","[0.6091, 0.6037]","[0.5902, 0.7236]","[0.4505, 0.7281]","[0.5308, 0.7032]","[0.6145, 0.6905]"
"[1.0606, 0.6283]","[0.9729, 0.4561]","[0.8074, 0.3602]","[0.634, 0.3907]","[0.4893, 0.4665]","[0.5691, 0.3612]","[0.3341, 0.3287]","[0.1853, 0.3302]","[0.0538, 0.3316]","[0.5331, 0.4796]","[0.261, 0.4569]","[0.073, 0.4429]","[-0.0788, 0.4303]","[0.5501, 0.6037]","[0.3629, 0.6093]","[0.4935, 0.603]","[0.6105, 0.6048]","[0.596, 0.7242]","[0.4532, 0.7281]","[0.531, 0.7034]","[0.6134, 0.6919]"
"[1.0647, 0.6196]","[0.9772, 0.454]","[0.809, 0.3615]","[0.6332, 0.3908]","[0.4843, 0.4684]","[0.5656, 0.3593]","[0.334, 0.3293]","[0.1864, 0.3328]","[0.0554, 0.3336]","[0.5311, 0.4785]","[0.259, 0.4569]","[0.074, 0.4439]","[-0.0795, 0.4283]","[0.5503, 0.6033]","[0.3566, 0.6111]","[0.4892, 0.6052]","[0.6086, 0.6048]","[0.5999, 0.7235]","[0.4568, 0.7308]","[0.5363, 0.7057]","[0.6201, 0.6909]"
"[1.0707, 0.6249]","[0.9759, 0.4543]","[0.8085, 0.3618]","[0.6299, 0.3906]","[0.4803, 0.4715]","[0.568, 0.3559]","[0.3395, 0.3263]","[0.1912, 0.3307]","[0.0604, 0.3324]","[0.5362, 0.4752]","[0.2843, 0.4511]","[0.1152, 0.4369]","[-0.0254, 0.421]","[0.5547, 0.6012]","[0.3613, 0.6068]","[0.4897, 0.605]","[0.6074, 0.6074]","[0.5966, 0.7224]","[0.4582, 0.7291]","[0.5369, 0.7081]","[0.6193, 0.6948]"
"[1.0587, 0.6148]","[0.97, 0.4466]","[0.801, 0.3626]","[0.63, 0.3994]","[0.4906, 0.4825]","[0.5631, 0.3609]","[0.3355, 0.3318]","[0.1886, 0.3367]","[0.0561, 0.343]","[0.5296, 0.4786]","[0.2489, 0.4519]","[0.0528, 0.4378]","[-0.1146, 0.423]","[0.5487, 0.6047]","[0.3549, 0.612]","[0.4874, 0.606]","[0.6082, 0.604]","[0.5999, 0.7267]","[0.4581, 0.7346]","[0.5357, 0.7095]","[0.616, 0.6956]"
"[1.0634, 0.6188]","[0.9734, 0.455]","[0.8076, 0.3648]","[0.6378, 0.3893]","[0.4955, 0.4644]","[0.5647, 0.362]","[0.339, 0.3282]","[0.1955, 0.329]","[0.065, 0.3291]","[0.5321, 0.4799]","[0.2809, 0.4525]","[0.1162, 0.438]","[-0.0235, 0.4248]","[0.5498, 0.6061]","[0.3611, 0.6096]","[0.4951, 0.6027]","[0.6127, 0.6033]","[0.5932, 0.7254]","[0.454, 0.7268]","[0.5348, 0.7042]","[0.6161, 0.6945]"
"[1.0641, 0.6148]","[0.9719, 0.4499]","[0.8062, 0.3613]","[0.634, 0.3931]","[0.4964, 0.4711]","[0.5652, 0.3593]","[0.3376, 0.3341]","[0.1909, 0.3388]","[0.0601, 0.3431]","[0.5327, 0.4777]","[0.2681, 0.4537]","[0.085, 0.4396]","[-0.0689, 0.4247]","[0.553, 0.6037]","[0.3613, 0.6118]","[0.4894, 0.6075]","[0.6079, 0.6088]","[0.6046, 0.726]","[0.4599, 0.732]","[0.5363, 0.7078]","[0.6187, 0.6966]"
"[1.063, 0.6232]","[0.9695, 0.4562]","[0.8039, 0.37]","[0.6311, 0.4013]","[0.4859, 0.4755]","[0.5698, 0.3555]","[0.3408, 0.3308]","[0.194, 0.3364]","[0.0626, 0.3396]","[0.5339, 0.4747]","[0.2643, 0.4506]","[0.0818, 0.4394]","[-0.0695, 0.4264]","[0.5509, 0.6014]","[0.3593, 0.6081]","[0.4917, 0.6048]","[0.6109, 0.6062]","[0.5997, 0.7236]","[0.4574, 0.728]","[0.5386, 0.7039]","[0.6221, 0.6932]"
"[1.0616, 0.6266]","[0.9849, 0.4559]","[0.8276, 0.3493]","[0.6556, 0.3781]","[0.5103, 0.4471]","[0.5679, 0.3554]","[0.3351, 0.3287]","[0.1886, 0.3336]","[0.0581, 0.3353]","[0.5331, 0.4765]","[0.267, 0.453]","[0.0866, 0.4373]","[-0.065, 0.4202]","[0.5509, 0.6032]","[0.3551, 0.6041]","[0.4863, 0.5985]","[0.6098, 0.6011]","[0.6022, 0.7251]","[0.4573, 0.7254]","[0.5366, 0.6988]","[0.6243, 0.6891]"
"[1.0547, 0.6272]","[0.9838, 0.4581]","[0.8264, 0.3555]","[0.6529, 0.3875]","[0.5074, 0.4584]","[0.563, 0.3572]","[0.3322, 0.3288]","[0.1879, 0.3337]","[0.0573, 0.3384]","[0.5276, 0.4794]","[0.2495, 0.4552]","[0.0588, 0.4402]","[-0.1036, 0.4238]","[0.5478, 0.6055]","[0.3518, 0.6006]","[0.4802, 0.5927]","[0.6009, 0.5949]","[0.6052, 0.7278]","[0.4579, 0.7249]","[0.5317, 0.6963]","[0.6168, 0.6865]"
"[1.0557, 0.6347]","[0.9824, 0.4621]","[0.8224, 0.3546]","[0.6486, 0.3849]","[0.5049, 0.4581]","[0.566, 0.361]","[0.3334, 0.3303]","[0.1888, 0.3338]","[0.0566, 0.3359]","[0.528, 0.4831]","[0.2452, 0.4593]","[0.055, 0.4428]","[-0.1041, 0.4253]","[0.5468, 0.6082]","[0.3526, 0.6023]","[0.4841, 0.5936]","[0.6054, 0.5959]","[0.602, 0.7287]","[0.4551, 0.7228]","[0.5317, 0.6947]","[0.6182, 0.6858]"
"[1.0567, 0.6338]","[0.9782, 0.4598]","[0.8116, 0.3543]","[0.6337, 0.3957]","[0.4945, 0.4797]","[0.5625, 0.3596]","[0.3332, 0.3319]","[0.1898, 0.339]","[0.0608, 0.3429]","[0.5265, 0.4833]","[0.255, 0.4605]","[0.0772, 0.4449]","[-0.0685, 0.4278]","[0.5462, 0.6096]","[0.3529, 0.602]","[0.4836, 0.5928]","[0.6043, 0.5949]","[0.602, 0.7322]","[0.4563, 0.725]","[0.5346, 0.6973]","[0.6223, 0.6887]"
"[1.0489, 0.6325]","[0.9726, 0.463]","[0.8045, 0.3601]","[0.6228, 0.402]","[0.484, 0.4891]","[0.5576, 0.3617]","[0.3314, 0.3333]","[0.189, 0.339]","[0.0604, 0.3421]","[0.5213, 0.484]","[0.2445, 0.4604]","[0.0594, 0.4464]","[-0.0952, 0.4298]","[0.5413, 0.6096]","[0.3524, 0.6039]","[0.4834, 0.5944]","[0.603, 0.5955]","[0.5975, 0.7323]","[0.454, 0.7269]","[0.533, 0.6981]","[0.62, 0.6885]"
"[1.0534, 0.6256]","[0.9755, 0.4568]","[0.8135, 0.3517]","[0.6388, 0.3811]","[0.498, 0.4588]","[0.5534, 0.3605]","[0.3263, 0.3312]","[0.1849, 0.3365]","[0.057, 0.3392]","[0.5191, 0.4827]","[0.2486, 0.4624]","[0.068, 0.4465]","[-0.0801, 0.4297]","[0.54, 0.6083]","[0.3567, 0.6047]","[0.489, 0.5957]","[0.6073, 0.5967]","[0.5941, 0.7292]","[0.453, 0.7246]","[0.5339, 0.6983]","[0.6199, 0.6897]"
"[1.0497, 0.6336]","[0.982, 0.468]","[0.8217, 0.3594]","[0.6455, 0.3883]","[0.4997, 0.4597]","[0.5568, 0.3624]","[0.3284, 0.3322]","[0.1851, 0.3364]","[0.0556, 0.3391]","[0.5202, 0.4841]","[0.2446, 0.4617]","[0.0618, 0.447]","[-0.0901, 0.4309]","[0.5405, 0.6096]","[0.3551, 0.6024]","[0.488, 0.5946]","[0.6073, 0.5973]","[0.5961, 0.7302]","[0.453, 0.7254]","[0.532, 0.6983]","[0.6176, 0.6901]"
"[1.0603, 0.6311]","[0.9867, 0.4638]","[0.8243, 0.3567]","[0.6492, 0.3799]","[0.5056, 0.4528]","[0.5613, 0.3611]","[0.3325, 0.3315]","[0.1892, 0.3368]","[0.0598, 0.3391]","[0.5253, 0.483]","[0.254, 0.4622]","[0.0742, 0.4452]","[-0.0737, 0.4275]","[0.5457, 0.608]","[0.3551, 0.6017]","[0.4863, 0.5911]","[0.6053, 0.5925]","[0.6003, 0.728]","[0.4515, 0.7213]","[0.5297, 0.6939]","[0.6165, 0.6855]"
"[1.0592, 0.6307]","[0.9833, 0.4638]","[0.8175, 0.3591]","[0.6392, 0.3948]","[0.4952, 0.4731]","[0.5595, 0.3592]","[0.3314, 0.3291]","[0.1885, 0.3348]","[0.0594, 0.3388]","[0.5244, 0.4811]","[0.2492, 0.4569]","[0.0631, 0.4421]","[-0.0912, 0.427]","[0.545, 0.6057]","[0.3636, 0.6051]","[0.4946, 0.5954]","[0.6116, 0.5954]","[0.5993, 0.727]","[0.4549, 0.7243]","[0.5343, 0.6961]","[0.6206, 0.6853]"
"[1.061, 0.6302]","[0.9839, 0.4609]","[0.8223, 0.3521]","[0.6492, 0.3815]","[0.5028, 0.4551]","[0.5595, 0.3579]","[0.332, 0.3274]","[0.1896, 0.3333]","[0.0617, 0.3371]","[0.5251, 0.4791]","[0.2567, 0.4566]","[0.0809, 0.4429]","[-0.063, 0.4286]","[0.5458, 0.6027]","[0.3651, 0.6027]","[0.4999, 0.595]","[0.6158, 0.5948]","[0.5988, 0.7225]","[0.4565, 0.7224]","[0.5394, 0.6936]","[0.6244, 0.6791]"
"[1.0618, 0.6229]","[0.9819, 0.4587]","[0.8207, 0.3549]","[0.6443, 0.3877]","[0.4991, 0.4623]","[0.5564, 0.3564]","[0.3306, 0.3278]","[0.1884, 0.3343]","[0.062, 0.3385]","[0.5244, 0.4792]","[0.2639, 0.4568]","[0.0919, 0.4423]","[-0.0486, 0.4268]","[0.5471, 0.6043]","[0.3652, 0.6008]","[0.495, 0.5902]","[0.611, 0.5896]","[0.6035, 0.7255]","[0.4591, 0.7246]","[0.5363, 0.6949]","[0.621, 0.6813]"
"[1.0595, 0.6229]","[0.9818, 0.4574]","[0.8233, 0.3516]","[0.6469, 0.3865]","[0.5022, 0.4605]","[0.5622, 0.3571]","[0.3332, 0.3296]","[0.1883, 0.3348]","[0.058, 0.3386]","[0.5286, 0.4782]","[0.2592, 0.4532]","[0.0779, 0.4411]","[-0.0734, 0.4268]","[0.5493, 0.6017]","[0.361, 0.6028]","[0.4906, 0.5988]","[0.6096, 0.5998]","[0.6051, 0.7224]","[0.4625, 0.7264]","[0.5402, 0.6981]","[0.6261, 0.683]"
"[1.0571, 0.6231]","[0.9868, 0.4573]","[0.8331, 0.3555]","[0.6662, 0.3759]","[0.5165, 0.4378]","[0.5642, 0.3592]","[0.3381, 0.3282]","[0.1938, 0.3309]","[0.0627, 0.3348]","[0.5285, 0.4787]","[0.2516, 0.4538]","[0.0615, 0.4377]","[-0.0976, 0.424]","[0.5491, 0.6031]","[0.3636, 0.604]","[0.4946, 0.591]","[0.612, 0.5898]","[0.6041, 0.7229]","[0.4537, 0.724]","[0.5321, 0.6928]","[0.6172, 0.6804]"
"[1.0624, 0.6317]","[0.9925, 0.4605]","[0.8321, 0.351]","[0.6576, 0.3763]","[0.5112, 0.4483]","[0.5688, 0.3566]","[0.343, 0.3266]","[0.1999, 0.3297]","[0.0691, 0.3342]","[0.529, 0.4773]","[0.2477, 0.4507]","[0.0557, 0.4347]","[-0.1023, 0.4222]","[0.5471, 0.6013]","[0.3645, 0.6059]","[0.4994, 0.5956]","[0.618, 0.5942]","[0.6002, 0.7208]","[0.4546, 0.7213]","[0.5372, 0.6928]","[0.6234, 0.6804]"
"[1.074, 0.6204]","[0.9923, 0.4478]","[0.8233, 0.3479]","[0.6529, 0.3791]","[0.5122, 0.455]","[0.5669, 0.3547]","[0.3398, 0.3274]","[0.1978, 0.3315]","[0.069, 0.3346]","[0.5312, 0.4763]","[0.2581, 0.4544]","[0.0764, 0.4334]","[-0.0714, 0.4157]","[0.5525, 0.6011]","[0.3621, 0.6054]","[0.4936, 0.5877]","[0.6117, 0.5824]","[0.6078, 0.7206]","[0.4588, 0.7176]","[0.5385, 0.687]","[0.6249, 0.6729]"
"[1.0692, 0.6258]","[0.9892, 0.4573]","[0.824, 0.3564]","[0.6506, 0.3864]","[0.508, 0.4641]","[0.574, 0.3542]","[0.3477, 0.3238]","[0.2046, 0.327]","[0.0736, 0.3303]","[0.5345, 0.4734]","[0.256, 0.4484]","[0.0684, 0.4328]","[-0.0853, 0.4188]","[0.552, 0.5974]","[0.364, 0.6047]","[0.4966, 0.5931]","[0.6154, 0.5897]","[0.6036, 0.7167]","[0.4612, 0.7195]","[0.5412, 0.6916]","[0.6257, 0.6783]"
"[1.0683, 0.618]","[0.9841, 0.446]","[0.8185, 0.3461]","[0.6503, 0.3748]","[0.512, 0.4503]","[0.569, 0.3536]","[0.3436, 0.3248]","[0.202, 0.3274]","[0.072, 0.3315]","[0.5302, 0.4727]","[0.2432, 0.4509]","[0.0481, 0.4344]","[-0.1132, 0.4212]","[0.5497, 0.5969]","[0.3624, 0.6046]","[0.4997, 0.5919]","[0.6193, 0.5893]","[0.6042, 0.7177]","[0.4561, 0.7199]","[0.5409, 0.6895]","[0.6293, 0.675]"
"[1.0726, 0.6359]","[0.9944, 0.4618]","[0.8298, 0.3527]","[0.6542, 0.3834]","[0.5163, 0.4636]","[0.5759, 0.3583]","[0.3462, 0.3269]","[0.2027, 0.3295]","[0.0723, 0.3329]","[0.5367, 0.4787]","[0.2644, 0.453]","[0.0858, 0.436]","[-0.0578, 0.422]","[0.5545, 0.6017]","[0.3624, 0.6032]","[0.4938, 0.5934]","[0.6147, 0.5933]","[0.6068, 0.7208]","[0.4604, 0.721]","[0.538, 0.6909]","[0.6268, 0.6751]"
"[1.0664, 0.6284]","[0.9764, 0.4554]","[0.8076, 0.3577]","[0.6298, 0.4057]","[0.4917, 0.4901]","[0.5681, 0.3562]","[0.337, 0.3267]","[0.1923, 0.3316]","[0.063, 0.3349]","[0.5341, 0.477]","[0.2686, 0.4529]","[0.0907, 0.441]","[-0.0547, 0.4285]","[0.5531, 0.6015]","[0.3622, 0.6042]","[0.4888, 0.5993]","[0.607, 0.6015]","[0.6058, 0.7233]","[0.4617, 0.7264]","[0.5368, 0.7007]","[0.6225, 0.6878]"
"[1.0611, 0.631]","[0.9841, 0.4579]","[0.8302, 0.3496]","[0.6586, 0.3844]","[0.5165, 0.4534]","[0.5642, 0.3594]","[0.3321, 0.3307]","[0.1864, 0.3357]","[0.0574, 0.341]","[0.53, 0.4809]","[0.2606, 0.4566]","[0.0772, 0.4437]","[-0.0723, 0.4314]","[0.549, 0.6047]","[0.3661, 0.6076]","[0.4899, 0.6003]","[0.6053, 0.5997]","[0.6013, 0.7263]","[0.4613, 0.7309]","[0.536, 0.7021]","[0.6204, 0.6856]"
"[1.0586, 0.6351]","[0.9832, 0.4645]","[0.8256, 0.3597]","[0.6511, 0.4025]","[0.5064, 0.4765]","[0.5603, 0.361]","[0.3302, 0.3329]","[0.1853, 0.3374]","[0.0562, 0.3408]","[0.5263, 0.4823]","[0.2598, 0.4579]","[0.0791, 0.4439]","[-0.0683, 0.4287]","[0.5462, 0.606]","[0.3594, 0.6059]","[0.4873, 0.6015]","[0.6057, 0.6034]","[0.6008, 0.7274]","[0.4583, 0.7298]","[0.5371, 0.7034]","[0.6253, 0.6887]"
"[1.0557, 0.64]","[0.985, 0.4682]","[0.8289, 0.3566]","[0.6533, 0.3919]","[0.5107, 0.4719]","[0.5588, 0.3671]","[0.3296, 0.3358]","[0.1848, 0.3398]","[0.0553, 0.3431]","[0.525, 0.4875]","[0.2612, 0.4611]","[0.082, 0.4462]","[-0.0657, 0.4312]","[0.5452, 0.6101]","[0.3548, 0.6091]","[0.4816, 0.6036]","[0.6014, 0.6052]","[0.5997, 0.7304]","[0.456, 0.7319]","[0.5317, 0.704]","[0.6195, 0.6897]"
"[1.0507, 0.6353]","[0.9769, 0.4652]","[0.8201, 0.3559]","[0.6454, 0.3941]","[0.5051, 0.4761]","[0.5546, 0.3656]","[0.3277, 0.3364]","[0.1845, 0.341]","[0.0564, 0.3449]","[0.5212, 0.4871]","[0.259, 0.4616]","[0.0827, 0.4475]","[-0.0631, 0.4331]","[0.5421, 0.6109]","[0.3541, 0.6097]","[0.4825, 0.6045]","[0.6014, 0.6065]","[0.5978, 0.7321]","[0.4562, 0.7312]","[0.5337, 0.7052]","[0.6202, 0.6932]"
"[1.049, 0.6385]","[0.9766, 0.4685]","[0.8196, 0.357]","[0.6441, 0.3975]","[0.5054, 0.4828]","[0.5563, 0.3683]","[0.3287, 0.3394]","[0.1852, 0.3439]","[0.0569, 0.3474]","[0.5238, 0.4894]","[0.2647, 0.4633]","[0.0905, 0.4495]","[-0.0521, 0.4353]","[0.545, 0.612]","[0.355, 0.6083]","[0.4808, 0.6042]","[0.5993, 0.6069]","[0.6002, 0.7327]","[0.4575, 0.7316]","[0.532, 0.7062]","[0.6173, 0.6942]"
"[1.0517, 0.6234]","[0.9665, 0.4601]","[0.7979, 0.3624]","[0.6184, 0.4112]","[0.4822, 0.4995]","[0.5521, 0.3621]","[0.3218, 0.3392]","[0.1795, 0.3478]","[0.0525, 0.3527]","[0.5231, 0.4848]","[0.267, 0.463]","[0.0969, 0.4507]","[-0.0445, 0.4356]","[0.5457, 0.6111]","[0.3565, 0.6111]","[0.4862, 0.609]","[0.6049, 0.6137]","[0.6009, 0.734]","[0.4565, 0.7328]","[0.5335, 0.7127]","[0.6192, 0.7075]"
"[1.0552, 0.6275]","[0.9726, 0.4655]","[0.8057, 0.3646]","[0.6228, 0.4061]","[0.4838, 0.4928]","[0.5568, 0.3666]","[0.3274, 0.3406]","[0.1842, 0.3474]","[0.0554, 0.3524]","[0.5259, 0.4877]","[0.2706, 0.462]","[0.1001, 0.4485]","[-0.0403, 0.434]","[0.5468, 0.613]","[0.3573, 0.6127]","[0.4846, 0.6147]","[0.6038, 0.6224]","[0.5996, 0.735]","[0.4555, 0.7361]","[0.531, 0.7148]","[0.6169, 0.7074]"
