"[0.8924, 0.5903]","[0.8715, 0.4141]","[0.7361, 0.347]","[0.5837, 0.4128]","[0.4753, 0.4948]","[0.5591, 0.3339]","[0.3284, 0.307]","[0.1856, 0.3124]","[0.0668, 0.3138]","[0.5201, 0.465]","[0.2652, 0.4473]","[0.1047, 0.4382]","[-0.0175, 0.4281]","[0.533, 0.5963]","[0.3604, 0.6031]","[0.5023, 0.5985]","[0.6141, 0.5932]","[0.5863, 0.725]","[0.4562, 0.726]","[0.5564, 0.7008]","[0.6432, 0.6868]"
"[1.0452, 0.6046]","[0.9424, 0.4388]","[0.7632, 0.3524]","[0.5884, 0.4176]","[0.4645, 0.5186]","[0.5541, 0.3547]","[0.3251, 0.3311]","[0.1823, 0.3369]","[0.0552, 0.34]","[0.5261, 0.4751]","[0.273, 0.4489]","[0.1137, 0.4312]","[-0.0161, 0.4132]","[0.5475, 0.6004]","[0.3488, 0.6028]","[0.4765, 0.5996]","[0.5981, 0.6046]","[0.5999, 0.7244]","[0.4515, 0.7297]","[0.53, 0.7055]","[0.6183, 0.6977]"
"[1.0403, 0.6081]","[0.9461, 0.4437]","[0.7704, 0.3547]","[0.5944, 0.4148]","[0.4704, 0.5092]","[0.546, 0.3515]","[0.3163, 0.3287]","[0.1743, 0.3331]","[0.049, 0.3361]","[0.5203, 0.4734]","[0.2747, 0.4474]","[0.1199, 0.4333]","[-0.007, 0.4198]","[0.543, 0.5982]","[0.348, 0.6083]","[0.4803, 0.6051]","[0.601, 0.607]","[0.598, 0.7199]","[0.4509, 0.7252]","[0.5372, 0.7007]","[0.6301, 0.6902]"
"[1.0363, 0.61]","[0.9394, 0.4439]","[0.7609, 0.3544]","[0.5826, 0.4176]","[0.4644, 0.5196]","[0.5482, 0.3519]","[0.3174, 0.3288]","[0.1751, 0.3341]","[0.05, 0.3378]","[0.5215, 0.4745]","[0.272, 0.4482]","[0.113, 0.4322]","[-0.0165, 0.4166]","[0.5429, 0.5997]","[0.3493, 0.6061]","[0.4833, 0.6034]","[0.6049, 0.6068]","[0.5963, 0.7229]","[0.4526, 0.7265]","[0.5381, 0.7021]","[0.6288, 0.6923]"
"[1.0362, 0.6111]","[0.9426, 0.445]","[0.7642, 0.3537]","[0.5847, 0.4162]","[0.4656, 0.5185]","[0.5478, 0.352]","[0.3159, 0.3297]","[0.1745, 0.3355]","[0.0503, 0.3385]","[0.5215, 0.4744]","[0.2723, 0.4502]","[0.1163, 0.4329]","[-0.0103, 0.4145]","[0.5435, 0.5996]","[0.3453, 0.6032]","[0.477, 0.6026]","[0.5986, 0.6082]","[0.5961, 0.7231]","[0.45, 0.7268]","[0.5318, 0.7039]","[0.6211, 0.6952]"
"[1.0308, 0.6089]","[0.9359, 0.4438]","[0.7631, 0.3548]","[0.586, 0.4178]","[0.4669, 0.5194]","[0.5432, 0.353]","[0.3161, 0.3297]","[0.1746, 0.335]","[0.0495, 0.3382]","[0.5155, 0.4748]","[0.2626, 0.4499]","[0.1001, 0.4343]","[-0.0334, 0.4173]","[0.5376, 0.5999]","[0.344, 0.6058]","[0.4784, 0.6047]","[0.6006, 0.6091]","[0.5921, 0.7238]","[0.4481, 0.727]","[0.5325, 0.7034]","[0.6228, 0.6939]"
"[1.0309, 0.6112]","[0.9372, 0.4473]","[0.7651, 0.3585]","[0.5866, 0.4192]","[0.4623, 0.5189]","[0.5446, 0.3535]","[0.3167, 0.3284]","[0.1765, 0.3339]","[0.0517, 0.3375]","[0.517, 0.4757]","[0.2683, 0.4484]","[0.1122, 0.4331]","[-0.0155, 0.4184]","[0.5393, 0.601]","[0.3487, 0.6064]","[0.4801, 0.6042]","[0.5999, 0.6085]","[0.5932, 0.7243]","[0.4512, 0.7283]","[0.532, 0.7046]","[0.6197, 0.6952]"
"[1.0286, 0.6128]","[0.9396, 0.4465]","[0.7701, 0.3589]","[0.5932, 0.4164]","[0.4691, 0.5087]","[0.5442, 0.3507]","[0.3167, 0.3268]","[0.1754, 0.3315]","[0.0507, 0.3365]","[0.5149, 0.4728]","[0.2647, 0.4435]","[0.1066, 0.43]","[-0.0221, 0.4179]","[0.536, 0.5983]","[0.3473, 0.6063]","[0.4799, 0.6059]","[0.5991, 0.6094]","[0.5908, 0.7221]","[0.4509, 0.7255]","[0.5358, 0.703]","[0.6253, 0.693]"
"[1.0272, 0.6133]","[0.9395, 0.4489]","[0.7744, 0.3609]","[0.5986, 0.416]","[0.4698, 0.5042]","[0.5447, 0.3529]","[0.3173, 0.3277]","[0.176, 0.3335]","[0.0505, 0.3384]","[0.5145, 0.4745]","[0.2657, 0.4446]","[0.1057, 0.4301]","[-0.0257, 0.4158]","[0.5349, 0.6]","[0.3473, 0.6057]","[0.4788, 0.6057]","[0.5976, 0.6093]","[0.5889, 0.7231]","[0.4494, 0.7269]","[0.5306, 0.7046]","[0.6176, 0.6948]"
"[1.0319, 0.614]","[0.9408, 0.4466]","[0.7665, 0.3583]","[0.5861, 0.4203]","[0.4627, 0.522]","[0.5483, 0.352]","[0.3179, 0.3268]","[0.1747, 0.3318]","[0.0475, 0.3366]","[0.5179, 0.4738]","[0.2648, 0.4443]","[0.102, 0.4297]","[-0.0325, 0.4167]","[0.5383, 0.599]","[0.3459, 0.6063]","[0.4796, 0.606]","[0.5994, 0.6109]","[0.5912, 0.723]","[0.4482, 0.7276]","[0.5303, 0.7032]","[0.6173, 0.6921]"
"[1.0362, 0.613]","[0.9397, 0.4429]","[0.7673, 0.3568]","[0.589, 0.4174]","[0.4619, 0.5134]","[0.5485, 0.3518]","[0.3185, 0.3263]","[0.1754, 0.3319]","[0.0485, 0.3368]","[0.5198, 0.4733]","[0.2714, 0.4457]","[0.1114, 0.4311]","[-0.0195, 0.4179]","[0.541, 0.5995]","[0.3466, 0.6048]","[0.4768, 0.6028]","[0.5954, 0.607]","[0.5932, 0.7253]","[0.4477, 0.7297]","[0.528, 0.7042]","[0.6151, 0.692]"
"[1.0362, 0.6119]","[0.9433, 0.4429]","[0.7711, 0.3555]","[0.5936, 0.4147]","[0.4687, 0.5138]","[0.5494, 0.3508]","[0.3204, 0.3262]","[0.1769, 0.3312]","[0.0497, 0.3354]","[0.5201, 0.4725]","[0.2679, 0.4458]","[0.1056, 0.4307]","[-0.0281, 0.4164]","[0.5416, 0.5984]","[0.344, 0.6046]","[0.4743, 0.6028]","[0.5946, 0.6068]","[0.5956, 0.7238]","[0.4477, 0.7286]","[0.5276, 0.7029]","[0.6156, 0.6908]"
"[1.0358, 0.6074]","[0.9392, 0.4412]","[0.7635, 0.3537]","[0.5848, 0.4205]","[0.46, 0.5252]","[0.5477, 0.3507]","[0.3182, 0.3261]","[0.1758, 0.332]","[0.0492, 0.337]","[0.5205, 0.4738]","[0.2691, 0.4485]","[0.1083, 0.4349]","[-0.0253, 0.4234]","[0.5426, 0.5997]","[0.3479, 0.6059]","[0.4798, 0.6013]","[0.5988, 0.6046]","[0.5949, 0.7242]","[0.4491, 0.7294]","[0.5299, 0.704]","[0.6168, 0.6926]"
"[1.0314, 0.6081]","[0.9372, 0.445]","[0.7641, 0.355]","[0.586, 0.4204]","[0.46, 0.5276]","[0.5436, 0.3521]","[0.3154, 0.3284]","[0.1729, 0.3354]","[0.0467, 0.3416]","[0.518, 0.4755]","[0.2678, 0.4497]","[0.1095, 0.438]","[-0.0229, 0.427]","[0.5408, 0.6012]","[0.3459, 0.6098]","[0.4772, 0.6061]","[0.5963, 0.6075]","[0.5926, 0.7246]","[0.4496, 0.7302]","[0.5311, 0.7065]","[0.6177, 0.6954]"
"[1.0225, 0.6102]","[0.9209, 0.4364]","[0.7479, 0.3597]","[0.5743, 0.4313]","[0.4449, 0.5317]","[0.5465, 0.3522]","[0.3186, 0.3287]","[0.1753, 0.3333]","[0.0483, 0.3371]","[0.5195, 0.4756]","[0.2615, 0.4492]","[0.0968, 0.4374]","[-0.0394, 0.426]","[0.5401, 0.6041]","[0.3361, 0.6121]","[0.4666, 0.6097]","[0.5868, 0.6106]","[0.591, 0.7311]","[0.4464, 0.7361]","[0.5275, 0.7156]","[0.6104, 0.7056]"
"[1.0179, 0.6151]","[0.9196, 0.4451]","[0.7499, 0.3605]","[0.5749, 0.4328]","[0.4511, 0.531]","[0.5409, 0.3614]","[0.3163, 0.3327]","[0.1725, 0.3352]","[0.0468, 0.3389]","[0.5117, 0.4836]","[0.2646, 0.4562]","[0.1039, 0.4441]","[-0.027, 0.4333]","[0.5328, 0.6092]","[0.3407, 0.6156]","[0.4661, 0.6108]","[0.5828, 0.6111]","[0.5857, 0.735]","[0.4479, 0.7419]","[0.5248, 0.7164]","[0.6073, 0.7026]"
"[1.0182, 0.6144]","[0.9161, 0.4438]","[0.743, 0.3616]","[0.5687, 0.4324]","[0.4509, 0.5337]","[0.5398, 0.3581]","[0.3147, 0.3336]","[0.1717, 0.3363]","[0.0468, 0.3396]","[0.512, 0.4808]","[0.2617, 0.453]","[0.1016, 0.4398]","[-0.0281, 0.427]","[0.5332, 0.6075]","[0.3408, 0.6135]","[0.469, 0.6116]","[0.5867, 0.6139]","[0.5861, 0.7355]","[0.4465, 0.7388]","[0.5293, 0.7147]","[0.6151, 0.7031]"
"[1.0195, 0.6223]","[0.9245, 0.4516]","[0.7563, 0.3645]","[0.5808, 0.4294]","[0.4554, 0.5215]","[0.5403, 0.3596]","[0.3158, 0.3345]","[0.1729, 0.3378]","[0.0469, 0.3412]","[0.5103, 0.4826]","[0.2619, 0.4544]","[0.1014, 0.4429]","[-0.0294, 0.4306]","[0.5305, 0.6086]","[0.3381, 0.613]","[0.4687, 0.6149]","[0.5881, 0.6183]","[0.5836, 0.7336]","[0.4465, 0.7392]","[0.5282, 0.7169]","[0.6131, 0.7041]"
"[1.0233, 0.6219]","[0.9298, 0.4514]","[0.7544, 0.3629]","[0.5762, 0.431]","[0.4538, 0.533]","[0.5377, 0.3606]","[0.3123, 0.3353]","[0.1701, 0.3393]","[0.0441, 0.3435]","[0.5096, 0.4844]","[0.2625, 0.4572]","[0.1012, 0.4462]","[-0.032, 0.436]","[0.5318, 0.6108]","[0.3362, 0.6158]","[0.4678, 0.6139]","[0.5877, 0.6158]","[0.5857, 0.7371]","[0.4466, 0.7409]","[0.5297, 0.7173]","[0.6158, 0.7048]"
"[1.0221, 0.6248]","[0.9297, 0.4554]","[0.7518, 0.3629]","[0.571, 0.4337]","[0.4507, 0.5415]","[0.5415, 0.3573]","[0.3151, 0.3342]","[0.1748, 0.3385]","[0.0496, 0.3416]","[0.5111, 0.4829]","[0.2579, 0.4555]","[0.1007, 0.4411]","[-0.0285, 0.4276]","[0.5312, 0.61]","[0.3354, 0.6128]","[0.4717, 0.6122]","[0.5926, 0.6177]","[0.5847, 0.7366]","[0.4444, 0.7367]","[0.5324, 0.7147]","[0.6213, 0.7072]"
"[1.0235, 0.627]","[0.9294, 0.4549]","[0.7552, 0.3614]","[0.5742, 0.4297]","[0.4492, 0.5316]","[0.5471, 0.3575]","[0.3207, 0.3309]","[0.1793, 0.335]","[0.0542, 0.3378]","[0.5159, 0.4817]","[0.2642, 0.4544]","[0.1098, 0.4395]","[-0.0167, 0.4263]","[0.5351, 0.6085]","[0.3374, 0.6073]","[0.468, 0.6039]","[0.5868, 0.61]","[0.5873, 0.7347]","[0.4436, 0.7341]","[0.5255, 0.7093]","[0.6137, 0.7013]"
"[1.0253, 0.6179]","[0.9326, 0.4509]","[0.756, 0.3602]","[0.5773, 0.428]","[0.4587, 0.5344]","[0.5446, 0.3578]","[0.3169, 0.3307]","[0.1751, 0.3345]","[0.0504, 0.3391]","[0.5156, 0.4815]","[0.2577, 0.4543]","[0.0933, 0.4431]","[-0.0421, 0.4332]","[0.5362, 0.608]","[0.3399, 0.6089]","[0.47, 0.6088]","[0.5894, 0.6159]","[0.5895, 0.7336]","[0.4462, 0.7339]","[0.5252, 0.7122]","[0.6109, 0.706]"
"[1.0313, 0.6223]","[0.9345, 0.4552]","[0.7564, 0.3632]","[0.5752, 0.4285]","[0.451, 0.5335]","[0.551, 0.3576]","[0.3204, 0.3292]","[0.1781, 0.3339]","[0.0525, 0.3381]","[0.5212, 0.4805]","[0.2652, 0.4521]","[0.1059, 0.4384]","[-0.0251, 0.4269]","[0.5416, 0.6065]","[0.3445, 0.6078]","[0.4733, 0.6033]","[0.591, 0.6083]","[0.5938, 0.7319]","[0.4468, 0.7335]","[0.5242, 0.708]","[0.6097, 0.6987]"
"[1.0354, 0.6233]","[0.9367, 0.4539]","[0.7591, 0.3599]","[0.5786, 0.4232]","[0.4544, 0.5289]","[0.5513, 0.3548]","[0.3213, 0.3285]","[0.1796, 0.334]","[0.0545, 0.3387]","[0.5227, 0.4766]","[0.2695, 0.4472]","[0.1111, 0.4308]","[-0.0177, 0.4169]","[0.5425, 0.6031]","[0.345, 0.6058]","[0.4725, 0.6035]","[0.5903, 0.6088]","[0.591, 0.7299]","[0.4473, 0.7334]","[0.5248, 0.7081]","[0.6094, 0.6966]"
"[1.0393, 0.6241]","[0.9443, 0.4535]","[0.7682, 0.3579]","[0.587, 0.417]","[0.4613, 0.5179]","[0.5539, 0.3531]","[0.3242, 0.3283]","[0.1826, 0.3344]","[0.057, 0.3381]","[0.5242, 0.4758]","[0.2708, 0.4529]","[0.1114, 0.44]","[-0.0193, 0.4269]","[0.5438, 0.6016]","[0.3447, 0.6034]","[0.4742, 0.6011]","[0.593, 0.6065]","[0.5943, 0.7271]","[0.4477, 0.7289]","[0.5278, 0.705]","[0.6152, 0.6958]"
"[1.0447, 0.6208]","[0.9508, 0.4523]","[0.7703, 0.3557]","[0.5882, 0.4166]","[0.4618, 0.5177]","[0.5568, 0.3536]","[0.3253, 0.3282]","[0.1838, 0.3344]","[0.0585, 0.3382]","[0.5283, 0.4779]","[0.2756, 0.4535]","[0.1168, 0.4381]","[-0.014, 0.4236]","[0.5476, 0.6047]","[0.3482, 0.6029]","[0.476, 0.597]","[0.5944, 0.6019]","[0.5963, 0.7301]","[0.4478, 0.7298]","[0.5258, 0.7064]","[0.612, 0.7004]"
"[1.0366, 0.621]","[0.9453, 0.4502]","[0.7663, 0.355]","[0.5869, 0.4215]","[0.4643, 0.5279]","[0.5475, 0.355]","[0.3185, 0.3322]","[0.175, 0.3377]","[0.0484, 0.3417]","[0.518, 0.4792]","[0.2543, 0.4522]","[0.0814, 0.4349]","[-0.0611, 0.4181]","[0.5389, 0.6057]","[0.3448, 0.6061]","[0.4767, 0.5999]","[0.5973, 0.6028]","[0.592, 0.731]","[0.4485, 0.728]","[0.5314, 0.7024]","[0.6186, 0.6946]"
"[1.0449, 0.6281]","[0.9484, 0.4504]","[0.7687, 0.352]","[0.5859, 0.4166]","[0.456, 0.5206]","[0.5511, 0.3557]","[0.3187, 0.3296]","[0.1763, 0.3358]","[0.0493, 0.3402]","[0.5231, 0.4783]","[0.2739, 0.4501]","[0.1125, 0.4344]","[-0.0182, 0.4214]","[0.5427, 0.6049]","[0.3472, 0.6003]","[0.4727, 0.5931]","[0.5907, 0.5975]","[0.5902, 0.7316]","[0.4453, 0.7272]","[0.5249, 0.701]","[0.6139, 0.6923]"
"[1.0414, 0.6138]","[0.9412, 0.442]","[0.7574, 0.3507]","[0.5786, 0.4204]","[0.4594, 0.5324]","[0.547, 0.3522]","[0.3161, 0.3297]","[0.1735, 0.3357]","[0.0486, 0.3397]","[0.519, 0.4773]","[0.2604, 0.4532]","[0.0936, 0.436]","[-0.0409, 0.4203]","[0.54, 0.6045]","[0.3482, 0.6016]","[0.4818, 0.5943]","[0.6021, 0.5983]","[0.5911, 0.7294]","[0.4504, 0.7251]","[0.5349, 0.7001]","[0.6223, 0.6935]"
"[1.0425, 0.6165]","[0.9555, 0.4485]","[0.7809, 0.3509]","[0.5973, 0.4128]","[0.4629, 0.5086]","[0.5497, 0.3503]","[0.3219, 0.3271]","[0.1816, 0.3325]","[0.0568, 0.3355]","[0.5218, 0.473]","[0.2736, 0.4426]","[0.1186, 0.4227]","[-0.0068, 0.4045]","[0.5431, 0.599]","[0.3473, 0.5988]","[0.472, 0.5933]","[0.5909, 0.5967]","[0.5944, 0.7239]","[0.4479, 0.7214]","[0.5273, 0.6951]","[0.6168, 0.686]"
"[1.0381, 0.6103]","[0.951, 0.4443]","[0.7741, 0.3472]","[0.5911, 0.4099]","[0.4643, 0.5179]","[0.546, 0.3461]","[0.3192, 0.3252]","[0.176, 0.3328]","[0.05, 0.3383]","[0.5167, 0.4707]","[0.2576, 0.446]","[0.0852, 0.4286]","[-0.0547, 0.4109]","[0.5381, 0.5983]","[0.3463, 0.596]","[0.4783, 0.5905]","[0.5995, 0.5939]","[0.5904, 0.7246]","[0.4512, 0.7204]","[0.5333, 0.6959]","[0.6201, 0.6889]"
"[1.0368, 0.6138]","[0.95, 0.4486]","[0.7749, 0.3506]","[0.5893, 0.4108]","[0.4599, 0.5138]","[0.5479, 0.3498]","[0.3176, 0.3254]","[0.1762, 0.3316]","[0.0504, 0.3346]","[0.5199, 0.4742]","[0.2648, 0.4469]","[0.1039, 0.4299]","[-0.0256, 0.413]","[0.5413, 0.6007]","[0.3477, 0.594]","[0.4792, 0.5886]","[0.6, 0.5937]","[0.5939, 0.7248]","[0.4505, 0.7183]","[0.5343, 0.6916]","[0.6253, 0.6845]"
"[1.0407, 0.614]","[0.9476, 0.4469]","[0.7715, 0.3494]","[0.587, 0.4099]","[0.4603, 0.5157]","[0.5554, 0.3486]","[0.3223, 0.3224]","[0.1789, 0.3275]","[0.0525, 0.3295]","[0.5278, 0.4715]","[0.2748, 0.4431]","[0.1168, 0.4236]","[-0.0105, 0.4044]","[0.5482, 0.5973]","[0.3492, 0.5953]","[0.4784, 0.5917]","[0.5999, 0.5971]","[0.599, 0.7218]","[0.4539, 0.7204]","[0.5343, 0.6962]","[0.6237, 0.6894]"
"[1.0403, 0.6161]","[0.9565, 0.4515]","[0.784, 0.3528]","[0.6006, 0.406]","[0.4676, 0.504]","[0.5567, 0.3472]","[0.3254, 0.3232]","[0.1809, 0.3285]","[0.0531, 0.3308]","[0.5265, 0.4702]","[0.2663, 0.4438]","[0.0974, 0.4283]","[-0.0415, 0.4111]","[0.5463, 0.5971]","[0.3445, 0.5967]","[0.4774, 0.5942]","[0.6007, 0.5985]","[0.599, 0.7229]","[0.4511, 0.7203]","[0.5338, 0.6952]","[0.6238, 0.687]"
"[1.0421, 0.62]","[0.9597, 0.4557]","[0.7938, 0.3547]","[0.6109, 0.4013]","[0.4721, 0.4877]","[0.5558, 0.3506]","[0.324, 0.3237]","[0.1802, 0.3292]","[0.0534, 0.3316]","[0.5262, 0.4736]","[0.2729, 0.4462]","[0.1093, 0.4298]","[-0.0223, 0.413]","[0.5464, 0.5995]","[0.352, 0.5956]","[0.4788, 0.59]","[0.5987, 0.5929]","[0.5985, 0.7237]","[0.4535, 0.721]","[0.533, 0.6948]","[0.6231, 0.6855]"
"[1.0428, 0.6227]","[0.9552, 0.4509]","[0.7851, 0.3503]","[0.604, 0.4021]","[0.4706, 0.4939]","[0.5543, 0.3474]","[0.3236, 0.3226]","[0.179, 0.3286]","[0.0525, 0.3317]","[0.5245, 0.47]","[0.2725, 0.444]","[0.1045, 0.4294]","[-0.0293, 0.4133]","[0.5444, 0.5959]","[0.3513, 0.5967]","[0.4777, 0.5955]","[0.5976, 0.5984]","[0.5957, 0.7202]","[0.4556, 0.7213]","[0.5359, 0.6977]","[0.6236, 0.6866]"
"[1.0394, 0.6215]","[0.944, 0.4471]","[0.7693, 0.3495]","[0.5878, 0.4145]","[0.4633, 0.5193]","[0.5532, 0.3501]","[0.3196, 0.3239]","[0.1752, 0.3292]","[0.0488, 0.3317]","[0.5243, 0.4758]","[0.2616, 0.4519]","[0.0892, 0.4395]","[-0.0498, 0.4257]","[0.5447, 0.6016]","[0.3486, 0.6022]","[0.4786, 0.5995]","[0.5996, 0.6041]","[0.5983, 0.7254]","[0.4545, 0.7251]","[0.5357, 0.7025]","[0.6249, 0.6958]"
"[1.0399, 0.6261]","[0.9482, 0.453]","[0.7777, 0.3543]","[0.5962, 0.4139]","[0.4664, 0.5089]","[0.5522, 0.3536]","[0.3201, 0.3265]","[0.177, 0.332]","[0.0507, 0.3354]","[0.5231, 0.4784]","[0.2691, 0.4524]","[0.105, 0.4383]","[-0.0277, 0.4241]","[0.5428, 0.604]","[0.3503, 0.6001]","[0.4773, 0.5985]","[0.5964, 0.6054]","[0.5948, 0.7273]","[0.4541, 0.7229]","[0.5335, 0.7018]","[0.6218, 0.6975]"
"[1.045, 0.6057]","[0.9453, 0.4384]","[0.7699, 0.3551]","[0.5953, 0.4095]","[0.466, 0.5004]","[0.5545, 0.3533]","[0.3235, 0.3262]","[0.1792, 0.3309]","[0.0507, 0.3351]","[0.5252, 0.4756]","[0.2686, 0.4469]","[0.0974, 0.4306]","[-0.0436, 0.4157]","[0.5454, 0.6018]","[0.3439, 0.6037]","[0.4705, 0.5951]","[0.5919, 0.5951]","[0.5986, 0.7258]","[0.4491, 0.7261]","[0.5264, 0.6977]","[0.6144, 0.6852]"
"[1.0384, 0.6149]","[0.9523, 0.4467]","[0.7706, 0.3552]","[0.5905, 0.4127]","[0.4599, 0.5134]","[0.5474, 0.3517]","[0.3196, 0.325]","[0.1779, 0.3289]","[0.05, 0.333]","[0.5198, 0.4742]","[0.2562, 0.4423]","[0.0843, 0.4248]","[-0.0616, 0.4107]","[0.5433, 0.6022]","[0.3397, 0.6082]","[0.4701, 0.5984]","[0.5922, 0.5979]","[0.5972, 0.7281]","[0.447, 0.7288]","[0.5289, 0.7004]","[0.6174, 0.6897]"
