"[0.4621, 0.8796]","[0.3463, 0.8667]","[0.28, 0.8106]","[0.2904, 0.7535]","[0.3012, 0.6939]","[0.3039, 0.5539]","[0.2626, 0.3584]","[0.2403, 0.2268]","[0.2232, 0.1101]","[0.437, 0.529]","[0.4396, 0.2923]","[0.4508, 0.1245]","[0.4569, -0.0181]","[0.551, 0.569]","[0.6247, 0.3786]","[0.6728, 0.2377]","[0.7091, 0.1283]","[0.6477, 0.6501]","[0.6883, 0.5897]","[0.6666, 0.6411]","[0.6487, 0.7129]"
"[0.485, 1.0853]","[0.3759, 1.002]","[0.341, 0.8352]","[0.4748, 0.7023]","[0.6144, 0.6282]","[0.3057, 0.5862]","[0.2431, 0.3621]","[0.2212, 0.2165]","[0.207, 0.091]","[0.4423, 0.5525]","[0.4461, 0.2916]","[0.4627, 0.1228]","[0.4712, -0.0202]","[0.555, 0.5889]","[0.6259, 0.3811]","[0.669, 0.2491]","[0.694, 0.1306]","[0.6568, 0.6798]","[0.6911, 0.5709]","[0.6696, 0.6236]","[0.6449, 0.6953]"
"[0.477, 1.0895]","[0.3725, 1.0068]","[0.3373, 0.8407]","[0.464, 0.7051]","[0.6027, 0.6302]","[0.3086, 0.5847]","[0.2426, 0.3613]","[0.2189, 0.2169]","[0.2035, 0.094]","[0.4421, 0.5563]","[0.4418, 0.3033]","[0.4557, 0.1459]","[0.4638, 0.0113]","[0.553, 0.5938]","[0.6267, 0.3901]","[0.6697, 0.2578]","[0.6949, 0.135]","[0.654, 0.6871]","[0.6904, 0.5748]","[0.6654, 0.6304]","[0.6374, 0.7045]"
"[0.5006, 1.0953]","[0.3781, 1.0115]","[0.332, 0.837]","[0.4626, 0.6987]","[0.6066, 0.6323]","[0.3067, 0.588]","[0.2405, 0.3615]","[0.2151, 0.2175]","[0.1974, 0.0938]","[0.4422, 0.5569]","[0.4427, 0.3]","[0.4561, 0.1381]","[0.4631, 0.0009]","[0.5548, 0.5931]","[0.6285, 0.3871]","[0.6711, 0.2521]","[0.6976, 0.1302]","[0.6548, 0.6841]","[0.6881, 0.5773]","[0.6648, 0.6407]","[0.6397, 0.7202]"
"[0.4747, 1.0859]","[0.3716, 1.0052]","[0.3361, 0.8446]","[0.4653, 0.7094]","[0.6101, 0.6338]","[0.306, 0.5835]","[0.2415, 0.3613]","[0.2204, 0.2184]","[0.2072, 0.0959]","[0.4408, 0.5563]","[0.4438, 0.3014]","[0.4618, 0.1417]","[0.4738, 0.0042]","[0.5523, 0.5961]","[0.6245, 0.3909]","[0.6678, 0.2559]","[0.6946, 0.1295]","[0.6537, 0.6899]","[0.69, 0.5759]","[0.6656, 0.633]","[0.6398, 0.7076]"
"[0.4914, 1.0908]","[0.3732, 1.0057]","[0.3293, 0.8322]","[0.4646, 0.6951]","[0.613, 0.6304]","[0.3049, 0.5874]","[0.2389, 0.3624]","[0.2148, 0.2193]","[0.1992, 0.0968]","[0.441, 0.5579]","[0.4424, 0.3008]","[0.4575, 0.1387]","[0.4672, 0.002]","[0.554, 0.5961]","[0.6279, 0.3903]","[0.6681, 0.2558]","[0.6934, 0.1349]","[0.6546, 0.689]","[0.6888, 0.5803]","[0.6623, 0.6396]","[0.6346, 0.7169]"
"[0.4776, 1.08]","[0.3765, 1.001]","[0.3425, 0.8395]","[0.4742, 0.7061]","[0.62, 0.6322]","[0.3095, 0.5877]","[0.2451, 0.3675]","[0.2241, 0.2248]","[0.2102, 0.1019]","[0.4431, 0.5603]","[0.4444, 0.3092]","[0.4608, 0.1545]","[0.4716, 0.0188]","[0.5537, 0.5982]","[0.6281, 0.3952]","[0.6711, 0.261]","[0.6986, 0.1342]","[0.6554, 0.69]","[0.6903, 0.5791]","[0.6642, 0.6422]","[0.6385, 0.7219]"
"[0.4988, 1.0927]","[0.3834, 1.0112]","[0.3444, 0.8387]","[0.4896, 0.7076]","[0.6414, 0.6456]","[0.3097, 0.5964]","[0.2445, 0.372]","[0.2203, 0.2264]","[0.2046, 0.1015]","[0.4446, 0.5638]","[0.4491, 0.3042]","[0.4669, 0.1333]","[0.4801, -0.012]","[0.555, 0.5992]","[0.6308, 0.3929]","[0.6762, 0.258]","[0.7067, 0.135]","[0.6555, 0.6895]","[0.6942, 0.5846]","[0.6759, 0.6482]","[0.6541, 0.7264]"
"[0.4735, 1.0818]","[0.3771, 1.0071]","[0.3486, 0.849]","[0.4875, 0.7169]","[0.6353, 0.6399]","[0.3061, 0.5919]","[0.2438, 0.3695]","[0.222, 0.2245]","[0.211, 0.1005]","[0.4417, 0.5648]","[0.444, 0.3121]","[0.461, 0.1508]","[0.4747, 0.0103]","[0.5525, 0.6004]","[0.6289, 0.3994]","[0.6728, 0.2639]","[0.7001, 0.1373]","[0.6559, 0.69]","[0.6965, 0.5904]","[0.676, 0.6552]","[0.6528, 0.7377]"
"[0.4962, 1.0922]","[0.3823, 1.0139]","[0.3479, 0.8467]","[0.4926, 0.7148]","[0.6386, 0.6464]","[0.3096, 0.5986]","[0.2435, 0.3754]","[0.2166, 0.2293]","[0.2003, 0.1039]","[0.4457, 0.5664]","[0.4477, 0.3049]","[0.4626, 0.1344]","[0.4739, -0.0117]","[0.5555, 0.5999]","[0.6308, 0.3932]","[0.6757, 0.2598]","[0.7039, 0.1358]","[0.6565, 0.6906]","[0.6926, 0.5872]","[0.6742, 0.6557]","[0.6509, 0.7404]"
"[0.4703, 1.0837]","[0.3759, 1.0101]","[0.3504, 0.8553]","[0.4866, 0.7237]","[0.6328, 0.643]","[0.3075, 0.5917]","[0.2446, 0.3703]","[0.2219, 0.224]","[0.2095, 0.0993]","[0.4429, 0.5645]","[0.4461, 0.3069]","[0.4643, 0.1379]","[0.4775, -0.0073]","[0.5531, 0.6006]","[0.6301, 0.3962]","[0.6757, 0.2604]","[0.7034, 0.1348]","[0.6549, 0.6902]","[0.6928, 0.5885]","[0.6697, 0.6566]","[0.6445, 0.7426]"
"[0.4913, 1.1]","[0.3776, 1.0202]","[0.3441, 0.8497]","[0.491, 0.7175]","[0.6414, 0.6466]","[0.3077, 0.5976]","[0.2459, 0.3738]","[0.2184, 0.228]","[0.2023, 0.1019]","[0.4453, 0.5673]","[0.4488, 0.3051]","[0.4636, 0.1365]","[0.4757, -0.0078]","[0.5555, 0.6028]","[0.6327, 0.394]","[0.6773, 0.2607]","[0.705, 0.1344]","[0.657, 0.6948]","[0.6945, 0.5887]","[0.6752, 0.6572]","[0.649, 0.7427]"
"[0.477, 1.0823]","[0.3806, 1.0094]","[0.3513, 0.8559]","[0.4867, 0.7246]","[0.6318, 0.6446]","[0.3103, 0.5887]","[0.2471, 0.367]","[0.2251, 0.2229]","[0.2125, 0.1002]","[0.4446, 0.5575]","[0.4446, 0.3031]","[0.4621, 0.1388]","[0.4728, -0.0031]","[0.5549, 0.5919]","[0.6304, 0.3923]","[0.6753, 0.2591]","[0.7001, 0.1349]","[0.6564, 0.68]","[0.6979, 0.5803]","[0.6784, 0.6452]","[0.655, 0.7242]"
"[0.5089, 1.0983]","[0.3902, 1.0165]","[0.3471, 0.8449]","[0.4858, 0.7074]","[0.6346, 0.6391]","[0.3128, 0.594]","[0.2493, 0.3714]","[0.2246, 0.2276]","[0.2084, 0.1035]","[0.4479, 0.5614]","[0.4489, 0.3039]","[0.4644, 0.1403]","[0.4745, 0.0012]","[0.5591, 0.5974]","[0.6333, 0.3909]","[0.6756, 0.257]","[0.7021, 0.1366]","[0.6593, 0.6881]","[0.6982, 0.5841]","[0.6781, 0.646]","[0.6537, 0.7236]"
"[0.4745, 1.0874]","[0.3737, 1.0158]","[0.3406, 0.8662]","[0.4642, 0.7322]","[0.6053, 0.6469]","[0.3127, 0.5881]","[0.2484, 0.3674]","[0.2263, 0.2232]","[0.2142, 0.1009]","[0.4477, 0.5583]","[0.4499, 0.3061]","[0.4677, 0.1461]","[0.4797, 0.0106]","[0.5594, 0.5972]","[0.6349, 0.3883]","[0.6779, 0.2565]","[0.7037, 0.1364]","[0.6607, 0.6907]","[0.6954, 0.5804]","[0.6689, 0.639]","[0.642, 0.7147]"
"[0.5025, 1.1085]","[0.3816, 1.0253]","[0.3384, 0.8545]","[0.4741, 0.7165]","[0.6211, 0.6424]","[0.3122, 0.5946]","[0.2494, 0.3724]","[0.2233, 0.2273]","[0.2057, 0.1025]","[0.4478, 0.5614]","[0.4499, 0.3029]","[0.4643, 0.1368]","[0.4729, -0.0049]","[0.5593, 0.5989]","[0.6353, 0.3896]","[0.6789, 0.2571]","[0.7058, 0.1372]","[0.6589, 0.6938]","[0.6988, 0.5811]","[0.6758, 0.6459]","[0.6492, 0.7266]"
"[0.4824, 1.091]","[0.3784, 1.0151]","[0.3431, 0.8575]","[0.4774, 0.7195]","[0.6251, 0.6392]","[0.3122, 0.5871]","[0.2486, 0.3656]","[0.2266, 0.223]","[0.2149, 0.101]","[0.4481, 0.5543]","[0.4488, 0.3027]","[0.4651, 0.1439]","[0.477, 0.0069]","[0.5595, 0.5907]","[0.6364, 0.3854]","[0.6788, 0.255]","[0.7045, 0.1341]","[0.6607, 0.6826]","[0.6992, 0.5781]","[0.6738, 0.6389]","[0.6467, 0.7145]"
"[0.4993, 1.0943]","[0.3861, 1.0177]","[0.3425, 0.8544]","[0.4723, 0.7134]","[0.6197, 0.6347]","[0.3128, 0.5913]","[0.2504, 0.3666]","[0.2257, 0.2218]","[0.2105, 0.0982]","[0.4479, 0.5585]","[0.4467, 0.2991]","[0.4596, 0.1331]","[0.4679, -0.0082]","[0.5599, 0.5953]","[0.6369, 0.3869]","[0.6794, 0.2543]","[0.7058, 0.1343]","[0.6597, 0.6893]","[0.6971, 0.5808]","[0.6707, 0.6426]","[0.6418, 0.7226]"
"[0.4762, 1.078]","[0.3774, 1.0056]","[0.3498, 0.8532]","[0.4837, 0.7192]","[0.6271, 0.6357]","[0.3127, 0.5819]","[0.2521, 0.3633]","[0.2304, 0.2208]","[0.2191, 0.1003]","[0.4469, 0.5517]","[0.4483, 0.3025]","[0.4638, 0.1468]","[0.4739, 0.0129]","[0.5577, 0.5888]","[0.6335, 0.3861]","[0.6764, 0.2551]","[0.7018, 0.1332]","[0.6577, 0.6823]","[0.6971, 0.5736]","[0.6727, 0.6307]","[0.6466, 0.7058]"
"[0.504, 1.0911]","[0.3874, 1.0136]","[0.3474, 0.847]","[0.4876, 0.7111]","[0.6349, 0.6369]","[0.3134, 0.5909]","[0.2495, 0.3686]","[0.2242, 0.2228]","[0.2095, 0.098]","[0.4486, 0.5561]","[0.4498, 0.2944]","[0.4651, 0.1218]","[0.4765, -0.0262]","[0.5593, 0.5911]","[0.6332, 0.3856]","[0.6788, 0.2528]","[0.708, 0.1319]","[0.6592, 0.6841]","[0.6976, 0.5779]","[0.6776, 0.6429]","[0.6537, 0.7237]"
"[0.4749, 1.0789]","[0.3785, 0.999]","[0.3488, 0.8424]","[0.4795, 0.7086]","[0.6224, 0.6266]","[0.3127, 0.5801]","[0.2518, 0.3615]","[0.2316, 0.2205]","[0.2192, 0.1004]","[0.4465, 0.551]","[0.4463, 0.3012]","[0.4613, 0.1457]","[0.4704, 0.0116]","[0.5585, 0.5892]","[0.6309, 0.3859]","[0.6731, 0.2531]","[0.6991, 0.1298]","[0.661, 0.682]","[0.6987, 0.5717]","[0.6756, 0.6287]","[0.6527, 0.7029]"
"[0.5023, 1.087]","[0.3888, 1.008]","[0.3473, 0.8401]","[0.4824, 0.7008]","[0.6266, 0.6256]","[0.3152, 0.586]","[0.2559, 0.3619]","[0.2334, 0.2174]","[0.2182, 0.0933]","[0.45, 0.5509]","[0.4538, 0.2899]","[0.4695, 0.1186]","[0.4779, -0.0277]","[0.562, 0.5879]","[0.6344, 0.3795]","[0.6797, 0.2472]","[0.7089, 0.1279]","[0.6626, 0.6815]","[0.7053, 0.5701]","[0.6863, 0.6298]","[0.6637, 0.7053]"
"[0.4849, 1.0872]","[0.38, 0.9966]","[0.3533, 0.8246]","[0.4935, 0.6879]","[0.6391, 0.6178]","[0.3173, 0.5806]","[0.2577, 0.3592]","[0.238, 0.2166]","[0.2265, 0.0943]","[0.4524, 0.5522]","[0.4533, 0.305]","[0.4683, 0.1513]","[0.4793, 0.0184]","[0.5645, 0.5902]","[0.6328, 0.3897]","[0.6734, 0.2558]","[0.7002, 0.1331]","[0.6655, 0.6821]","[0.704, 0.5712]","[0.681, 0.6221]","[0.6565, 0.6935]"
"[0.4986, 1.0898]","[0.3905, 1.0025]","[0.3576, 0.8252]","[0.4991, 0.6864]","[0.6449, 0.6202]","[0.316, 0.5875]","[0.2548, 0.3609]","[0.2315, 0.2157]","[0.217, 0.0923]","[0.4505, 0.5529]","[0.4544, 0.2907]","[0.4704, 0.1192]","[0.4814, -0.0254]","[0.5628, 0.5898]","[0.6353, 0.3799]","[0.6786, 0.2465]","[0.7089, 0.1289]","[0.6622, 0.6828]","[0.7051, 0.573]","[0.687, 0.63]","[0.6671, 0.7042]"
"[0.4939, 1.0844]","[0.3832, 0.9964]","[0.3504, 0.8258]","[0.4897, 0.688]","[0.6367, 0.6196]","[0.3173, 0.5829]","[0.2564, 0.3596]","[0.2354, 0.216]","[0.2225, 0.094]","[0.4536, 0.5518]","[0.4546, 0.2983]","[0.4704, 0.1384]","[0.4814, 0.0021]","[0.5668, 0.589]","[0.6339, 0.387]","[0.6741, 0.2555]","[0.6999, 0.1376]","[0.6673, 0.6804]","[0.7026, 0.5704]","[0.6798, 0.6202]","[0.6552, 0.6912]"
"[0.4838, 1.0755]","[0.3827, 0.992]","[0.3511, 0.8254]","[0.4876, 0.6886]","[0.6345, 0.6171]","[0.3142, 0.5835]","[0.2514, 0.3581]","[0.2294, 0.2142]","[0.2165, 0.0912]","[0.4495, 0.5505]","[0.4506, 0.29]","[0.4659, 0.1228]","[0.476, -0.019]","[0.5619, 0.5869]","[0.635, 0.3824]","[0.6774, 0.2497]","[0.7048, 0.1319]","[0.6623, 0.6784]","[0.7001, 0.5716]","[0.6774, 0.6246]","[0.6536, 0.697]"
"[0.493, 1.0967]","[0.3836, 1.0089]","[0.3456, 0.8446]","[0.4767, 0.7078]","[0.6219, 0.6338]","[0.3164, 0.5849]","[0.253, 0.3574]","[0.2307, 0.2115]","[0.2164, 0.087]","[0.4506, 0.556]","[0.4499, 0.297]","[0.465, 0.1337]","[0.4736, -0.0048]","[0.5613, 0.5966]","[0.635, 0.3867]","[0.6785, 0.2559]","[0.7039, 0.1367]","[0.6602, 0.696]","[0.7002, 0.5707]","[0.6757, 0.6287]","[0.6457, 0.7078]"
"[0.4833, 1.0886]","[0.3788, 1.0014]","[0.3406, 0.8393]","[0.4712, 0.7033]","[0.619, 0.6338]","[0.3158, 0.582]","[0.25, 0.3614]","[0.2276, 0.2173]","[0.2144, 0.0932]","[0.4502, 0.5511]","[0.4462, 0.2955]","[0.4599, 0.1342]","[0.4686, -0.0045]","[0.5612, 0.588]","[0.6313, 0.3871]","[0.6762, 0.2546]","[0.7028, 0.1329]","[0.6613, 0.6829]","[0.6996, 0.5674]","[0.6783, 0.6257]","[0.6513, 0.7032]"
"[0.4985, 1.1]","[0.3853, 1.0141]","[0.3437, 0.8459]","[0.4806, 0.707]","[0.6274, 0.6334]","[0.3125, 0.5882]","[0.2487, 0.3628]","[0.2261, 0.2165]","[0.2116, 0.0914]","[0.4474, 0.5552]","[0.4466, 0.2967]","[0.4588, 0.1298]","[0.4644, -0.0132]","[0.5582, 0.5928]","[0.6285, 0.3879]","[0.6727, 0.2566]","[0.7002, 0.1377]","[0.6569, 0.688]","[0.6976, 0.574]","[0.6777, 0.6317]","[0.6517, 0.7076]"
"[0.4776, 1.0778]","[0.3775, 0.9962]","[0.3402, 0.8405]","[0.4723, 0.7054]","[0.6227, 0.632]","[0.3136, 0.5786]","[0.2514, 0.3597]","[0.2301, 0.2176]","[0.2167, 0.0955]","[0.4481, 0.5475]","[0.4507, 0.2956]","[0.4682, 0.1352]","[0.4798, -0.0039]","[0.5595, 0.5847]","[0.6312, 0.3859]","[0.6761, 0.2555]","[0.7047, 0.1352]","[0.6606, 0.6761]","[0.6989, 0.5693]","[0.6803, 0.6289]","[0.6591, 0.7049]"
"[0.5001, 1.093]","[0.3869, 1.0134]","[0.3436, 0.8506]","[0.4764, 0.7113]","[0.6252, 0.6328]","[0.3144, 0.59]","[0.251, 0.3662]","[0.2263, 0.219]","[0.2107, 0.0925]","[0.4482, 0.5587]","[0.4483, 0.2958]","[0.4633, 0.1237]","[0.4718, -0.0251]","[0.5586, 0.597]","[0.6299, 0.3899]","[0.6753, 0.2572]","[0.7037, 0.1375]","[0.6586, 0.6923]","[0.6977, 0.5749]","[0.6764, 0.638]","[0.6503, 0.7206]"
"[0.4806, 1.084]","[0.3815, 0.9996]","[0.3472, 0.8415]","[0.4717, 0.7027]","[0.6152, 0.6242]","[0.315, 0.5833]","[0.254, 0.3614]","[0.234, 0.2179]","[0.2214, 0.0964]","[0.4482, 0.5547]","[0.45, 0.3008]","[0.4683, 0.1411]","[0.48, 0.0046]","[0.5595, 0.5936]","[0.6303, 0.3887]","[0.6743, 0.257]","[0.7014, 0.1366]","[0.6605, 0.6878]","[0.6984, 0.5708]","[0.6784, 0.6263]","[0.6572, 0.701]"
"[0.4928, 1.0857]","[0.3809, 1.0007]","[0.3412, 0.8331]","[0.4735, 0.6965]","[0.6189, 0.6283]","[0.3139, 0.5876]","[0.2519, 0.3619]","[0.2286, 0.2168]","[0.2134, 0.0918]","[0.4483, 0.5578]","[0.4467, 0.2953]","[0.4625, 0.1255]","[0.4718, -0.0196]","[0.5595, 0.5954]","[0.6297, 0.3873]","[0.6761, 0.2533]","[0.7055, 0.1324]","[0.6597, 0.6895]","[0.6951, 0.5734]","[0.6733, 0.638]","[0.6487, 0.7218]"
"[0.4771, 1.0779]","[0.3776, 0.9961]","[0.3451, 0.8378]","[0.4761, 0.7035]","[0.6221, 0.6269]","[0.3146, 0.5811]","[0.2559, 0.3604]","[0.2358, 0.2168]","[0.2236, 0.094]","[0.4488, 0.5532]","[0.4514, 0.3019]","[0.4699, 0.1436]","[0.4815, 0.0047]","[0.5596, 0.591]","[0.6319, 0.3881]","[0.6767, 0.2575]","[0.7045, 0.1367]","[0.6609, 0.6826]","[0.6978, 0.5688]","[0.6757, 0.6275]","[0.6516, 0.7043]"
"[0.5043, 1.0942]","[0.3873, 1.0103]","[0.3445, 0.8425]","[0.48, 0.704]","[0.6242, 0.6304]","[0.315, 0.5886]","[0.2536, 0.3645]","[0.2297, 0.2195]","[0.2139, 0.0946]","[0.4498, 0.5573]","[0.452, 0.2981]","[0.4694, 0.1318]","[0.4802, -0.0104]","[0.561, 0.596]","[0.6309, 0.3864]","[0.6762, 0.2545]","[0.7059, 0.1364]","[0.6605, 0.6906]","[0.6991, 0.5723]","[0.68, 0.6333]","[0.6574, 0.7119]"
"[0.4807, 1.0742]","[0.3814, 0.9896]","[0.3488, 0.8315]","[0.4832, 0.7016]","[0.6334, 0.6317]","[0.3165, 0.5787]","[0.2559, 0.3578]","[0.2356, 0.2157]","[0.2222, 0.0945]","[0.4506, 0.5507]","[0.4535, 0.2975]","[0.4722, 0.1367]","[0.4841, -0.0017]","[0.5616, 0.5884]","[0.6339, 0.3872]","[0.6795, 0.2549]","[0.7079, 0.1341]","[0.6625, 0.6788]","[0.6989, 0.571]","[0.6786, 0.6315]","[0.6569, 0.7093]"
"[0.5025, 1.0932]","[0.3865, 1.0074]","[0.3453, 0.8389]","[0.4807, 0.7032]","[0.6256, 0.6324]","[0.3147, 0.5889]","[0.2534, 0.3641]","[0.2314, 0.2192]","[0.2166, 0.0951]","[0.4498, 0.5595]","[0.4502, 0.3014]","[0.4645, 0.1365]","[0.4721, -0.0039]","[0.5611, 0.598]","[0.6322, 0.3895]","[0.678, 0.2563]","[0.7068, 0.1368]","[0.6605, 0.6935]","[0.698, 0.5725]","[0.6765, 0.6314]","[0.6501, 0.7118]"
"[0.4885, 1.0788]","[0.3867, 1.0]","[0.3497, 0.8431]","[0.4758, 0.7065]","[0.62, 0.6273]","[0.3182, 0.5812]","[0.2561, 0.3601]","[0.2353, 0.2167]","[0.2212, 0.0951]","[0.4517, 0.5514]","[0.4558, 0.2988]","[0.4727, 0.1378]","[0.4821, -0.0002]","[0.562, 0.5882]","[0.6356, 0.3877]","[0.6803, 0.2555]","[0.7074, 0.1344]","[0.6621, 0.6795]","[0.6966, 0.5708]","[0.6727, 0.6279]","[0.6469, 0.7019]"
"[0.5009, 1.0779]","[0.3958, 0.9972]","[0.359, 0.8326]","[0.4955, 0.6962]","[0.6386, 0.6248]","[0.3158, 0.5825]","[0.2547, 0.3566]","[0.236, 0.2128]","[0.2246, 0.0894]","[0.4505, 0.5508]","[0.4551, 0.2932]","[0.4765, 0.1275]","[0.4911, -0.0132]","[0.5625, 0.5901]","[0.635, 0.3852]","[0.681, 0.2533]","[0.7112, 0.1305]","[0.6638, 0.6861]","[0.7014, 0.5744]","[0.6795, 0.6367]","[0.6544, 0.713]"
"[0.4806, 1.0768]","[0.3849, 0.9978]","[0.3578, 0.8377]","[0.4943, 0.7041]","[0.6374, 0.6302]","[0.3174, 0.5801]","[0.2584, 0.3581]","[0.24, 0.2137]","[0.2295, 0.0899]","[0.4536, 0.5527]","[0.4593, 0.2997]","[0.4803, 0.1402]","[0.4946, 0.0014]","[0.5635, 0.5908]","[0.6358, 0.391]","[0.6804, 0.2595]","[0.7075, 0.1341]","[0.6638, 0.6845]","[0.7033, 0.5725]","[0.6823, 0.6344]","[0.6563, 0.7137]"
