"[0.4967, 0.8434]","[0.6235, 0.8086]","[0.6808, 0.7447]","[0.6226, 0.6836]","[0.5304, 0.6389]","[0.6323, 0.5329]","[0.7062, 0.3189]","[0.7384, 0.1707]","[0.7608, 0.0444]","[0.5186, 0.5134]","[0.5342, 0.2915]","[0.5245, 0.1215]","[0.5124, -0.0211]","[0.4319, 0.5397]","[0.4006, 0.3501]","[0.3793, 0.1898]","[0.3689, 0.059]","[0.364, 0.5943]","[0.3565, 0.4701]","[0.359, 0.378]","[0.368, 0.3022]"
"[0.5001, 1.1045]","[0.6293, 1.0208]","[0.6644, 0.849]","[0.5251, 0.7055]","[0.3852, 0.618]","[0.6974, 0.5762]","[0.7576, 0.3411]","[0.7834, 0.1936]","[0.7984, 0.0633]","[0.5565, 0.555]","[0.5422, 0.2987]","[0.5241, 0.1384]","[0.5123, 0.0131]","[0.4395, 0.5991]","[0.3565, 0.3607]","[0.3048, 0.2108]","[0.274, 0.0884]","[0.3481, 0.6917]","[0.309, 0.5794]","[0.3303, 0.6577]","[0.3601, 0.7539]"
"[0.489, 1.1083]","[0.6143, 1.0269]","[0.6453, 0.8634]","[0.5018, 0.7224]","[0.3641, 0.6256]","[0.6933, 0.5781]","[0.753, 0.3436]","[0.7778, 0.1976]","[0.7909, 0.0669]","[0.5534, 0.5541]","[0.5417, 0.2984]","[0.5242, 0.1362]","[0.5105, 0.0073]","[0.4369, 0.5977]","[0.3561, 0.36]","[0.3068, 0.2134]","[0.2767, 0.0935]","[0.3463, 0.69]","[0.3057, 0.5765]","[0.3257, 0.6506]","[0.3559, 0.7428]"
"[0.4926, 1.1106]","[0.6214, 1.0289]","[0.6521, 0.8634]","[0.509, 0.7165]","[0.375, 0.6169]","[0.6942, 0.5799]","[0.7543, 0.3436]","[0.7807, 0.1969]","[0.7949, 0.0659]","[0.5538, 0.5562]","[0.5415, 0.2984]","[0.5245, 0.1359]","[0.5108, 0.0056]","[0.437, 0.5989]","[0.3569, 0.3603]","[0.3082, 0.2122]","[0.278, 0.0901]","[0.3457, 0.6899]","[0.3034, 0.5757]","[0.3236, 0.654]","[0.3538, 0.7496]"
"[0.492, 1.1163]","[0.6216, 1.0313]","[0.6533, 0.861]","[0.5078, 0.7137]","[0.3707, 0.6173]","[0.6947, 0.5825]","[0.7546, 0.3439]","[0.7812, 0.1973]","[0.7954, 0.0667]","[0.5536, 0.5592]","[0.5408, 0.2983]","[0.5231, 0.1361]","[0.5086, 0.0063]","[0.4368, 0.6017]","[0.3578, 0.3617]","[0.3095, 0.2123]","[0.2781, 0.0889]","[0.3451, 0.6922]","[0.3045, 0.5771]","[0.324, 0.6589]","[0.3519, 0.7577]"
"[0.493, 1.1217]","[0.6209, 1.0295]","[0.6503, 0.8543]","[0.5032, 0.7064]","[0.3621, 0.611]","[0.6961, 0.5804]","[0.7552, 0.3426]","[0.7812, 0.1968]","[0.7945, 0.0658]","[0.5545, 0.5576]","[0.5424, 0.2976]","[0.5247, 0.1353]","[0.5098, 0.0042]","[0.4375, 0.6014]","[0.3571, 0.361]","[0.3082, 0.2108]","[0.2764, 0.0855]","[0.3464, 0.6924]","[0.3053, 0.5769]","[0.3276, 0.6564]","[0.358, 0.7524]"
"[0.4935, 1.1205]","[0.6255, 1.0247]","[0.66, 0.852]","[0.5151, 0.7059]","[0.3735, 0.6129]","[0.6954, 0.5796]","[0.7541, 0.3422]","[0.7797, 0.1964]","[0.7938, 0.0654]","[0.5541, 0.5578]","[0.5419, 0.2996]","[0.524, 0.1394]","[0.5092, 0.0084]","[0.4373, 0.6009]","[0.3579, 0.363]","[0.3094, 0.2125]","[0.2773, 0.0862]","[0.3456, 0.691]","[0.3041, 0.5769]","[0.3288, 0.6573]","[0.3614, 0.7545]"
"[0.4951, 1.1224]","[0.6266, 1.0284]","[0.6578, 0.8533]","[0.5117, 0.7052]","[0.3714, 0.612]","[0.6973, 0.5808]","[0.7558, 0.3429]","[0.7813, 0.1965]","[0.7948, 0.0651]","[0.5556, 0.5587]","[0.5415, 0.3009]","[0.5229, 0.1413]","[0.5079, 0.0113]","[0.4383, 0.6023]","[0.3589, 0.3629]","[0.3094, 0.2131]","[0.2763, 0.0878]","[0.3462, 0.6933]","[0.3044, 0.5784]","[0.3282, 0.6588]","[0.3601, 0.7558]"
"[0.4969, 1.1198]","[0.6282, 1.0247]","[0.6616, 0.8503]","[0.5155, 0.7052]","[0.3753, 0.6147]","[0.6978, 0.5803]","[0.7571, 0.3427]","[0.7824, 0.1966]","[0.7957, 0.0655]","[0.5558, 0.5589]","[0.5425, 0.3025]","[0.5243, 0.1435]","[0.5097, 0.0131]","[0.4381, 0.6022]","[0.3597, 0.3635]","[0.3111, 0.2141]","[0.2783, 0.0885]","[0.3456, 0.6927]","[0.3057, 0.5774]","[0.329, 0.6588]","[0.3597, 0.7566]"
"[0.4922, 1.1102]","[0.6282, 1.0163]","[0.6664, 0.8447]","[0.5193, 0.702]","[0.3804, 0.6131]","[0.6969, 0.5796]","[0.7582, 0.3426]","[0.7847, 0.1965]","[0.7989, 0.0662]","[0.5547, 0.5573]","[0.5443, 0.3011]","[0.5274, 0.142]","[0.5144, 0.0112]","[0.4379, 0.5985]","[0.3601, 0.3618]","[0.3119, 0.2134]","[0.28, 0.0883]","[0.3452, 0.6885]","[0.3065, 0.5767]","[0.3316, 0.6578]","[0.3638, 0.7544]"
"[0.4894, 1.1126]","[0.6232, 1.0276]","[0.6586, 0.8572]","[0.5124, 0.7113]","[0.3746, 0.6186]","[0.6962, 0.5824]","[0.7588, 0.3444]","[0.7858, 0.1959]","[0.8009, 0.0642]","[0.5545, 0.5584]","[0.5438, 0.2987]","[0.527, 0.1358]","[0.514, 0.0041]","[0.438, 0.6009]","[0.3593, 0.3616]","[0.3107, 0.2133]","[0.2797, 0.0898]","[0.3462, 0.6931]","[0.305, 0.5805]","[0.3273, 0.66]","[0.3585, 0.755]"
"[0.4903, 1.1143]","[0.6215, 1.0302]","[0.6587, 0.8616]","[0.5142, 0.7156]","[0.379, 0.6215]","[0.6966, 0.5835]","[0.7575, 0.3455]","[0.7845, 0.1987]","[0.8003, 0.0677]","[0.5543, 0.5596]","[0.5416, 0.3029]","[0.523, 0.1448]","[0.5099, 0.0153]","[0.4375, 0.6008]","[0.3602, 0.3641]","[0.311, 0.2158]","[0.2799, 0.091]","[0.3457, 0.6907]","[0.3053, 0.5812]","[0.3269, 0.6623]","[0.3577, 0.7574]"
"[0.4954, 1.1138]","[0.6268, 1.0277]","[0.6615, 0.859]","[0.5176, 0.713]","[0.3828, 0.6185]","[0.6954, 0.5804]","[0.7571, 0.3437]","[0.785, 0.1958]","[0.8009, 0.0642]","[0.5542, 0.5577]","[0.5419, 0.3008]","[0.5246, 0.1403]","[0.5113, 0.0101]","[0.4375, 0.6007]","[0.3587, 0.3624]","[0.3107, 0.2135]","[0.2799, 0.0892]","[0.3447, 0.6926]","[0.3057, 0.5788]","[0.3305, 0.6579]","[0.3629, 0.7531]"
"[0.4943, 1.1148]","[0.6274, 1.0253]","[0.6649, 0.8561]","[0.5205, 0.7134]","[0.3853, 0.6228]","[0.6939, 0.5781]","[0.7558, 0.3423]","[0.7826, 0.1957]","[0.7971, 0.0657]","[0.5527, 0.5561]","[0.5419, 0.3002]","[0.525, 0.1398]","[0.5112, 0.0106]","[0.4365, 0.6002]","[0.3579, 0.362]","[0.31, 0.2129]","[0.2788, 0.0899]","[0.3443, 0.694]","[0.3047, 0.5766]","[0.3316, 0.6506]","[0.3665, 0.7435]"
"[0.4973, 1.1184]","[0.628, 1.0269]","[0.659, 0.8511]","[0.5201, 0.7119]","[0.3852, 0.6312]","[0.6986, 0.5843]","[0.76, 0.3475]","[0.7857, 0.2008]","[0.7978, 0.0706]","[0.5579, 0.5644]","[0.5413, 0.3105]","[0.5222, 0.155]","[0.5082, 0.0284]","[0.4408, 0.6058]","[0.361, 0.3658]","[0.3121, 0.2158]","[0.2797, 0.0902]","[0.3488, 0.6933]","[0.3155, 0.5833]","[0.3387, 0.6679]","[0.3682, 0.7675]"
"[0.497, 1.1029]","[0.6232, 1.0206]","[0.6601, 0.854]","[0.5262, 0.71]","[0.3945, 0.6177]","[0.6981, 0.5816]","[0.76, 0.3474]","[0.7868, 0.2007]","[0.7996, 0.0698]","[0.5551, 0.5593]","[0.5437, 0.3018]","[0.5283, 0.1428]","[0.5166, 0.0147]","[0.4372, 0.5992]","[0.3585, 0.3621]","[0.3102, 0.2146]","[0.2794, 0.0929]","[0.345, 0.6856]","[0.3139, 0.5768]","[0.3352, 0.6619]","[0.362, 0.761]"
"[0.49, 1.1088]","[0.6153, 1.0318]","[0.649, 0.8627]","[0.5144, 0.7182]","[0.3838, 0.6218]","[0.6935, 0.5881]","[0.7568, 0.3486]","[0.7851, 0.1997]","[0.7999, 0.0685]","[0.5534, 0.5631]","[0.5449, 0.3011]","[0.5306, 0.1368]","[0.5198, 0.0058]","[0.4369, 0.6026]","[0.3588, 0.3624]","[0.3107, 0.2145]","[0.2795, 0.0926]","[0.3465, 0.6905]","[0.3137, 0.5841]","[0.332, 0.6705]","[0.3559, 0.7696]"
"[0.4944, 1.1107]","[0.6193, 1.0316]","[0.6527, 0.8614]","[0.5126, 0.7155]","[0.3779, 0.6224]","[0.697, 0.5842]","[0.7584, 0.3472]","[0.7849, 0.1989]","[0.7987, 0.0673]","[0.5566, 0.5604]","[0.5443, 0.3023]","[0.5263, 0.1422]","[0.5134, 0.0145]","[0.44, 0.6017]","[0.3607, 0.3627]","[0.3117, 0.214]","[0.2811, 0.0913]","[0.348, 0.6911]","[0.3133, 0.5824]","[0.3315, 0.668]","[0.3575, 0.7675]"
"[0.4963, 1.1113]","[0.6209, 1.0309]","[0.653, 0.8608]","[0.5139, 0.7151]","[0.3779, 0.6207]","[0.6996, 0.5837]","[0.7603, 0.3456]","[0.7859, 0.197]","[0.7993, 0.0657]","[0.5593, 0.56]","[0.5456, 0.3033]","[0.5269, 0.1446]","[0.5141, 0.019]","[0.4425, 0.6011]","[0.3609, 0.363]","[0.3103, 0.2135]","[0.2796, 0.0904]","[0.3504, 0.6896]","[0.3122, 0.5826]","[0.3299, 0.6663]","[0.3576, 0.765]"
"[0.4952, 1.1144]","[0.6165, 1.0358]","[0.6504, 0.8659]","[0.5156, 0.7191]","[0.381, 0.6241]","[0.6978, 0.5835]","[0.7597, 0.3463]","[0.7862, 0.1982]","[0.8009, 0.0669]","[0.5577, 0.5598]","[0.5427, 0.3038]","[0.5234, 0.1467]","[0.5103, 0.0223]","[0.4413, 0.6016]","[0.3613, 0.3634]","[0.3115, 0.2149]","[0.2805, 0.0923]","[0.3499, 0.6911]","[0.3146, 0.5841]","[0.3325, 0.6678]","[0.3586, 0.7655]"
"[0.4918, 1.1137]","[0.6138, 1.0302]","[0.6464, 0.8614]","[0.5166, 0.7155]","[0.3836, 0.6212]","[0.6952, 0.5832]","[0.7575, 0.3456]","[0.7841, 0.1976]","[0.7981, 0.0652]","[0.5551, 0.5599]","[0.5422, 0.2997]","[0.524, 0.1389]","[0.5105, 0.0101]","[0.4386, 0.6012]","[0.3591, 0.3638]","[0.3096, 0.2159]","[0.2791, 0.0935]","[0.3479, 0.6903]","[0.3112, 0.5817]","[0.3288, 0.6626]","[0.3555, 0.7588]"
"[0.4991, 1.1191]","[0.6221, 1.0327]","[0.6531, 0.8599]","[0.517, 0.7139]","[0.3812, 0.6241]","[0.6981, 0.5823]","[0.7597, 0.3446]","[0.7862, 0.1964]","[0.8, 0.0648]","[0.5577, 0.5598]","[0.5456, 0.2992]","[0.5272, 0.1379]","[0.5136, 0.0089]","[0.4409, 0.6031]","[0.3604, 0.3614]","[0.3098, 0.213]","[0.2789, 0.0908]","[0.3483, 0.6949]","[0.3096, 0.5793]","[0.3281, 0.6587]","[0.357, 0.7546]"
"[0.4974, 1.1233]","[0.6193, 1.0303]","[0.6477, 0.8541]","[0.5149, 0.7077]","[0.3772, 0.6162]","[0.6968, 0.5829]","[0.7587, 0.3424]","[0.7851, 0.1949]","[0.7984, 0.0636]","[0.5564, 0.5612]","[0.5445, 0.2959]","[0.5263, 0.1322]","[0.5113, 0.0016]","[0.4394, 0.6042]","[0.3593, 0.3632]","[0.31, 0.2141]","[0.2776, 0.0916]","[0.3475, 0.6948]","[0.3108, 0.5798]","[0.3288, 0.6604]","[0.3544, 0.7581]"
"[0.5033, 1.1268]","[0.6275, 1.0315]","[0.6548, 0.8541]","[0.5149, 0.7109]","[0.3757, 0.6211]","[0.6964, 0.582]","[0.7583, 0.3418]","[0.785, 0.1938]","[0.7985, 0.061]","[0.5553, 0.56]","[0.5442, 0.2935]","[0.5257, 0.1285]","[0.5105, -0.0038]","[0.4377, 0.6029]","[0.3579, 0.3623]","[0.3081, 0.2132]","[0.2759, 0.0902]","[0.3457, 0.6935]","[0.3052, 0.5781]","[0.3262, 0.6578]","[0.3567, 0.7555]"
"[0.4996, 1.1277]","[0.6273, 1.03]","[0.6582, 0.8519]","[0.5181, 0.7083]","[0.3791, 0.6189]","[0.6993, 0.5817]","[0.7611, 0.3424]","[0.7862, 0.1967]","[0.7995, 0.0659]","[0.5582, 0.562]","[0.5437, 0.3033]","[0.5236, 0.1463]","[0.5082, 0.0196]","[0.44, 0.6051]","[0.3628, 0.3645]","[0.3124, 0.2161]","[0.2776, 0.0928]","[0.3469, 0.6944]","[0.308, 0.5762]","[0.3269, 0.6588]","[0.353, 0.7593]"
"[0.5042, 1.1246]","[0.632, 1.0249]","[0.6621, 0.8461]","[0.5232, 0.7024]","[0.3822, 0.617]","[0.6967, 0.5855]","[0.7601, 0.3448]","[0.7876, 0.1965]","[0.8022, 0.0644]","[0.5544, 0.5644]","[0.5415, 0.2971]","[0.5246, 0.1324]","[0.5106, -0.0012]","[0.4368, 0.6066]","[0.3567, 0.3663]","[0.3091, 0.2153]","[0.2764, 0.0893]","[0.3452, 0.697]","[0.3099, 0.5765]","[0.3325, 0.6602]","[0.3599, 0.7622]"
"[0.4891, 1.1266]","[0.6165, 1.0401]","[0.6543, 0.8663]","[0.5158, 0.7177]","[0.3723, 0.6233]","[0.6951, 0.58]","[0.756, 0.3409]","[0.7814, 0.1937]","[0.7945, 0.0628]","[0.5523, 0.5566]","[0.5372, 0.3023]","[0.5175, 0.145]","[0.5011, 0.0203]","[0.4343, 0.6003]","[0.3576, 0.3631]","[0.3105, 0.2141]","[0.277, 0.0922]","[0.3434, 0.6907]","[0.3172, 0.5843]","[0.3409, 0.6588]","[0.3669, 0.7502]"
"[0.4966, 1.1215]","[0.627, 1.0265]","[0.6618, 0.8468]","[0.5122, 0.7044]","[0.3664, 0.6187]","[0.6952, 0.5789]","[0.7565, 0.343]","[0.7833, 0.1952]","[0.7975, 0.0636]","[0.5523, 0.556]","[0.5385, 0.2972]","[0.5202, 0.137]","[0.506, 0.0085]","[0.435, 0.5983]","[0.3541, 0.3625]","[0.3076, 0.2127]","[0.2758, 0.0881]","[0.3436, 0.6888]","[0.3172, 0.5823]","[0.346, 0.6635]","[0.3764, 0.7612]"
"[0.495, 1.1223]","[0.6234, 1.0309]","[0.6593, 0.8539]","[0.5104, 0.7117]","[0.367, 0.6256]","[0.6921, 0.5794]","[0.7546, 0.3419]","[0.7805, 0.1949]","[0.7936, 0.0631]","[0.5504, 0.557]","[0.5401, 0.2968]","[0.5236, 0.1359]","[0.5092, 0.0083]","[0.4337, 0.6]","[0.3547, 0.3626]","[0.3076, 0.2147]","[0.2756, 0.0945]","[0.343, 0.6908]","[0.3096, 0.5762]","[0.3317, 0.6528]","[0.3589, 0.748]"
"[0.4967, 1.1234]","[0.6312, 1.0245]","[0.6673, 0.8423]","[0.5126, 0.7032]","[0.3646, 0.6253]","[0.6918, 0.5772]","[0.7541, 0.339]","[0.7805, 0.192]","[0.7938, 0.0603]","[0.5484, 0.5578]","[0.5353, 0.2988]","[0.5163, 0.139]","[0.5, 0.0097]","[0.4311, 0.6019]","[0.3527, 0.3654]","[0.3056, 0.2167]","[0.2717, 0.0928]","[0.3399, 0.6936]","[0.3093, 0.5805]","[0.3353, 0.6596]","[0.3637, 0.7551]"
"[0.493, 1.1234]","[0.629, 1.0316]","[0.6712, 0.8578]","[0.5211, 0.7169]","[0.3817, 0.6325]","[0.6947, 0.5778]","[0.7547, 0.3401]","[0.7802, 0.193]","[0.7934, 0.0638]","[0.5509, 0.5589]","[0.5326, 0.3031]","[0.5121, 0.1472]","[0.4951, 0.0226]","[0.4343, 0.6033]","[0.3546, 0.3634]","[0.3062, 0.2147]","[0.2727, 0.0921]","[0.3421, 0.6955]","[0.3079, 0.5761]","[0.3317, 0.6486]","[0.3605, 0.74]"
"[0.4948, 1.1173]","[0.6288, 1.0286]","[0.6677, 0.8584]","[0.5206, 0.7191]","[0.3814, 0.6341]","[0.692, 0.5799]","[0.7545, 0.3427]","[0.7821, 0.1948]","[0.7956, 0.0635]","[0.5501, 0.5591]","[0.5372, 0.2978]","[0.5203, 0.1355]","[0.5049, 0.0038]","[0.4342, 0.6029]","[0.3543, 0.3643]","[0.3062, 0.2147]","[0.2729, 0.0895]","[0.3419, 0.6968]","[0.3082, 0.577]","[0.3309, 0.6542]","[0.3583, 0.7495]"
"[0.4951, 1.1203]","[0.6295, 1.0317]","[0.6643, 0.858]","[0.5174, 0.7146]","[0.3771, 0.6262]","[0.6945, 0.5793]","[0.7545, 0.3397]","[0.7802, 0.1919]","[0.7927, 0.0611]","[0.5517, 0.5586]","[0.536, 0.2987]","[0.5173, 0.1393]","[0.5018, 0.0112]","[0.4344, 0.6021]","[0.3538, 0.3645]","[0.3052, 0.2148]","[0.2728, 0.0913]","[0.3424, 0.6932]","[0.3054, 0.579]","[0.3289, 0.6535]","[0.3585, 0.7463]"
"[0.4915, 1.1207]","[0.6238, 1.028]","[0.6622, 0.8549]","[0.519, 0.7138]","[0.3782, 0.6273]","[0.6937, 0.5788]","[0.7538, 0.3401]","[0.78, 0.1934]","[0.7935, 0.0631]","[0.5505, 0.5592]","[0.5338, 0.3017]","[0.5142, 0.144]","[0.4982, 0.0154]","[0.4339, 0.6027]","[0.3538, 0.3642]","[0.3047, 0.2137]","[0.2712, 0.0873]","[0.3422, 0.6939]","[0.3056, 0.5782]","[0.3287, 0.6542]","[0.358, 0.7479]"
"[0.4944, 1.1192]","[0.6252, 1.0274]","[0.6615, 0.8539]","[0.5135, 0.7144]","[0.3738, 0.629]","[0.6939, 0.5798]","[0.7549, 0.343]","[0.7817, 0.1959]","[0.796, 0.0645]","[0.5508, 0.5593]","[0.5348, 0.3008]","[0.516, 0.1413]","[0.5014, 0.01]","[0.4346, 0.6026]","[0.3547, 0.3636]","[0.3067, 0.2134]","[0.2743, 0.0858]","[0.3433, 0.6947]","[0.3061, 0.5783]","[0.3284, 0.661]","[0.357, 0.7596]"
"[0.4884, 1.1175]","[0.6203, 1.0321]","[0.6622, 0.862]","[0.518, 0.72]","[0.3765, 0.6342]","[0.6936, 0.579]","[0.754, 0.3434]","[0.7806, 0.196]","[0.7951, 0.0648]","[0.5512, 0.5576]","[0.5374, 0.2976]","[0.5197, 0.1352]","[0.5052, 0.0041]","[0.4356, 0.6023]","[0.3531, 0.3611]","[0.3045, 0.2106]","[0.2735, 0.0856]","[0.3438, 0.6967]","[0.3048, 0.5771]","[0.3293, 0.6527]","[0.3621, 0.7475]"
"[0.4928, 1.1214]","[0.6193, 1.0399]","[0.6608, 0.8679]","[0.5136, 0.7237]","[0.3716, 0.6378]","[0.6957, 0.5792]","[0.7551, 0.3447]","[0.781, 0.1976]","[0.7958, 0.0666]","[0.554, 0.5583]","[0.5355, 0.3032]","[0.5125, 0.1466]","[0.4962, 0.0203]","[0.4393, 0.6039]","[0.3565, 0.3638]","[0.3058, 0.214]","[0.2746, 0.0893]","[0.348, 0.6983]","[0.3068, 0.5862]","[0.3277, 0.6656]","[0.3588, 0.7612]"
"[0.4941, 1.1187]","[0.6238, 1.036]","[0.6675, 0.8668]","[0.522, 0.7205]","[0.3842, 0.6301]","[0.6952, 0.5795]","[0.7541, 0.3461]","[0.7802, 0.1992]","[0.7958, 0.0684]","[0.5534, 0.5587]","[0.5366, 0.3041]","[0.5173, 0.1486]","[0.5043, 0.0227]","[0.438, 0.6033]","[0.3558, 0.3629]","[0.3063, 0.212]","[0.2756, 0.0853]","[0.3448, 0.6976]","[0.3068, 0.577]","[0.3318, 0.6571]","[0.3654, 0.756]"
"[0.5039, 1.1116]","[0.6335, 1.0284]","[0.6669, 0.8592]","[0.5257, 0.7166]","[0.3835, 0.6333]","[0.6962, 0.5808]","[0.7562, 0.3447]","[0.7822, 0.1967]","[0.7948, 0.0655]","[0.5553, 0.5586]","[0.5433, 0.2971]","[0.5277, 0.1326]","[0.514, 0.0012]","[0.4396, 0.6046]","[0.3548, 0.3647]","[0.3055, 0.2141]","[0.2753, 0.0907]","[0.3492, 0.7003]","[0.31, 0.5829]","[0.3309, 0.6605]","[0.3613, 0.7568]"
"[0.4947, 1.1166]","[0.6273, 1.034]","[0.6629, 0.8596]","[0.5249, 0.7133]","[0.3838, 0.6257]","[0.6949, 0.5815]","[0.753, 0.3441]","[0.7783, 0.1966]","[0.791, 0.0651]","[0.5543, 0.5584]","[0.5448, 0.2968]","[0.5297, 0.1307]","[0.5167, -0.002]","[0.4376, 0.6022]","[0.3547, 0.3642]","[0.3055, 0.2154]","[0.2745, 0.0939]","[0.3468, 0.6959]","[0.3097, 0.5864]","[0.3302, 0.6675]","[0.3582, 0.7644]"
