"[0.5016, 0.8523]","[0.6465, 0.8432]","[0.702, 0.8002]","[0.6232, 0.7313]","[0.507, 0.6734]","[0.6787, 0.5452]","[0.7625, 0.3385]","[0.7957, 0.1943]","[0.8127, 0.0689]","[0.5426, 0.5118]","[0.5503, 0.29]","[0.5405, 0.1267]","[0.5271, -0.0061]","[0.4334, 0.544]","[0.3648, 0.3566]","[0.3199, 0.2229]","[0.2944, 0.1134]","[0.3543, 0.6163]","[0.3037, 0.5264]","[0.2867, 0.5032]","[0.2871, 0.4931]"
"[0.4944, 1.1006]","[0.623, 1.0252]","[0.6532, 0.8638]","[0.5156, 0.7241]","[0.3871, 0.6258]","[0.6932, 0.5734]","[0.7607, 0.335]","[0.7908, 0.1876]","[0.8058, 0.0572]","[0.5523, 0.5521]","[0.542, 0.2934]","[0.5264, 0.1346]","[0.5106, 0.0082]","[0.4376, 0.5955]","[0.3496, 0.3642]","[0.2941, 0.2212]","[0.2553, 0.1043]","[0.3519, 0.6853]","[0.3116, 0.5744]","[0.3291, 0.6493]","[0.3544, 0.7389]"
"[0.4916, 1.1029]","[0.612, 1.0221]","[0.6493, 0.8521]","[0.5128, 0.7135]","[0.3782, 0.6292]","[0.6945, 0.5711]","[0.7624, 0.3352]","[0.793, 0.1892]","[0.8093, 0.0594]","[0.5527, 0.5514]","[0.5429, 0.2939]","[0.5254, 0.1391]","[0.5107, 0.0152]","[0.4387, 0.5954]","[0.3521, 0.364]","[0.296, 0.2222]","[0.2584, 0.1042]","[0.3526, 0.6855]","[0.3184, 0.576]","[0.3393, 0.6614]","[0.3673, 0.7588]"
"[0.4923, 1.1012]","[0.617, 1.0207]","[0.6567, 0.8542]","[0.5211, 0.7127]","[0.3849, 0.6228]","[0.6997, 0.5689]","[0.7634, 0.3335]","[0.7936, 0.188]","[0.8112, 0.0584]","[0.5566, 0.5493]","[0.5443, 0.2937]","[0.5268, 0.1397]","[0.5131, 0.016]","[0.442, 0.5946]","[0.3525, 0.3655]","[0.2943, 0.2236]","[0.2565, 0.106]","[0.3556, 0.6858]","[0.3218, 0.5749]","[0.3414, 0.6573]","[0.3697, 0.7524]"
"[0.4989, 1.1024]","[0.6227, 1.0198]","[0.659, 0.8537]","[0.5216, 0.7144]","[0.3843, 0.6276]","[0.7002, 0.5706]","[0.7639, 0.3357]","[0.7928, 0.1905]","[0.8094, 0.06]","[0.558, 0.5519]","[0.5472, 0.2989]","[0.5308, 0.1464]","[0.5177, 0.0221]","[0.4432, 0.5976]","[0.3544, 0.3677]","[0.2967, 0.2259]","[0.2586, 0.1074]","[0.3556, 0.6891]","[0.3207, 0.5751]","[0.3405, 0.6582]","[0.3686, 0.7541]"
"[0.4971, 1.0981]","[0.6227, 1.0157]","[0.6627, 0.8503]","[0.5279, 0.7134]","[0.3943, 0.6285]","[0.6998, 0.5718]","[0.764, 0.3367]","[0.7938, 0.1915]","[0.81, 0.0626]","[0.5574, 0.5533]","[0.5458, 0.2972]","[0.5289, 0.1453]","[0.515, 0.022]","[0.4427, 0.5969]","[0.3537, 0.3693]","[0.2958, 0.2271]","[0.2563, 0.1085]","[0.3551, 0.6854]","[0.3224, 0.5781]","[0.3431, 0.6622]","[0.3706, 0.7574]"
"[0.4955, 1.1014]","[0.616, 1.024]","[0.6516, 0.861]","[0.5182, 0.722]","[0.385, 0.6312]","[0.6972, 0.576]","[0.762, 0.3389]","[0.7925, 0.1921]","[0.81, 0.0624]","[0.5564, 0.5548]","[0.5467, 0.2999]","[0.5309, 0.1461]","[0.518, 0.0227]","[0.4418, 0.598]","[0.3546, 0.3697]","[0.2972, 0.2268]","[0.2578, 0.1085]","[0.354, 0.6877]","[0.3206, 0.5828]","[0.3385, 0.6648]","[0.3629, 0.7585]"
"[0.4982, 1.1014]","[0.6227, 1.0247]","[0.6582, 0.8613]","[0.5191, 0.7205]","[0.3865, 0.6276]","[0.6983, 0.5752]","[0.7642, 0.338]","[0.7953, 0.191]","[0.813, 0.0617]","[0.5561, 0.5548]","[0.5456, 0.2998]","[0.5298, 0.1471]","[0.5169, 0.0241]","[0.4415, 0.5984]","[0.3543, 0.3701]","[0.297, 0.2278]","[0.2578, 0.1089]","[0.3543, 0.6881]","[0.3212, 0.58]","[0.3404, 0.6598]","[0.3659, 0.7506]"
"[0.4969, 1.1045]","[0.6165, 1.0289]","[0.6519, 0.8644]","[0.5204, 0.7202]","[0.3895, 0.6238]","[0.6961, 0.5774]","[0.7629, 0.3413]","[0.7935, 0.1939]","[0.8114, 0.0637]","[0.5563, 0.5546]","[0.5462, 0.3009]","[0.5301, 0.1463]","[0.5173, 0.0229]","[0.4418, 0.5984]","[0.3552, 0.3705]","[0.2984, 0.2286]","[0.2598, 0.111]","[0.3542, 0.6898]","[0.3204, 0.5852]","[0.3385, 0.6653]","[0.363, 0.7565]"
"[0.4946, 1.1029]","[0.6173, 1.0291]","[0.6551, 0.8675]","[0.5148, 0.7258]","[0.3852, 0.6307]","[0.6973, 0.5747]","[0.7642, 0.3404]","[0.7948, 0.1936]","[0.8121, 0.0638]","[0.556, 0.5541]","[0.5456, 0.2992]","[0.5293, 0.1451]","[0.5156, 0.0213]","[0.4418, 0.5986]","[0.3548, 0.37]","[0.2973, 0.228]","[0.258, 0.1095]","[0.3536, 0.6903]","[0.3201, 0.581]","[0.3383, 0.6601]","[0.3633, 0.7505]"
"[0.501, 1.1041]","[0.6247, 1.0232]","[0.6558, 0.8555]","[0.5132, 0.715]","[0.3826, 0.6232]","[0.6984, 0.5744]","[0.7667, 0.3381]","[0.7983, 0.1919]","[0.8145, 0.0617]","[0.5567, 0.555]","[0.5455, 0.2954]","[0.5284, 0.1384]","[0.5121, 0.0105]","[0.4427, 0.6003]","[0.3562, 0.371]","[0.3009, 0.2284]","[0.2616, 0.1077]","[0.3556, 0.6926]","[0.3209, 0.5766]","[0.3382, 0.6526]","[0.361, 0.7412]"
"[0.5006, 1.106]","[0.6235, 1.0265]","[0.6563, 0.8615]","[0.5265, 0.7169]","[0.3966, 0.6213]","[0.6986, 0.5749]","[0.7668, 0.3386]","[0.7974, 0.1915]","[0.8123, 0.06]","[0.5576, 0.5517]","[0.5473, 0.2868]","[0.5314, 0.1232]","[0.5151, -0.0072]","[0.4417, 0.5962]","[0.3571, 0.3648]","[0.3037, 0.2203]","[0.2662, 0.1019]","[0.3527, 0.6893]","[0.3193, 0.5719]","[0.338, 0.6439]","[0.362, 0.7331]"
"[0.5065, 1.1156]","[0.626, 1.0318]","[0.6558, 0.8608]","[0.5266, 0.7129]","[0.3939, 0.6163]","[0.7009, 0.575]","[0.7668, 0.3372]","[0.796, 0.1914]","[0.8109, 0.06]","[0.5598, 0.554]","[0.5484, 0.2914]","[0.5321, 0.1315]","[0.5163, 0.004]","[0.4433, 0.5996]","[0.3597, 0.3649]","[0.3056, 0.22]","[0.267, 0.1023]","[0.3553, 0.6917]","[0.3196, 0.5712]","[0.3361, 0.6419]","[0.3589, 0.731]"
"[0.4998, 1.1151]","[0.6243, 1.0309]","[0.6518, 0.8613]","[0.5185, 0.7166]","[0.3876, 0.6195]","[0.6996, 0.5751]","[0.7615, 0.3363]","[0.7899, 0.1891]","[0.8048, 0.0568]","[0.5579, 0.555]","[0.5432, 0.2905]","[0.5259, 0.1288]","[0.5114, 0.0001]","[0.4417, 0.6006]","[0.3557, 0.3669]","[0.3023, 0.2201]","[0.2671, 0.1]","[0.3546, 0.6928]","[0.3192, 0.5746]","[0.3398, 0.6477]","[0.367, 0.7393]"
"[0.5085, 1.1118]","[0.6298, 1.0263]","[0.6568, 0.8512]","[0.5124, 0.7085]","[0.3709, 0.617]","[0.6984, 0.5788]","[0.7616, 0.3391]","[0.7901, 0.1908]","[0.8064, 0.0577]","[0.5561, 0.5574]","[0.5425, 0.295]","[0.5239, 0.1352]","[0.5095, 0.0053]","[0.4401, 0.6001]","[0.3562, 0.3698]","[0.3028, 0.2243]","[0.2672, 0.1031]","[0.3541, 0.6877]","[0.3156, 0.5785]","[0.3311, 0.6579]","[0.3542, 0.7512]"
"[0.4973, 1.1132]","[0.6224, 1.0335]","[0.66, 0.8621]","[0.5211, 0.7156]","[0.3851, 0.6201]","[0.6973, 0.5827]","[0.7621, 0.3417]","[0.7905, 0.1932]","[0.8052, 0.0608]","[0.5547, 0.5604]","[0.542, 0.3007]","[0.5232, 0.1421]","[0.507, 0.0133]","[0.4388, 0.602]","[0.3586, 0.3702]","[0.3063, 0.2241]","[0.2698, 0.1013]","[0.3508, 0.6902]","[0.3159, 0.5776]","[0.3325, 0.6568]","[0.3547, 0.7496]"
"[0.5034, 1.0991]","[0.6272, 1.0216]","[0.6633, 0.8555]","[0.5254, 0.7114]","[0.3868, 0.618]","[0.6981, 0.5789]","[0.761, 0.3397]","[0.7905, 0.1908]","[0.8072, 0.0587]","[0.5553, 0.5553]","[0.5432, 0.2887]","[0.5277, 0.1258]","[0.5151, -0.0076]","[0.439, 0.5964]","[0.3573, 0.3686]","[0.3048, 0.2235]","[0.2683, 0.1012]","[0.3509, 0.6849]","[0.3183, 0.5765]","[0.3369, 0.6597]","[0.3601, 0.7552]"
"[0.4977, 1.1055]","[0.623, 1.0299]","[0.6582, 0.8636]","[0.5213, 0.7229]","[0.385, 0.6276]","[0.6984, 0.5792]","[0.7621, 0.3398]","[0.7896, 0.1915]","[0.8043, 0.0597]","[0.5557, 0.5559]","[0.546, 0.2934]","[0.5298, 0.1312]","[0.5161, 0.0014]","[0.4384, 0.5974]","[0.3586, 0.3663]","[0.3059, 0.2226]","[0.2687, 0.1042]","[0.3504, 0.6864]","[0.3159, 0.5776]","[0.3323, 0.6553]","[0.3544, 0.747]"
"[0.5052, 1.1007]","[0.6259, 1.0228]","[0.6561, 0.8573]","[0.5136, 0.7163]","[0.376, 0.6209]","[0.699, 0.5743]","[0.7614, 0.3375]","[0.7892, 0.1907]","[0.8044, 0.0586]","[0.5571, 0.5524]","[0.5444, 0.2939]","[0.5261, 0.134]","[0.5111, 0.0043]","[0.4407, 0.5946]","[0.3578, 0.366]","[0.3029, 0.2205]","[0.2654, 0.1005]","[0.3525, 0.6822]","[0.3167, 0.5769]","[0.3335, 0.658]","[0.3579, 0.7523]"
"[0.4962, 1.1007]","[0.6211, 1.0299]","[0.6546, 0.8646]","[0.5121, 0.72]","[0.3759, 0.6196]","[0.6989, 0.5764]","[0.7636, 0.3381]","[0.79, 0.1906]","[0.8042, 0.0589]","[0.5566, 0.5534]","[0.5442, 0.2954]","[0.5255, 0.1353]","[0.5105, 0.0081]","[0.4398, 0.5947]","[0.3574, 0.3643]","[0.3033, 0.2186]","[0.268, 0.0989]","[0.3523, 0.6816]","[0.3138, 0.577]","[0.3292, 0.658]","[0.353, 0.7521]"
"[0.5031, 1.0991]","[0.6215, 1.0277]","[0.647, 0.8614]","[0.5039, 0.7191]","[0.3677, 0.6198]","[0.6989, 0.5758]","[0.7624, 0.3372]","[0.7901, 0.189]","[0.8057, 0.0561]","[0.5574, 0.5532]","[0.5436, 0.2911]","[0.5251, 0.1256]","[0.5107, -0.0066]","[0.4403, 0.5949]","[0.3578, 0.3625]","[0.3036, 0.2176]","[0.2678, 0.0975]","[0.3537, 0.6825]","[0.314, 0.58]","[0.3281, 0.6626]","[0.3508, 0.7573]"
"[0.5026, 1.0982]","[0.6237, 1.0231]","[0.6504, 0.8584]","[0.5083, 0.7162]","[0.3726, 0.6163]","[0.7022, 0.5741]","[0.7647, 0.3363]","[0.791, 0.1895]","[0.8047, 0.0575]","[0.5594, 0.5519]","[0.5443, 0.2935]","[0.5244, 0.1336]","[0.5085, 0.0052]","[0.4409, 0.5933]","[0.3587, 0.3654]","[0.3046, 0.2211]","[0.2678, 0.1018]","[0.3533, 0.6791]","[0.3157, 0.5768]","[0.3318, 0.6565]","[0.3552, 0.7485]"
"[0.503, 1.0955]","[0.6267, 1.0179]","[0.655, 0.8531]","[0.5127, 0.712]","[0.3785, 0.614]","[0.7007, 0.5725]","[0.7635, 0.3356]","[0.7912, 0.1894]","[0.8058, 0.0591]","[0.5581, 0.5494]","[0.5433, 0.2936]","[0.5238, 0.1345]","[0.5081, 0.0072]","[0.4406, 0.591]","[0.3581, 0.3623]","[0.3051, 0.2178]","[0.2694, 0.0993]","[0.3532, 0.6776]","[0.315, 0.5773]","[0.3308, 0.6549]","[0.3545, 0.7449]"
"[0.5051, 1.0924]","[0.6273, 1.0173]","[0.6563, 0.8559]","[0.5097, 0.7139]","[0.3762, 0.6152]","[0.7021, 0.5709]","[0.7667, 0.3348]","[0.7935, 0.1889]","[0.8068, 0.0594]","[0.5591, 0.5499]","[0.5437, 0.2959]","[0.523, 0.1395]","[0.5061, 0.0147]","[0.4422, 0.5918]","[0.3597, 0.363]","[0.3054, 0.2178]","[0.2695, 0.0994]","[0.3548, 0.6772]","[0.3147, 0.5759]","[0.3293, 0.6518]","[0.3537, 0.7403]"
"[0.5066, 1.0926]","[0.6308, 1.0153]","[0.6605, 0.8543]","[0.5107, 0.7156]","[0.3801, 0.619]","[0.701, 0.5689]","[0.7659, 0.3345]","[0.7937, 0.1891]","[0.808, 0.0609]","[0.5581, 0.5484]","[0.5449, 0.2962]","[0.5264, 0.1408]","[0.5113, 0.0165]","[0.4415, 0.5908]","[0.3599, 0.3605]","[0.3085, 0.2169]","[0.2738, 0.099]","[0.3532, 0.678]","[0.315, 0.5754]","[0.3325, 0.654]","[0.3575, 0.7445]"
"[0.5037, 1.097]","[0.6283, 1.0201]","[0.6596, 0.8604]","[0.5149, 0.7217]","[0.3844, 0.6287]","[0.7005, 0.5723]","[0.7644, 0.3373]","[0.7927, 0.1912]","[0.807, 0.0624]","[0.5584, 0.5504]","[0.5434, 0.2956]","[0.5238, 0.1391]","[0.5077, 0.0131]","[0.4419, 0.5917]","[0.3626, 0.3628]","[0.3128, 0.22]","[0.2787, 0.1019]","[0.3524, 0.6795]","[0.3141, 0.5767]","[0.3292, 0.6535]","[0.3519, 0.7418]"
"[0.4852, 1.0956]","[0.6131, 1.0198]","[0.653, 0.8612]","[0.5192, 0.7273]","[0.3935, 0.6423]","[0.6937, 0.5759]","[0.7611, 0.338]","[0.7926, 0.191]","[0.8074, 0.0616]","[0.5547, 0.5523]","[0.5469, 0.291]","[0.5311, 0.1317]","[0.516, 0.0026]","[0.4406, 0.5911]","[0.3602, 0.3626]","[0.3095, 0.2191]","[0.2748, 0.0997]","[0.35, 0.6782]","[0.3125, 0.573]","[0.3317, 0.6503]","[0.3588, 0.7401]"
"[0.4936, 1.1006]","[0.6167, 1.024]","[0.6503, 0.8641]","[0.5214, 0.7241]","[0.3983, 0.6321]","[0.6979, 0.5764]","[0.7648, 0.3392]","[0.7964, 0.1922]","[0.8133, 0.0615]","[0.56, 0.5563]","[0.5517, 0.298]","[0.5363, 0.1436]","[0.5232, 0.0169]","[0.4458, 0.5982]","[0.3654, 0.3666]","[0.3123, 0.2222]","[0.2767, 0.101]","[0.3546, 0.6869]","[0.3115, 0.5709]","[0.3307, 0.648]","[0.3598, 0.7405]"
"[0.4968, 1.1007]","[0.6203, 1.0232]","[0.6542, 0.8624]","[0.5265, 0.7242]","[0.4054, 0.6357]","[0.7007, 0.5769]","[0.7663, 0.3395]","[0.7976, 0.1919]","[0.8136, 0.0612]","[0.5615, 0.5549]","[0.5488, 0.2972]","[0.5304, 0.1431]","[0.516, 0.017]","[0.4462, 0.5957]","[0.3658, 0.3648]","[0.3132, 0.2207]","[0.2792, 0.1]","[0.3555, 0.6837]","[0.3145, 0.5729]","[0.3315, 0.652]","[0.3589, 0.744]"
"[0.4981, 1.0977]","[0.618, 1.0315]","[0.647, 0.871]","[0.5143, 0.7297]","[0.3862, 0.6347]","[0.7028, 0.5788]","[0.7677, 0.3407]","[0.7977, 0.1921]","[0.8138, 0.0607]","[0.5643, 0.5559]","[0.55, 0.2967]","[0.5316, 0.1419]","[0.5182, 0.018]","[0.4484, 0.5956]","[0.3654, 0.3636]","[0.3111, 0.2174]","[0.2764, 0.0964]","[0.3583, 0.6813]","[0.3164, 0.572]","[0.3332, 0.6518]","[0.3604, 0.7459]"
"[0.496, 1.0982]","[0.6162, 1.0301]","[0.6463, 0.8697]","[0.5123, 0.7258]","[0.3847, 0.6284]","[0.7031, 0.5762]","[0.7679, 0.339]","[0.7981, 0.1909]","[0.8152, 0.0604]","[0.5637, 0.5526]","[0.5479, 0.2984]","[0.5292, 0.1469]","[0.5172, 0.0252]","[0.448, 0.5939]","[0.3651, 0.3626]","[0.3114, 0.2173]","[0.2778, 0.0962]","[0.3586, 0.6819]","[0.3161, 0.5747]","[0.3315, 0.6533]","[0.3582, 0.7447]"
"[0.499, 1.0922]","[0.6226, 1.0224]","[0.6559, 0.8647]","[0.5192, 0.7201]","[0.3916, 0.6253]","[0.7036, 0.574]","[0.767, 0.3388]","[0.7969, 0.1915]","[0.8144, 0.0615]","[0.5641, 0.553]","[0.5492, 0.2991]","[0.5314, 0.1473]","[0.5201, 0.0247]","[0.4493, 0.5956]","[0.3653, 0.3645]","[0.3113, 0.2177]","[0.2783, 0.0962]","[0.3595, 0.6847]","[0.3177, 0.5758]","[0.3351, 0.654]","[0.3641, 0.7461]"
"[0.4942, 1.0898]","[0.6185, 1.0215]","[0.6547, 0.8669]","[0.5207, 0.7248]","[0.3923, 0.6311]","[0.7012, 0.574]","[0.7659, 0.3379]","[0.7955, 0.1904]","[0.8122, 0.0611]","[0.5615, 0.5516]","[0.5486, 0.3003]","[0.5318, 0.1487]","[0.5205, 0.0273]","[0.446, 0.5935]","[0.3641, 0.3635]","[0.3114, 0.2187]","[0.2785, 0.0996]","[0.3553, 0.6822]","[0.3145, 0.5775]","[0.3312, 0.6539]","[0.3585, 0.7439]"
"[0.5041, 1.0875]","[0.6275, 1.0135]","[0.6583, 0.8589]","[0.5232, 0.72]","[0.3957, 0.6303]","[0.7018, 0.5719]","[0.7668, 0.3387]","[0.7962, 0.1926]","[0.8116, 0.0633]","[0.5618, 0.5504]","[0.5474, 0.2995]","[0.5297, 0.1483]","[0.5173, 0.0263]","[0.447, 0.5932]","[0.3626, 0.364]","[0.3096, 0.2175]","[0.2762, 0.0967]","[0.3581, 0.6828]","[0.3162, 0.5753]","[0.337, 0.6498]","[0.3682, 0.7398]"
"[0.4939, 1.0838]","[0.6223, 1.0157]","[0.6621, 0.862]","[0.5281, 0.7265]","[0.3987, 0.6381]","[0.7014, 0.5741]","[0.7672, 0.3411]","[0.7965, 0.1948]","[0.8123, 0.0663]","[0.5592, 0.5503]","[0.5444, 0.2995]","[0.5264, 0.1464]","[0.5132, 0.0243]","[0.4433, 0.5901]","[0.3606, 0.3629]","[0.3098, 0.2171]","[0.2771, 0.0988]","[0.3548, 0.6766]","[0.316, 0.5811]","[0.3371, 0.654]","[0.3669, 0.7408]"
"[0.5055, 1.0832]","[0.6315, 1.0128]","[0.6651, 0.8619]","[0.5313, 0.7248]","[0.4035, 0.6318]","[0.7046, 0.5699]","[0.7697, 0.3386]","[0.7977, 0.1929]","[0.812, 0.0646]","[0.5638, 0.549]","[0.5498, 0.3002]","[0.5335, 0.1506]","[0.5219, 0.0305]","[0.4482, 0.5925]","[0.365, 0.3622]","[0.3133, 0.2185]","[0.2802, 0.1009]","[0.3591, 0.6825]","[0.3192, 0.5741]","[0.3396, 0.6489]","[0.3693, 0.7394]"
"[0.4977, 1.08]","[0.623, 1.0141]","[0.6601, 0.8655]","[0.5296, 0.7291]","[0.3989, 0.6384]","[0.7036, 0.5738]","[0.7692, 0.3426]","[0.7984, 0.1965]","[0.814, 0.0685]","[0.562, 0.5487]","[0.5479, 0.2991]","[0.5308, 0.1452]","[0.5178, 0.0231]","[0.446, 0.5896]","[0.3619, 0.3619]","[0.3104, 0.2169]","[0.2781, 0.1007]","[0.3569, 0.678]","[0.3189, 0.5829]","[0.3409, 0.6511]","[0.3719, 0.7351]"
"[0.5107, 1.0793]","[0.6329, 1.0074]","[0.6601, 0.8574]","[0.5292, 0.7237]","[0.3975, 0.6314]","[0.7059, 0.5694]","[0.7703, 0.3391]","[0.7992, 0.1933]","[0.8148, 0.0648]","[0.5658, 0.5473]","[0.551, 0.2998]","[0.534, 0.1468]","[0.521, 0.0261]","[0.4497, 0.5911]","[0.3644, 0.3617]","[0.3129, 0.2163]","[0.2806, 0.1006]","[0.361, 0.6807]","[0.3201, 0.578]","[0.341, 0.6467]","[0.371, 0.734]"
"[0.4911, 1.0866]","[0.6187, 1.0214]","[0.6652, 0.87]","[0.5269, 0.7334]","[0.3935, 0.6421]","[0.7008, 0.5754]","[0.768, 0.3404]","[0.7982, 0.191]","[0.814, 0.061]","[0.5597, 0.5515]","[0.5536, 0.2925]","[0.5373, 0.1283]","[0.5238, -0.0007]","[0.4442, 0.5944]","[0.3665, 0.3617]","[0.3174, 0.2177]","[0.2868, 0.1016]","[0.3515, 0.6876]","[0.3188, 0.5783]","[0.3415, 0.6511]","[0.3728, 0.7395]"
"[0.4956, 1.089]","[0.6178, 1.0207]","[0.6556, 0.8668]","[0.5113, 0.7284]","[0.3744, 0.6281]","[0.7051, 0.5743]","[0.7708, 0.34]","[0.7992, 0.1928]","[0.8157, 0.0619]","[0.565, 0.5533]","[0.5537, 0.3019]","[0.5334, 0.1471]","[0.5179, 0.0223]","[0.4496, 0.5966]","[0.3706, 0.3644]","[0.3168, 0.221]","[0.2822, 0.1019]","[0.3579, 0.6856]","[0.3227, 0.5759]","[0.3433, 0.6561]","[0.3732, 0.7501]"
