"[0.3285, 0.8422]","[0.5307, 0.8663]","[0.7233, 0.7759]","[0.8658, 0.6829]","[0.9794, 0.628]","[0.606, 0.4889]","[0.6605, 0.2758]","[0.6833, 0.1156]","[0.697, -0.0072]","[0.4891, 0.4719]","[0.4948, 0.3366]","[0.4622, 0.4754]","[0.4467, 0.6055]","[0.3747, 0.483]","[0.3901, 0.3908]","[0.3714, 0.534]","[0.3619, 0.6411]","[0.2643, 0.5089]","[0.294, 0.4058]","[0.2903, 0.5108]","[0.2886, 0.5956]"
"[0.3014, 0.8976]","[0.5013, 0.8758]","[0.6968, 0.7868]","[0.8483, 0.6905]","[0.9776, 0.6391]","[0.6009, 0.4866]","[0.6601, 0.2792]","[0.68, 0.1385]","[0.6923, 0.0265]","[0.4861, 0.4705]","[0.4847, 0.3404]","[0.4499, 0.4849]","[0.4359, 0.6126]","[0.3753, 0.4789]","[0.3722, 0.3963]","[0.3541, 0.541]","[0.3508, 0.646]","[0.2674, 0.4959]","[0.2826, 0.4078]","[0.2782, 0.5089]","[0.2816, 0.5862]"
"[0.2955, 0.9007]","[0.5018, 0.8768]","[0.7048, 0.7792]","[0.8601, 0.6846]","[0.9895, 0.6361]","[0.6038, 0.4876]","[0.6581, 0.2852]","[0.6773, 0.1472]","[0.6911, 0.0352]","[0.4882, 0.4715]","[0.4869, 0.3401]","[0.4515, 0.4906]","[0.4395, 0.617]","[0.3747, 0.4796]","[0.3737, 0.3961]","[0.3573, 0.5484]","[0.3571, 0.6516]","[0.264, 0.4966]","[0.2814, 0.4099]","[0.2768, 0.5178]","[0.2818, 0.5942]"
"[0.2946, 0.8992]","[0.5022, 0.8751]","[0.7034, 0.781]","[0.8557, 0.6851]","[0.9812, 0.6341]","[0.6028, 0.4871]","[0.6583, 0.2826]","[0.6784, 0.1421]","[0.6909, 0.0305]","[0.4866, 0.4747]","[0.4876, 0.3447]","[0.4485, 0.4942]","[0.4311, 0.6217]","[0.3742, 0.4829]","[0.3686, 0.3984]","[0.3526, 0.549]","[0.3527, 0.6513]","[0.2664, 0.4955]","[0.2804, 0.409]","[0.2736, 0.5188]","[0.2804, 0.5969]"
"[0.2973, 0.8986]","[0.5061, 0.8738]","[0.7072, 0.7767]","[0.8612, 0.6811]","[0.9894, 0.6307]","[0.6043, 0.4818]","[0.6592, 0.2763]","[0.6792, 0.1343]","[0.6918, 0.0226]","[0.4871, 0.4697]","[0.4881, 0.344]","[0.4494, 0.4948]","[0.4324, 0.6224]","[0.3741, 0.4789]","[0.3692, 0.3988]","[0.3538, 0.5511]","[0.3541, 0.6528]","[0.2653, 0.4924]","[0.2798, 0.4111]","[0.2745, 0.5233]","[0.283, 0.6003]"
"[0.2965, 0.896]","[0.5015, 0.8727]","[0.7009, 0.7819]","[0.8507, 0.688]","[0.9744, 0.6355]","[0.6034, 0.4814]","[0.658, 0.2765]","[0.6778, 0.137]","[0.6909, 0.0273]","[0.4863, 0.4676]","[0.4867, 0.3421]","[0.4499, 0.4898]","[0.4343, 0.618]","[0.3728, 0.4766]","[0.3688, 0.3978]","[0.3534, 0.5468]","[0.3535, 0.649]","[0.2636, 0.4926]","[0.2772, 0.4125]","[0.2729, 0.5215]","[0.2813, 0.5979]"
"[0.2973, 0.8971]","[0.5047, 0.8728]","[0.7005, 0.7789]","[0.8545, 0.6837]","[0.9845, 0.6349]","[0.6038, 0.483]","[0.6594, 0.2826]","[0.6791, 0.1445]","[0.6936, 0.034]","[0.487, 0.4682]","[0.4867, 0.3434]","[0.4505, 0.4902]","[0.4367, 0.6172]","[0.3732, 0.4781]","[0.371, 0.4012]","[0.3552, 0.5507]","[0.3542, 0.6541]","[0.2629, 0.4951]","[0.2784, 0.415]","[0.2734, 0.524]","[0.2802, 0.6016]"
"[0.2986, 0.896]","[0.5049, 0.8751]","[0.7048, 0.7807]","[0.8571, 0.6825]","[0.9865, 0.6314]","[0.6052, 0.4838]","[0.6622, 0.2813]","[0.6809, 0.1436]","[0.6927, 0.0345]","[0.4876, 0.469]","[0.4847, 0.3435]","[0.4488, 0.4891]","[0.4345, 0.6169]","[0.3738, 0.4787]","[0.3695, 0.4001]","[0.3532, 0.548]","[0.3519, 0.6522]","[0.264, 0.4971]","[0.277, 0.4135]","[0.2736, 0.5202]","[0.2812, 0.5979]"
"[0.3007, 0.8971]","[0.5046, 0.8758]","[0.7043, 0.7816]","[0.8574, 0.6847]","[0.9839, 0.6304]","[0.6049, 0.4834]","[0.6631, 0.2825]","[0.6828, 0.1463]","[0.6965, 0.037]","[0.4892, 0.4671]","[0.4857, 0.3432]","[0.4498, 0.4896]","[0.4347, 0.6183]","[0.3768, 0.4761]","[0.3725, 0.3995]","[0.3548, 0.5488]","[0.3513, 0.6559]","[0.2675, 0.4948]","[0.2804, 0.4134]","[0.2762, 0.5219]","[0.2818, 0.6026]"
"[0.3011, 0.8948]","[0.5057, 0.8752]","[0.7069, 0.7831]","[0.8594, 0.6856]","[0.9854, 0.6321]","[0.6064, 0.4843]","[0.6642, 0.282]","[0.6834, 0.1438]","[0.6958, 0.032]","[0.4906, 0.4677]","[0.4858, 0.3442]","[0.4504, 0.4906]","[0.4353, 0.619]","[0.3787, 0.4761]","[0.3728, 0.3995]","[0.3555, 0.5484]","[0.3521, 0.6549]","[0.2696, 0.4937]","[0.2817, 0.4108]","[0.277, 0.518]","[0.2827, 0.5979]"
"[0.3064, 0.896]","[0.5126, 0.8707]","[0.7104, 0.7794]","[0.8642, 0.6846]","[0.9921, 0.6358]","[0.6072, 0.4841]","[0.6656, 0.2827]","[0.6852, 0.1446]","[0.6983, 0.0336]","[0.4916, 0.4684]","[0.487, 0.3444]","[0.454, 0.4903]","[0.4412, 0.6188]","[0.3795, 0.4778]","[0.3749, 0.4022]","[0.3588, 0.5497]","[0.3562, 0.6549]","[0.27, 0.4957]","[0.2842, 0.4129]","[0.2796, 0.5183]","[0.2844, 0.5964]"
"[0.3036, 0.8992]","[0.5114, 0.8716]","[0.7103, 0.783]","[0.862, 0.6879]","[0.9861, 0.6341]","[0.6083, 0.4878]","[0.6644, 0.2913]","[0.6842, 0.1548]","[0.6982, 0.0434]","[0.4934, 0.4726]","[0.4905, 0.3439]","[0.4558, 0.4904]","[0.4401, 0.6211]","[0.3814, 0.4816]","[0.3753, 0.4026]","[0.3595, 0.5524]","[0.3572, 0.659]","[0.2723, 0.4967]","[0.2845, 0.4118]","[0.2796, 0.5195]","[0.2861, 0.5989]"
"[0.3069, 0.8976]","[0.512, 0.8746]","[0.7143, 0.7803]","[0.8689, 0.6828]","[1.0001, 0.6322]","[0.61, 0.4882]","[0.6646, 0.2893]","[0.6837, 0.1533]","[0.6978, 0.0454]","[0.4941, 0.4725]","[0.4912, 0.3458]","[0.4555, 0.4898]","[0.4409, 0.6172]","[0.3825, 0.4808]","[0.3777, 0.4038]","[0.3592, 0.55]","[0.3565, 0.6542]","[0.2743, 0.4972]","[0.2888, 0.4118]","[0.2824, 0.5163]","[0.2864, 0.5942]"
"[0.3056, 0.8956]","[0.5123, 0.8727]","[0.7145, 0.78]","[0.8669, 0.6853]","[0.9958, 0.6357]","[0.6103, 0.4876]","[0.6673, 0.2866]","[0.6875, 0.1493]","[0.7008, 0.0408]","[0.4938, 0.4718]","[0.4913, 0.3476]","[0.4548, 0.4948]","[0.4394, 0.6214]","[0.381, 0.4798]","[0.3748, 0.4017]","[0.3584, 0.5509]","[0.3576, 0.6546]","[0.2718, 0.496]","[0.2859, 0.4109]","[0.281, 0.519]","[0.2866, 0.5976]"
"[0.3106, 0.8924]","[0.515, 0.8711]","[0.7106, 0.7814]","[0.86, 0.6872]","[0.9856, 0.6381]","[0.611, 0.4868]","[0.6672, 0.2827]","[0.6871, 0.1439]","[0.7005, 0.031]","[0.4965, 0.4715]","[0.4881, 0.3464]","[0.457, 0.4923]","[0.448, 0.6173]","[0.3854, 0.4804]","[0.378, 0.4016]","[0.3641, 0.5495]","[0.3652, 0.6511]","[0.2781, 0.4983]","[0.2905, 0.411]","[0.286, 0.5149]","[0.2919, 0.5905]"
"[0.3107, 0.8948]","[0.5119, 0.8756]","[0.7096, 0.7861]","[0.8599, 0.691]","[0.9827, 0.6377]","[0.6088, 0.49]","[0.6662, 0.2861]","[0.6857, 0.1489]","[0.6984, 0.0364]","[0.495, 0.4742]","[0.4875, 0.3455]","[0.458, 0.4915]","[0.4496, 0.6167]","[0.3848, 0.4834]","[0.3759, 0.4005]","[0.3629, 0.548]","[0.3641, 0.6508]","[0.2782, 0.5019]","[0.2886, 0.413]","[0.2855, 0.5169]","[0.2919, 0.5938]"
"[0.3149, 0.893]","[0.5176, 0.8735]","[0.7128, 0.7839]","[0.8626, 0.6898]","[0.9882, 0.6393]","[0.6147, 0.4878]","[0.6715, 0.2815]","[0.6917, 0.1408]","[0.7044, 0.0269]","[0.4994, 0.4706]","[0.4923, 0.3471]","[0.4603, 0.4944]","[0.4501, 0.6206]","[0.3886, 0.4779]","[0.3804, 0.3999]","[0.3651, 0.5465]","[0.3649, 0.6481]","[0.2816, 0.4939]","[0.2921, 0.4086]","[0.2874, 0.5133]","[0.2946, 0.5895]"
"[0.3135, 0.8882]","[0.5153, 0.873]","[0.7144, 0.7817]","[0.8681, 0.6891]","[0.9949, 0.6383]","[0.6151, 0.4881]","[0.674, 0.2815]","[0.6942, 0.1412]","[0.707, 0.0266]","[0.5011, 0.4699]","[0.497, 0.3465]","[0.4622, 0.4919]","[0.4491, 0.6176]","[0.3905, 0.4763]","[0.3832, 0.3986]","[0.3664, 0.5435]","[0.3648, 0.6469]","[0.2828, 0.492]","[0.2924, 0.4105]","[0.2886, 0.5152]","[0.2963, 0.5932]"
"[0.313, 0.8923]","[0.515, 0.87]","[0.7117, 0.7841]","[0.8596, 0.687]","[0.9832, 0.6366]","[0.6073, 0.4867]","[0.6638, 0.2838]","[0.6834, 0.1463]","[0.6967, 0.0347]","[0.496, 0.4701]","[0.4903, 0.345]","[0.4549, 0.4854]","[0.4389, 0.6086]","[0.3878, 0.4772]","[0.3757, 0.3996]","[0.3601, 0.5393]","[0.3594, 0.6396]","[0.2819, 0.4911]","[0.2892, 0.4085]","[0.284, 0.5073]","[0.2898, 0.5812]"
"[0.3144, 0.8951]","[0.5184, 0.8732]","[0.7164, 0.7909]","[0.8648, 0.6969]","[0.9874, 0.6422]","[0.613, 0.4927]","[0.6683, 0.295]","[0.6868, 0.1616]","[0.7016, 0.0523]","[0.5034, 0.4761]","[0.4971, 0.347]","[0.4599, 0.486]","[0.4442, 0.6095]","[0.3956, 0.4833]","[0.3879, 0.4031]","[0.3667, 0.5447]","[0.363, 0.647]","[0.2892, 0.5001]","[0.2962, 0.4117]","[0.2903, 0.5117]","[0.2942, 0.5886]"
"[0.3292, 0.8982]","[0.5303, 0.882]","[0.7318, 0.7954]","[0.8789, 0.7028]","[0.9997, 0.6525]","[0.6312, 0.4942]","[0.683, 0.2932]","[0.7027, 0.1587]","[0.7174, 0.0502]","[0.5174, 0.4771]","[0.5171, 0.3543]","[0.4822, 0.5002]","[0.4645, 0.6253]","[0.4083, 0.4832]","[0.4081, 0.4089]","[0.388, 0.5552]","[0.3814, 0.6561]","[0.3019, 0.4997]","[0.3143, 0.4138]","[0.3095, 0.5182]","[0.3125, 0.5936]"
"[0.3274, 0.8989]","[0.5295, 0.8815]","[0.7299, 0.795]","[0.8752, 0.6994]","[0.9935, 0.6474]","[0.6315, 0.4959]","[0.6835, 0.2938]","[0.7034, 0.1571]","[0.7168, 0.0463]","[0.5179, 0.4792]","[0.5156, 0.3505]","[0.4834, 0.4996]","[0.4684, 0.6263]","[0.4072, 0.4871]","[0.4022, 0.4049]","[0.3857, 0.5538]","[0.3824, 0.6544]","[0.2979, 0.5043]","[0.3118, 0.4145]","[0.3074, 0.5202]","[0.3108, 0.595]"
"[0.3245, 0.8993]","[0.525, 0.8771]","[0.7252, 0.7896]","[0.8693, 0.6928]","[0.9878, 0.6396]","[0.6205, 0.4929]","[0.6736, 0.2907]","[0.6926, 0.1552]","[0.7049, 0.0458]","[0.5069, 0.4781]","[0.5042, 0.3503]","[0.4735, 0.4978]","[0.4598, 0.6233]","[0.3967, 0.4867]","[0.3918, 0.4058]","[0.3779, 0.5533]","[0.3761, 0.6554]","[0.2882, 0.5037]","[0.3032, 0.4169]","[0.2998, 0.5212]","[0.3026, 0.5977]"
"[0.3047, 0.899]","[0.5045, 0.8773]","[0.7074, 0.7874]","[0.8538, 0.6909]","[0.9727, 0.6366]","[0.6032, 0.4918]","[0.6577, 0.2894]","[0.677, 0.1532]","[0.689, 0.0425]","[0.4904, 0.4751]","[0.4873, 0.3497]","[0.4541, 0.4962]","[0.4364, 0.6241]","[0.3806, 0.4819]","[0.3722, 0.4026]","[0.3594, 0.5495]","[0.3589, 0.6547]","[0.2737, 0.4973]","[0.2853, 0.4131]","[0.2837, 0.5183]","[0.2899, 0.5985]"
"[0.3039, 0.8987]","[0.5034, 0.8792]","[0.702, 0.7875]","[0.8521, 0.6898]","[0.975, 0.6388]","[0.6048, 0.4944]","[0.6567, 0.2914]","[0.6729, 0.154]","[0.684, 0.043]","[0.4921, 0.4781]","[0.4884, 0.3475]","[0.4559, 0.4922]","[0.4411, 0.6201]","[0.3823, 0.4858]","[0.3778, 0.4048]","[0.3607, 0.5533]","[0.3562, 0.6593]","[0.2748, 0.5022]","[0.2875, 0.4146]","[0.283, 0.5224]","[0.2861, 0.604]"
"[0.3091, 0.9013]","[0.5083, 0.8852]","[0.7073, 0.792]","[0.8549, 0.6926]","[0.9798, 0.6418]","[0.6124, 0.4931]","[0.6623, 0.2918]","[0.6799, 0.1578]","[0.6914, 0.0499]","[0.4975, 0.4767]","[0.4968, 0.3515]","[0.4651, 0.4999]","[0.448, 0.6266]","[0.3875, 0.4836]","[0.3892, 0.404]","[0.3715, 0.5548]","[0.3632, 0.6602]","[0.2787, 0.5012]","[0.295, 0.415]","[0.2908, 0.5248]","[0.292, 0.6051]"
"[0.3085, 0.9014]","[0.5137, 0.8825]","[0.7149, 0.7886]","[0.8665, 0.689]","[0.9941, 0.6371]","[0.6096, 0.4949]","[0.6636, 0.2935]","[0.6805, 0.1554]","[0.6917, 0.0428]","[0.4978, 0.479]","[0.4908, 0.3523]","[0.4572, 0.5033]","[0.4472, 0.6273]","[0.3878, 0.487]","[0.3761, 0.408]","[0.3591, 0.5602]","[0.3604, 0.6615]","[0.2791, 0.505]","[0.2856, 0.4208]","[0.2816, 0.5328]","[0.29, 0.6108]"
"[0.3092, 0.8996]","[0.5168, 0.8827]","[0.7192, 0.7864]","[0.8709, 0.685]","[0.9977, 0.634]","[0.6104, 0.4941]","[0.6639, 0.2913]","[0.6803, 0.1546]","[0.6909, 0.0427]","[0.4973, 0.479]","[0.4885, 0.3536]","[0.4567, 0.5053]","[0.4481, 0.6295]","[0.3868, 0.4875]","[0.3729, 0.4083]","[0.359, 0.562]","[0.3626, 0.6638]","[0.2782, 0.5053]","[0.2842, 0.4218]","[0.2808, 0.5342]","[0.2909, 0.6122]"
"[0.3088, 0.9033]","[0.5182, 0.8807]","[0.7179, 0.7869]","[0.8714, 0.6854]","[1.0013, 0.6352]","[0.6084, 0.4938]","[0.6607, 0.2933]","[0.6771, 0.1561]","[0.6885, 0.0437]","[0.495, 0.4787]","[0.4902, 0.3511]","[0.4567, 0.5004]","[0.4433, 0.6274]","[0.384, 0.4878]","[0.3728, 0.4064]","[0.3594, 0.5572]","[0.3612, 0.6615]","[0.2756, 0.5053]","[0.2833, 0.4227]","[0.281, 0.5331]","[0.2916, 0.6123]"
"[0.3073, 0.9068]","[0.5156, 0.8811]","[0.7137, 0.7898]","[0.8649, 0.6886]","[0.9927, 0.6371]","[0.6034, 0.4957]","[0.657, 0.2945]","[0.6739, 0.1572]","[0.6856, 0.0444]","[0.4896, 0.4806]","[0.4847, 0.354]","[0.4509, 0.5058]","[0.4386, 0.6324]","[0.3783, 0.49]","[0.3671, 0.4069]","[0.3541, 0.5587]","[0.3574, 0.6625]","[0.2689, 0.5079]","[0.2777, 0.4232]","[0.2748, 0.5339]","[0.2846, 0.6128]"
"[0.3026, 0.9074]","[0.5174, 0.8789]","[0.71, 0.7896]","[0.8619, 0.6913]","[0.9926, 0.6382]","[0.6034, 0.4972]","[0.6557, 0.2968]","[0.6713, 0.1553]","[0.6818, 0.0396]","[0.489, 0.4857]","[0.4874, 0.3552]","[0.4525, 0.5074]","[0.4395, 0.6357]","[0.3771, 0.495]","[0.3686, 0.4081]","[0.3536, 0.5616]","[0.3567, 0.663]","[0.2681, 0.5081]","[0.2777, 0.4202]","[0.2731, 0.534]","[0.2838, 0.6129]"
"[0.3026, 0.9033]","[0.5123, 0.8834]","[0.7104, 0.7909]","[0.8625, 0.6901]","[0.9935, 0.6388]","[0.605, 0.4958]","[0.6583, 0.2892]","[0.6736, 0.1487]","[0.6829, 0.0351]","[0.4897, 0.4806]","[0.4833, 0.3566]","[0.4501, 0.5093]","[0.4389, 0.6365]","[0.3772, 0.4891]","[0.3668, 0.4068]","[0.3537, 0.5588]","[0.3563, 0.6634]","[0.2668, 0.5059]","[0.2764, 0.4199]","[0.2741, 0.5309]","[0.2845, 0.6109]"
"[0.3019, 0.9044]","[0.5116, 0.8829]","[0.7086, 0.7907]","[0.8613, 0.6911]","[0.9917, 0.6405]","[0.6043, 0.4951]","[0.6579, 0.293]","[0.6757, 0.1549]","[0.6867, 0.0421]","[0.4906, 0.4794]","[0.4876, 0.3545]","[0.4565, 0.5074]","[0.444, 0.634]","[0.3783, 0.4882]","[0.3727, 0.405]","[0.3593, 0.5573]","[0.3591, 0.6608]","[0.2671, 0.5059]","[0.2791, 0.4207]","[0.2775, 0.5305]","[0.2859, 0.6081]"
"[0.3041, 0.906]","[0.511, 0.8864]","[0.7094, 0.7937]","[0.8609, 0.6937]","[0.9905, 0.6406]","[0.6074, 0.496]","[0.661, 0.2913]","[0.6791, 0.1524]","[0.6902, 0.0401]","[0.4932, 0.48]","[0.4905, 0.3539]","[0.4603, 0.5074]","[0.4484, 0.634]","[0.3815, 0.4887]","[0.3756, 0.408]","[0.3627, 0.562]","[0.3632, 0.6649]","[0.2714, 0.5064]","[0.2829, 0.4208]","[0.2814, 0.5335]","[0.2899, 0.6123]"
"[0.3047, 0.9084]","[0.5114, 0.8821]","[0.7064, 0.7925]","[0.8616, 0.6971]","[0.992, 0.6457]","[0.6059, 0.4966]","[0.6587, 0.2931]","[0.6765, 0.1525]","[0.6888, 0.0383]","[0.4924, 0.4816]","[0.4907, 0.3516]","[0.4586, 0.5049]","[0.4462, 0.6342]","[0.3812, 0.4907]","[0.3732, 0.4072]","[0.3599, 0.5601]","[0.3614, 0.6649]","[0.2728, 0.5068]","[0.2827, 0.4215]","[0.2807, 0.5324]","[0.2904, 0.6115]"
"[0.3044, 0.9073]","[0.5109, 0.8819]","[0.706, 0.7936]","[0.8602, 0.6963]","[0.9927, 0.6444]","[0.6045, 0.4961]","[0.6569, 0.2904]","[0.6754, 0.1489]","[0.6887, 0.0345]","[0.4904, 0.4829]","[0.4896, 0.3512]","[0.4572, 0.5027]","[0.4435, 0.6312]","[0.3795, 0.4922]","[0.3728, 0.4076]","[0.3592, 0.5593]","[0.36, 0.6627]","[0.2712, 0.5066]","[0.283, 0.4177]","[0.2795, 0.5279]","[0.2881, 0.6069]"
"[0.3001, 0.9094]","[0.5092, 0.8817]","[0.7021, 0.795]","[0.8567, 0.6995]","[0.9904, 0.646]","[0.6037, 0.496]","[0.6575, 0.2894]","[0.6748, 0.146]","[0.6864, 0.0294]","[0.4889, 0.4828]","[0.4854, 0.3534]","[0.4518, 0.5062]","[0.4386, 0.6353]","[0.3769, 0.4922]","[0.3688, 0.4078]","[0.3551, 0.5593]","[0.3564, 0.6624]","[0.2678, 0.5065]","[0.2786, 0.4195]","[0.2747, 0.5315]","[0.283, 0.6111]"
"[0.3006, 0.9107]","[0.5116, 0.8829]","[0.705, 0.7935]","[0.8548, 0.6952]","[0.9848, 0.6447]","[0.6024, 0.4926]","[0.6555, 0.2893]","[0.6729, 0.1492]","[0.6847, 0.036]","[0.4882, 0.4787]","[0.4856, 0.351]","[0.4511, 0.5006]","[0.436, 0.6289]","[0.3765, 0.489]","[0.3705, 0.4077]","[0.3561, 0.5567]","[0.356, 0.6616]","[0.2667, 0.5067]","[0.2769, 0.4226]","[0.2746, 0.5308]","[0.2835, 0.6094]"
"[0.2968, 0.9014]","[0.5004, 0.8859]","[0.6994, 0.7945]","[0.8518, 0.6955]","[0.9814, 0.647]","[0.6026, 0.4929]","[0.6593, 0.286]","[0.6781, 0.146]","[0.6906, 0.0333]","[0.4897, 0.4783]","[0.4849, 0.3522]","[0.4499, 0.5027]","[0.4367, 0.6289]","[0.3792, 0.4873]","[0.3728, 0.407]","[0.3563, 0.5555]","[0.3555, 0.6592]","[0.2698, 0.5064]","[0.2805, 0.4184]","[0.2786, 0.5243]","[0.2856, 0.6021]"
"[0.303, 0.899]","[0.5042, 0.8834]","[0.6995, 0.7951]","[0.8501, 0.6975]","[0.9741, 0.6472]","[0.605, 0.4912]","[0.6623, 0.2838]","[0.6816, 0.144]","[0.6934, 0.0326]","[0.4905, 0.4764]","[0.484, 0.3475]","[0.4529, 0.4963]","[0.4409, 0.6247]","[0.3803, 0.4864]","[0.3726, 0.4036]","[0.3603, 0.5511]","[0.36, 0.6579]","[0.2719, 0.5072]","[0.2817, 0.4211]","[0.2834, 0.5262]","[0.2921, 0.6056]"
