"[0.3424, 0.8662]","[0.5201, 0.8482]","[0.6967, 0.7377]","[0.8449, 0.6842]","[0.9666, 0.6782]","[0.5642, 0.4417]","[0.611, 0.2373]","[0.6354, 0.0995]","[0.6469, -0.0137]","[0.4534, 0.4412]","[0.4956, 0.3076]","[0.5002, 0.4666]","[0.4893, 0.5958]","[0.3406, 0.4688]","[0.3964, 0.3774]","[0.4096, 0.5348]","[0.4017, 0.639]","[0.2254, 0.5161]","[0.2856, 0.4404]","[0.3121, 0.557]","[0.3127, 0.6341]"
"[0.3115, 0.8912]","[0.5153, 0.8487]","[0.7018, 0.7361]","[0.858, 0.6744]","[0.9913, 0.6767]","[0.5692, 0.4385]","[0.6131, 0.2289]","[0.639, 0.0912]","[0.6583, -0.0211]","[0.4542, 0.4381]","[0.4983, 0.3079]","[0.5028, 0.4801]","[0.4999, 0.6118]","[0.3401, 0.4651]","[0.3878, 0.3965]","[0.4017, 0.5664]","[0.3986, 0.6635]","[0.221, 0.5006]","[0.2766, 0.4557]","[0.3041, 0.5831]","[0.314, 0.6546]"
"[0.3159, 0.8917]","[0.5195, 0.8475]","[0.7052, 0.7345]","[0.8625, 0.6733]","[0.9963, 0.6758]","[0.5706, 0.4354]","[0.6147, 0.226]","[0.6399, 0.0877]","[0.6576, -0.0256]","[0.4558, 0.4358]","[0.5008, 0.3069]","[0.5049, 0.48]","[0.5003, 0.6121]","[0.3422, 0.4641]","[0.3909, 0.3939]","[0.4036, 0.5633]","[0.3982, 0.6612]","[0.2233, 0.5014]","[0.2788, 0.4522]","[0.3046, 0.5784]","[0.3118, 0.6503]"
"[0.3137, 0.8938]","[0.5189, 0.847]","[0.7073, 0.7345]","[0.8707, 0.6735]","[1.0085, 0.6777]","[0.5688, 0.4375]","[0.6136, 0.2292]","[0.6387, 0.0926]","[0.6568, -0.0199]","[0.4555, 0.438]","[0.4984, 0.306]","[0.5051, 0.4777]","[0.5039, 0.6124]","[0.3426, 0.4669]","[0.3897, 0.393]","[0.406, 0.5606]","[0.4038, 0.6634]","[0.2241, 0.5043]","[0.2786, 0.4546]","[0.3078, 0.5773]","[0.3188, 0.6512]"
"[0.3159, 0.8895]","[0.5164, 0.8499]","[0.7048, 0.7358]","[0.8664, 0.6738]","[1.0, 0.6781]","[0.5737, 0.4373]","[0.6165, 0.2216]","[0.6396, 0.0791]","[0.6558, -0.0381]","[0.4588, 0.4372]","[0.4967, 0.3083]","[0.5021, 0.4827]","[0.5008, 0.6157]","[0.3446, 0.4649]","[0.3872, 0.393]","[0.4039, 0.5604]","[0.4029, 0.6615]","[0.2252, 0.5027]","[0.2761, 0.4539]","[0.305, 0.5753]","[0.3165, 0.6467]"
"[0.3128, 0.8937]","[0.5201, 0.8463]","[0.7069, 0.7349]","[0.8674, 0.6765]","[1.0004, 0.6786]","[0.569, 0.4367]","[0.6144, 0.2257]","[0.6388, 0.0836]","[0.6552, -0.0344]","[0.4549, 0.4392]","[0.5029, 0.3074]","[0.5094, 0.4816]","[0.5047, 0.6142]","[0.3405, 0.4694]","[0.3909, 0.3934]","[0.4067, 0.5622]","[0.4015, 0.6594]","[0.221, 0.508]","[0.2784, 0.4536]","[0.3063, 0.5743]","[0.3127, 0.6436]"
"[0.318, 0.8991]","[0.5139, 0.8532]","[0.7049, 0.7395]","[0.8619, 0.6784]","[0.9925, 0.679]","[0.5729, 0.4429]","[0.6153, 0.2317]","[0.641, 0.0945]","[0.6582, -0.0195]","[0.4582, 0.4422]","[0.4977, 0.3112]","[0.5054, 0.4829]","[0.5029, 0.6121]","[0.3445, 0.4697]","[0.3894, 0.3921]","[0.4038, 0.5583]","[0.3998, 0.6586]","[0.2254, 0.5088]","[0.2795, 0.4508]","[0.3065, 0.5692]","[0.3121, 0.6406]"
"[0.3186, 0.8961]","[0.5191, 0.8516]","[0.7065, 0.7376]","[0.8667, 0.6768]","[0.9993, 0.6792]","[0.5719, 0.441]","[0.6153, 0.2316]","[0.6411, 0.0942]","[0.6594, -0.0193]","[0.4581, 0.4408]","[0.5022, 0.3097]","[0.5098, 0.4794]","[0.5065, 0.608]","[0.3451, 0.4687]","[0.3942, 0.3945]","[0.4084, 0.5583]","[0.4028, 0.6549]","[0.2262, 0.5069]","[0.2822, 0.4569]","[0.3082, 0.5744]","[0.3133, 0.6424]"
"[0.3198, 0.8961]","[0.5175, 0.8514]","[0.7061, 0.7372]","[0.867, 0.6761]","[0.9995, 0.6788]","[0.5724, 0.4405]","[0.6141, 0.2293]","[0.6392, 0.0932]","[0.6579, -0.0185]","[0.4593, 0.4405]","[0.4998, 0.3119]","[0.5077, 0.48]","[0.5057, 0.6103]","[0.3463, 0.4681]","[0.3921, 0.3936]","[0.4081, 0.5564]","[0.4049, 0.6587]","[0.2275, 0.5071]","[0.281, 0.4557]","[0.3098, 0.5721]","[0.3174, 0.6444]"
"[0.3199, 0.8945]","[0.5202, 0.8475]","[0.71, 0.7355]","[0.8718, 0.6762]","[1.0062, 0.6775]","[0.5725, 0.4403]","[0.6147, 0.2305]","[0.639, 0.0946]","[0.6569, -0.0173]","[0.4589, 0.4407]","[0.5029, 0.3135]","[0.511, 0.4837]","[0.5087, 0.615]","[0.3457, 0.4684]","[0.3944, 0.3952]","[0.4113, 0.5593]","[0.4085, 0.6601]","[0.2269, 0.5057]","[0.283, 0.4556]","[0.3113, 0.5729]","[0.3189, 0.644]"
"[0.3189, 0.8944]","[0.5145, 0.8534]","[0.7058, 0.7388]","[0.8664, 0.6753]","[0.999, 0.6777]","[0.5765, 0.4407]","[0.6197, 0.2293]","[0.6446, 0.0929]","[0.6626, -0.0193]","[0.4624, 0.4401]","[0.4985, 0.3112]","[0.5038, 0.4809]","[0.5016, 0.6119]","[0.3489, 0.4671]","[0.3911, 0.3952]","[0.4064, 0.5593]","[0.405, 0.6615]","[0.23, 0.5054]","[0.2824, 0.455]","[0.3101, 0.5731]","[0.3184, 0.6448]"
"[0.3221, 0.8946]","[0.5167, 0.8533]","[0.7045, 0.7374]","[0.8621, 0.6736]","[0.9919, 0.6766]","[0.577, 0.4402]","[0.6202, 0.225]","[0.6441, 0.0861]","[0.6613, -0.0277]","[0.4616, 0.4412]","[0.4998, 0.3101]","[0.5062, 0.4804]","[0.5046, 0.6135]","[0.348, 0.4699]","[0.391, 0.395]","[0.4078, 0.5599]","[0.4071, 0.666]","[0.2287, 0.5105]","[0.2817, 0.4542]","[0.3112, 0.571]","[0.3202, 0.646]"
"[0.3171, 0.9012]","[0.5134, 0.8593]","[0.7069, 0.7395]","[0.8662, 0.6734]","[0.9946, 0.6762]","[0.5741, 0.441]","[0.6158, 0.2278]","[0.6395, 0.0907]","[0.6562, -0.0218]","[0.4607, 0.4426]","[0.4944, 0.3076]","[0.4994, 0.4786]","[0.4989, 0.612]","[0.3477, 0.4709]","[0.3852, 0.3928]","[0.4021, 0.5595]","[0.404, 0.6671]","[0.2284, 0.5108]","[0.2764, 0.4518]","[0.3069, 0.5689]","[0.3191, 0.6439]"
"[0.3261, 0.8961]","[0.5145, 0.8565]","[0.7071, 0.7344]","[0.8675, 0.6701]","[1.0016, 0.6774]","[0.5777, 0.4382]","[0.617, 0.2182]","[0.6418, 0.0812]","[0.6604, -0.0311]","[0.4617, 0.4378]","[0.5038, 0.3089]","[0.5075, 0.4856]","[0.5002, 0.6189]","[0.3469, 0.4656]","[0.3896, 0.3922]","[0.4063, 0.5548]","[0.4042, 0.658]","[0.2272, 0.5076]","[0.2772, 0.4499]","[0.3086, 0.5614]","[0.3165, 0.6313]"
"[0.3236, 0.8982]","[0.5144, 0.8595]","[0.7093, 0.7368]","[0.873, 0.6716]","[1.0065, 0.6743]","[0.5747, 0.4351]","[0.6152, 0.2154]","[0.6411, 0.0764]","[0.6598, -0.0382]","[0.4598, 0.4362]","[0.4994, 0.3069]","[0.5053, 0.4782]","[0.5007, 0.6109]","[0.3455, 0.4649]","[0.3872, 0.3905]","[0.4053, 0.5538]","[0.4054, 0.6591]","[0.2269, 0.5079]","[0.2772, 0.4489]","[0.3113, 0.5644]","[0.323, 0.6396]"
"[0.3252, 0.8981]","[0.5194, 0.8583]","[0.7134, 0.737]","[0.8781, 0.6726]","[1.0117, 0.6738]","[0.5798, 0.434]","[0.6201, 0.2149]","[0.6454, 0.0747]","[0.6643, -0.0418]","[0.4644, 0.4338]","[0.5082, 0.307]","[0.5134, 0.4793]","[0.5086, 0.6121]","[0.3493, 0.4622]","[0.3958, 0.3922]","[0.4113, 0.5552]","[0.4093, 0.6586]","[0.2301, 0.5048]","[0.283, 0.4499]","[0.3142, 0.5648]","[0.3239, 0.6375]"
"[0.3254, 0.8961]","[0.5174, 0.8559]","[0.7108, 0.7367]","[0.8733, 0.6728]","[1.006, 0.6752]","[0.5772, 0.4347]","[0.618, 0.2119]","[0.6442, 0.0681]","[0.6636, -0.0504]","[0.4602, 0.4349]","[0.5066, 0.3068]","[0.5128, 0.4823]","[0.5067, 0.6179]","[0.3454, 0.4627]","[0.3936, 0.3953]","[0.4116, 0.5615]","[0.4099, 0.6655]","[0.2265, 0.5044]","[0.2836, 0.4486]","[0.3159, 0.566]","[0.3243, 0.6399]"
"[0.3276, 0.8981]","[0.5195, 0.857]","[0.7148, 0.7386]","[0.8806, 0.6751]","[1.018, 0.6768]","[0.5739, 0.4354]","[0.6132, 0.2157]","[0.6397, 0.0772]","[0.66, -0.0368]","[0.4575, 0.435]","[0.5049, 0.3084]","[0.512, 0.4833]","[0.5064, 0.6176]","[0.3429, 0.4629]","[0.3917, 0.3946]","[0.4101, 0.5614]","[0.4093, 0.6653]","[0.2243, 0.5047]","[0.2805, 0.4466]","[0.3141, 0.5644]","[0.3235, 0.6391]"
"[0.3282, 0.899]","[0.5196, 0.8571]","[0.7117, 0.7377]","[0.8779, 0.6746]","[1.015, 0.6766]","[0.5732, 0.4393]","[0.612, 0.2194]","[0.6376, 0.0811]","[0.6582, -0.0323]","[0.458, 0.4392]","[0.5035, 0.3085]","[0.51, 0.483]","[0.5053, 0.6178]","[0.3438, 0.4665]","[0.3913, 0.3955]","[0.4086, 0.561]","[0.4078, 0.6653]","[0.2258, 0.5079]","[0.282, 0.449]","[0.3146, 0.566]","[0.3229, 0.6411]"
"[0.3311, 0.8975]","[0.5239, 0.8578]","[0.7136, 0.7402]","[0.8745, 0.6757]","[1.0076, 0.6778]","[0.5788, 0.4394]","[0.617, 0.2201]","[0.6414, 0.0825]","[0.6599, -0.0311]","[0.4634, 0.4395]","[0.505, 0.3144]","[0.5141, 0.486]","[0.511, 0.618]","[0.3493, 0.4661]","[0.3936, 0.398]","[0.4122, 0.5615]","[0.4113, 0.6644]","[0.2309, 0.5064]","[0.2845, 0.4504]","[0.3175, 0.5659]","[0.3259, 0.6397]"
"[0.3301, 0.8983]","[0.5213, 0.8605]","[0.7129, 0.741]","[0.874, 0.6755]","[1.0065, 0.6759]","[0.5806, 0.4396]","[0.6191, 0.219]","[0.6422, 0.0803]","[0.6592, -0.0332]","[0.4646, 0.44]","[0.5067, 0.3129]","[0.5141, 0.4832]","[0.511, 0.615]","[0.3492, 0.4672]","[0.3937, 0.3998]","[0.4104, 0.563]","[0.4091, 0.665]","[0.2295, 0.508]","[0.2834, 0.4504]","[0.3147, 0.5651]","[0.3218, 0.6378]"
"[0.3307, 0.8993]","[0.523, 0.8617]","[0.7145, 0.7422]","[0.8767, 0.6773]","[1.0114, 0.6788]","[0.5826, 0.4379]","[0.6227, 0.2197]","[0.6471, 0.082]","[0.6652, -0.0314]","[0.466, 0.4379]","[0.5094, 0.3123]","[0.515, 0.4842]","[0.5105, 0.616]","[0.3506, 0.4655]","[0.395, 0.4001]","[0.4116, 0.5646]","[0.4108, 0.6666]","[0.2313, 0.5069]","[0.2842, 0.4517]","[0.3169, 0.5691]","[0.3266, 0.6433]"
"[0.3293, 0.897]","[0.5253, 0.8579]","[0.7166, 0.7416]","[0.882, 0.6781]","[1.019, 0.6786]","[0.5827, 0.4397]","[0.6231, 0.2223]","[0.6476, 0.0846]","[0.6666, -0.029]","[0.4661, 0.4387]","[0.5061, 0.3094]","[0.5118, 0.4805]","[0.5094, 0.6135]","[0.3507, 0.4662]","[0.3923, 0.4007]","[0.409, 0.5657]","[0.4094, 0.6679]","[0.2318, 0.5065]","[0.2821, 0.4558]","[0.3133, 0.5732]","[0.324, 0.6452]"
"[0.3276, 0.8991]","[0.5241, 0.8589]","[0.7186, 0.7421]","[0.8857, 0.6794]","[1.0236, 0.6812]","[0.5835, 0.4424]","[0.6222, 0.2284]","[0.6443, 0.0921]","[0.6622, -0.0201]","[0.4674, 0.4413]","[0.5043, 0.3094]","[0.5085, 0.4823]","[0.5078, 0.6166]","[0.3518, 0.4683]","[0.391, 0.3999]","[0.4078, 0.566]","[0.4109, 0.6694]","[0.2324, 0.5073]","[0.2814, 0.4531]","[0.3115, 0.5708]","[0.3237, 0.6426]"
"[0.3311, 0.8978]","[0.5237, 0.8587]","[0.7147, 0.7412]","[0.8769, 0.6781]","[1.0114, 0.6823]","[0.5883, 0.442]","[0.6256, 0.2268]","[0.6468, 0.0919]","[0.6647, -0.0175]","[0.472, 0.4411]","[0.5049, 0.3098]","[0.5101, 0.4811]","[0.5113, 0.6144]","[0.3557, 0.468]","[0.3916, 0.3994]","[0.4091, 0.5626]","[0.4131, 0.6665]","[0.2357, 0.5082]","[0.2814, 0.4553]","[0.3117, 0.5715]","[0.3239, 0.6439]"
"[0.3284, 0.8959]","[0.5203, 0.8584]","[0.7177, 0.7406]","[0.8887, 0.6816]","[1.0265, 0.6856]","[0.5786, 0.4393]","[0.6223, 0.2179]","[0.6477, 0.0768]","[0.6672, -0.0408]","[0.4637, 0.4396]","[0.506, 0.3128]","[0.5133, 0.4885]","[0.5126, 0.62]","[0.349, 0.4689]","[0.3945, 0.3973]","[0.4106, 0.5656]","[0.4105, 0.6687]","[0.2303, 0.5117]","[0.2842, 0.4513]","[0.3133, 0.5726]","[0.3215, 0.6475]"
"[0.3266, 0.8977]","[0.5181, 0.8595]","[0.7177, 0.7406]","[0.8891, 0.6806]","[1.0277, 0.6834]","[0.5799, 0.4374]","[0.6219, 0.2173]","[0.6447, 0.0772]","[0.6613, -0.0405]","[0.4641, 0.4379]","[0.5038, 0.3165]","[0.5108, 0.4933]","[0.5101, 0.6223]","[0.3482, 0.4665]","[0.3914, 0.3996]","[0.4074, 0.5699]","[0.4075, 0.6723]","[0.229, 0.5086]","[0.2819, 0.4503]","[0.3099, 0.5733]","[0.3174, 0.6477]"
"[0.3277, 0.8962]","[0.5205, 0.8594]","[0.7186, 0.7426]","[0.8875, 0.6814]","[1.0255, 0.6828]","[0.5806, 0.4379]","[0.6231, 0.2182]","[0.648, 0.0783]","[0.6661, -0.0391]","[0.465, 0.4382]","[0.5094, 0.3179]","[0.516, 0.4943]","[0.513, 0.6227]","[0.3501, 0.4668]","[0.3945, 0.3988]","[0.4116, 0.5685]","[0.412, 0.6704]","[0.2317, 0.5098]","[0.2837, 0.4528]","[0.3143, 0.5757]","[0.3236, 0.6501]"
"[0.3271, 0.9008]","[0.522, 0.8592]","[0.7197, 0.7421]","[0.8896, 0.6827]","[1.0288, 0.6839]","[0.5816, 0.4405]","[0.6249, 0.2244]","[0.6486, 0.084]","[0.6647, -0.0343]","[0.4654, 0.4399]","[0.5062, 0.3175]","[0.5143, 0.4905]","[0.5128, 0.6178]","[0.3494, 0.4686]","[0.3921, 0.3991]","[0.4105, 0.5683]","[0.4118, 0.6704]","[0.231, 0.5118]","[0.2816, 0.454]","[0.313, 0.5757]","[0.3234, 0.6494]"
"[0.3322, 0.8971]","[0.5241, 0.8573]","[0.7195, 0.741]","[0.8871, 0.6815]","[1.0253, 0.6815]","[0.5838, 0.4388]","[0.6259, 0.2189]","[0.6477, 0.0773]","[0.6632, -0.0411]","[0.4676, 0.4383]","[0.5053, 0.3147]","[0.514, 0.489]","[0.5145, 0.6184]","[0.3519, 0.4666]","[0.3939, 0.398]","[0.4114, 0.5676]","[0.413, 0.6704]","[0.2335, 0.5091]","[0.2846, 0.4522]","[0.3144, 0.5734]","[0.3238, 0.6467]"
"[0.3318, 0.8997]","[0.5266, 0.8587]","[0.7255, 0.7406]","[0.8975, 0.6817]","[1.0381, 0.6827]","[0.5813, 0.4387]","[0.6229, 0.2226]","[0.6466, 0.0844]","[0.6637, -0.0317]","[0.4648, 0.4386]","[0.5044, 0.316]","[0.514, 0.4886]","[0.5138, 0.6178]","[0.3495, 0.4672]","[0.3952, 0.3987]","[0.4129, 0.5681]","[0.4134, 0.6717]","[0.2318, 0.5099]","[0.286, 0.4543]","[0.3166, 0.5759]","[0.326, 0.6505]"
"[0.3333, 0.8984]","[0.5279, 0.8586]","[0.7241, 0.7407]","[0.8946, 0.6818]","[1.0348, 0.6827]","[0.5872, 0.4391]","[0.6276, 0.2218]","[0.6505, 0.0834]","[0.6681, -0.032]","[0.4706, 0.4383]","[0.5069, 0.3171]","[0.5149, 0.4889]","[0.5155, 0.6182]","[0.3542, 0.4654]","[0.3971, 0.4015]","[0.4133, 0.5675]","[0.4132, 0.6692]","[0.2349, 0.506]","[0.2884, 0.455]","[0.3161, 0.5748]","[0.3233, 0.647]"
"[0.3322, 0.8997]","[0.5253, 0.8594]","[0.7236, 0.7405]","[0.8937, 0.6808]","[1.0319, 0.6817]","[0.587, 0.4396]","[0.6275, 0.2225]","[0.6498, 0.0848]","[0.6665, -0.0301]","[0.4709, 0.4387]","[0.5094, 0.3142]","[0.5203, 0.487]","[0.5215, 0.6185]","[0.3548, 0.466]","[0.3979, 0.3986]","[0.4162, 0.5672]","[0.4165, 0.6716]","[0.235, 0.5068]","[0.2881, 0.4529]","[0.318, 0.5738]","[0.3261, 0.6486]"
"[0.3328, 0.9002]","[0.5262, 0.8589]","[0.7222, 0.7401]","[0.8878, 0.6787]","[1.0223, 0.6789]","[0.5865, 0.4404]","[0.6255, 0.2231]","[0.6485, 0.0848]","[0.6657, -0.0305]","[0.4707, 0.4401]","[0.5095, 0.3147]","[0.5195, 0.4891]","[0.5197, 0.6222]","[0.355, 0.4677]","[0.3972, 0.3975]","[0.4161, 0.5664]","[0.4175, 0.6731]","[0.2352, 0.509]","[0.2867, 0.4518]","[0.3176, 0.5727]","[0.3272, 0.6491]"
"[0.3308, 0.9028]","[0.525, 0.8603]","[0.7229, 0.7404]","[0.8936, 0.681]","[1.032, 0.6816]","[0.5862, 0.4417]","[0.6252, 0.2281]","[0.6486, 0.0921]","[0.6668, -0.0216]","[0.4702, 0.4403]","[0.5092, 0.317]","[0.5194, 0.4888]","[0.5208, 0.6214]","[0.3545, 0.4673]","[0.3988, 0.3989]","[0.4178, 0.5682]","[0.4197, 0.6763]","[0.2354, 0.5082]","[0.2882, 0.4553]","[0.3192, 0.5775]","[0.3302, 0.6555]"
"[0.3335, 0.9053]","[0.5239, 0.8613]","[0.7196, 0.742]","[0.8887, 0.6809]","[1.0269, 0.6816]","[0.5869, 0.4461]","[0.6267, 0.2325]","[0.6497, 0.0965]","[0.6684, -0.017]","[0.472, 0.4436]","[0.5139, 0.3163]","[0.522, 0.489]","[0.5222, 0.6219]","[0.3568, 0.4693]","[0.4001, 0.3994]","[0.4186, 0.5657]","[0.4218, 0.6722]","[0.2377, 0.5091]","[0.2883, 0.4545]","[0.3199, 0.5725]","[0.332, 0.6477]"
"[0.3367, 0.9013]","[0.5274, 0.8599]","[0.7243, 0.7394]","[0.8925, 0.6782]","[1.0314, 0.6833]","[0.5884, 0.4409]","[0.6292, 0.2261]","[0.653, 0.0896]","[0.6727, -0.0226]","[0.4722, 0.4403]","[0.5181, 0.3166]","[0.5237, 0.49]","[0.5206, 0.6241]","[0.357, 0.4672]","[0.4042, 0.4005]","[0.42, 0.5669]","[0.42, 0.6738]","[0.2381, 0.5077]","[0.2934, 0.4534]","[0.3239, 0.5737]","[0.3336, 0.6521]"
"[0.3369, 0.8977]","[0.5301, 0.8606]","[0.7269, 0.7426]","[0.8942, 0.6806]","[1.0314, 0.6805]","[0.5924, 0.4391]","[0.6326, 0.22]","[0.6549, 0.0819]","[0.6733, -0.0306]","[0.4741, 0.4379]","[0.5145, 0.3172]","[0.5212, 0.4912]","[0.5213, 0.622]","[0.3574, 0.4651]","[0.3997, 0.4027]","[0.4149, 0.5691]","[0.4157, 0.6715]","[0.2387, 0.5058]","[0.2895, 0.4525]","[0.3155, 0.5702]","[0.3231, 0.6413]"
"[0.3339, 0.9013]","[0.5278, 0.8622]","[0.7267, 0.7445]","[0.8936, 0.6819]","[1.0308, 0.6803]","[0.5911, 0.4411]","[0.6315, 0.2264]","[0.6549, 0.0908]","[0.6729, -0.021]","[0.4737, 0.4408]","[0.512, 0.3215]","[0.5188, 0.4925]","[0.5182, 0.6194]","[0.3566, 0.4686]","[0.3962, 0.4036]","[0.4135, 0.5697]","[0.4153, 0.6704]","[0.2375, 0.5101]","[0.2864, 0.4537]","[0.315, 0.5711]","[0.3239, 0.6414]"
