"[0.6431, 0.8784]","[0.442, 0.8522]","[0.2519, 0.7444]","[0.1088, 0.6783]","[-0.0099, 0.6514]","[0.3955, 0.4403]","[0.3741, 0.2232]","[0.3702, 0.0901]","[0.369, -0.0215]","[0.5188, 0.4386]","[0.5221, 0.3235]","[0.528, 0.4873]","[0.533, 0.6133]","[0.6394, 0.4673]","[0.6337, 0.3785]","[0.6266, 0.5357]","[0.6152, 0.634]","[0.752, 0.518]","[0.7496, 0.4124]","[0.7273, 0.5227]","[0.7109, 0.602]"
"[0.6517, 0.9145]","[0.4566, 0.8532]","[0.2669, 0.7501]","[0.0917, 0.6802]","[-0.0462, 0.6512]","[0.3874, 0.4446]","[0.3672, 0.2146]","[0.3619, 0.0776]","[0.3611, -0.0439]","[0.5159, 0.446]","[0.5229, 0.3383]","[0.5386, 0.5049]","[0.5463, 0.6262]","[0.6393, 0.4755]","[0.6502, 0.3968]","[0.6409, 0.5514]","[0.624, 0.6579]","[0.7553, 0.5208]","[0.7683, 0.4275]","[0.7423, 0.5316]","[0.7183, 0.612]"
"[0.6587, 0.9259]","[0.4603, 0.86]","[0.2659, 0.7523]","[0.0828, 0.6785]","[-0.0557, 0.6503]","[0.3923, 0.4549]","[0.3675, 0.2171]","[0.3548, 0.0814]","[0.3451, -0.0362]","[0.5171, 0.4541]","[0.5228, 0.3442]","[0.5389, 0.5146]","[0.5493, 0.6346]","[0.6371, 0.4823]","[0.645, 0.4008]","[0.6372, 0.5617]","[0.6258, 0.6683]","[0.7495, 0.5275]","[0.761, 0.4303]","[0.7342, 0.5388]","[0.7149, 0.6212]"
"[0.6625, 0.9269]","[0.4607, 0.8579]","[0.2656, 0.7501]","[0.0825, 0.6766]","[-0.0594, 0.6524]","[0.3907, 0.4535]","[0.3656, 0.2218]","[0.3534, 0.0897]","[0.3435, -0.0276]","[0.5164, 0.451]","[0.521, 0.3448]","[0.5352, 0.5152]","[0.5426, 0.6371]","[0.6376, 0.4781]","[0.6445, 0.3987]","[0.6349, 0.5618]","[0.6206, 0.6717]","[0.751, 0.5226]","[0.7601, 0.4295]","[0.733, 0.54]","[0.7121, 0.6235]"
"[0.6581, 0.9264]","[0.456, 0.857]","[0.2651, 0.7493]","[0.0802, 0.6759]","[-0.0642, 0.652]","[0.3902, 0.4487]","[0.3634, 0.216]","[0.3522, 0.0833]","[0.3448, -0.0375]","[0.5145, 0.4486]","[0.5178, 0.3425]","[0.5348, 0.5132]","[0.5462, 0.6311]","[0.6362, 0.4781]","[0.642, 0.3978]","[0.6336, 0.5589]","[0.6202, 0.6647]","[0.748, 0.5253]","[0.7615, 0.4266]","[0.7298, 0.5338]","[0.7058, 0.6152]"
"[0.6566, 0.9277]","[0.454, 0.8586]","[0.2641, 0.7534]","[0.0816, 0.6774]","[-0.0592, 0.6507]","[0.3891, 0.4475]","[0.3611, 0.2139]","[0.349, 0.0835]","[0.3397, -0.0334]","[0.5132, 0.4474]","[0.5189, 0.3419]","[0.5326, 0.5115]","[0.5411, 0.6293]","[0.6344, 0.4778]","[0.6427, 0.396]","[0.6311, 0.5582]","[0.6153, 0.6616]","[0.7458, 0.5265]","[0.7602, 0.425]","[0.7272, 0.5349]","[0.703, 0.616]"
"[0.6542, 0.9265]","[0.4522, 0.8559]","[0.2603, 0.7506]","[0.0766, 0.6756]","[-0.0646, 0.6523]","[0.3893, 0.4486]","[0.3605, 0.213]","[0.3462, 0.0823]","[0.3338, -0.0333]","[0.5119, 0.4476]","[0.5159, 0.3434]","[0.5343, 0.5106]","[0.5458, 0.6303]","[0.6323, 0.4768]","[0.6387, 0.395]","[0.6319, 0.5544]","[0.6188, 0.6602]","[0.7429, 0.5249]","[0.7562, 0.426]","[0.7272, 0.5333]","[0.7069, 0.6145]"
"[0.651, 0.9222]","[0.4515, 0.8568]","[0.2589, 0.7488]","[0.0762, 0.6748]","[-0.0645, 0.6489]","[0.3852, 0.4446]","[0.359, 0.2098]","[0.3491, 0.0777]","[0.3406, -0.0397]","[0.5109, 0.4433]","[0.5122, 0.3408]","[0.5292, 0.5102]","[0.5379, 0.6301]","[0.6334, 0.4719]","[0.6375, 0.3954]","[0.6305, 0.5547]","[0.6161, 0.659]","[0.7466, 0.5186]","[0.756, 0.4267]","[0.7274, 0.5348]","[0.7054, 0.614]"
"[0.6504, 0.9236]","[0.4505, 0.8579]","[0.2565, 0.748]","[0.0737, 0.6746]","[-0.0678, 0.6472]","[0.386, 0.4459]","[0.3618, 0.2162]","[0.3499, 0.0874]","[0.338, -0.0252]","[0.5113, 0.4438]","[0.5139, 0.3426]","[0.5265, 0.5084]","[0.5323, 0.6264]","[0.6322, 0.4707]","[0.6375, 0.3995]","[0.6267, 0.5581]","[0.6104, 0.6619]","[0.7454, 0.5144]","[0.7547, 0.4287]","[0.7247, 0.5361]","[0.7015, 0.6147]"
"[0.6488, 0.9218]","[0.4471, 0.8522]","[0.2581, 0.7495]","[0.0751, 0.6746]","[-0.0685, 0.6477]","[0.3849, 0.4498]","[0.36, 0.2183]","[0.3505, 0.087]","[0.3438, -0.0311]","[0.5125, 0.4486]","[0.5153, 0.3431]","[0.5286, 0.5107]","[0.5363, 0.6295]","[0.6362, 0.478]","[0.6405, 0.3996]","[0.6315, 0.5585]","[0.6163, 0.6649]","[0.749, 0.5252]","[0.7599, 0.4306]","[0.7298, 0.5377]","[0.7066, 0.6193]"
"[0.6498, 0.9193]","[0.4486, 0.8512]","[0.2597, 0.7535]","[0.0749, 0.6785]","[-0.0675, 0.6486]","[0.3851, 0.4492]","[0.3576, 0.2148]","[0.346, 0.0845]","[0.3381, -0.0313]","[0.5103, 0.4482]","[0.5133, 0.3449]","[0.5319, 0.5128]","[0.544, 0.6317]","[0.6328, 0.4775]","[0.6386, 0.4005]","[0.6323, 0.5589]","[0.6188, 0.6638]","[0.7439, 0.5246]","[0.7569, 0.4319]","[0.7267, 0.539]","[0.7044, 0.619]"
"[0.6508, 0.9228]","[0.4511, 0.8544]","[0.259, 0.7506]","[0.0763, 0.6766]","[-0.0654, 0.6491]","[0.3846, 0.4537]","[0.3579, 0.2187]","[0.3461, 0.0857]","[0.3364, -0.0303]","[0.5099, 0.4515]","[0.5143, 0.3463]","[0.533, 0.5117]","[0.544, 0.6344]","[0.6308, 0.4786]","[0.6378, 0.4032]","[0.6327, 0.5588]","[0.6211, 0.667]","[0.7428, 0.5228]","[0.7554, 0.431]","[0.7283, 0.5352]","[0.7074, 0.6178]"
"[0.6513, 0.9215]","[0.4484, 0.8552]","[0.2547, 0.7495]","[0.072, 0.6755]","[-0.0714, 0.6507]","[0.3856, 0.4509]","[0.3582, 0.2172]","[0.3464, 0.0849]","[0.3371, -0.0314]","[0.512, 0.45]","[0.5159, 0.3477]","[0.5336, 0.517]","[0.5437, 0.6421]","[0.6336, 0.478]","[0.6372, 0.4019]","[0.6307, 0.5605]","[0.6184, 0.6713]","[0.7454, 0.5227]","[0.7557, 0.4275]","[0.7264, 0.5318]","[0.7037, 0.6161]"
"[0.6504, 0.923]","[0.4485, 0.8594]","[0.2522, 0.7496]","[0.072, 0.6749]","[-0.069, 0.6504]","[0.3858, 0.4556]","[0.3598, 0.2245]","[0.3482, 0.0922]","[0.3394, -0.023]","[0.5125, 0.4537]","[0.5154, 0.3467]","[0.5314, 0.5138]","[0.5409, 0.6392]","[0.6339, 0.48]","[0.6375, 0.4011]","[0.6303, 0.5595]","[0.6183, 0.6708]","[0.7479, 0.5228]","[0.7559, 0.4264]","[0.7284, 0.5308]","[0.7061, 0.6157]"
"[0.6476, 0.9174]","[0.4454, 0.8538]","[0.258, 0.7525]","[0.0775, 0.6769]","[-0.0637, 0.6489]","[0.387, 0.4501]","[0.3599, 0.2163]","[0.3512, 0.0818]","[0.3465, -0.0387]","[0.5126, 0.4511]","[0.5177, 0.3451]","[0.5365, 0.5159]","[0.5484, 0.632]","[0.6353, 0.4808]","[0.6412, 0.394]","[0.6351, 0.5558]","[0.6216, 0.6591]","[0.7491, 0.5283]","[0.7624, 0.4267]","[0.7339, 0.5348]","[0.7108, 0.6136]"
"[0.6486, 0.915]","[0.4485, 0.8561]","[0.2588, 0.7558]","[0.0818, 0.6778]","[-0.0543, 0.6452]","[0.3865, 0.452]","[0.3624, 0.2175]","[0.3522, 0.085]","[0.3451, -0.0323]","[0.5125, 0.4526]","[0.5155, 0.344]","[0.5365, 0.511]","[0.5515, 0.6317]","[0.634, 0.481]","[0.6393, 0.4]","[0.6347, 0.5589]","[0.6241, 0.6651]","[0.7486, 0.526]","[0.7591, 0.428]","[0.7305, 0.5342]","[0.7081, 0.616]"
"[0.6455, 0.917]","[0.448, 0.8585]","[0.2561, 0.7545]","[0.0798, 0.6783]","[-0.057, 0.6461]","[0.3831, 0.4528]","[0.3603, 0.2173]","[0.351, 0.0828]","[0.3444, -0.035]","[0.511, 0.4536]","[0.514, 0.3436]","[0.535, 0.5108]","[0.5498, 0.6332]","[0.6334, 0.482]","[0.6387, 0.401]","[0.6345, 0.559]","[0.624, 0.6661]","[0.7489, 0.5261]","[0.7588, 0.4275]","[0.7318, 0.5318]","[0.7101, 0.6131]"
"[0.6452, 0.9134]","[0.4503, 0.86]","[0.257, 0.756]","[0.0812, 0.6801]","[-0.0553, 0.6463]","[0.3836, 0.4532]","[0.3611, 0.2164]","[0.3517, 0.0815]","[0.3459, -0.0356]","[0.5123, 0.4545]","[0.5148, 0.3431]","[0.5342, 0.5131]","[0.5469, 0.6331]","[0.6355, 0.4833]","[0.6395, 0.4042]","[0.6344, 0.5636]","[0.6229, 0.6667]","[0.752, 0.5281]","[0.7622, 0.428]","[0.7349, 0.5334]","[0.7109, 0.6131]"
"[0.6481, 0.9157]","[0.4515, 0.861]","[0.2574, 0.7546]","[0.0814, 0.6799]","[-0.0549, 0.6468]","[0.385, 0.4557]","[0.3644, 0.2179]","[0.3544, 0.0819]","[0.348, -0.0359]","[0.5131, 0.4564]","[0.5157, 0.3456]","[0.5334, 0.5154]","[0.5452, 0.6358]","[0.6363, 0.4847]","[0.6396, 0.4042]","[0.6334, 0.5635]","[0.6219, 0.6674]","[0.7522, 0.5293]","[0.7628, 0.4278]","[0.7339, 0.5326]","[0.7089, 0.613]"
"[0.6469, 0.9151]","[0.4502, 0.86]","[0.2566, 0.7556]","[0.0819, 0.6798]","[-0.0556, 0.646]","[0.3858, 0.4566]","[0.3642, 0.2219]","[0.3548, 0.0876]","[0.3493, -0.0295]","[0.5139, 0.4568]","[0.5181, 0.3465]","[0.5345, 0.5139]","[0.5465, 0.6349]","[0.636, 0.4845]","[0.6417, 0.4035]","[0.6338, 0.5612]","[0.6229, 0.667]","[0.7513, 0.5285]","[0.7608, 0.4298]","[0.7322, 0.5336]","[0.7093, 0.6154]"
"[0.6472, 0.9174]","[0.4509, 0.8609]","[0.2595, 0.7557]","[0.0854, 0.6809]","[-0.0496, 0.6481]","[0.3855, 0.4546]","[0.3642, 0.2233]","[0.354, 0.0911]","[0.3477, -0.0251]","[0.5132, 0.4554]","[0.5153, 0.3465]","[0.5328, 0.5164]","[0.5464, 0.636]","[0.6358, 0.484]","[0.6384, 0.4022]","[0.6318, 0.5619]","[0.6224, 0.6656]","[0.7523, 0.5293]","[0.7585, 0.4292]","[0.7305, 0.5363]","[0.7105, 0.6166]"
"[0.648, 0.9122]","[0.4529, 0.8606]","[0.2628, 0.756]","[0.0885, 0.68]","[-0.0466, 0.6469]","[0.3842, 0.4529]","[0.3618, 0.2164]","[0.3519, 0.0806]","[0.3469, -0.0372]","[0.5105, 0.4547]","[0.5158, 0.3465]","[0.5342, 0.5137]","[0.5462, 0.6332]","[0.6321, 0.4829]","[0.6393, 0.402]","[0.6311, 0.5592]","[0.6186, 0.6632]","[0.7482, 0.5268]","[0.7584, 0.4283]","[0.729, 0.5332]","[0.705, 0.6144]"
"[0.6457, 0.9141]","[0.4499, 0.8608]","[0.2573, 0.7568]","[0.0829, 0.6795]","[-0.051, 0.6479]","[0.3812, 0.4564]","[0.3585, 0.2209]","[0.3476, 0.0885]","[0.3398, -0.0258]","[0.5076, 0.4561]","[0.5063, 0.3475]","[0.5275, 0.5155]","[0.542, 0.6382]","[0.6286, 0.4832]","[0.6288, 0.4033]","[0.6251, 0.5623]","[0.6167, 0.6712]","[0.7439, 0.5258]","[0.7481, 0.4273]","[0.7221, 0.5322]","[0.701, 0.6167]"
"[0.6391, 0.907]","[0.4444, 0.8568]","[0.2556, 0.7578]","[0.0809, 0.6839]","[-0.0559, 0.6507]","[0.3782, 0.4521]","[0.3517, 0.2186]","[0.34, 0.0856]","[0.3323, -0.0295]","[0.5058, 0.4535]","[0.5039, 0.3466]","[0.5253, 0.5113]","[0.5412, 0.632]","[0.6283, 0.4823]","[0.6294, 0.4045]","[0.6242, 0.5604]","[0.6137, 0.6661]","[0.7449, 0.526]","[0.7505, 0.4277]","[0.721, 0.5314]","[0.6965, 0.6139]"
"[0.6378, 0.9124]","[0.4421, 0.8588]","[0.2499, 0.7535]","[0.0722, 0.6799]","[-0.068, 0.6499]","[0.3732, 0.4527]","[0.3513, 0.2161]","[0.3422, 0.0794]","[0.337, -0.0388]","[0.5011, 0.4539]","[0.5027, 0.3453]","[0.5253, 0.5125]","[0.5412, 0.6368]","[0.6239, 0.4826]","[0.6281, 0.4043]","[0.6236, 0.5624]","[0.6121, 0.6725]","[0.7401, 0.526]","[0.7487, 0.4267]","[0.7199, 0.5309]","[0.693, 0.6153]"
"[0.639, 0.9121]","[0.4424, 0.8601]","[0.2498, 0.7543]","[0.074, 0.6805]","[-0.0654, 0.6495]","[0.3714, 0.4536]","[0.3474, 0.2142]","[0.3378, 0.0763]","[0.3322, -0.0423]","[0.4995, 0.4552]","[0.5014, 0.3439]","[0.5258, 0.5102]","[0.5423, 0.6354]","[0.6223, 0.4835]","[0.6269, 0.4041]","[0.6255, 0.5632]","[0.6157, 0.6742]","[0.7396, 0.5267]","[0.7471, 0.4254]","[0.721, 0.5308]","[0.6956, 0.6175]"
"[0.6391, 0.9199]","[0.4461, 0.8644]","[0.2522, 0.7549]","[0.0758, 0.6811]","[-0.0611, 0.6525]","[0.3734, 0.4529]","[0.3465, 0.218]","[0.335, 0.0837]","[0.3266, -0.0307]","[0.5001, 0.4536]","[0.4971, 0.3425]","[0.5144, 0.5076]","[0.5251, 0.631]","[0.6215, 0.4815]","[0.621, 0.4016]","[0.6137, 0.5604]","[0.6014, 0.6709]","[0.7377, 0.5246]","[0.7407, 0.4281]","[0.7105, 0.5335]","[0.6837, 0.6193]"
"[0.6387, 0.9177]","[0.4432, 0.8602]","[0.2494, 0.7524]","[0.0745, 0.6803]","[-0.0638, 0.6536]","[0.3723, 0.454]","[0.3464, 0.2201]","[0.3343, 0.0869]","[0.325, -0.0264]","[0.4995, 0.4557]","[0.4984, 0.3425]","[0.5155, 0.5044]","[0.5255, 0.6279]","[0.6213, 0.4837]","[0.6237, 0.4037]","[0.6147, 0.5606]","[0.5999, 0.6706]","[0.7376, 0.5265]","[0.7441, 0.4283]","[0.7128, 0.5323]","[0.6836, 0.6181]"
"[0.6326, 0.9121]","[0.4393, 0.8569]","[0.2505, 0.7531]","[0.0788, 0.6813]","[-0.0563, 0.6508]","[0.3732, 0.452]","[0.3475, 0.216]","[0.3356, 0.0807]","[0.3275, -0.0351]","[0.5004, 0.4547]","[0.4949, 0.3439]","[0.5107, 0.5069]","[0.5217, 0.628]","[0.6227, 0.4835]","[0.6207, 0.4005]","[0.6112, 0.5569]","[0.598, 0.6644]","[0.7398, 0.5264]","[0.744, 0.4229]","[0.7115, 0.5271]","[0.6826, 0.6124]"
"[0.633, 0.9157]","[0.4411, 0.8589]","[0.2511, 0.7516]","[0.076, 0.6782]","[-0.0619, 0.6498]","[0.3727, 0.453]","[0.3482, 0.2163]","[0.3359, 0.0799]","[0.3274, -0.0362]","[0.4991, 0.455]","[0.4976, 0.3443]","[0.5157, 0.5075]","[0.5262, 0.6294]","[0.6214, 0.4838]","[0.6218, 0.401]","[0.6158, 0.5562]","[0.6027, 0.6635]","[0.7381, 0.5267]","[0.7453, 0.424]","[0.7156, 0.5264]","[0.6877, 0.61]"
"[0.6331, 0.9184]","[0.4422, 0.8581]","[0.2512, 0.7515]","[0.07, 0.6778]","[-0.0708, 0.6482]","[0.3726, 0.449]","[0.3491, 0.2133]","[0.3379, 0.0773]","[0.3311, -0.0385]","[0.4987, 0.4521]","[0.4983, 0.3454]","[0.516, 0.5096]","[0.5259, 0.6317]","[0.6203, 0.4811]","[0.6219, 0.4015]","[0.6136, 0.5575]","[0.5986, 0.6671]","[0.7356, 0.5242]","[0.7435, 0.4255]","[0.714, 0.5288]","[0.6863, 0.6139]"
"[0.6346, 0.9221]","[0.4403, 0.8593]","[0.2485, 0.7509]","[0.0691, 0.6774]","[-0.0737, 0.6479]","[0.373, 0.4531]","[0.3498, 0.2187]","[0.3376, 0.0822]","[0.3293, -0.0341]","[0.4987, 0.4557]","[0.4976, 0.3445]","[0.5173, 0.5068]","[0.5308, 0.6307]","[0.6203, 0.4849]","[0.6235, 0.4039]","[0.6171, 0.5602]","[0.6041, 0.6721]","[0.7368, 0.5285]","[0.7445, 0.4265]","[0.7154, 0.5279]","[0.6878, 0.6146]"
"[0.6379, 0.9242]","[0.4431, 0.8604]","[0.2523, 0.753]","[0.0704, 0.6796]","[-0.0743, 0.65]","[0.3718, 0.4541]","[0.3483, 0.2204]","[0.3373, 0.0845]","[0.3304, -0.0337]","[0.4986, 0.4542]","[0.5008, 0.344]","[0.5218, 0.5103]","[0.535, 0.6352]","[0.6209, 0.4828]","[0.6288, 0.4027]","[0.622, 0.5616]","[0.6071, 0.6743]","[0.7349, 0.5264]","[0.7478, 0.4268]","[0.7198, 0.5295]","[0.6924, 0.6148]"
"[0.6383, 0.9212]","[0.4415, 0.8596]","[0.2492, 0.753]","[0.0658, 0.6795]","[-0.0796, 0.6526]","[0.3724, 0.4517]","[0.3473, 0.2155]","[0.3357, 0.0794]","[0.3281, -0.0395]","[0.4993, 0.452]","[0.5032, 0.3441]","[0.5253, 0.5106]","[0.538, 0.6329]","[0.621, 0.4801]","[0.6287, 0.4018]","[0.6232, 0.5616]","[0.6089, 0.6732]","[0.7332, 0.5239]","[0.7454, 0.4272]","[0.7179, 0.5323]","[0.6922, 0.6173]"
"[0.6383, 0.9251]","[0.441, 0.8602]","[0.2503, 0.7523]","[0.07, 0.6793]","[-0.0766, 0.65]","[0.3712, 0.4544]","[0.346, 0.2163]","[0.3343, 0.0798]","[0.3257, -0.0382]","[0.4989, 0.4562]","[0.5015, 0.3451]","[0.5227, 0.5096]","[0.5357, 0.6337]","[0.6217, 0.4854]","[0.6278, 0.4064]","[0.6215, 0.5638]","[0.6075, 0.6764]","[0.7357, 0.5294]","[0.7488, 0.427]","[0.7188, 0.5276]","[0.6896, 0.6142]"
"[0.6398, 0.9215]","[0.4409, 0.8595]","[0.2496, 0.7551]","[0.0684, 0.6825]","[-0.0762, 0.6547]","[0.3734, 0.453]","[0.3472, 0.2168]","[0.334, 0.0834]","[0.3235, -0.0321]","[0.4999, 0.4546]","[0.5009, 0.3464]","[0.5208, 0.5093]","[0.5329, 0.631]","[0.6205, 0.4836]","[0.6257, 0.4081]","[0.6201, 0.5655]","[0.6074, 0.6772]","[0.7325, 0.5279]","[0.744, 0.4289]","[0.7169, 0.5317]","[0.6915, 0.619]"
"[0.6371, 0.9272]","[0.4383, 0.8617]","[0.2475, 0.7546]","[0.0671, 0.6827]","[-0.0792, 0.6524]","[0.3745, 0.4569]","[0.351, 0.2247]","[0.3382, 0.0909]","[0.3277, -0.0251]","[0.5017, 0.4592]","[0.5032, 0.3499]","[0.5204, 0.5103]","[0.5317, 0.6321]","[0.623, 0.4892]","[0.6291, 0.4111]","[0.6209, 0.5661]","[0.6072, 0.6776]","[0.736, 0.534]","[0.7499, 0.4324]","[0.7198, 0.5322]","[0.6911, 0.6186]"
"[0.6373, 0.9225]","[0.44, 0.8593]","[0.2525, 0.7553]","[0.0752, 0.6823]","[-0.0669, 0.6527]","[0.3751, 0.4558]","[0.3518, 0.218]","[0.3412, 0.0827]","[0.3346, -0.0353]","[0.503, 0.458]","[0.5063, 0.3503]","[0.5242, 0.5155]","[0.5341, 0.6371]","[0.6259, 0.4877]","[0.6323, 0.4037]","[0.624, 0.5591]","[0.6082, 0.6685]","[0.7393, 0.5328]","[0.7539, 0.4305]","[0.7236, 0.5314]","[0.6959, 0.6155]"
"[0.6429, 0.9126]","[0.4421, 0.8532]","[0.2513, 0.7549]","[0.0701, 0.6807]","[-0.0679, 0.6523]","[0.3776, 0.4517]","[0.3532, 0.2147]","[0.344, 0.0806]","[0.3374, -0.0386]","[0.5047, 0.4535]","[0.5123, 0.3493]","[0.5316, 0.5147]","[0.542, 0.6338]","[0.6262, 0.4828]","[0.6343, 0.407]","[0.629, 0.5668]","[0.615, 0.6737]","[0.738, 0.528]","[0.7475, 0.4346]","[0.7215, 0.5434]","[0.7012, 0.6253]"
"[0.6435, 0.9145]","[0.4449, 0.855]","[0.2528, 0.7549]","[0.0744, 0.6842]","[-0.0653, 0.6569]","[0.3773, 0.4568]","[0.3516, 0.2252]","[0.3423, 0.0932]","[0.3349, -0.0218]","[0.5053, 0.456]","[0.5116, 0.3488]","[0.5299, 0.5138]","[0.5393, 0.6374]","[0.6263, 0.4828]","[0.6347, 0.4029]","[0.6287, 0.5619]","[0.6155, 0.675]","[0.7395, 0.5248]","[0.7494, 0.4323]","[0.7243, 0.5369]","[0.7018, 0.6211]"
