"[0.6341, 0.8859]","[0.441, 0.8582]","[0.2632, 0.7503]","[0.1147, 0.6849]","[-0.0107, 0.6619]","[0.3916, 0.4449]","[0.378, 0.229]","[0.3823, 0.0913]","[0.3907, -0.0199]","[0.5092, 0.4464]","[0.5129, 0.2962]","[0.521, 0.4383]","[0.5273, 0.561]","[0.6289, 0.481]","[0.6286, 0.3958]","[0.6237, 0.5389]","[0.6134, 0.6354]","[0.744, 0.5381]","[0.7326, 0.4568]","[0.7111, 0.5579]","[0.6966, 0.6317]"
"[0.6268, 0.9105]","[0.4339, 0.847]","[0.2494, 0.7391]","[0.0775, 0.6689]","[-0.0602, 0.6495]","[0.3742, 0.4375]","[0.3615, 0.2127]","[0.359, 0.0773]","[0.3593, -0.0377]","[0.4973, 0.444]","[0.5015, 0.2903]","[0.5045, 0.439]","[0.506, 0.5662]","[0.6153, 0.481]","[0.6249, 0.4044]","[0.6096, 0.5591]","[0.587, 0.6708]","[0.7268, 0.5332]","[0.7255, 0.4566]","[0.7026, 0.5592]","[0.6785, 0.6397]"
"[0.6264, 0.9161]","[0.4343, 0.854]","[0.2483, 0.7418]","[0.0725, 0.672]","[-0.0683, 0.654]","[0.3785, 0.4412]","[0.3611, 0.2176]","[0.3536, 0.0822]","[0.3498, -0.0322]","[0.4968, 0.4457]","[0.4947, 0.2933]","[0.4988, 0.4415]","[0.5046, 0.5665]","[0.6125, 0.4807]","[0.6167, 0.4016]","[0.6046, 0.5542]","[0.5902, 0.6637]","[0.7256, 0.5312]","[0.7167, 0.4543]","[0.6972, 0.5545]","[0.6826, 0.6331]"
"[0.6198, 0.912]","[0.4311, 0.849]","[0.2469, 0.7387]","[0.0705, 0.671]","[-0.0712, 0.6537]","[0.3766, 0.4344]","[0.3621, 0.2099]","[0.3573, 0.0727]","[0.3579, -0.0459]","[0.4958, 0.4407]","[0.493, 0.2922]","[0.4952, 0.4413]","[0.5025, 0.5655]","[0.6127, 0.4776]","[0.6168, 0.4054]","[0.602, 0.5613]","[0.5865, 0.6714]","[0.7262, 0.5303]","[0.7184, 0.456]","[0.6942, 0.5589]","[0.6748, 0.6385]"
"[0.6216, 0.9082]","[0.4304, 0.8463]","[0.242, 0.7372]","[0.0634, 0.6685]","[-0.0801, 0.6498]","[0.3709, 0.4355]","[0.352, 0.2089]","[0.3424, 0.0722]","[0.3364, -0.0435]","[0.4902, 0.4403]","[0.4897, 0.2915]","[0.4925, 0.4403]","[0.4979, 0.5665]","[0.6075, 0.4755]","[0.6144, 0.4043]","[0.5999, 0.5601]","[0.5825, 0.6704]","[0.7208, 0.5262]","[0.7153, 0.456]","[0.6927, 0.5617]","[0.6735, 0.6425]"
"[0.6194, 0.9073]","[0.4272, 0.8454]","[0.2405, 0.7385]","[0.0645, 0.6701]","[-0.0759, 0.65]","[0.3694, 0.4342]","[0.3555, 0.212]","[0.3489, 0.0756]","[0.3463, -0.0403]","[0.4905, 0.4395]","[0.491, 0.2873]","[0.4913, 0.4375]","[0.4935, 0.5649]","[0.6086, 0.476]","[0.6135, 0.3988]","[0.5976, 0.5542]","[0.5786, 0.6655]","[0.7221, 0.5285]","[0.7138, 0.4568]","[0.6886, 0.5614]","[0.666, 0.6419]"
"[0.622, 0.9096]","[0.4279, 0.8462]","[0.2401, 0.7405]","[0.0634, 0.6729]","[-0.0768, 0.654]","[0.3658, 0.4417]","[0.3457, 0.223]","[0.3357, 0.0901]","[0.331, -0.0218]","[0.4849, 0.4458]","[0.486, 0.2913]","[0.4882, 0.4346]","[0.4914, 0.5595]","[0.6019, 0.4799]","[0.6096, 0.4019]","[0.5962, 0.5515]","[0.5788, 0.6614]","[0.7154, 0.5296]","[0.7097, 0.4558]","[0.6891, 0.556]","[0.6709, 0.6359]"
"[0.6189, 0.9113]","[0.4288, 0.8495]","[0.2424, 0.7397]","[0.0675, 0.6732]","[-0.0734, 0.6576]","[0.3643, 0.4353]","[0.3446, 0.2126]","[0.3368, 0.0789]","[0.3345, -0.0322]","[0.4856, 0.4406]","[0.4897, 0.2935]","[0.4931, 0.4393]","[0.4952, 0.5618]","[0.6043, 0.4757]","[0.6111, 0.399]","[0.5981, 0.5489]","[0.5788, 0.6566]","[0.7187, 0.5263]","[0.7116, 0.4572]","[0.6887, 0.5566]","[0.6673, 0.6339]"
"[0.6197, 0.9162]","[0.4287, 0.8507]","[0.241, 0.7385]","[0.0616, 0.6731]","[-0.0816, 0.6567]","[0.3658, 0.4365]","[0.3464, 0.2075]","[0.3391, 0.0725]","[0.3366, -0.0413]","[0.4867, 0.4423]","[0.4904, 0.2898]","[0.4934, 0.4403]","[0.4957, 0.566]","[0.6049, 0.4794]","[0.6144, 0.402]","[0.6001, 0.557]","[0.5802, 0.6675]","[0.7175, 0.5325]","[0.7155, 0.458]","[0.6925, 0.5608]","[0.6706, 0.6405]"
"[0.6197, 0.9167]","[0.427, 0.8499]","[0.2394, 0.7369]","[0.059, 0.6711]","[-0.0854, 0.6552]","[0.3659, 0.4367]","[0.3469, 0.2064]","[0.3396, 0.0697]","[0.3358, -0.0449]","[0.4871, 0.4433]","[0.4921, 0.2916]","[0.4959, 0.4425]","[0.4988, 0.5696]","[0.6053, 0.4804]","[0.6166, 0.4029]","[0.6025, 0.5565]","[0.5832, 0.6675]","[0.7179, 0.5332]","[0.7178, 0.455]","[0.6953, 0.5567]","[0.6746, 0.6379]"
"[0.6214, 0.9169]","[0.4279, 0.849]","[0.2412, 0.738]","[0.0614, 0.6705]","[-0.0825, 0.6532]","[0.3669, 0.4387]","[0.3473, 0.2107]","[0.3414, 0.0743]","[0.3398, -0.0408]","[0.4886, 0.4443]","[0.4957, 0.2926]","[0.4996, 0.4419]","[0.5013, 0.5685]","[0.6061, 0.48]","[0.6201, 0.405]","[0.604, 0.5582]","[0.581, 0.6703]","[0.7167, 0.5312]","[0.7197, 0.4578]","[0.6971, 0.5592]","[0.6729, 0.6408]"
"[0.6203, 0.9101]","[0.4276, 0.845]","[0.2408, 0.7381]","[0.0609, 0.6724]","[-0.0831, 0.658]","[0.3658, 0.4387]","[0.347, 0.2119]","[0.3412, 0.0778]","[0.3401, -0.0361]","[0.4871, 0.443]","[0.4921, 0.2943]","[0.4995, 0.4465]","[0.5046, 0.5744]","[0.6044, 0.478]","[0.6183, 0.4065]","[0.6057, 0.5597]","[0.5848, 0.6708]","[0.7147, 0.5278]","[0.7198, 0.4569]","[0.6996, 0.5567]","[0.6766, 0.6357]"
"[0.6199, 0.9126]","[0.4269, 0.8494]","[0.2416, 0.741]","[0.0646, 0.674]","[-0.0782, 0.658]","[0.3644, 0.4413]","[0.3477, 0.2123]","[0.3428, 0.0744]","[0.343, -0.0434]","[0.4864, 0.4457]","[0.4909, 0.2958]","[0.4966, 0.4494]","[0.5004, 0.5762]","[0.6046, 0.4808]","[0.6166, 0.4051]","[0.6039, 0.5594]","[0.5828, 0.6697]","[0.7159, 0.5313]","[0.718, 0.4584]","[0.6971, 0.5595]","[0.6736, 0.6378]"
"[0.6231, 0.9172]","[0.429, 0.8531]","[0.2407, 0.7412]","[0.0623, 0.6742]","[-0.0805, 0.6581]","[0.3658, 0.4418]","[0.3464, 0.213]","[0.3395, 0.0752]","[0.3372, -0.0413]","[0.4881, 0.4462]","[0.4928, 0.2965]","[0.4981, 0.4513]","[0.5014, 0.579]","[0.6066, 0.4808]","[0.6167, 0.4052]","[0.6044, 0.5595]","[0.5854, 0.6701]","[0.7182, 0.5312]","[0.7164, 0.4578]","[0.6954, 0.5598]","[0.6744, 0.6391]"
"[0.6212, 0.9185]","[0.4259, 0.847]","[0.2405, 0.7425]","[0.064, 0.6728]","[-0.0752, 0.6536]","[0.3684, 0.4444]","[0.3546, 0.2193]","[0.3475, 0.0816]","[0.3459, -0.0372]","[0.4913, 0.4496]","[0.4912, 0.2952]","[0.4912, 0.4489]","[0.4952, 0.5786]","[0.6094, 0.4868]","[0.6166, 0.4059]","[0.6024, 0.5598]","[0.5865, 0.6705]","[0.7207, 0.5383]","[0.718, 0.4606]","[0.6966, 0.5608]","[0.6801, 0.6372]"
"[0.6183, 0.9139]","[0.425, 0.8451]","[0.2431, 0.7427]","[0.0706, 0.6743]","[-0.068, 0.6556]","[0.368, 0.4452]","[0.351, 0.2223]","[0.3411, 0.0881]","[0.3359, -0.0263]","[0.4897, 0.45]","[0.4875, 0.2973]","[0.4894, 0.4468]","[0.494, 0.575]","[0.6078, 0.4862]","[0.6142, 0.4096]","[0.5982, 0.5629]","[0.5796, 0.6731]","[0.7193, 0.5365]","[0.716, 0.4603]","[0.6918, 0.5626]","[0.6712, 0.6417]"
"[0.6325, 0.9243]","[0.4444, 0.8582]","[0.2576, 0.7467]","[0.0768, 0.6789]","[-0.0675, 0.6566]","[0.383, 0.451]","[0.3734, 0.2221]","[0.3678, 0.0808]","[0.365, -0.0385]","[0.508, 0.4573]","[0.5149, 0.3065]","[0.5226, 0.4643]","[0.5264, 0.5929]","[0.6284, 0.4965]","[0.6434, 0.4149]","[0.6303, 0.5756]","[0.6073, 0.6866]","[0.7389, 0.5536]","[0.7524, 0.474]","[0.725, 0.5801]","[0.6936, 0.6595]"
"[0.6305, 0.9257]","[0.4439, 0.8618]","[0.2578, 0.7502]","[0.0834, 0.6801]","[-0.0561, 0.6615]","[0.3778, 0.446]","[0.3588, 0.2137]","[0.3511, 0.0756]","[0.3481, -0.0396]","[0.5016, 0.4523]","[0.5054, 0.3006]","[0.5111, 0.46]","[0.5152, 0.5941]","[0.6211, 0.49]","[0.6318, 0.4165]","[0.6176, 0.5752]","[0.5973, 0.6864]","[0.7347, 0.5431]","[0.737, 0.4642]","[0.714, 0.5692]","[0.6899, 0.6489]"
"[0.6301, 0.9314]","[0.4422, 0.8656]","[0.255, 0.7513]","[0.0765, 0.6816]","[-0.0651, 0.6626]","[0.384, 0.4493]","[0.3689, 0.2149]","[0.3635, 0.0726]","[0.3618, -0.0471]","[0.5093, 0.4556]","[0.5155, 0.3049]","[0.5187, 0.4632]","[0.5206, 0.5948]","[0.6286, 0.4939]","[0.6396, 0.4191]","[0.6267, 0.577]","[0.6079, 0.6874]","[0.7405, 0.5484]","[0.7425, 0.4718]","[0.7209, 0.5773]","[0.6994, 0.6558]"
"[0.6358, 0.9328]","[0.4491, 0.8686]","[0.2613, 0.7522]","[0.0858, 0.6812]","[-0.0538, 0.6628]","[0.3918, 0.4536]","[0.3767, 0.2243]","[0.3704, 0.0855]","[0.3668, -0.0303]","[0.5145, 0.4609]","[0.5193, 0.3125]","[0.5209, 0.4647]","[0.5217, 0.5925]","[0.632, 0.4996]","[0.644, 0.4258]","[0.6286, 0.5827]","[0.6076, 0.6914]","[0.7442, 0.5551]","[0.7462, 0.4786]","[0.7224, 0.5838]","[0.6992, 0.6622]"
"[0.6316, 0.9272]","[0.4469, 0.8631]","[0.2641, 0.7548]","[0.0918, 0.685]","[-0.0475, 0.6667]","[0.3866, 0.4558]","[0.3681, 0.2276]","[0.3589, 0.0899]","[0.3554, -0.0277]","[0.5096, 0.4616]","[0.512, 0.3111]","[0.514, 0.4651]","[0.5183, 0.5946]","[0.6283, 0.5007]","[0.6392, 0.4302]","[0.6239, 0.5844]","[0.6052, 0.6927]","[0.741, 0.5552]","[0.7448, 0.4775]","[0.7216, 0.5806]","[0.6988, 0.6594]"
"[0.6312, 0.9265]","[0.444, 0.8633]","[0.2634, 0.7576]","[0.0901, 0.6855]","[-0.0474, 0.6649]","[0.3845, 0.456]","[0.3661, 0.2242]","[0.3576, 0.0868]","[0.355, -0.0331]","[0.5072, 0.4623]","[0.5113, 0.311]","[0.5163, 0.4678]","[0.5235, 0.5979]","[0.6252, 0.5009]","[0.6386, 0.4291]","[0.6251, 0.5879]","[0.607, 0.6988]","[0.7355, 0.5542]","[0.7413, 0.4749]","[0.7198, 0.5802]","[0.699, 0.6603]"
"[0.6304, 0.9278]","[0.4434, 0.8641]","[0.2614, 0.7557]","[0.0889, 0.6854]","[-0.0486, 0.6654]","[0.3826, 0.4513]","[0.3686, 0.2157]","[0.3626, 0.0741]","[0.3616, -0.0484]","[0.5065, 0.4603]","[0.5106, 0.3108]","[0.5154, 0.4672]","[0.5225, 0.5961]","[0.6254, 0.5006]","[0.6381, 0.4268]","[0.6258, 0.5855]","[0.6087, 0.6954]","[0.7372, 0.5564]","[0.7409, 0.4733]","[0.7214, 0.5789]","[0.7027, 0.6587]"
"[0.6301, 0.9274]","[0.4437, 0.864]","[0.258, 0.7543]","[0.082, 0.6843]","[-0.0541, 0.6673]","[0.3805, 0.4496]","[0.3658, 0.2131]","[0.3607, 0.0695]","[0.3601, -0.0538]","[0.5052, 0.4582]","[0.5107, 0.307]","[0.5154, 0.4686]","[0.5207, 0.6004]","[0.6239, 0.4983]","[0.6378, 0.4241]","[0.6236, 0.5843]","[0.6039, 0.6936]","[0.7348, 0.5541]","[0.7396, 0.474]","[0.7179, 0.5815]","[0.6971, 0.66]"
"[0.6282, 0.9313]","[0.4391, 0.8656]","[0.257, 0.7555]","[0.0809, 0.6846]","[-0.0555, 0.6668]","[0.3829, 0.4485]","[0.3666, 0.2102]","[0.3623, 0.0694]","[0.3622, -0.0519]","[0.5057, 0.4567]","[0.5075, 0.3094]","[0.5134, 0.47]","[0.5202, 0.5987]","[0.6232, 0.4966]","[0.634, 0.422]","[0.6207, 0.5792]","[0.6021, 0.6865]","[0.7334, 0.5526]","[0.7362, 0.4757]","[0.7127, 0.5808]","[0.6916, 0.6578]"
"[0.6259, 0.9354]","[0.4395, 0.8678]","[0.2549, 0.7524]","[0.0753, 0.6804]","[-0.0637, 0.6628]","[0.382, 0.4507]","[0.3651, 0.2158]","[0.3579, 0.0749]","[0.3548, -0.0458]","[0.5036, 0.4586]","[0.5072, 0.3109]","[0.5125, 0.4679]","[0.518, 0.5965]","[0.6207, 0.4979]","[0.6345, 0.4228]","[0.6204, 0.5779]","[0.6002, 0.6861]","[0.7313, 0.5532]","[0.7382, 0.4752]","[0.7157, 0.5775]","[0.6938, 0.6547]"
"[0.6271, 0.9353]","[0.4397, 0.8684]","[0.2529, 0.7533]","[0.0748, 0.6801]","[-0.0648, 0.6595]","[0.383, 0.4521]","[0.3693, 0.2193]","[0.3604, 0.0806]","[0.356, -0.0379]","[0.5044, 0.4602]","[0.5058, 0.3084]","[0.5097, 0.4624]","[0.5179, 0.5888]","[0.6224, 0.5002]","[0.6349, 0.4262]","[0.6198, 0.583]","[0.6023, 0.6909]","[0.7354, 0.557]","[0.7426, 0.4742]","[0.7172, 0.578]","[0.694, 0.6576]"
"[0.6258, 0.9293]","[0.4411, 0.8652]","[0.2575, 0.7549]","[0.0803, 0.6817]","[-0.0583, 0.6625]","[0.3818, 0.4525]","[0.3648, 0.2174]","[0.3549, 0.08]","[0.3499, -0.0363]","[0.5023, 0.4601]","[0.5024, 0.3091]","[0.5093, 0.4631]","[0.5177, 0.5899]","[0.6196, 0.4984]","[0.6314, 0.4251]","[0.6183, 0.5803]","[0.6002, 0.6882]","[0.7325, 0.5525]","[0.7378, 0.4744]","[0.7131, 0.5787]","[0.6889, 0.6593]"
"[0.6255, 0.9282]","[0.4386, 0.8651]","[0.2518, 0.7545]","[0.0743, 0.682]","[-0.0643, 0.6642]","[0.3807, 0.4509]","[0.3641, 0.2149]","[0.3547, 0.0763]","[0.3496, -0.0405]","[0.5024, 0.46]","[0.5009, 0.3091]","[0.5079, 0.4638]","[0.5177, 0.591]","[0.6207, 0.4998]","[0.6294, 0.4249]","[0.6168, 0.5811]","[0.6005, 0.6894]","[0.7343, 0.5546]","[0.7377, 0.4691]","[0.7124, 0.572]","[0.6895, 0.6522]"
"[0.6232, 0.926]","[0.4362, 0.8618]","[0.2488, 0.7526]","[0.0697, 0.6817]","[-0.0691, 0.6631]","[0.3791, 0.4523]","[0.3605, 0.2235]","[0.3485, 0.089]","[0.3403, -0.0239]","[0.5008, 0.4597]","[0.499, 0.3082]","[0.5061, 0.4651]","[0.5145, 0.5944]","[0.6189, 0.499]","[0.625, 0.4226]","[0.614, 0.5766]","[0.5993, 0.6834]","[0.7319, 0.5534]","[0.7337, 0.4707]","[0.7094, 0.5712]","[0.6882, 0.6484]"
"[0.6242, 0.9263]","[0.4346, 0.8625]","[0.2468, 0.7524]","[0.0705, 0.6811]","[-0.0668, 0.6623]","[0.3792, 0.4527]","[0.3633, 0.228]","[0.354, 0.0918]","[0.3497, -0.0229]","[0.5002, 0.4607]","[0.5008, 0.3094]","[0.5036, 0.4632]","[0.5086, 0.589]","[0.618, 0.4995]","[0.624, 0.4207]","[0.6098, 0.5735]","[0.5928, 0.6797]","[0.7316, 0.5538]","[0.7292, 0.4737]","[0.7033, 0.5753]","[0.6817, 0.6528]"
"[0.6245, 0.9259]","[0.4366, 0.8648]","[0.2512, 0.7537]","[0.0765, 0.683]","[-0.0621, 0.6633]","[0.3788, 0.4518]","[0.3642, 0.2282]","[0.3564, 0.0917]","[0.3538, -0.0242]","[0.4999, 0.4574]","[0.5001, 0.3104]","[0.5022, 0.4626]","[0.5067, 0.587]","[0.6175, 0.4937]","[0.6227, 0.419]","[0.6071, 0.5718]","[0.5885, 0.6771]","[0.7316, 0.5461]","[0.7264, 0.474]","[0.7002, 0.5777]","[0.678, 0.6542]"
"[0.6253, 0.9273]","[0.4411, 0.866]","[0.256, 0.7535]","[0.0792, 0.6841]","[-0.0608, 0.6655]","[0.3788, 0.452]","[0.3636, 0.225]","[0.3557, 0.0867]","[0.3525, -0.0305]","[0.4998, 0.4573]","[0.5004, 0.31]","[0.5051, 0.4632]","[0.511, 0.5884]","[0.6177, 0.4933]","[0.6254, 0.4216]","[0.6132, 0.5777]","[0.5963, 0.6835]","[0.7313, 0.5455]","[0.7284, 0.473]","[0.7062, 0.579]","[0.6873, 0.6555]"
"[0.623, 0.9257]","[0.4406, 0.8653]","[0.2558, 0.7533]","[0.0765, 0.6836]","[-0.0661, 0.6655]","[0.374, 0.4488]","[0.3582, 0.2125]","[0.351, 0.0687]","[0.3489, -0.0531]","[0.4951, 0.4547]","[0.4983, 0.309]","[0.5047, 0.4633]","[0.5117, 0.5904]","[0.6134, 0.491]","[0.6242, 0.4243]","[0.6133, 0.5814]","[0.5959, 0.6887]","[0.7263, 0.5434]","[0.7253, 0.4756]","[0.7036, 0.5822]","[0.6836, 0.6601]"
"[0.6237, 0.9345]","[0.4381, 0.8679]","[0.2501, 0.7511]","[0.0686, 0.6824]","[-0.074, 0.6662]","[0.3776, 0.4555]","[0.3595, 0.2251]","[0.3499, 0.0878]","[0.3444, -0.0286]","[0.4987, 0.4619]","[0.4992, 0.3078]","[0.504, 0.4635]","[0.5106, 0.5922]","[0.6158, 0.4999]","[0.626, 0.4252]","[0.6152, 0.5844]","[0.5996, 0.6933]","[0.7276, 0.5531]","[0.7281, 0.4731]","[0.7079, 0.5773]","[0.69, 0.6545]"
"[0.622, 0.9273]","[0.4379, 0.864]","[0.255, 0.7536]","[0.0787, 0.6832]","[-0.0613, 0.6652]","[0.3743, 0.4518]","[0.3567, 0.2168]","[0.3483, 0.0763]","[0.3447, -0.0434]","[0.4947, 0.4589]","[0.4966, 0.3093]","[0.4996, 0.4643]","[0.5043, 0.5933]","[0.6119, 0.4959]","[0.6218, 0.4242]","[0.6066, 0.5811]","[0.5875, 0.691]","[0.7249, 0.5472]","[0.723, 0.4761]","[0.6993, 0.5824]","[0.6783, 0.6627]"
"[0.621, 0.9268]","[0.4335, 0.8623]","[0.2501, 0.752]","[0.0714, 0.6825]","[-0.0689, 0.6664]","[0.3759, 0.4539]","[0.3588, 0.2208]","[0.3514, 0.0823]","[0.3475, -0.0353]","[0.4969, 0.4602]","[0.4973, 0.3078]","[0.5035, 0.4642]","[0.5093, 0.5935]","[0.614, 0.498]","[0.6246, 0.423]","[0.6132, 0.58]","[0.5941, 0.6896]","[0.7247, 0.5503]","[0.726, 0.4763]","[0.7039, 0.5818]","[0.682, 0.6609]"
"[0.62, 0.9269]","[0.4324, 0.8626]","[0.2486, 0.7506]","[0.0711, 0.6806]","[-0.0702, 0.6633]","[0.374, 0.4521]","[0.3562, 0.2191]","[0.3472, 0.0801]","[0.3421, -0.0376]","[0.4946, 0.4582]","[0.4955, 0.3076]","[0.5008, 0.465]","[0.5064, 0.5946]","[0.6121, 0.4954]","[0.6212, 0.4222]","[0.6098, 0.58]","[0.5924, 0.6896]","[0.7242, 0.5471]","[0.7227, 0.475]","[0.6998, 0.5813]","[0.6789, 0.6609]"
"[0.6214, 0.9324]","[0.4353, 0.865]","[0.248, 0.7507]","[0.0642, 0.6812]","[-0.0813, 0.6614]","[0.3712, 0.4503]","[0.3505, 0.2233]","[0.3407, 0.088]","[0.3354, -0.0256]","[0.4939, 0.4573]","[0.499, 0.3107]","[0.5054, 0.4669]","[0.5106, 0.5932]","[0.6119, 0.4969]","[0.6267, 0.4226]","[0.6143, 0.58]","[0.5957, 0.6881]","[0.7222, 0.5525]","[0.7299, 0.4741]","[0.7068, 0.5773]","[0.6844, 0.6549]"
"[0.6212, 0.9314]","[0.4332, 0.8649]","[0.2475, 0.753]","[0.0683, 0.6817]","[-0.0749, 0.6589]","[0.3737, 0.4511]","[0.3509, 0.2226]","[0.3406, 0.0881]","[0.3345, -0.0249]","[0.4962, 0.4585]","[0.4997, 0.3111]","[0.507, 0.4689]","[0.512, 0.5975]","[0.6139, 0.4977]","[0.6269, 0.4229]","[0.6151, 0.58]","[0.5962, 0.6891]","[0.7242, 0.5517]","[0.7291, 0.4727]","[0.7064, 0.5776]","[0.684, 0.6574]"
