"[0.6615, 0.8483]","[0.4686, 0.8582]","[0.2802, 0.7643]","[0.133, 0.6821]","[0.0172, 0.6222]","[0.3853, 0.4889]","[0.3379, 0.2661]","[0.3209, 0.1176]","[0.3113, -0.0065]","[0.5004, 0.4687]","[0.5002, 0.3355]","[0.5331, 0.4786]","[0.5545, 0.6017]","[0.6157, 0.4755]","[0.618, 0.3903]","[0.6384, 0.5364]","[0.6405, 0.6396]","[0.7273, 0.4998]","[0.7178, 0.3933]","[0.7244, 0.4948]","[0.7249, 0.5772]"
"[0.7025, 0.9034]","[0.5039, 0.8677]","[0.3064, 0.7722]","[0.1492, 0.6834]","[0.0258, 0.6298]","[0.3861, 0.4769]","[0.3319, 0.254]","[0.3115, 0.1218]","[0.296, 0.0043]","[0.5084, 0.4604]","[0.5092, 0.3341]","[0.5527, 0.4855]","[0.5788, 0.611]","[0.6271, 0.4673]","[0.6394, 0.3919]","[0.6578, 0.5431]","[0.6578, 0.6556]","[0.7394, 0.4887]","[0.741, 0.4029]","[0.7384, 0.5017]","[0.7328, 0.5835]"
"[0.7009, 0.9053]","[0.502, 0.8637]","[0.3026, 0.7689]","[0.1397, 0.6821]","[0.0183, 0.6282]","[0.3853, 0.4754]","[0.3304, 0.2444]","[0.3106, 0.1085]","[0.296, -0.0117]","[0.5081, 0.4622]","[0.5048, 0.3351]","[0.5506, 0.4902]","[0.5809, 0.6164]","[0.6267, 0.4716]","[0.6335, 0.3946]","[0.6527, 0.5481]","[0.6548, 0.6602]","[0.7381, 0.4947]","[0.7377, 0.4054]","[0.7322, 0.5057]","[0.7265, 0.5876]"
"[0.7049, 0.9078]","[0.5029, 0.8609]","[0.308, 0.7699]","[0.1435, 0.6816]","[0.023, 0.627]","[0.3872, 0.4779]","[0.3306, 0.2445]","[0.3114, 0.1107]","[0.2967, -0.0093]","[0.5088, 0.464]","[0.5053, 0.3393]","[0.5531, 0.491]","[0.5854, 0.615]","[0.6273, 0.4733]","[0.6355, 0.3957]","[0.6555, 0.5473]","[0.6578, 0.6589]","[0.7378, 0.4968]","[0.744, 0.4059]","[0.7376, 0.5046]","[0.7316, 0.5854]"
"[0.7063, 0.9054]","[0.5074, 0.8627]","[0.3111, 0.7709]","[0.1465, 0.6844]","[0.026, 0.6282]","[0.3874, 0.4747]","[0.3285, 0.2421]","[0.3085, 0.1076]","[0.2932, -0.0114]","[0.5096, 0.4607]","[0.5069, 0.3354]","[0.5538, 0.4875]","[0.584, 0.6108]","[0.6273, 0.4699]","[0.6374, 0.3961]","[0.6566, 0.5476]","[0.6571, 0.6566]","[0.7382, 0.4917]","[0.7412, 0.4091]","[0.7371, 0.5088]","[0.7324, 0.5873]"
"[0.7058, 0.8992]","[0.5059, 0.8608]","[0.3091, 0.7703]","[0.1471, 0.6834]","[0.0284, 0.6254]","[0.387, 0.4732]","[0.3286, 0.2406]","[0.3089, 0.1067]","[0.2945, -0.0122]","[0.5088, 0.4602]","[0.5083, 0.3349]","[0.555, 0.4863]","[0.5852, 0.6082]","[0.6265, 0.4703]","[0.6383, 0.396]","[0.6576, 0.5462]","[0.6587, 0.6526]","[0.738, 0.4929]","[0.7414, 0.4096]","[0.7372, 0.5095]","[0.7329, 0.5869]"
"[0.7048, 0.8985]","[0.5042, 0.8594]","[0.3086, 0.7698]","[0.1463, 0.6838]","[0.0267, 0.6265]","[0.3855, 0.4735]","[0.3277, 0.243]","[0.308, 0.1095]","[0.2939, -0.0105]","[0.5077, 0.4596]","[0.5062, 0.336]","[0.5552, 0.4871]","[0.5869, 0.6072]","[0.6256, 0.4688]","[0.6351, 0.3951]","[0.6569, 0.5464]","[0.6599, 0.6525]","[0.7373, 0.4913]","[0.7389, 0.4086]","[0.7361, 0.5105]","[0.7334, 0.588]"
"[0.7031, 0.9015]","[0.5005, 0.8607]","[0.305, 0.7704]","[0.1451, 0.6829]","[0.0257, 0.626]","[0.3845, 0.4763]","[0.3272, 0.2495]","[0.3076, 0.1179]","[0.2931, -0.0]","[0.5069, 0.4628]","[0.5057, 0.3337]","[0.5518, 0.4827]","[0.5813, 0.6036]","[0.6249, 0.4735]","[0.6365, 0.3964]","[0.6562, 0.5468]","[0.6581, 0.6551]","[0.7361, 0.4979]","[0.738, 0.4095]","[0.7348, 0.5099]","[0.7317, 0.5895]"
"[0.7008, 0.8953]","[0.5, 0.8596]","[0.3052, 0.7709]","[0.1446, 0.6847]","[0.0236, 0.6277]","[0.3819, 0.4736]","[0.3266, 0.2457]","[0.3079, 0.1114]","[0.2952, -0.008]","[0.506, 0.4589]","[0.5038, 0.3344]","[0.5497, 0.4833]","[0.5797, 0.6055]","[0.6241, 0.4679]","[0.6355, 0.3971]","[0.6555, 0.5458]","[0.6573, 0.6537]","[0.7355, 0.4896]","[0.7384, 0.4085]","[0.7353, 0.5078]","[0.7304, 0.5868]"
"[0.6988, 0.8952]","[0.4974, 0.8588]","[0.3008, 0.7696]","[0.1397, 0.6832]","[0.018, 0.627]","[0.3807, 0.4715]","[0.3269, 0.2434]","[0.3101, 0.1112]","[0.2988, -0.0072]","[0.5041, 0.4574]","[0.5013, 0.3337]","[0.5477, 0.4854]","[0.579, 0.6086]","[0.6222, 0.4673]","[0.6307, 0.397]","[0.6519, 0.5459]","[0.6562, 0.654]","[0.7339, 0.4905]","[0.7345, 0.4085]","[0.733, 0.5088]","[0.7311, 0.5884]"
"[0.6974, 0.8984]","[0.4945, 0.8611]","[0.2974, 0.7691]","[0.1363, 0.6806]","[0.0134, 0.6267]","[0.3797, 0.4745]","[0.3255, 0.2498]","[0.3071, 0.1196]","[0.294, 0.0025]","[0.5021, 0.4601]","[0.4992, 0.3344]","[0.5463, 0.4834]","[0.5784, 0.6057]","[0.6197, 0.4704]","[0.6294, 0.3964]","[0.6519, 0.5439]","[0.6577, 0.6526]","[0.7319, 0.4943]","[0.7325, 0.4073]","[0.7319, 0.5045]","[0.7311, 0.5843]"
"[0.6951, 0.8971]","[0.4931, 0.8601]","[0.2986, 0.7707]","[0.1411, 0.6846]","[0.0207, 0.6302]","[0.3771, 0.4747]","[0.3242, 0.2481]","[0.3053, 0.114]","[0.2919, -0.0059]","[0.5003, 0.4617]","[0.4988, 0.3367]","[0.5434, 0.4867]","[0.5727, 0.6113]","[0.6184, 0.4719]","[0.629, 0.3983]","[0.6505, 0.5473]","[0.6546, 0.6594]","[0.7296, 0.496]","[0.7311, 0.407]","[0.7308, 0.5031]","[0.7294, 0.5847]"
"[0.695, 0.8951]","[0.4929, 0.8592]","[0.297, 0.7697]","[0.1382, 0.6834]","[0.0187, 0.6304]","[0.3765, 0.4782]","[0.3235, 0.2515]","[0.3053, 0.1186]","[0.2918, -0.0002]","[0.5001, 0.4639]","[0.4998, 0.3405]","[0.5431, 0.4901]","[0.5695, 0.6118]","[0.6181, 0.4725]","[0.6269, 0.3961]","[0.6479, 0.5456]","[0.6508, 0.655]","[0.7292, 0.495]","[0.7281, 0.4071]","[0.7282, 0.5064]","[0.7275, 0.5871]"
"[0.696, 0.8992]","[0.4917, 0.8576]","[0.2971, 0.7698]","[0.1383, 0.6841]","[0.02, 0.6279]","[0.3774, 0.4785]","[0.3241, 0.2519]","[0.3041, 0.1216]","[0.2889, 0.0045]","[0.5001, 0.4652]","[0.4985, 0.3374]","[0.5409, 0.4838]","[0.5672, 0.6063]","[0.6179, 0.4749]","[0.6287, 0.3968]","[0.6489, 0.5451]","[0.6512, 0.6573]","[0.7275, 0.4996]","[0.7309, 0.4041]","[0.7304, 0.501]","[0.7291, 0.5841]"
"[0.6952, 0.895]","[0.4933, 0.8619]","[0.2998, 0.7707]","[0.1418, 0.683]","[0.0218, 0.6296]","[0.3783, 0.4763]","[0.3221, 0.2545]","[0.3037, 0.1237]","[0.2906, 0.0068]","[0.4997, 0.4613]","[0.4973, 0.3376]","[0.5413, 0.4838]","[0.569, 0.6044]","[0.6175, 0.4685]","[0.6274, 0.3947]","[0.6458, 0.5441]","[0.6457, 0.6533]","[0.7293, 0.4896]","[0.73, 0.4052]","[0.725, 0.5043]","[0.718, 0.5844]"
"[0.6935, 0.8987]","[0.4917, 0.861]","[0.3001, 0.7706]","[0.1404, 0.6846]","[0.0194, 0.6294]","[0.3786, 0.4753]","[0.3239, 0.2541]","[0.3047, 0.1234]","[0.2903, 0.0057]","[0.5003, 0.4605]","[0.4964, 0.3358]","[0.5389, 0.4836]","[0.5666, 0.6047]","[0.6183, 0.4692]","[0.6266, 0.3945]","[0.6432, 0.5437]","[0.6432, 0.6532]","[0.7297, 0.4926]","[0.7279, 0.4059]","[0.7221, 0.5056]","[0.7167, 0.5876]"
"[0.6912, 0.8953]","[0.4936, 0.8626]","[0.2983, 0.7703]","[0.1377, 0.6851]","[0.0146, 0.632]","[0.3752, 0.4761]","[0.3202, 0.2499]","[0.3023, 0.1149]","[0.2897, -0.0068]","[0.4973, 0.4601]","[0.5003, 0.3398]","[0.5461, 0.4923]","[0.5716, 0.6134]","[0.6153, 0.4674]","[0.6304, 0.3943]","[0.6479, 0.5465]","[0.6444, 0.6565]","[0.7254, 0.4903]","[0.7301, 0.4079]","[0.7267, 0.5107]","[0.7188, 0.5922]"
"[0.6896, 0.893]","[0.4924, 0.8645]","[0.2953, 0.771]","[0.1367, 0.6822]","[0.0156, 0.6283]","[0.372, 0.4794]","[0.3161, 0.2467]","[0.2971, 0.1092]","[0.2831, -0.0141]","[0.4941, 0.463]","[0.4956, 0.3403]","[0.5437, 0.494]","[0.5706, 0.6138]","[0.6115, 0.4692]","[0.6239, 0.3911]","[0.6441, 0.5453]","[0.6423, 0.6543]","[0.7203, 0.4913]","[0.7228, 0.4063]","[0.7225, 0.5124]","[0.7177, 0.5946]"
"[0.6916, 0.9]","[0.4901, 0.8612]","[0.2971, 0.7695]","[0.137, 0.6802]","[0.0167, 0.626]","[0.3783, 0.4814]","[0.3225, 0.2593]","[0.3028, 0.1326]","[0.287, 0.0177]","[0.4989, 0.4646]","[0.4955, 0.3418]","[0.5421, 0.4888]","[0.5724, 0.606]","[0.6152, 0.4722]","[0.6238, 0.3953]","[0.6443, 0.5435]","[0.6475, 0.6493]","[0.7247, 0.4947]","[0.725, 0.4061]","[0.7229, 0.506]","[0.7213, 0.5846]"
"[0.6971, 0.9011]","[0.4976, 0.8695]","[0.2971, 0.7792]","[0.1394, 0.6924]","[0.0201, 0.6365]","[0.3754, 0.4895]","[0.3231, 0.2719]","[0.3038, 0.1466]","[0.2887, 0.0351]","[0.4943, 0.4702]","[0.4958, 0.3461]","[0.5448, 0.4871]","[0.5747, 0.6056]","[0.608, 0.4748]","[0.6245, 0.403]","[0.6474, 0.55]","[0.6507, 0.6608]","[0.7153, 0.4953]","[0.7214, 0.4126]","[0.7224, 0.5097]","[0.7195, 0.5908]"
"[0.6801, 0.9086]","[0.4786, 0.8734]","[0.2814, 0.782]","[0.1282, 0.6993]","[0.0148, 0.6498]","[0.366, 0.4921]","[0.3122, 0.2815]","[0.2922, 0.1558]","[0.2777, 0.0448]","[0.4859, 0.4741]","[0.4728, 0.3484]","[0.5212, 0.4876]","[0.556, 0.606]","[0.6014, 0.4804]","[0.602, 0.4041]","[0.6264, 0.5439]","[0.6354, 0.6519]","[0.711, 0.5027]","[0.7033, 0.4176]","[0.7039, 0.5077]","[0.7068, 0.5843]"
"[0.6787, 0.9047]","[0.468, 0.8626]","[0.2741, 0.7767]","[0.1166, 0.6906]","[-0.0009, 0.6458]","[0.3625, 0.4918]","[0.3076, 0.2797]","[0.2895, 0.1552]","[0.2778, 0.0412]","[0.482, 0.4728]","[0.4791, 0.3425]","[0.5216, 0.4884]","[0.5507, 0.6102]","[0.5979, 0.4801]","[0.6079, 0.4004]","[0.6272, 0.5439]","[0.6293, 0.6519]","[0.7061, 0.5041]","[0.7093, 0.4109]","[0.7054, 0.5046]","[0.7027, 0.5824]"
"[0.6864, 0.9061]","[0.4756, 0.8662]","[0.2783, 0.7733]","[0.1227, 0.687]","[0.0053, 0.6407]","[0.3724, 0.4907]","[0.3233, 0.282]","[0.302, 0.1593]","[0.2873, 0.0469]","[0.4927, 0.4743]","[0.4877, 0.3379]","[0.5235, 0.4831]","[0.5516, 0.6049]","[0.6085, 0.4827]","[0.6128, 0.399]","[0.629, 0.5448]","[0.6348, 0.6544]","[0.7206, 0.5073]","[0.7124, 0.411]","[0.7106, 0.5058]","[0.7125, 0.5871]"
"[0.7005, 0.9025]","[0.4892, 0.8615]","[0.2981, 0.7725]","[0.1433, 0.6861]","[0.0244, 0.6375]","[0.3851, 0.4892]","[0.3374, 0.2762]","[0.318, 0.1499]","[0.3046, 0.0339]","[0.5069, 0.4745]","[0.5077, 0.3379]","[0.5412, 0.4871]","[0.5661, 0.6111]","[0.6236, 0.4849]","[0.6363, 0.4]","[0.6478, 0.5474]","[0.6464, 0.6584]","[0.7329, 0.5113]","[0.7342, 0.4098]","[0.7283, 0.5058]","[0.7239, 0.5892]"
"[0.6984, 0.9036]","[0.4939, 0.8618]","[0.3041, 0.7725]","[0.1465, 0.6858]","[0.0288, 0.6385]","[0.3892, 0.4873]","[0.335, 0.2723]","[0.3151, 0.1465]","[0.3023, 0.0313]","[0.5093, 0.4713]","[0.5108, 0.3366]","[0.5486, 0.4832]","[0.5758, 0.6071]","[0.6251, 0.4813]","[0.6378, 0.4007]","[0.6531, 0.5475]","[0.6545, 0.6585]","[0.7327, 0.5085]","[0.7372, 0.4125]","[0.7329, 0.5068]","[0.7309, 0.5874]"
"[0.6934, 0.9058]","[0.4971, 0.8703]","[0.2998, 0.7748]","[0.1431, 0.6878]","[0.0243, 0.6425]","[0.3832, 0.4868]","[0.3319, 0.2717]","[0.3113, 0.1449]","[0.2972, 0.0323]","[0.5049, 0.4706]","[0.5005, 0.3391]","[0.5432, 0.4814]","[0.574, 0.6023]","[0.6213, 0.4794]","[0.6315, 0.4022]","[0.6488, 0.5478]","[0.6515, 0.657]","[0.7323, 0.5026]","[0.7306, 0.4132]","[0.7263, 0.508]","[0.7223, 0.5874]"
"[0.6949, 0.9103]","[0.4885, 0.8683]","[0.3031, 0.7792]","[0.1461, 0.6887]","[0.0276, 0.6383]","[0.3857, 0.4879]","[0.3312, 0.2665]","[0.3114, 0.1361]","[0.2966, 0.0155]","[0.506, 0.4714]","[0.5034, 0.3466]","[0.5426, 0.4959]","[0.5691, 0.6162]","[0.6222, 0.4801]","[0.6343, 0.404]","[0.6486, 0.5545]","[0.6449, 0.6613]","[0.7277, 0.5058]","[0.7345, 0.4144]","[0.7298, 0.5144]","[0.7256, 0.5925]"
"[0.6928, 0.9075]","[0.4945, 0.8739]","[0.3013, 0.7776]","[0.1438, 0.686]","[0.0222, 0.6349]","[0.3819, 0.4828]","[0.3292, 0.2598]","[0.3109, 0.1273]","[0.298, 0.0078]","[0.5043, 0.4682]","[0.5042, 0.3444]","[0.5434, 0.4969]","[0.5675, 0.6178]","[0.621, 0.4777]","[0.6342, 0.4021]","[0.6477, 0.5542]","[0.6437, 0.6599]","[0.7294, 0.503]","[0.7336, 0.4176]","[0.7294, 0.5199]","[0.7239, 0.5976]"
"[0.6913, 0.909]","[0.4911, 0.8731]","[0.297, 0.7762]","[0.1373, 0.6817]","[0.0117, 0.6332]","[0.3814, 0.4808]","[0.3309, 0.2579]","[0.3129, 0.1272]","[0.2991, 0.0084]","[0.504, 0.4663]","[0.5039, 0.3456]","[0.544, 0.4958]","[0.5685, 0.6146]","[0.6212, 0.4767]","[0.6351, 0.4029]","[0.6501, 0.5545]","[0.6478, 0.6616]","[0.7306, 0.5026]","[0.7336, 0.4168]","[0.7309, 0.5193]","[0.7274, 0.5996]"
"[0.6945, 0.9082]","[0.4943, 0.8761]","[0.2968, 0.7755]","[0.1374, 0.6816]","[0.0138, 0.6332]","[0.3835, 0.4842]","[0.3316, 0.2553]","[0.3148, 0.1188]","[0.3035, -0.0055]","[0.5061, 0.4702]","[0.5055, 0.3481]","[0.5473, 0.5005]","[0.5731, 0.6216]","[0.6245, 0.4796]","[0.6357, 0.4033]","[0.6532, 0.5558]","[0.6525, 0.6646]","[0.7361, 0.5049]","[0.7382, 0.4152]","[0.7364, 0.5177]","[0.7328, 0.5992]"
"[0.6928, 0.911]","[0.4943, 0.8759]","[0.3012, 0.7785]","[0.143, 0.686]","[0.0215, 0.6341]","[0.3838, 0.4831]","[0.3323, 0.2525]","[0.3161, 0.1143]","[0.3053, -0.0115]","[0.5069, 0.4702]","[0.5043, 0.3477]","[0.5488, 0.5029]","[0.5776, 0.6235]","[0.626, 0.4811]","[0.6358, 0.4055]","[0.6531, 0.5591]","[0.653, 0.6668]","[0.7373, 0.5079]","[0.7391, 0.4185]","[0.7347, 0.5229]","[0.7293, 0.6042]"
"[0.6954, 0.9104]","[0.4937, 0.8734]","[0.2975, 0.7768]","[0.1376, 0.6837]","[0.0147, 0.6305]","[0.3858, 0.4826]","[0.3322, 0.2556]","[0.3155, 0.1228]","[0.3039, 0.0026]","[0.5089, 0.4704]","[0.5091, 0.347]","[0.5522, 0.5009]","[0.5799, 0.6218]","[0.6265, 0.4821]","[0.6396, 0.4069]","[0.6567, 0.5612]","[0.6576, 0.6703]","[0.7377, 0.508]","[0.7403, 0.4197]","[0.7359, 0.5218]","[0.7314, 0.6026]"
"[0.6991, 0.9096]","[0.4961, 0.8731]","[0.2987, 0.779]","[0.1385, 0.6866]","[0.0144, 0.6332]","[0.3864, 0.4862]","[0.3331, 0.2605]","[0.3158, 0.1285]","[0.3045, 0.0082]","[0.5091, 0.4724]","[0.5051, 0.3461]","[0.5482, 0.4991]","[0.5783, 0.6209]","[0.6267, 0.483]","[0.6367, 0.4048]","[0.6555, 0.5585]","[0.659, 0.6694]","[0.738, 0.5079]","[0.7391, 0.416]","[0.736, 0.5178]","[0.7329, 0.6007]"
"[0.6956, 0.9082]","[0.4951, 0.8742]","[0.2988, 0.7769]","[0.1372, 0.6866]","[0.0109, 0.6385]","[0.382, 0.4807]","[0.3318, 0.2562]","[0.3127, 0.1235]","[0.2986, 0.0024]","[0.5061, 0.4671]","[0.5028, 0.348]","[0.547, 0.5039]","[0.5765, 0.6246]","[0.6253, 0.4778]","[0.634, 0.4066]","[0.651, 0.5617]","[0.6521, 0.6697]","[0.7387, 0.5032]","[0.7376, 0.4163]","[0.7322, 0.5225]","[0.7261, 0.6053]"
"[0.6926, 0.9092]","[0.4952, 0.8759]","[0.2998, 0.7786]","[0.1394, 0.6871]","[0.0138, 0.6388]","[0.3819, 0.4845]","[0.3314, 0.2591]","[0.3119, 0.1259]","[0.297, 0.0043]","[0.5055, 0.4696]","[0.5009, 0.3486]","[0.546, 0.5008]","[0.5763, 0.6214]","[0.6247, 0.4795]","[0.634, 0.4071]","[0.6532, 0.5594]","[0.6554, 0.6683]","[0.7375, 0.5048]","[0.7378, 0.4163]","[0.7349, 0.5198]","[0.73, 0.6034]"
"[0.6931, 0.9087]","[0.4934, 0.8744]","[0.2993, 0.7793]","[0.1411, 0.6887]","[0.0172, 0.6364]","[0.3822, 0.4825]","[0.3322, 0.255]","[0.313, 0.1194]","[0.2983, -0.004]","[0.5056, 0.4686]","[0.5015, 0.3476]","[0.5464, 0.4989]","[0.5757, 0.6192]","[0.6249, 0.4794]","[0.6346, 0.4067]","[0.6524, 0.5576]","[0.6529, 0.667]","[0.737, 0.5056]","[0.7381, 0.4169]","[0.7335, 0.5194]","[0.7268, 0.6042]"
"[0.6935, 0.9136]","[0.4914, 0.8744]","[0.2973, 0.7802]","[0.1391, 0.6901]","[0.0173, 0.6348]","[0.3838, 0.4844]","[0.3324, 0.2545]","[0.3138, 0.1188]","[0.3004, -0.0052]","[0.5076, 0.4727]","[0.5017, 0.346]","[0.5456, 0.4986]","[0.5757, 0.6211]","[0.6273, 0.4848]","[0.6344, 0.4058]","[0.6533, 0.5588]","[0.6556, 0.6702]","[0.7392, 0.5114]","[0.7389, 0.4139]","[0.7355, 0.5159]","[0.7316, 0.6015]"
"[0.695, 0.9117]","[0.4951, 0.8733]","[0.2993, 0.7776]","[0.14, 0.6866]","[0.0172, 0.6327]","[0.3856, 0.4833]","[0.3337, 0.2544]","[0.3164, 0.1197]","[0.3051, -0.0027]","[0.5102, 0.4706]","[0.5063, 0.3447]","[0.5476, 0.4975]","[0.5756, 0.6208]","[0.6295, 0.4817]","[0.6389, 0.4054]","[0.6549, 0.5587]","[0.6552, 0.6687]","[0.7419, 0.507]","[0.7434, 0.4143]","[0.7393, 0.5166]","[0.7345, 0.5995]"
"[0.6998, 0.9068]","[0.4985, 0.875]","[0.3058, 0.7835]","[0.1484, 0.694]","[0.0299, 0.6355]","[0.3872, 0.4832]","[0.3308, 0.2534]","[0.3122, 0.1167]","[0.2988, -0.0058]","[0.5084, 0.4685]","[0.5041, 0.3464]","[0.5474, 0.4955]","[0.5742, 0.6181]","[0.6255, 0.4761]","[0.6349, 0.4008]","[0.6524, 0.5519]","[0.6514, 0.6615]","[0.7375, 0.498]","[0.7374, 0.4125]","[0.7332, 0.5141]","[0.727, 0.5973]"
"[0.7027, 0.9044]","[0.5019, 0.8727]","[0.3081, 0.7808]","[0.1489, 0.6911]","[0.0284, 0.6341]","[0.3825, 0.4844]","[0.3262, 0.2545]","[0.3093, 0.1176]","[0.2975, -0.0052]","[0.5038, 0.4682]","[0.5021, 0.3442]","[0.5471, 0.4944]","[0.5743, 0.6164]","[0.621, 0.4747]","[0.6324, 0.3988]","[0.6492, 0.5525]","[0.647, 0.6627]","[0.7327, 0.4966]","[0.7332, 0.417]","[0.7276, 0.5243]","[0.7196, 0.6087]"
