"[0.6227, 0.9575]","[0.4007, 0.9156]","[0.2165, 0.8033]","[0.0629, 0.7333]","[-0.0682, 0.6926]","[0.3897, 0.4621]","[0.3632, 0.2059]","[0.3559, 0.0531]","[0.3524, -0.0654]","[0.5291, 0.4637]","[0.5489, 0.3042]","[0.5582, 0.4727]","[0.5614, 0.6089]","[0.6621, 0.4983]","[0.6792, 0.3651]","[0.6805, 0.526]","[0.6707, 0.6443]","[0.7864, 0.5521]","[0.8073, 0.413]","[0.7919, 0.5055]","[0.7685, 0.5991]"
"[0.576, 0.9864]","[0.3701, 0.8948]","[0.1754, 0.7701]","[-0.0276, 0.6946]","[-0.1993, 0.6711]","[0.3398, 0.4374]","[0.3265, 0.1812]","[0.3238, 0.0364]","[0.3244, -0.089]","[0.4822, 0.4421]","[0.5088, 0.3051]","[0.5245, 0.495]","[0.5274, 0.6338]","[0.6204, 0.4838]","[0.6532, 0.3596]","[0.6438, 0.5261]","[0.6183, 0.6503]","[0.7421, 0.5455]","[0.7816, 0.4262]","[0.7517, 0.5233]","[0.7175, 0.608]"
"[0.5733, 0.9762]","[0.3695, 0.8984]","[0.1811, 0.7729]","[-0.0078, 0.6916]","[-0.1674, 0.6559]","[0.3396, 0.4322]","[0.3258, 0.1704]","[0.3245, 0.0204]","[0.328, -0.1085]","[0.4836, 0.4386]","[0.511, 0.2967]","[0.5251, 0.486]","[0.5235, 0.6258]","[0.6225, 0.481]","[0.6538, 0.3577]","[0.6456, 0.5213]","[0.6175, 0.6432]","[0.7471, 0.5429]","[0.788, 0.4242]","[0.7601, 0.5163]","[0.722, 0.5962]"
"[0.5831, 0.9852]","[0.3771, 0.8874]","[0.1896, 0.7698]","[-0.0064, 0.692]","[-0.1707, 0.6594]","[0.3462, 0.4373]","[0.3268, 0.1845]","[0.327, 0.0416]","[0.3316, -0.0819]","[0.4848, 0.4412]","[0.5107, 0.3085]","[0.5276, 0.4966]","[0.5323, 0.6329]","[0.6226, 0.4815]","[0.6525, 0.3609]","[0.6444, 0.5235]","[0.622, 0.6419]","[0.7421, 0.5424]","[0.7813, 0.4264]","[0.7473, 0.5241]","[0.7162, 0.6051]"
"[0.5752, 0.9737]","[0.3729, 0.892]","[0.1872, 0.7719]","[0.004, 0.6896]","[-0.1469, 0.6467]","[0.3462, 0.4296]","[0.3308, 0.1739]","[0.3322, 0.0284]","[0.3405, -0.099]","[0.4885, 0.4354]","[0.5142, 0.2987]","[0.5304, 0.4885]","[0.5334, 0.6262]","[0.6277, 0.4778]","[0.6551, 0.3572]","[0.6486, 0.518]","[0.6253, 0.6343]","[0.7498, 0.5407]","[0.7906, 0.4228]","[0.7585, 0.5135]","[0.7233, 0.5885]"
"[0.5853, 0.9836]","[0.383, 0.8933]","[0.197, 0.7684]","[0.006, 0.6906]","[-0.1562, 0.6648]","[0.3534, 0.4368]","[0.3302, 0.1882]","[0.3241, 0.0459]","[0.3216, -0.0761]","[0.4922, 0.4432]","[0.5158, 0.309]","[0.5335, 0.498]","[0.5372, 0.6348]","[0.6293, 0.4855]","[0.6592, 0.3598]","[0.6523, 0.5213]","[0.6296, 0.6414]","[0.751, 0.547]","[0.7899, 0.4239]","[0.7587, 0.5151]","[0.7261, 0.5949]"
"[0.5854, 0.9811]","[0.3805, 0.8909]","[0.1872, 0.7642]","[-0.0056, 0.6868]","[-0.164, 0.6563]","[0.3486, 0.4282]","[0.326, 0.1731]","[0.3199, 0.0289]","[0.3174, -0.0945]","[0.4883, 0.434]","[0.5145, 0.3018]","[0.5316, 0.497]","[0.5351, 0.6357]","[0.627, 0.477]","[0.6566, 0.3552]","[0.6485, 0.5212]","[0.6245, 0.6378]","[0.7482, 0.5404]","[0.7865, 0.4207]","[0.7527, 0.5202]","[0.7205, 0.5988]"
"[0.5873, 0.988]","[0.3812, 0.8919]","[0.1833, 0.7619]","[-0.0212, 0.6883]","[-0.1916, 0.6697]","[0.3476, 0.4324]","[0.3339, 0.176]","[0.3306, 0.032]","[0.3308, -0.0934]","[0.4902, 0.4372]","[0.5193, 0.3056]","[0.5354, 0.4966]","[0.5387, 0.6346]","[0.6281, 0.4777]","[0.6601, 0.3578]","[0.6515, 0.5235]","[0.6271, 0.6451]","[0.7484, 0.5369]","[0.7883, 0.4196]","[0.757, 0.5189]","[0.7245, 0.6019]"
"[0.5878, 0.9862]","[0.3833, 0.8986]","[0.1869, 0.7667]","[-0.0103, 0.6878]","[-0.1725, 0.6598]","[0.3479, 0.4365]","[0.3334, 0.1794]","[0.3287, 0.0337]","[0.3283, -0.0934]","[0.4901, 0.4397]","[0.5209, 0.3028]","[0.5376, 0.4942]","[0.5393, 0.6338]","[0.6287, 0.4798]","[0.6614, 0.3577]","[0.6532, 0.5233]","[0.6275, 0.6443]","[0.7518, 0.5406]","[0.7921, 0.4206]","[0.76, 0.5158]","[0.7241, 0.5969]"
"[0.5796, 0.9725]","[0.3759, 0.8928]","[0.1866, 0.7678]","[-0.0, 0.6876]","[-0.1591, 0.6566]","[0.3491, 0.4301]","[0.3338, 0.1777]","[0.3306, 0.0337]","[0.3273, -0.0909]","[0.4891, 0.4357]","[0.5172, 0.2992]","[0.5351, 0.4848]","[0.5357, 0.619]","[0.6244, 0.4765]","[0.6599, 0.3576]","[0.6516, 0.5178]","[0.6246, 0.6355]","[0.7475, 0.5361]","[0.7859, 0.4198]","[0.7577, 0.5163]","[0.7226, 0.5988]"
"[0.5843, 0.9796]","[0.3788, 0.8923]","[0.1849, 0.761]","[-0.0142, 0.6874]","[-0.1848, 0.6697]","[0.3519, 0.434]","[0.3375, 0.1815]","[0.3354, 0.0335]","[0.3353, -0.0929]","[0.4925, 0.4393]","[0.5185, 0.3029]","[0.5366, 0.4891]","[0.5403, 0.6205]","[0.6291, 0.4809]","[0.6584, 0.358]","[0.6536, 0.5177]","[0.6317, 0.6349]","[0.7525, 0.5419]","[0.7893, 0.4249]","[0.7617, 0.518]","[0.7283, 0.5968]"
"[0.5784, 0.9667]","[0.3771, 0.894]","[0.189, 0.7729]","[0.0002, 0.6961]","[-0.1636, 0.6735]","[0.3524, 0.4366]","[0.3387, 0.1772]","[0.3361, 0.0288]","[0.3374, -0.0998]","[0.4934, 0.4399]","[0.521, 0.3033]","[0.5387, 0.4866]","[0.5424, 0.6237]","[0.6281, 0.4795]","[0.6616, 0.3585]","[0.6565, 0.5181]","[0.6341, 0.641]","[0.7517, 0.5382]","[0.7949, 0.4189]","[0.7698, 0.5073]","[0.7345, 0.5883]"
"[0.5845, 0.9751]","[0.3795, 0.8896]","[0.1812, 0.7614]","[-0.0223, 0.6942]","[-0.1992, 0.682]","[0.3513, 0.4362]","[0.3319, 0.1863]","[0.3254, 0.0434]","[0.3209, -0.0797]","[0.4936, 0.44]","[0.5176, 0.3129]","[0.536, 0.4985]","[0.5423, 0.6345]","[0.6291, 0.4802]","[0.6597, 0.3628]","[0.6527, 0.5213]","[0.6316, 0.6427]","[0.7516, 0.5375]","[0.7868, 0.4241]","[0.758, 0.5198]","[0.7255, 0.6045]"
"[0.5801, 0.9695]","[0.3774, 0.8939]","[0.1842, 0.7699]","[-0.0122, 0.6985]","[-0.1797, 0.6811]","[0.3509, 0.4361]","[0.3373, 0.1759]","[0.3335, 0.0277]","[0.3347, -0.1001]","[0.4932, 0.4398]","[0.5191, 0.305]","[0.5347, 0.49]","[0.5379, 0.6266]","[0.6297, 0.4801]","[0.6605, 0.3587]","[0.6539, 0.5191]","[0.6306, 0.6405]","[0.7533, 0.5405]","[0.7941, 0.4254]","[0.766, 0.516]","[0.7296, 0.5968]"
"[0.59, 0.9712]","[0.3834, 0.8903]","[0.1869, 0.7664]","[-0.016, 0.6951]","[-0.1875, 0.6819]","[0.3564, 0.4383]","[0.3429, 0.1835]","[0.3394, 0.0386]","[0.3397, -0.0887]","[0.4977, 0.4397]","[0.5269, 0.3093]","[0.544, 0.4947]","[0.5488, 0.6322]","[0.632, 0.4781]","[0.6661, 0.3638]","[0.6591, 0.5256]","[0.6375, 0.6485]","[0.7535, 0.5364]","[0.7946, 0.4255]","[0.7654, 0.5218]","[0.7298, 0.6069]"
"[0.5891, 0.9715]","[0.3822, 0.891]","[0.1899, 0.7701]","[-0.0056, 0.6962]","[-0.1707, 0.6752]","[0.3558, 0.4356]","[0.3418, 0.1773]","[0.3362, 0.0286]","[0.3354, -0.1018]","[0.4972, 0.4386]","[0.5276, 0.3116]","[0.5447, 0.4972]","[0.5478, 0.6314]","[0.6332, 0.4777]","[0.6672, 0.3634]","[0.6592, 0.526]","[0.6344, 0.646]","[0.7542, 0.5379]","[0.796, 0.4267]","[0.7659, 0.5241]","[0.7295, 0.6068]"
"[0.5897, 0.9738]","[0.3833, 0.8897]","[0.1949, 0.7724]","[-0.0009, 0.6973]","[-0.1679, 0.6765]","[0.3576, 0.4374]","[0.3404, 0.1849]","[0.3383, 0.0416]","[0.3403, -0.0836]","[0.4968, 0.4401]","[0.5241, 0.3142]","[0.5435, 0.4993]","[0.5491, 0.6332]","[0.6324, 0.4794]","[0.6643, 0.3643]","[0.6585, 0.5276]","[0.636, 0.6484]","[0.7523, 0.54]","[0.7919, 0.4267]","[0.7615, 0.5244]","[0.7269, 0.6079]"
"[0.5902, 0.9805]","[0.3834, 0.8884]","[0.1918, 0.7672]","[-0.0115, 0.6928]","[-0.1853, 0.6751]","[0.3595, 0.4358]","[0.3407, 0.1822]","[0.336, 0.0384]","[0.3367, -0.0874]","[0.4978, 0.4403]","[0.5242, 0.3104]","[0.541, 0.4981]","[0.5457, 0.6335]","[0.6345, 0.4823]","[0.6631, 0.3648]","[0.6577, 0.5317]","[0.635, 0.6539]","[0.7527, 0.5457]","[0.7955, 0.4286]","[0.7646, 0.5225]","[0.7306, 0.603]"
"[0.5892, 0.9811]","[0.3816, 0.8881]","[0.1866, 0.7676]","[-0.0172, 0.693]","[-0.189, 0.677]","[0.3556, 0.4373]","[0.3345, 0.1838]","[0.3291, 0.0415]","[0.3271, -0.0829]","[0.4928, 0.4395]","[0.5187, 0.3121]","[0.5372, 0.4976]","[0.5422, 0.6327]","[0.6283, 0.4798]","[0.66, 0.3629]","[0.6524, 0.5274]","[0.6285, 0.6492]","[0.7462, 0.5413]","[0.7894, 0.4259]","[0.7569, 0.5223]","[0.7231, 0.6051]"
"[0.5832, 0.976]","[0.3781, 0.8927]","[0.1839, 0.7687]","[-0.0156, 0.6942]","[-0.1837, 0.6772]","[0.3531, 0.437]","[0.338, 0.1817]","[0.3354, 0.0385]","[0.3359, -0.0857]","[0.4931, 0.4415]","[0.5229, 0.3125]","[0.5441, 0.4972]","[0.5474, 0.6335]","[0.6286, 0.482]","[0.6621, 0.3652]","[0.6585, 0.5277]","[0.6328, 0.6495]","[0.749, 0.5428]","[0.7915, 0.4257]","[0.765, 0.5188]","[0.7295, 0.601]"
"[0.5834, 0.9753]","[0.3787, 0.8897]","[0.1837, 0.7662]","[-0.0215, 0.6937]","[-0.1977, 0.6844]","[0.3539, 0.4383]","[0.3354, 0.1842]","[0.3307, 0.0406]","[0.3295, -0.0833]","[0.493, 0.4419]","[0.5219, 0.3147]","[0.5418, 0.4987]","[0.5461, 0.6323]","[0.6279, 0.4816]","[0.6603, 0.3627]","[0.6544, 0.5216]","[0.6304, 0.6416]","[0.7477, 0.5416]","[0.7918, 0.4244]","[0.7617, 0.5163]","[0.7251, 0.5988]"
"[0.5899, 0.9767]","[0.3865, 0.893]","[0.1929, 0.7752]","[-0.0091, 0.6994]","[-0.1792, 0.6796]","[0.3495, 0.4384]","[0.3309, 0.1831]","[0.3267, 0.0403]","[0.3271, -0.0852]","[0.4918, 0.4395]","[0.5244, 0.3138]","[0.541, 0.4999]","[0.5417, 0.6381]","[0.6286, 0.4778]","[0.6644, 0.3615]","[0.6543, 0.5277]","[0.6265, 0.6537]","[0.7485, 0.536]","[0.7935, 0.4227]","[0.7627, 0.5217]","[0.7264, 0.6078]"
"[0.5982, 0.9778]","[0.3911, 0.8873]","[0.1994, 0.7761]","[0.0011, 0.6965]","[-0.1608, 0.6703]","[0.3535, 0.439]","[0.3329, 0.1842]","[0.3249, 0.0433]","[0.3227, -0.0822]","[0.4929, 0.4407]","[0.5241, 0.3139]","[0.5416, 0.5006]","[0.5458, 0.6395]","[0.6293, 0.4796]","[0.6644, 0.3634]","[0.6557, 0.5328]","[0.6307, 0.6584]","[0.7466, 0.5388]","[0.7916, 0.4232]","[0.7594, 0.5249]","[0.7265, 0.611]"
"[0.5991, 0.9768]","[0.3905, 0.8887]","[0.2005, 0.7775]","[0.0041, 0.6951]","[-0.1548, 0.6597]","[0.3543, 0.4365]","[0.3334, 0.1756]","[0.3254, 0.0305]","[0.3254, -0.0986]","[0.4927, 0.4414]","[0.5227, 0.3126]","[0.5372, 0.5001]","[0.541, 0.6396]","[0.6289, 0.4821]","[0.6621, 0.3651]","[0.6511, 0.5353]","[0.6247, 0.6606]","[0.7457, 0.5424]","[0.7898, 0.4228]","[0.7562, 0.5264]","[0.7228, 0.6141]"
"[0.5979, 0.9816]","[0.3898, 0.8933]","[0.1961, 0.7756]","[-0.0065, 0.6937]","[-0.1735, 0.6619]","[0.3538, 0.4377]","[0.3328, 0.1775]","[0.3246, 0.0328]","[0.3241, -0.0947]","[0.4928, 0.4439]","[0.5268, 0.314]","[0.5426, 0.5004]","[0.5455, 0.6397]","[0.6271, 0.4854]","[0.6643, 0.3673]","[0.6551, 0.5373]","[0.6291, 0.665]","[0.7433, 0.5457]","[0.7881, 0.4278]","[0.7588, 0.5306]","[0.7274, 0.6201]"
"[0.5948, 0.9782]","[0.3876, 0.893]","[0.1933, 0.7728]","[-0.0066, 0.692]","[-0.1704, 0.6629]","[0.3507, 0.4385]","[0.3285, 0.1796]","[0.3211, 0.0351]","[0.3207, -0.0928]","[0.491, 0.4407]","[0.5286, 0.3146]","[0.5447, 0.5028]","[0.546, 0.6396]","[0.627, 0.4792]","[0.6648, 0.3666]","[0.6537, 0.5358]","[0.626, 0.6589]","[0.7454, 0.5386]","[0.7914, 0.4242]","[0.7587, 0.5273]","[0.7234, 0.6133]"
"[0.5952, 0.9764]","[0.3855, 0.8867]","[0.1909, 0.77]","[-0.0104, 0.6895]","[-0.1772, 0.6642]","[0.3515, 0.4385]","[0.3288, 0.1831]","[0.3233, 0.0419]","[0.3246, -0.0831]","[0.4913, 0.4394]","[0.5248, 0.3141]","[0.5403, 0.5042]","[0.5436, 0.6411]","[0.6285, 0.478]","[0.661, 0.3636]","[0.651, 0.5336]","[0.6261, 0.6554]","[0.746, 0.5384]","[0.7892, 0.4244]","[0.755, 0.5282]","[0.7215, 0.6122]"
"[0.5986, 0.9788]","[0.3917, 0.8945]","[0.1966, 0.7729]","[-0.0058, 0.6951]","[-0.1734, 0.6704]","[0.3507, 0.4393]","[0.3288, 0.1793]","[0.3213, 0.0346]","[0.3201, -0.0929]","[0.4901, 0.4394]","[0.5261, 0.3166]","[0.5445, 0.5078]","[0.5484, 0.6448]","[0.6268, 0.4764]","[0.6618, 0.3654]","[0.6531, 0.5369]","[0.6278, 0.6581]","[0.7453, 0.5354]","[0.7902, 0.4226]","[0.7569, 0.5285]","[0.7227, 0.613]"
"[0.5981, 0.9785]","[0.3904, 0.8954]","[0.1945, 0.7727]","[-0.0082, 0.6949]","[-0.178, 0.6695]","[0.3535, 0.4378]","[0.3324, 0.1774]","[0.3281, 0.0319]","[0.3305, -0.095]","[0.4944, 0.441]","[0.5317, 0.3189]","[0.5499, 0.5073]","[0.5523, 0.6446]","[0.6308, 0.4792]","[0.6662, 0.3671]","[0.6573, 0.5355]","[0.6297, 0.657]","[0.7491, 0.5383]","[0.7952, 0.4253]","[0.7628, 0.5293]","[0.7262, 0.6147]"
"[0.5977, 0.9778]","[0.3918, 0.8954]","[0.1974, 0.7745]","[-0.0045, 0.6976]","[-0.1735, 0.6743]","[0.3549, 0.4382]","[0.3336, 0.1826]","[0.3294, 0.0384]","[0.3311, -0.0877]","[0.4955, 0.4409]","[0.5307, 0.3157]","[0.5487, 0.5046]","[0.5514, 0.64]","[0.6324, 0.4797]","[0.6656, 0.364]","[0.6568, 0.5326]","[0.6314, 0.6529]","[0.7531, 0.5402]","[0.7954, 0.4246]","[0.763, 0.5278]","[0.7279, 0.6126]"
"[0.5993, 0.9823]","[0.393, 0.895]","[0.197, 0.7721]","[-0.0103, 0.6931]","[-0.1833, 0.6689]","[0.3554, 0.439]","[0.3365, 0.1884]","[0.3319, 0.0457]","[0.3336, -0.0801]","[0.4959, 0.442]","[0.5297, 0.3153]","[0.5465, 0.5068]","[0.5494, 0.64]","[0.6337, 0.4817]","[0.6673, 0.3651]","[0.6571, 0.5326]","[0.6307, 0.6521]","[0.754, 0.5427]","[0.7968, 0.422]","[0.7634, 0.5231]","[0.7269, 0.6082]"
"[0.597, 0.9858]","[0.3897, 0.8919]","[0.1954, 0.7737]","[-0.0127, 0.6947]","[-0.1844, 0.6729]","[0.352, 0.4412]","[0.3336, 0.1889]","[0.3287, 0.0449]","[0.3296, -0.0834]","[0.4926, 0.4416]","[0.5251, 0.313]","[0.5399, 0.5049]","[0.5401, 0.6356]","[0.6314, 0.4811]","[0.6629, 0.3627]","[0.6521, 0.5318]","[0.6245, 0.6496]","[0.7497, 0.5442]","[0.791, 0.4241]","[0.757, 0.5281]","[0.7228, 0.6113]"
"[0.5946, 0.9837]","[0.3885, 0.8918]","[0.1951, 0.7722]","[-0.0102, 0.6939]","[-0.1826, 0.6713]","[0.3498, 0.4429]","[0.331, 0.1873]","[0.3257, 0.0402]","[0.3251, -0.0886]","[0.4911, 0.4432]","[0.5253, 0.3159]","[0.5439, 0.5062]","[0.5452, 0.6368]","[0.6307, 0.4808]","[0.6638, 0.3648]","[0.656, 0.5313]","[0.628, 0.647]","[0.7494, 0.5411]","[0.7944, 0.4228]","[0.7611, 0.5246]","[0.7248, 0.606]"
"[0.5963, 0.9888]","[0.3882, 0.8924]","[0.1976, 0.7777]","[-0.0043, 0.6948]","[-0.1722, 0.6681]","[0.3555, 0.4392]","[0.3351, 0.1852]","[0.3285, 0.0408]","[0.3275, -0.0894]","[0.4967, 0.44]","[0.5269, 0.3145]","[0.5343, 0.5056]","[0.5298, 0.6404]","[0.635, 0.48]","[0.6645, 0.3662]","[0.649, 0.537]","[0.6186, 0.6585]","[0.752, 0.5424]","[0.7916, 0.4226]","[0.7553, 0.526]","[0.7203, 0.6099]"
"[0.6016, 0.9841]","[0.3939, 0.8919]","[0.2018, 0.7758]","[0.0008, 0.6952]","[-0.1646, 0.6692]","[0.3571, 0.436]","[0.3363, 0.1817]","[0.3325, 0.0395]","[0.335, -0.0876]","[0.4975, 0.4384]","[0.5268, 0.3103]","[0.5371, 0.5006]","[0.5352, 0.6369]","[0.6359, 0.4788]","[0.6651, 0.3648]","[0.6528, 0.5349]","[0.6246, 0.6552]","[0.7543, 0.541]","[0.7942, 0.4227]","[0.7591, 0.5241]","[0.7244, 0.6059]"
