[0.6032, 0.9311],[0.4057, 0.8804],[0.2317, 0.7773],[0.0759, 0.7244],[-0.0542, 0.7016],[0.3832, 0.4476],[0.3522, 0.2071],[0.3368, 0.0649],[0.3322, -0.049],[0.5113, 0.4496],[0.5474, 0.2954],[0.5616, 0.4478],[0.5653, 0.5757],[0.6323, 0.4871],[0.6655, 0.3651],[0.6674, 0.5095],[0.6549, 0.6174],[0.7427, 0.544],[0.7784, 0.4284],[0.7639, 0.5238],[0.7382, 0.6157]
[0.5784, 0.9483],[0.3968, 0.8749],[0.2186, 0.7601],[0.0317, 0.6988],[-0.1263, 0.689],[0.3627, 0.4349],[0.342, 0.1953],[0.3354, 0.0525],[0.3387, -0.0739],[0.4966, 0.4422],[0.5303, 0.2826],[0.5355, 0.4525],[0.5332, 0.5868],[0.6218, 0.4873],[0.6591, 0.3705],[0.6434, 0.5203],[0.6151, 0.6364],[0.7342, 0.5496],[0.7721, 0.444],[0.7409, 0.5341],[0.6998, 0.6164]
[0.5812, 0.9494],[0.4017, 0.8881],[0.231, 0.7711],[0.059, 0.7074],[-0.0904, 0.699],[0.3641, 0.4431],[0.3383, 0.2091],[0.3271, 0.0691],[0.327, -0.0558],[0.4958, 0.4483],[0.5304, 0.2854],[0.5309, 0.4544],[0.5261, 0.585],[0.6206, 0.4916],[0.6575, 0.3666],[0.6378, 0.5134],[0.6106, 0.6258],[0.7363, 0.5548],[0.769, 0.4393],[0.739, 0.5271],[0.702, 0.6094]
[0.5841, 0.9499],[0.3984, 0.881],[0.2224, 0.7622],[0.0408, 0.6984],[-0.1135, 0.6863],[0.365, 0.4383],[0.3385, 0.2047],[0.3258, 0.0639],[0.3249, -0.062],[0.4954, 0.4457],[0.5345, 0.2877],[0.532, 0.4598],[0.5251, 0.5895],[0.6198, 0.4911],[0.6599, 0.3685],[0.6366, 0.5165],[0.6079, 0.6281],[0.7335, 0.5562],[0.7689, 0.4399],[0.737, 0.5314],[0.7018, 0.6146]
[0.5784, 0.9484],[0.3993, 0.8811],[0.2281, 0.7677],[0.0522, 0.7021],[-0.0985, 0.6838],[0.3636, 0.4393],[0.3398, 0.2072],[0.3283, 0.0672],[0.3275, -0.057],[0.4944, 0.4458],[0.5322, 0.2885],[0.5328, 0.4574],[0.5268, 0.5882],[0.6185, 0.4893],[0.66, 0.3704],[0.6387, 0.519],[0.6093, 0.633],[0.7326, 0.5517],[0.7698, 0.4394],[0.7389, 0.5295],[0.7008, 0.6131]
[0.5837, 0.9505],[0.4026, 0.884],[0.2281, 0.768],[0.0518, 0.7018],[-0.0974, 0.6896],[0.3632, 0.4388],[0.3367, 0.2061],[0.3259, 0.0683],[0.3265, -0.0544],[0.4934, 0.4466],[0.5333, 0.287],[0.5327, 0.459],[0.5256, 0.5886],[0.6174, 0.4916],[0.6608, 0.3696],[0.6381, 0.5223],[0.6076, 0.636],[0.7314, 0.5559],[0.7697, 0.4417],[0.7388, 0.5348],[0.7021, 0.6183]
[0.5807, 0.944],[0.396, 0.8778],[0.2218, 0.765],[0.0448, 0.6976],[-0.1082, 0.6791],[0.3638, 0.4344],[0.3398, 0.2034],[0.3284, 0.0662],[0.3273, -0.0548],[0.4953, 0.443],[0.5338, 0.2885],[0.5334, 0.4585],[0.5263, 0.5872],[0.6192, 0.4884],[0.6631, 0.3713],[0.6394, 0.5226],[0.6077, 0.6355],[0.7325, 0.5521],[0.7721, 0.4403],[0.7415, 0.535],[0.7041, 0.6199]
[0.5847, 0.9457],[0.4025, 0.8792],[0.2303, 0.7688],[0.0523, 0.703],[-0.0995, 0.6908],[0.3641, 0.4383],[0.3386, 0.2094],[0.3282, 0.0745],[0.3283, -0.0441],[0.4954, 0.4446],[0.5326, 0.2889],[0.5348, 0.4608],[0.5295, 0.5886],[0.6193, 0.4883],[0.6609, 0.3707],[0.6399, 0.5234],[0.6095, 0.6363],[0.7324, 0.5508],[0.7709, 0.4432],[0.7402, 0.5363],[0.7023, 0.6182]
[0.5839, 0.9454],[0.4001, 0.8749],[0.2236, 0.7615],[0.04, 0.6947],[-0.1172, 0.6799],[0.3641, 0.4364],[0.3392, 0.212],[0.3271, 0.0791],[0.3251, -0.0387],[0.4946, 0.4431],[0.5313, 0.2889],[0.5333, 0.46],[0.5292, 0.586],[0.6182, 0.4875],[0.6598, 0.3712],[0.6392, 0.5218],[0.6108, 0.6336],[0.7313, 0.5502],[0.7685, 0.4419],[0.7377, 0.5331],[0.7021, 0.6141]
[0.5813, 0.9428],[0.3989, 0.8783],[0.2234, 0.7646],[0.041, 0.6977],[-0.1167, 0.6826],[0.3632, 0.4372],[0.3394, 0.2089],[0.3286, 0.0709],[0.3285, -0.0509],[0.494, 0.443],[0.5254, 0.2904],[0.5294, 0.4577],[0.5279, 0.5855],[0.6187, 0.4867],[0.6571, 0.371],[0.6403, 0.5193],[0.6133, 0.6318],[0.7346, 0.5497],[0.771, 0.4463],[0.7409, 0.5342],[0.7024, 0.6134]
[0.5781, 0.9484],[0.3967, 0.8808],[0.2231, 0.766],[0.0404, 0.6993],[-0.1173, 0.685],[0.362, 0.4385],[0.3401, 0.2057],[0.3305, 0.0647],[0.3324, -0.0598],[0.493, 0.4457],[0.5279, 0.2903],[0.53, 0.4597],[0.5265, 0.5888],[0.6177, 0.491],[0.6581, 0.3735],[0.6385, 0.5222],[0.6088, 0.6354],[0.7316, 0.5547],[0.7705, 0.447],[0.7381, 0.536],[0.6977, 0.6177]
[0.5785, 0.951],[0.3965, 0.8799],[0.2218, 0.7654],[0.0353, 0.6991],[-0.126, 0.6856],[0.3624, 0.4384],[0.3407, 0.2053],[0.3318, 0.0661],[0.333, -0.0566],[0.493, 0.4463],[0.5293, 0.2909],[0.5333, 0.4612],[0.5295, 0.5885],[0.617, 0.4915],[0.6582, 0.375],[0.6398, 0.5242],[0.6094, 0.6362],[0.7296, 0.5546],[0.7677, 0.4473],[0.7373, 0.5367],[0.6985, 0.6171]
[0.5763, 0.9518],[0.3945, 0.8805],[0.2186, 0.7647],[0.0349, 0.6976],[-0.1244, 0.6839],[0.3616, 0.4401],[0.3384, 0.2045],[0.3282, 0.0626],[0.3286, -0.0626],[0.4934, 0.4471],[0.5265, 0.2912],[0.5306, 0.461],[0.5286, 0.5911],[0.6176, 0.4922],[0.6569, 0.3758],[0.6393, 0.5235],[0.6117, 0.6371],[0.7312, 0.5555],[0.7696, 0.4484],[0.7386, 0.5354],[0.699, 0.6156]
[0.5738, 0.9518],[0.3913, 0.8795],[0.2153, 0.7608],[0.0286, 0.6958],[-0.1333, 0.6838],[0.3622, 0.4393],[0.3391, 0.2049],[0.3279, 0.067],[0.3271, -0.0549],[0.494, 0.4469],[0.5296, 0.2909],[0.5317, 0.4646],[0.5274, 0.595],[0.618, 0.4926],[0.6573, 0.3754],[0.6384, 0.5257],[0.6105, 0.6389],[0.7302, 0.5563],[0.7673, 0.4476],[0.7369, 0.5389],[0.6995, 0.6214]
[0.5741, 0.9507],[0.3952, 0.8874],[0.2207, 0.7704],[0.0421, 0.706],[-0.1113, 0.6948],[0.3608, 0.4441],[0.3349, 0.2154],[0.3251, 0.0829],[0.326, -0.0321],[0.4942, 0.4518],[0.5257, 0.2902],[0.5279, 0.4568],[0.5256, 0.5869],[0.6194, 0.4979],[0.6549, 0.3788],[0.6379, 0.5273],[0.6126, 0.6406],[0.7349, 0.5616],[0.7696, 0.4514],[0.74, 0.5362],[0.7032, 0.6145]
[0.5782, 0.9469],[0.3921, 0.8817],[0.2129, 0.7629],[0.024, 0.7014],[-0.1407, 0.6882],[0.3593, 0.4436],[0.3352, 0.209],[0.3263, 0.0695],[0.3278, -0.0517],[0.4927, 0.4523],[0.5298, 0.2921],[0.5296, 0.4641],[0.5233, 0.5952],[0.6179, 0.4971],[0.655, 0.3816],[0.6374, 0.5318],[0.6101, 0.6427],[0.731, 0.5576],[0.7611, 0.4504],[0.734, 0.5428],[0.7012, 0.6227]
[0.5776, 0.95],[0.3943, 0.8859],[0.2176, 0.77],[0.0332, 0.7049],[-0.1248, 0.6899],[0.3584, 0.4437],[0.3379, 0.2075],[0.3334, 0.0685],[0.3406, -0.053],[0.4933, 0.4514],[0.5205, 0.2951],[0.5249, 0.4608],[0.5251, 0.5917],[0.6194, 0.496],[0.6517, 0.378],[0.6382, 0.5259],[0.6132, 0.64],[0.7335, 0.5582],[0.7681, 0.453],[0.7405, 0.5395],[0.7038, 0.6178]
[0.578, 0.9562],[0.3953, 0.8876],[0.2172, 0.7687],[0.0342, 0.7042],[-0.1212, 0.6967],[0.3603, 0.4459],[0.3383, 0.2156],[0.3309, 0.0794],[0.3353, -0.0411],[0.4947, 0.4537],[0.5249, 0.2908],[0.5262, 0.4614],[0.5253, 0.5946],[0.6198, 0.5002],[0.6548, 0.3823],[0.6365, 0.5339],[0.611, 0.6501],[0.7326, 0.5645],[0.7669, 0.4541],[0.7374, 0.5438],[0.7015, 0.6269]
[0.5789, 0.9509],[0.3972, 0.8863],[0.2199, 0.7706],[0.0376, 0.7053],[-0.1187, 0.6927],[0.3608, 0.4456],[0.3389, 0.2148],[0.3299, 0.078],[0.3312, -0.0423],[0.4935, 0.4521],[0.5252, 0.2945],[0.5288, 0.465],[0.5275, 0.5978],[0.6183, 0.4964],[0.6547, 0.3807],[0.6402, 0.5319],[0.6159, 0.6478],[0.7319, 0.5584],[0.7673, 0.451],[0.741, 0.5387],[0.7071, 0.6195]
[0.5784, 0.9487],[0.3986, 0.8875],[0.2237, 0.7739],[0.0423, 0.7087],[-0.1153, 0.6932],[0.3628, 0.4458],[0.3387, 0.2139],[0.3264, 0.0759],[0.3255, -0.0452],[0.4958, 0.4522],[0.528, 0.2939],[0.5303, 0.4649],[0.5277, 0.5984],[0.6207, 0.4974],[0.6583, 0.382],[0.6422, 0.5342],[0.6156, 0.6506],[0.7341, 0.56],[0.7717, 0.4528],[0.7427, 0.5432],[0.7048, 0.6265]
[0.5839, 0.9486],[0.4008, 0.8888],[0.2227, 0.7727],[0.0383, 0.7084],[-0.1213, 0.6947],[0.3608, 0.4466],[0.3353, 0.2154],[0.323, 0.0786],[0.3214, -0.0413],[0.4926, 0.4534],[0.5257, 0.2909],[0.528, 0.4627],[0.525, 0.5953],[0.6173, 0.4981],[0.6552, 0.3829],[0.6382, 0.534],[0.6109, 0.6462],[0.7312, 0.5598],[0.7654, 0.4532],[0.7379, 0.546],[0.7022, 0.6272]
[0.5786, 0.9491],[0.3957, 0.8869],[0.2216, 0.7745],[0.0427, 0.7055],[-0.113, 0.6857],[0.3593, 0.4466],[0.3365, 0.2163],[0.3272, 0.0795],[0.329, -0.0405],[0.4932, 0.4541],[0.522, 0.2941],[0.5243, 0.4629],[0.5219, 0.5956],[0.6189, 0.4987],[0.6531, 0.3837],[0.6362, 0.5324],[0.6094, 0.6473],[0.7324, 0.5604],[0.7671, 0.4514],[0.7384, 0.5399],[0.7009, 0.6226]
[0.5805, 0.951],[0.3975, 0.8882],[0.2208, 0.7706],[0.0399, 0.7046],[-0.1157, 0.6893],[0.3606, 0.4463],[0.3378, 0.2197],[0.3281, 0.0856],[0.3284, -0.0334],[0.4919, 0.4536],[0.525, 0.2944],[0.5276, 0.466],[0.5249, 0.5986],[0.6161, 0.4981],[0.6527, 0.3836],[0.6352, 0.5325],[0.6092, 0.6445],[0.7296, 0.5604],[0.7625, 0.4505],[0.7331, 0.5406],[0.6969, 0.6224]
[0.5753, 0.9484],[0.391, 0.8812],[0.2152, 0.7671],[0.0347, 0.7028],[-0.1193, 0.6854],[0.3567, 0.444],[0.3338, 0.2148],[0.3239, 0.0798],[0.3241, -0.0416],[0.4888, 0.4515],[0.5198, 0.2931],[0.5219, 0.464],[0.5196, 0.595],[0.6131, 0.4966],[0.6486, 0.3834],[0.6319, 0.5325],[0.6071, 0.6445],[0.7253, 0.5581],[0.7566, 0.4517],[0.7285, 0.5434],[0.6964, 0.6241]
[0.5685, 0.9485],[0.3872, 0.8814],[0.2114, 0.7698],[0.0267, 0.7062],[-0.1311, 0.6887],[0.3519, 0.4468],[0.3295, 0.2176],[0.3198, 0.083],[0.3202, -0.036],[0.4847, 0.4535],[0.5149, 0.2915],[0.5164, 0.463],[0.5142, 0.5953],[0.6096, 0.4988],[0.644, 0.3814],[0.6272, 0.5276],[0.6025, 0.6399],[0.7221, 0.5601],[0.7549, 0.449],[0.726, 0.5386],[0.6917, 0.6205]
[0.5698, 0.9488],[0.3887, 0.8808],[0.2124, 0.7701],[0.0268, 0.7088],[-0.1309, 0.6969],[0.349, 0.4452],[0.3257, 0.2149],[0.3183, 0.0798],[0.3221, -0.0402],[0.4828, 0.4522],[0.5129, 0.2914],[0.5143, 0.4629],[0.512, 0.5933],[0.6093, 0.4983],[0.6438, 0.3807],[0.6262, 0.5292],[0.5999, 0.6422],[0.7233, 0.5611],[0.7602, 0.4518],[0.7296, 0.5401],[0.6922, 0.62]
[0.5753, 0.9592],[0.3917, 0.8924],[0.2133, 0.7722],[0.0344, 0.7029],[-0.1175, 0.6922],[0.3529, 0.4483],[0.327, 0.2184],[0.3172, 0.0817],[0.3177, -0.0376],[0.4841, 0.4538],[0.5168, 0.2934],[0.5214, 0.4627],[0.5194, 0.5939],[0.6084, 0.4969],[0.643, 0.3815],[0.6287, 0.5318],[0.6053, 0.6445],[0.7239, 0.558],[0.7548, 0.4513],[0.7279, 0.5376],[0.6951, 0.6135]
[0.5713, 0.9521],[0.386, 0.8873],[0.2079, 0.7696],[0.0309, 0.6973],[-0.1204, 0.6808],[0.352, 0.4438],[0.3281, 0.2096],[0.3199, 0.0698],[0.3214, -0.0526],[0.4845, 0.4505],[0.5213, 0.2951],[0.5252, 0.4668],[0.5217, 0.599],[0.6093, 0.4941],[0.6469, 0.3859],[0.6305, 0.5368],[0.605, 0.6484],[0.7244, 0.5552],[0.7542, 0.4534],[0.7274, 0.5424],[0.6955, 0.6179]
[0.5756, 0.9543],[0.3903, 0.8868],[0.2098, 0.7667],[0.0252, 0.6969],[-0.1333, 0.6847],[0.3527, 0.4441],[0.329, 0.2113],[0.3229, 0.0744],[0.3266, -0.0453],[0.4861, 0.451],[0.5221, 0.2928],[0.5277, 0.4642],[0.5243, 0.5965],[0.6112, 0.4946],[0.6493, 0.3849],[0.6343, 0.5386],[0.6069, 0.6522],[0.7246, 0.5561],[0.7572, 0.4556],[0.7317, 0.5466],[0.6976, 0.6242]
[0.5748, 0.9556],[0.3899, 0.8864],[0.2091, 0.7679],[0.0281, 0.6957],[-0.125, 0.6799],[0.3533, 0.4453],[0.3309, 0.2131],[0.3242, 0.0785],[0.3275, -0.0405],[0.4861, 0.4531],[0.5198, 0.2942],[0.5248, 0.4646],[0.5226, 0.5954],[0.6103, 0.4974],[0.6478, 0.3867],[0.6318, 0.5393],[0.6055, 0.6531],[0.7232, 0.5588],[0.7567, 0.4552],[0.7295, 0.5463],[0.6954, 0.6255]
[0.5717, 0.9552],[0.3866, 0.8859],[0.2061, 0.7662],[0.025, 0.6938],[-0.1282, 0.6791],[0.3529, 0.4489],[0.3286, 0.2176],[0.318, 0.0805],[0.3183, -0.041],[0.4852, 0.4554],[0.5205, 0.2953],[0.5225, 0.4662],[0.5193, 0.5971],[0.6091, 0.4992],[0.6474, 0.3868],[0.629, 0.5391],[0.6033, 0.6525],[0.7224, 0.5611],[0.7547, 0.4555],[0.7268, 0.5476],[0.6942, 0.628]
[0.5729, 0.9482],[0.3874, 0.8831],[0.2074, 0.7642],[0.0242, 0.6924],[-0.1322, 0.6774],[0.3545, 0.4389],[0.3328, 0.2048],[0.327, 0.0682],[0.3308, -0.0508],[0.4875, 0.4475],[0.5189, 0.2981],[0.5222, 0.4647],[0.5174, 0.5927],[0.6126, 0.4921],[0.6483, 0.3855],[0.6325, 0.5389],[0.6036, 0.6516],[0.7269, 0.5542],[0.7582, 0.4604],[0.7306, 0.5514],[0.696, 0.627]
[0.575, 0.9502],[0.3899, 0.8796],[0.2086, 0.7599],[0.0194, 0.6921],[-0.1402, 0.6817],[0.3542, 0.4379],[0.3362, 0.2035],[0.3306, 0.065],[0.3351, -0.0551],[0.4879, 0.4487],[0.5196, 0.2985],[0.5237, 0.4652],[0.5223, 0.5941],[0.6131, 0.4939],[0.647, 0.3887],[0.6315, 0.5408],[0.6062, 0.6532],[0.727, 0.5554],[0.7562, 0.458],[0.7284, 0.5529],[0.6952, 0.6336]
[0.5771, 0.9499],[0.3894, 0.8798],[0.2082, 0.7612],[0.0237, 0.6936],[-0.1305, 0.6798],[0.3547, 0.4414],[0.3373, 0.2079],[0.3291, 0.07],[0.3301, -0.0504],[0.4886, 0.4503],[0.5197, 0.301],[0.525, 0.4665],[0.5242, 0.5959],[0.6137, 0.4929],[0.6473, 0.3884],[0.6328, 0.5419],[0.6082, 0.6544],[0.7279, 0.5525],[0.7572, 0.4581],[0.7297, 0.5521],[0.6977, 0.6304]
[0.5773, 0.9516],[0.3896, 0.8801],[0.2064, 0.7585],[0.02, 0.6908],[-0.1364, 0.6803],[0.3546, 0.4442],[0.3361, 0.2117],[0.3279, 0.0764],[0.3288, -0.0426],[0.4884, 0.4521],[0.519, 0.2995],[0.5239, 0.4675],[0.5231, 0.5977],[0.6136, 0.4954],[0.6472, 0.3889],[0.6321, 0.544],[0.607, 0.6582],[0.7273, 0.5565],[0.7581, 0.4588],[0.7306, 0.5522],[0.6974, 0.632]
[0.5751, 0.9502],[0.3873, 0.879],[0.2064, 0.7582],[0.0229, 0.691],[-0.1324, 0.6802],[0.3555, 0.4437],[0.337, 0.2125],[0.3286, 0.078],[0.3294, -0.0406],[0.4891, 0.4525],[0.5188, 0.3007],[0.5237, 0.4682],[0.5226, 0.5989],[0.6144, 0.4969],[0.6482, 0.388],[0.6332, 0.5416],[0.6069, 0.6558],[0.7282, 0.5588],[0.7609, 0.4607],[0.7334, 0.5513],[0.6993, 0.6295]
[0.574, 0.9545],[0.3873, 0.8836],[0.2059, 0.7602],[0.0227, 0.689],[-0.1325, 0.6754],[0.3564, 0.4447],[0.3382, 0.2117],[0.3334, 0.0765],[0.339, -0.0433],[0.4896, 0.4545],[0.5184, 0.2997],[0.5228, 0.4693],[0.5227, 0.5982],[0.6147, 0.4999],[0.6472, 0.3892],[0.6314, 0.5421],[0.6065, 0.6546],[0.7282, 0.5627],[0.7605, 0.46],[0.7313, 0.5511],[0.6964, 0.6303]
[0.5725, 0.9542],[0.387, 0.886],[0.2072, 0.7617],[0.0258, 0.6889],[-0.1282, 0.6743],[0.3576, 0.444],[0.3358, 0.2051],[0.3295, 0.0658],[0.3344, -0.057],[0.4902, 0.454],[0.5198, 0.2996],[0.5222, 0.4694],[0.5206, 0.6001],[0.6153, 0.4999],[0.6481, 0.3893],[0.631, 0.5435],[0.6047, 0.6579],[0.7294, 0.5634],[0.761, 0.4601],[0.7319, 0.5534],[0.697, 0.6355]
[0.5693, 0.9576],[0.3833, 0.8803],[0.2036, 0.7582],[0.0187, 0.6856],[-0.1359, 0.6711],[0.3535, 0.4427],[0.3356, 0.2038],[0.3304, 0.0641],[0.3379, -0.0602],[0.4881, 0.4539],[0.5243, 0.2958],[0.5227, 0.471],[0.5198, 0.6039],[0.6144, 0.5013],[0.6539, 0.3873],[0.6285, 0.5449],[0.5984, 0.6627],[0.7277, 0.5655],[0.7653, 0.4558],[0.7299, 0.5498],[0.6907, 0.6344]
[0.5695, 0.9579],[0.386, 0.8829],[0.2064, 0.7587],[0.0216, 0.6853],[-0.1326, 0.6719],[0.3545, 0.441],[0.3366, 0.2018],[0.3299, 0.0623],[0.3347, -0.0614],[0.4878, 0.4524],[0.5229, 0.2971],[0.5241, 0.4735],[0.5227, 0.6078],[0.613, 0.4986],[0.6512, 0.3894],[0.6293, 0.5481],[0.6019, 0.6653],[0.7267, 0.5612],[0.7603, 0.4538],[0.7281, 0.5513],[0.6928, 0.6365]
[0.571, 0.9574],[0.3867, 0.8816],[0.2062, 0.7596],[0.0191, 0.6861],[-0.1357, 0.6735],[0.3561, 0.4452],[0.3398, 0.2078],[0.3346, 0.0692],[0.3415, -0.0542],[0.489, 0.4555],[0.5226, 0.2995],[0.5245, 0.4709],[0.5238, 0.6041],[0.6137, 0.5006],[0.6516, 0.3905],[0.6309, 0.5456],[0.604, 0.662],[0.7272, 0.5622],[0.7598, 0.4575],[0.729, 0.552],[0.6939, 0.6351]
[0.5703, 0.9561],[0.3838, 0.8825],[0.2037, 0.7601],[0.0169, 0.6858],[-0.1398, 0.672],[0.3552, 0.4453],[0.3384, 0.2058],[0.3339, 0.0654],[0.3418, -0.0586],[0.4885, 0.4564],[0.5242, 0.3028],[0.5271, 0.4723],[0.5242, 0.6045],[0.6131, 0.5018],[0.6521, 0.3933],[0.6327, 0.5483],[0.603, 0.6645],[0.725, 0.5636],[0.7599, 0.4627],[0.7302, 0.5584],[0.6934, 0.6417]
[0.5713, 0.9551],[0.3856, 0.8829],[0.2042, 0.7608],[0.0168, 0.6869],[-0.1394, 0.6736],[0.3525, 0.4437],[0.337, 0.2024],[0.3333, 0.0607],[0.3419, -0.0638],[0.4866, 0.4541],[0.5226, 0.3026],[0.5268, 0.4733],[0.5249, 0.6064],[0.6119, 0.4984],[0.6503, 0.3919],[0.6322, 0.547],[0.6036, 0.6627],[0.7251, 0.5595],[0.7595, 0.4604],[0.7301, 0.5565],[0.6941, 0.6389]
[0.569, 0.9513],[0.3835, 0.8823],[0.2019, 0.7603],[0.0134, 0.6874],[-0.1435, 0.6737],[0.3526, 0.4414],[0.3377, 0.195],[0.3331, 0.0504],[0.3413, -0.0764],[0.4865, 0.4533],[0.5243, 0.302],[0.5266, 0.4722],[0.5235, 0.604],[0.6115, 0.4991],[0.6492, 0.3917],[0.6312, 0.5467],[0.6026, 0.661],[0.7242, 0.5619],[0.7585, 0.4596],[0.7299, 0.5562],[0.6942, 0.6389]
