"[0.637, 0.8581]","[0.4471, 0.8363]","[0.2615, 0.7312]","[0.1156, 0.6662]","[-0.0038, 0.6367]","[0.3975, 0.4486]","[0.3716, 0.2333]","[0.3696, 0.1014]","[0.3723, -0.0064]","[0.5128, 0.4456]","[0.5194, 0.3294]","[0.5239, 0.4801]","[0.5261, 0.5998]","[0.6246, 0.472]","[0.6231, 0.382]","[0.6173, 0.5255]","[0.6069, 0.623]","[0.7307, 0.5205]","[0.7359, 0.4191]","[0.7164, 0.517]","[0.699, 0.595]"
"[0.6508, 0.8977]","[0.4587, 0.839]","[0.2693, 0.7346]","[0.0948, 0.6663]","[-0.0412, 0.6434]","[0.391, 0.4471]","[0.3702, 0.2256]","[0.362, 0.0958]","[0.3568, -0.0168]","[0.5124, 0.4482]","[0.5185, 0.345]","[0.5337, 0.5009]","[0.541, 0.614]","[0.6289, 0.4742]","[0.636, 0.403]","[0.629, 0.5512]","[0.6154, 0.6503]","[0.7394, 0.5155]","[0.7458, 0.4282]","[0.7223, 0.5288]","[0.703, 0.6047]"
"[0.6524, 0.9127]","[0.4576, 0.8418]","[0.2741, 0.7408]","[0.1001, 0.6702]","[-0.0355, 0.645]","[0.3928, 0.4575]","[0.3697, 0.2363]","[0.3597, 0.1101]","[0.352, -0.0037]","[0.5131, 0.4548]","[0.5168, 0.3471]","[0.5302, 0.5094]","[0.5406, 0.6228]","[0.6295, 0.4823]","[0.6348, 0.399]","[0.6251, 0.5534]","[0.6151, 0.6559]","[0.7377, 0.5273]","[0.7487, 0.4283]","[0.7193, 0.5312]","[0.6994, 0.6101]"
"[0.6505, 0.9094]","[0.4607, 0.8398]","[0.2794, 0.7409]","[0.1019, 0.669]","[-0.0358, 0.6401]","[0.3925, 0.4519]","[0.3714, 0.2267]","[0.3645, 0.0966]","[0.3609, -0.0217]","[0.5136, 0.4502]","[0.5219, 0.3488]","[0.5328, 0.5145]","[0.5371, 0.6271]","[0.6305, 0.4787]","[0.6411, 0.4012]","[0.6285, 0.5567]","[0.6111, 0.6578]","[0.736, 0.5237]","[0.7524, 0.4302]","[0.7221, 0.5341]","[0.6975, 0.6115]"
"[0.6473, 0.9061]","[0.4574, 0.8413]","[0.2775, 0.7415]","[0.1039, 0.6699]","[-0.0293, 0.6428]","[0.3906, 0.4523]","[0.3672, 0.2195]","[0.3576, 0.0863]","[0.3509, -0.033]","[0.5105, 0.4522]","[0.5158, 0.3482]","[0.5336, 0.5107]","[0.5418, 0.6231]","[0.6272, 0.4801]","[0.6326, 0.401]","[0.6266, 0.5555]","[0.6132, 0.6554]","[0.7336, 0.5245]","[0.746, 0.4261]","[0.7187, 0.5304]","[0.6972, 0.6092]"
"[0.6463, 0.901]","[0.4562, 0.841]","[0.2705, 0.7388]","[0.0974, 0.6667]","[-0.0377, 0.6402]","[0.3886, 0.4505]","[0.3642, 0.22]","[0.3557, 0.089]","[0.3492, -0.0264]","[0.5101, 0.451]","[0.513, 0.3461]","[0.5311, 0.5067]","[0.5393, 0.6215]","[0.6265, 0.4789]","[0.6311, 0.4032]","[0.6266, 0.556]","[0.6145, 0.6588]","[0.7351, 0.5223]","[0.7444, 0.4258]","[0.7203, 0.527]","[0.6995, 0.6077]"
"[0.6484, 0.9]","[0.4557, 0.837]","[0.2702, 0.7372]","[0.0962, 0.6653]","[-0.0381, 0.6426]","[0.3881, 0.4522]","[0.3625, 0.2261]","[0.3516, 0.0994]","[0.3411, -0.011]","[0.5081, 0.4517]","[0.5075, 0.3462]","[0.5265, 0.5033]","[0.537, 0.6185]","[0.6237, 0.479]","[0.6272, 0.4024]","[0.6231, 0.5532]","[0.6118, 0.6564]","[0.7315, 0.5223]","[0.7409, 0.4263]","[0.7152, 0.5265]","[0.6941, 0.6075]"
"[0.6465, 0.8993]","[0.4558, 0.8385]","[0.2697, 0.7363]","[0.0976, 0.6673]","[-0.0382, 0.6439]","[0.3866, 0.4531]","[0.3648, 0.2327]","[0.356, 0.1052]","[0.3493, -0.0068]","[0.508, 0.4508]","[0.5082, 0.345]","[0.5248, 0.5006]","[0.5347, 0.6161]","[0.6245, 0.4758]","[0.6286, 0.4006]","[0.6233, 0.5487]","[0.6122, 0.6514]","[0.7346, 0.5161]","[0.7409, 0.4255]","[0.7162, 0.524]","[0.6955, 0.6026]"
"[0.6465, 0.9028]","[0.4565, 0.8421]","[0.2714, 0.7378]","[0.0998, 0.6688]","[-0.0366, 0.6429]","[0.386, 0.4511]","[0.3683, 0.2331]","[0.3631, 0.1061]","[0.3601, -0.0069]","[0.508, 0.448]","[0.5101, 0.3447]","[0.526, 0.5047]","[0.5337, 0.6201]","[0.6252, 0.4726]","[0.6307, 0.3994]","[0.6242, 0.5504]","[0.6097, 0.6524]","[0.7343, 0.5124]","[0.7434, 0.4249]","[0.7186, 0.5259]","[0.6956, 0.6026]"
"[0.6415, 0.8959]","[0.454, 0.8409]","[0.2678, 0.7369]","[0.0945, 0.6674]","[-0.0438, 0.6429]","[0.3863, 0.446]","[0.367, 0.2206]","[0.3614, 0.0894]","[0.3589, -0.0259]","[0.509, 0.446]","[0.5085, 0.3442]","[0.5247, 0.5028]","[0.5338, 0.6174]","[0.6268, 0.4734]","[0.6304, 0.4032]","[0.6231, 0.5534]","[0.608, 0.6553]","[0.7376, 0.5152]","[0.7441, 0.4276]","[0.7165, 0.5293]","[0.6907, 0.6091]"
"[0.6415, 0.8982]","[0.4516, 0.8386]","[0.2701, 0.7396]","[0.1016, 0.6688]","[-0.0308, 0.6384]","[0.3854, 0.4488]","[0.364, 0.2209]","[0.3572, 0.0884]","[0.352, -0.0264]","[0.5076, 0.4486]","[0.5067, 0.3463]","[0.5258, 0.5039]","[0.5365, 0.6223]","[0.6244, 0.4751]","[0.6288, 0.4077]","[0.6246, 0.5567]","[0.6119, 0.6612]","[0.7343, 0.5155]","[0.7413, 0.43]","[0.7166, 0.5297]","[0.6942, 0.6095]"
"[0.6399, 0.8984]","[0.4509, 0.8396]","[0.2681, 0.7388]","[0.0999, 0.6672]","[-0.0327, 0.6379]","[0.3874, 0.4479]","[0.3637, 0.218]","[0.3554, 0.0863]","[0.3484, -0.0274]","[0.5088, 0.4472]","[0.5064, 0.3469]","[0.5262, 0.5055]","[0.5378, 0.6251]","[0.6249, 0.4734]","[0.6251, 0.4073]","[0.6235, 0.5554]","[0.614, 0.6598]","[0.7337, 0.5131]","[0.7376, 0.4272]","[0.7144, 0.5254]","[0.6955, 0.6046]"
"[0.6402, 0.904]","[0.4524, 0.8455]","[0.2657, 0.7375]","[0.0972, 0.6665]","[-0.0341, 0.6409]","[0.3869, 0.4531]","[0.3646, 0.2214]","[0.3549, 0.0883]","[0.3468, -0.0252]","[0.5083, 0.4527]","[0.5085, 0.3497]","[0.5274, 0.5069]","[0.5382, 0.6256]","[0.625, 0.4779]","[0.6264, 0.4098]","[0.6241, 0.5569]","[0.6143, 0.6594]","[0.7352, 0.5172]","[0.7393, 0.4285]","[0.7159, 0.5259]","[0.6958, 0.6044]"
"[0.6421, 0.9044]","[0.4528, 0.8475]","[0.2649, 0.736]","[0.0936, 0.666]","[-0.0402, 0.6408]","[0.3881, 0.451]","[0.366, 0.2209]","[0.356, 0.0887]","[0.347, -0.0245]","[0.5096, 0.4516]","[0.5104, 0.3507]","[0.527, 0.5103]","[0.5353, 0.6264]","[0.6263, 0.4773]","[0.6282, 0.408]","[0.6237, 0.5594]","[0.6117, 0.6601]","[0.7365, 0.5169]","[0.7418, 0.4255]","[0.7171, 0.5254]","[0.6954, 0.6029]"
"[0.6428, 0.9025]","[0.4515, 0.8409]","[0.2684, 0.7414]","[0.0969, 0.6683]","[-0.0336, 0.6395]","[0.3891, 0.4534]","[0.3633, 0.2286]","[0.3518, 0.1006]","[0.3439, -0.0139]","[0.5094, 0.4545]","[0.5111, 0.349]","[0.5267, 0.5102]","[0.5376, 0.6192]","[0.6263, 0.4821]","[0.6283, 0.4014]","[0.622, 0.5536]","[0.6122, 0.6485]","[0.7357, 0.5263]","[0.7442, 0.4266]","[0.7151, 0.5291]","[0.6947, 0.6042]"
"[0.6397, 0.8961]","[0.4481, 0.8402]","[0.2648, 0.742]","[0.0912, 0.669]","[-0.043, 0.6447]","[0.3881, 0.4507]","[0.3658, 0.2254]","[0.3555, 0.0965]","[0.3485, -0.0193]","[0.5089, 0.4506]","[0.5115, 0.3486]","[0.5301, 0.5111]","[0.5414, 0.6204]","[0.6259, 0.4781]","[0.6291, 0.3986]","[0.6247, 0.5508]","[0.6137, 0.6466]","[0.7349, 0.5228]","[0.745, 0.4258]","[0.7183, 0.529]","[0.6971, 0.6036]"
"[0.6367, 0.8903]","[0.4484, 0.8374]","[0.2674, 0.7426]","[0.1017, 0.6717]","[-0.0266, 0.6394]","[0.3856, 0.4527]","[0.365, 0.227]","[0.3564, 0.0977]","[0.3511, -0.0159]","[0.5081, 0.4547]","[0.5128, 0.3471]","[0.5316, 0.5051]","[0.5431, 0.6202]","[0.6253, 0.4825]","[0.6325, 0.4041]","[0.6275, 0.554]","[0.6153, 0.6546]","[0.7363, 0.525]","[0.7488, 0.4277]","[0.7241, 0.5275]","[0.7016, 0.6048]"
"[0.6383, 0.8959]","[0.4532, 0.8436]","[0.27, 0.7435]","[0.1027, 0.6723]","[-0.0261, 0.6396]","[0.3865, 0.4529]","[0.364, 0.2255]","[0.3537, 0.0953]","[0.346, -0.0176]","[0.5087, 0.4541]","[0.5104, 0.3493]","[0.5294, 0.5098]","[0.5408, 0.6233]","[0.6257, 0.4819]","[0.6299, 0.4049]","[0.6255, 0.5563]","[0.6139, 0.6546]","[0.7348, 0.5245]","[0.7455, 0.4279]","[0.7193, 0.529]","[0.6965, 0.6052]"
"[0.6372, 0.8938]","[0.4537, 0.8432]","[0.2724, 0.7451]","[0.1082, 0.674]","[-0.018, 0.6382]","[0.3855, 0.4527]","[0.3643, 0.2224]","[0.3545, 0.0907]","[0.3478, -0.0239]","[0.5079, 0.4551]","[0.51, 0.3506]","[0.5282, 0.5114]","[0.5394, 0.6251]","[0.625, 0.483]","[0.6292, 0.406]","[0.6242, 0.5581]","[0.6128, 0.6569]","[0.7352, 0.5254]","[0.7439, 0.4282]","[0.7192, 0.5312]","[0.6976, 0.6091]"
"[0.6372, 0.8963]","[0.4508, 0.8431]","[0.2687, 0.7438]","[0.1047, 0.6713]","[-0.0228, 0.638]","[0.388, 0.4549]","[0.3668, 0.2256]","[0.3572, 0.094]","[0.3501, -0.0201]","[0.5095, 0.4555]","[0.5098, 0.3506]","[0.5261, 0.5093]","[0.5375, 0.6261]","[0.6253, 0.4819]","[0.6278, 0.4047]","[0.6226, 0.5562]","[0.6134, 0.6588]","[0.7345, 0.5228]","[0.7398, 0.4283]","[0.716, 0.5296]","[0.6974, 0.609]"
"[0.6375, 0.8937]","[0.4519, 0.8412]","[0.2709, 0.7442]","[0.107, 0.6725]","[-0.0194, 0.6393]","[0.3869, 0.4545]","[0.3661, 0.2291]","[0.3566, 0.1009]","[0.3492, -0.0106]","[0.509, 0.4553]","[0.51, 0.3526]","[0.5273, 0.5097]","[0.5387, 0.6238]","[0.6252, 0.4813]","[0.6284, 0.4057]","[0.6234, 0.555]","[0.6133, 0.654]","[0.7361, 0.5216]","[0.7438, 0.4276]","[0.7187, 0.5273]","[0.6985, 0.6034]"
"[0.6358, 0.8946]","[0.451, 0.8447]","[0.2705, 0.7443]","[0.1078, 0.6718]","[-0.0177, 0.6403]","[0.3884, 0.4554]","[0.367, 0.2305]","[0.3569, 0.1029]","[0.3499, -0.0071]","[0.5092, 0.4568]","[0.509, 0.3525]","[0.5253, 0.5111]","[0.5368, 0.6261]","[0.6247, 0.4834]","[0.6265, 0.4055]","[0.6195, 0.5564]","[0.6093, 0.6569]","[0.7362, 0.5242]","[0.7428, 0.4263]","[0.7135, 0.5252]","[0.6887, 0.6034]"
"[0.6339, 0.8949]","[0.4514, 0.8438]","[0.2696, 0.7442]","[0.1032, 0.6725]","[-0.024, 0.6414]","[0.3831, 0.4567]","[0.3596, 0.2308]","[0.3498, 0.1032]","[0.3442, -0.0072]","[0.5037, 0.4569]","[0.5054, 0.3503]","[0.525, 0.5086]","[0.537, 0.624]","[0.6192, 0.4828]","[0.6231, 0.4055]","[0.6182, 0.558]","[0.6067, 0.6601]","[0.7289, 0.5231]","[0.7389, 0.4262]","[0.7113, 0.5265]","[0.6849, 0.6061]"
"[0.6334, 0.8948]","[0.449, 0.8427]","[0.2683, 0.7449]","[0.1022, 0.6737]","[-0.0258, 0.6431]","[0.3825, 0.4564]","[0.3589, 0.2302]","[0.3494, 0.1007]","[0.3444, -0.0122]","[0.503, 0.4567]","[0.5012, 0.352]","[0.5225, 0.5109]","[0.5386, 0.6268]","[0.6194, 0.483]","[0.6194, 0.406]","[0.6161, 0.5558]","[0.6083, 0.6571]","[0.7303, 0.5236]","[0.7373, 0.4247]","[0.7095, 0.5221]","[0.6866, 0.6003]"
"[0.6299, 0.893]","[0.448, 0.8432]","[0.2662, 0.7447]","[0.1009, 0.6736]","[-0.0255, 0.6438]","[0.3762, 0.454]","[0.3561, 0.2236]","[0.3489, 0.0892]","[0.3457, -0.0276]","[0.4972, 0.4539]","[0.4988, 0.3513]","[0.5202, 0.5105]","[0.5341, 0.6265]","[0.6134, 0.4791]","[0.6167, 0.4065]","[0.6125, 0.556]","[0.6012, 0.6558]","[0.7236, 0.5188]","[0.7325, 0.4275]","[0.7059, 0.526]","[0.6818, 0.6017]"
"[0.6307, 0.8964]","[0.4446, 0.8427]","[0.2616, 0.7435]","[0.0941, 0.6715]","[-0.0349, 0.6404]","[0.373, 0.4535]","[0.3521, 0.224]","[0.3447, 0.0909]","[0.3389, -0.024]","[0.4944, 0.4544]","[0.4952, 0.353]","[0.5166, 0.509]","[0.5292, 0.6241]","[0.6105, 0.4804]","[0.6131, 0.4049]","[0.6095, 0.5539]","[0.598, 0.6571]","[0.7212, 0.5201]","[0.727, 0.4282]","[0.7022, 0.5281]","[0.6792, 0.6083]"
"[0.6302, 0.8974]","[0.4431, 0.8412]","[0.2564, 0.7379]","[0.0879, 0.6683]","[-0.045, 0.6444]","[0.3765, 0.4532]","[0.3529, 0.2281]","[0.3416, 0.1003]","[0.3318, -0.0092]","[0.4985, 0.4551]","[0.4948, 0.3469]","[0.51, 0.5035]","[0.5198, 0.6233]","[0.6147, 0.4834]","[0.6143, 0.4063]","[0.607, 0.5603]","[0.5953, 0.6695]","[0.7253, 0.5258]","[0.7289, 0.4275]","[0.701, 0.5293]","[0.6755, 0.6147]"
"[0.6269, 0.8941]","[0.441, 0.8392]","[0.2583, 0.7375]","[0.0904, 0.6682]","[-0.0408, 0.6423]","[0.3734, 0.451]","[0.3523, 0.2179]","[0.3438, 0.0832]","[0.3382, -0.0314]","[0.4958, 0.454]","[0.4963, 0.3443]","[0.5151, 0.5009]","[0.5256, 0.6216]","[0.613, 0.4825]","[0.6177, 0.4043]","[0.6112, 0.5574]","[0.5962, 0.666]","[0.7234, 0.5261]","[0.7329, 0.4278]","[0.7057, 0.5297]","[0.6781, 0.6147]"
"[0.6269, 0.8952]","[0.4443, 0.839]","[0.2633, 0.7412]","[0.0991, 0.6701]","[-0.0262, 0.6367]","[0.3752, 0.452]","[0.352, 0.2242]","[0.3414, 0.0945]","[0.3329, -0.0167]","[0.4973, 0.4542]","[0.4966, 0.3463]","[0.5122, 0.5044]","[0.52, 0.6236]","[0.6134, 0.4826]","[0.617, 0.4037]","[0.6095, 0.5563]","[0.5955, 0.6632]","[0.723, 0.5252]","[0.7297, 0.4291]","[0.7043, 0.5322]","[0.6801, 0.6164]"
"[0.6268, 0.8886]","[0.4442, 0.8363]","[0.2652, 0.7398]","[0.0997, 0.6702]","[-0.0296, 0.6391]","[0.3753, 0.4501]","[0.3536, 0.2177]","[0.3437, 0.0814]","[0.3377, -0.0357]","[0.4968, 0.4532]","[0.4958, 0.3471]","[0.515, 0.5046]","[0.5269, 0.6229]","[0.6133, 0.4818]","[0.6166, 0.4066]","[0.6114, 0.558]","[0.5984, 0.6638]","[0.7234, 0.5244]","[0.7314, 0.4273]","[0.7067, 0.5289]","[0.682, 0.6126]"
"[0.6252, 0.8938]","[0.4428, 0.839]","[0.2595, 0.7367]","[0.0921, 0.666]","[-0.0366, 0.6377]","[0.3735, 0.4491]","[0.3531, 0.2207]","[0.3437, 0.0887]","[0.3361, -0.0234]","[0.4953, 0.452]","[0.4946, 0.3484]","[0.5125, 0.5063]","[0.5221, 0.6246]","[0.612, 0.4801]","[0.6133, 0.4039]","[0.6076, 0.5535]","[0.5944, 0.6582]","[0.7225, 0.5215]","[0.7269, 0.4294]","[0.702, 0.5287]","[0.6784, 0.6092]"
"[0.6267, 0.8917]","[0.4436, 0.8375]","[0.262, 0.7374]","[0.0953, 0.668]","[-0.0346, 0.6391]","[0.3736, 0.4489]","[0.351, 0.2201]","[0.3399, 0.0882]","[0.3315, -0.0233]","[0.4953, 0.452]","[0.4956, 0.3475]","[0.5159, 0.505]","[0.5282, 0.6256]","[0.6122, 0.4806]","[0.6168, 0.4046]","[0.6126, 0.5562]","[0.6, 0.664]","[0.723, 0.5233]","[0.7312, 0.4288]","[0.706, 0.5299]","[0.6813, 0.6138]"
"[0.628, 0.8959]","[0.4445, 0.8399]","[0.2624, 0.738]","[0.0953, 0.6679]","[-0.0342, 0.6392]","[0.3746, 0.45]","[0.3529, 0.2221]","[0.342, 0.0915]","[0.333, -0.0195]","[0.4962, 0.4529]","[0.4973, 0.348]","[0.5171, 0.5069]","[0.5291, 0.6261]","[0.6124, 0.4814]","[0.6174, 0.4052]","[0.6125, 0.5575]","[0.6003, 0.6641]","[0.7227, 0.5237]","[0.7294, 0.4303]","[0.7041, 0.5323]","[0.6801, 0.6154]"
"[0.6286, 0.8912]","[0.4442, 0.8375]","[0.2633, 0.7398]","[0.0984, 0.6708]","[-0.0303, 0.6402]","[0.3758, 0.4506]","[0.3524, 0.223]","[0.3393, 0.0919]","[0.3287, -0.0195]","[0.4972, 0.4535]","[0.4967, 0.3477]","[0.5159, 0.5053]","[0.5288, 0.6251]","[0.613, 0.4811]","[0.616, 0.4067]","[0.6111, 0.558]","[0.6009, 0.6641]","[0.7239, 0.5217]","[0.7281, 0.4294]","[0.7024, 0.53]","[0.6801, 0.612]"
"[0.6298, 0.8994]","[0.443, 0.8408]","[0.262, 0.7383]","[0.0926, 0.6687]","[-0.0421, 0.642]","[0.3768, 0.4529]","[0.353, 0.2269]","[0.3414, 0.0988]","[0.3314, -0.0107]","[0.4978, 0.4555]","[0.5005, 0.3499]","[0.5214, 0.5069]","[0.5351, 0.6258]","[0.613, 0.4835]","[0.62, 0.4098]","[0.616, 0.5606]","[0.6054, 0.6676]","[0.7208, 0.5246]","[0.7302, 0.431]","[0.7041, 0.5289]","[0.6803, 0.6106]"
"[0.6325, 0.8963]","[0.4431, 0.8386]","[0.2633, 0.7415]","[0.0941, 0.6743]","[-0.0394, 0.6437]","[0.3773, 0.4533]","[0.3535, 0.2246]","[0.3431, 0.0946]","[0.3347, -0.0175]","[0.4981, 0.4567]","[0.5018, 0.3526]","[0.5219, 0.5108]","[0.5336, 0.6287]","[0.6128, 0.4848]","[0.6205, 0.4101]","[0.6148, 0.5624]","[0.6016, 0.6687]","[0.72, 0.5265]","[0.7333, 0.429]","[0.7049, 0.5284]","[0.6774, 0.6116]"
"[0.6334, 0.899]","[0.4433, 0.8412]","[0.2626, 0.7422]","[0.0949, 0.6746]","[-0.0389, 0.6444]","[0.3801, 0.4545]","[0.3588, 0.2313]","[0.3488, 0.1028]","[0.3413, -0.0088]","[0.5026, 0.458]","[0.5062, 0.354]","[0.5217, 0.5112]","[0.5325, 0.6302]","[0.6177, 0.4871]","[0.6244, 0.4131]","[0.6163, 0.5648]","[0.6046, 0.6721]","[0.7261, 0.5296]","[0.7371, 0.4326]","[0.7087, 0.5312]","[0.6825, 0.6148]"
"[0.6322, 0.8973]","[0.4443, 0.8408]","[0.2639, 0.7424]","[0.0958, 0.6737]","[-0.0364, 0.6446]","[0.3787, 0.4532]","[0.3572, 0.2276]","[0.3485, 0.0971]","[0.3439, -0.0164]","[0.5016, 0.4562]","[0.5064, 0.3531]","[0.5236, 0.5102]","[0.5344, 0.6266]","[0.6184, 0.4852]","[0.626, 0.4106]","[0.6169, 0.5595]","[0.6019, 0.6636]","[0.7281, 0.5285]","[0.7401, 0.4343]","[0.7112, 0.5331]","[0.6842, 0.6144]"
"[0.631, 0.8931]","[0.4432, 0.8421]","[0.2585, 0.741]","[0.0897, 0.6711]","[-0.0423, 0.643]","[0.3787, 0.4522]","[0.3607, 0.2218]","[0.3547, 0.0873]","[0.3512, -0.0302]","[0.5021, 0.4547]","[0.5107, 0.3519]","[0.5267, 0.5092]","[0.5337, 0.6242]","[0.6185, 0.4815]","[0.6273, 0.41]","[0.6215, 0.5624]","[0.6066, 0.6646]","[0.7273, 0.522]","[0.7347, 0.4328]","[0.7122, 0.5354]","[0.691, 0.6138]"
"[0.6318, 0.8945]","[0.4444, 0.8398]","[0.2588, 0.7384]","[0.0898, 0.6708]","[-0.0445, 0.6463]","[0.3794, 0.4559]","[0.359, 0.2293]","[0.3516, 0.0986]","[0.3462, -0.0138]","[0.5023, 0.4563]","[0.5095, 0.3518]","[0.5277, 0.5112]","[0.5371, 0.6323]","[0.6186, 0.4826]","[0.6294, 0.4071]","[0.6246, 0.5605]","[0.6105, 0.6699]","[0.7269, 0.5239]","[0.7385, 0.4344]","[0.7175, 0.5344]","[0.6963, 0.6151]"
