"[0.5345, 0.9457]","[0.3989, 0.9039]","[0.3189, 0.7461]","[0.3645, 0.5941]","[0.4536, 0.4927]","[0.4225, 0.5482]","[0.4245, 0.3357]","[0.4353, 0.1949]","[0.4501, 0.077]","[0.5176, 0.5457]","[0.4962, 0.2894]","[0.4643, 0.1333]","[0.4455, -0.0035]","[0.6165, 0.5836]","[0.6026, 0.406]","[0.5395, 0.5181]","[0.5046, 0.622]","[0.7169, 0.6536]","[0.6784, 0.528]","[0.61, 0.6004]","[0.5624, 0.6836]"
"[0.5567, 1.0318]","[0.3917, 0.9113]","[0.3237, 0.75]","[0.3827, 0.592]","[0.4682, 0.4817]","[0.416, 0.5425]","[0.4243, 0.3332]","[0.4426, 0.2007]","[0.4635, 0.0827]","[0.5115, 0.54]","[0.4941, 0.2833]","[0.4713, 0.1319]","[0.4581, -0.0021]","[0.6115, 0.5801]","[0.6073, 0.4128]","[0.5434, 0.5352]","[0.4991, 0.6473]","[0.7134, 0.6529]","[0.6886, 0.5255]","[0.6189, 0.6]","[0.5609, 0.6851]"
"[0.5569, 1.0563]","[0.3941, 0.9243]","[0.321, 0.7612]","[0.3751, 0.596]","[0.4664, 0.4769]","[0.4146, 0.5663]","[0.4164, 0.3542]","[0.4312, 0.2246]","[0.4527, 0.1082]","[0.5098, 0.5604]","[0.4924, 0.3077]","[0.4735, 0.1658]","[0.4685, 0.041]","[0.6092, 0.5957]","[0.6112, 0.4153]","[0.5416, 0.5337]","[0.4942, 0.6483]","[0.7115, 0.6633]","[0.6876, 0.5251]","[0.6152, 0.5947]","[0.5544, 0.6832]"
"[0.5587, 1.0413]","[0.3933, 0.9118]","[0.3223, 0.749]","[0.3791, 0.5892]","[0.4715, 0.4781]","[0.4191, 0.5576]","[0.419, 0.3447]","[0.4334, 0.2145]","[0.4559, 0.0975]","[0.513, 0.5548]","[0.4957, 0.2999]","[0.4738, 0.1583]","[0.4657, 0.0353]","[0.6114, 0.5918]","[0.6131, 0.4115]","[0.5399, 0.5344]","[0.4898, 0.6493]","[0.7135, 0.6597]","[0.6916, 0.5226]","[0.6203, 0.5947]","[0.5596, 0.6811]"
"[0.5566, 1.0447]","[0.3919, 0.9153]","[0.3213, 0.7545]","[0.3754, 0.5936]","[0.4659, 0.48]","[0.4158, 0.565]","[0.4177, 0.3529]","[0.4334, 0.2229]","[0.4551, 0.1062]","[0.5101, 0.5589]","[0.4933, 0.3039]","[0.4715, 0.161]","[0.4619, 0.0373]","[0.6092, 0.5932]","[0.6066, 0.4145]","[0.5374, 0.5347]","[0.4909, 0.6498]","[0.7113, 0.6583]","[0.6854, 0.5233]","[0.616, 0.5959]","[0.559, 0.684]"
"[0.5527, 1.0495]","[0.3878, 0.9197]","[0.3201, 0.7546]","[0.3771, 0.5924]","[0.4659, 0.4804]","[0.4184, 0.568]","[0.4168, 0.3543]","[0.4292, 0.2234]","[0.4475, 0.107]","[0.5121, 0.5615]","[0.4966, 0.3057]","[0.4754, 0.1631]","[0.4656, 0.0415]","[0.6102, 0.5961]","[0.6067, 0.415]","[0.5363, 0.5349]","[0.4892, 0.6498]","[0.7122, 0.6615]","[0.6878, 0.5264]","[0.6165, 0.596]","[0.5576, 0.6813]"
"[0.5531, 1.052]","[0.387, 0.9182]","[0.318, 0.7551]","[0.3748, 0.5941]","[0.466, 0.4812]","[0.4136, 0.5655]","[0.417, 0.3483]","[0.436, 0.2126]","[0.4618, 0.0924]","[0.5077, 0.5603]","[0.4876, 0.2998]","[0.467, 0.1511]","[0.4597, 0.0218]","[0.6066, 0.5967]","[0.6069, 0.4099]","[0.5389, 0.5303]","[0.4914, 0.6473]","[0.7101, 0.6645]","[0.6901, 0.5282]","[0.6197, 0.5996]","[0.5584, 0.6867]"
"[0.5545, 1.0512]","[0.3884, 0.9225]","[0.3173, 0.7579]","[0.3749, 0.5963]","[0.4669, 0.482]","[0.4141, 0.5603]","[0.4167, 0.3434]","[0.4328, 0.2086]","[0.4542, 0.0887]","[0.5091, 0.5565]","[0.4918, 0.2977]","[0.4699, 0.1513]","[0.4594, 0.0234]","[0.6079, 0.5941]","[0.6072, 0.4149]","[0.5379, 0.5373]","[0.4896, 0.6528]","[0.7095, 0.663]","[0.6878, 0.5288]","[0.6176, 0.6021]","[0.5579, 0.6893]"
"[0.5516, 1.0477]","[0.3882, 0.9172]","[0.32, 0.7531]","[0.3761, 0.5939]","[0.4657, 0.481]","[0.4138, 0.5597]","[0.4163, 0.3445]","[0.4313, 0.2116]","[0.4505, 0.0931]","[0.5091, 0.5562]","[0.4916, 0.2986]","[0.4707, 0.153]","[0.4597, 0.0252]","[0.6084, 0.5938]","[0.6064, 0.4151]","[0.5378, 0.5375]","[0.4885, 0.6518]","[0.7107, 0.6629]","[0.6878, 0.5289]","[0.6172, 0.6028]","[0.5568, 0.6896]"
"[0.5528, 1.045]","[0.3873, 0.9149]","[0.3167, 0.7565]","[0.3735, 0.5964]","[0.4635, 0.4798]","[0.412, 0.5595]","[0.4177, 0.3439]","[0.4372, 0.2085]","[0.462, 0.0879]","[0.5078, 0.5552]","[0.4866, 0.2939]","[0.4642, 0.1455]","[0.4529, 0.0149]","[0.6075, 0.5925]","[0.6038, 0.4138]","[0.537, 0.5342]","[0.4897, 0.6487]","[0.7105, 0.6613]","[0.6868, 0.531]","[0.615, 0.6035]","[0.5526, 0.6888]"
"[0.5523, 1.0457]","[0.3897, 0.9172]","[0.3178, 0.7572]","[0.373, 0.5967]","[0.4646, 0.4812]","[0.4127, 0.5628]","[0.4163, 0.3422]","[0.4324, 0.2073]","[0.4528, 0.0874]","[0.5085, 0.5578]","[0.4892, 0.2943]","[0.4662, 0.1462]","[0.4538, 0.0165]","[0.6082, 0.5934]","[0.6023, 0.4147]","[0.5362, 0.5388]","[0.4906, 0.6543]","[0.7106, 0.6608]","[0.6839, 0.5277]","[0.6112, 0.602]","[0.5487, 0.6897]"
"[0.5518, 1.0424]","[0.3895, 0.9156]","[0.318, 0.7569]","[0.3723, 0.5969]","[0.464, 0.4823]","[0.4111, 0.5616]","[0.4148, 0.3465]","[0.4321, 0.2145]","[0.4535, 0.0963]","[0.5068, 0.5565]","[0.4868, 0.2947]","[0.4651, 0.149]","[0.4536, 0.0205]","[0.6072, 0.5926]","[0.6027, 0.4153]","[0.536, 0.539]","[0.4893, 0.6544]","[0.7098, 0.6611]","[0.6851, 0.5289]","[0.6118, 0.6041]","[0.5483, 0.6927]"
"[0.5489, 1.0431]","[0.3892, 0.9186]","[0.3192, 0.7561]","[0.3737, 0.596]","[0.464, 0.4823]","[0.4134, 0.5575]","[0.418, 0.3389]","[0.4351, 0.2048]","[0.4564, 0.0856]","[0.5087, 0.5542]","[0.4884, 0.2924]","[0.4668, 0.144]","[0.4554, 0.0131]","[0.6086, 0.592]","[0.6028, 0.4156]","[0.5367, 0.5385]","[0.4897, 0.6529]","[0.7108, 0.6611]","[0.6851, 0.5295]","[0.612, 0.6038]","[0.5483, 0.6917]"
"[0.5542, 1.0429]","[0.39, 0.9212]","[0.3192, 0.7595]","[0.375, 0.5984]","[0.463, 0.4837]","[0.4136, 0.5519]","[0.4217, 0.3378]","[0.4428, 0.2044]","[0.4674, 0.0852]","[0.5089, 0.5492]","[0.4863, 0.2816]","[0.4614, 0.1213]","[0.4465, -0.0218]","[0.6088, 0.5887]","[0.6028, 0.4163]","[0.5378, 0.5365]","[0.4914, 0.649]","[0.7117, 0.6605]","[0.6873, 0.5297]","[0.614, 0.6055]","[0.5517, 0.6933]"
"[0.5646, 1.0665]","[0.3961, 0.9399]","[0.3207, 0.7694]","[0.3752, 0.6011]","[0.4621, 0.4822]","[0.4132, 0.5667]","[0.416, 0.3562]","[0.4326, 0.2263]","[0.4534, 0.1096]","[0.5097, 0.5623]","[0.493, 0.3101]","[0.472, 0.1679]","[0.4616, 0.0444]","[0.6088, 0.5979]","[0.6074, 0.423]","[0.5403, 0.5391]","[0.4937, 0.6511]","[0.7117, 0.6651]","[0.6862, 0.5317]","[0.618, 0.6037]","[0.5633, 0.6916]"
"[0.558, 1.0538]","[0.3896, 0.9253]","[0.3203, 0.7533]","[0.3799, 0.5918]","[0.4701, 0.4818]","[0.4175, 0.562]","[0.4189, 0.3481]","[0.4345, 0.217]","[0.4555, 0.0992]","[0.5116, 0.5596]","[0.4964, 0.3036]","[0.4726, 0.1593]","[0.4606, 0.035]","[0.6103, 0.5971]","[0.6076, 0.4171]","[0.5324, 0.5377]","[0.4816, 0.6519]","[0.7133, 0.6645]","[0.6852, 0.5315]","[0.6173, 0.6029]","[0.5654, 0.687]"
"[0.5603, 1.0536]","[0.3905, 0.928]","[0.3188, 0.7581]","[0.3784, 0.5956]","[0.4686, 0.4849]","[0.4146, 0.5641]","[0.4173, 0.3511]","[0.4349, 0.2186]","[0.4571, 0.1004]","[0.5102, 0.5592]","[0.4906, 0.3025]","[0.4649, 0.157]","[0.4514, 0.0299]","[0.6095, 0.5953]","[0.607, 0.4182]","[0.5369, 0.5365]","[0.4895, 0.649]","[0.7121, 0.6624]","[0.6878, 0.5305]","[0.6193, 0.5995]","[0.5642, 0.6825]"
"[0.5528, 1.0417]","[0.387, 0.915]","[0.3191, 0.7523]","[0.3774, 0.5934]","[0.4657, 0.4816]","[0.4137, 0.5569]","[0.4172, 0.3431]","[0.4338, 0.2108]","[0.4553, 0.0914]","[0.5091, 0.5552]","[0.4896, 0.3005]","[0.4678, 0.1554]","[0.4568, 0.0274]","[0.6087, 0.5932]","[0.6053, 0.4193]","[0.5369, 0.5384]","[0.4888, 0.6505]","[0.7115, 0.6604]","[0.6847, 0.5298]","[0.6168, 0.5993]","[0.5608, 0.682]"
"[0.554, 1.045]","[0.3892, 0.9213]","[0.3176, 0.7584]","[0.375, 0.598]","[0.461, 0.4828]","[0.4107, 0.5608]","[0.4163, 0.347]","[0.4361, 0.2144]","[0.4602, 0.0949]","[0.5067, 0.5571]","[0.4866, 0.2997]","[0.4641, 0.1522]","[0.4528, 0.0212]","[0.6067, 0.5944]","[0.6026, 0.4201]","[0.5375, 0.5414]","[0.4929, 0.6547]","[0.7092, 0.6632]","[0.683, 0.5289]","[0.6148, 0.6022]","[0.5587, 0.6877]"
"[0.5499, 1.0458]","[0.3853, 0.9162]","[0.3164, 0.752]","[0.3769, 0.593]","[0.4652, 0.4817]","[0.4097, 0.5635]","[0.414, 0.3494]","[0.4302, 0.2188]","[0.4507, 0.1015]","[0.5057, 0.5598]","[0.4913, 0.3071]","[0.4726, 0.163]","[0.4646, 0.0358]","[0.6051, 0.5959]","[0.6054, 0.4223]","[0.538, 0.5433]","[0.4912, 0.6559]","[0.7078, 0.6628]","[0.6834, 0.5305]","[0.6151, 0.6008]","[0.5585, 0.6836]"
"[0.5494, 1.0453]","[0.3853, 0.9183]","[0.3164, 0.7533]","[0.3757, 0.5951]","[0.4637, 0.4832]","[0.4131, 0.5638]","[0.4177, 0.352]","[0.4349, 0.2195]","[0.4561, 0.1001]","[0.5077, 0.5585]","[0.4897, 0.3033]","[0.4644, 0.158]","[0.4502, 0.0301]","[0.6064, 0.5951]","[0.6028, 0.4153]","[0.5354, 0.5382]","[0.4895, 0.6525]","[0.7094, 0.663]","[0.683, 0.5276]","[0.6158, 0.5991]","[0.5612, 0.6826]"
"[0.5523, 1.0472]","[0.3876, 0.9226]","[0.3167, 0.7552]","[0.3789, 0.5942]","[0.4672, 0.4798]","[0.4101, 0.5606]","[0.4192, 0.3454]","[0.4396, 0.2092]","[0.463, 0.0881]","[0.5057, 0.5568]","[0.487, 0.2961]","[0.4611, 0.1444]","[0.4457, 0.0092]","[0.606, 0.5945]","[0.6043, 0.419]","[0.5387, 0.5414]","[0.4927, 0.6544]","[0.709, 0.6636]","[0.6837, 0.5292]","[0.6162, 0.6028]","[0.5606, 0.6876]"
"[0.5549, 1.0501]","[0.3901, 0.9246]","[0.3187, 0.7573]","[0.3766, 0.597]","[0.4644, 0.4829]","[0.4098, 0.5583]","[0.4158, 0.3441]","[0.4343, 0.2109]","[0.457, 0.0912]","[0.5061, 0.5549]","[0.4873, 0.2979]","[0.465, 0.1486]","[0.4538, 0.0149]","[0.6058, 0.5928]","[0.604, 0.4183]","[0.539, 0.5411]","[0.4935, 0.6541]","[0.7082, 0.6628]","[0.684, 0.5289]","[0.6152, 0.6013]","[0.5574, 0.686]"
"[0.555, 1.05]","[0.3929, 0.9228]","[0.3212, 0.7569]","[0.3779, 0.5983]","[0.4634, 0.4826]","[0.4123, 0.5589]","[0.4169, 0.343]","[0.4341, 0.2097]","[0.4549, 0.091]","[0.5085, 0.5566]","[0.4902, 0.2996]","[0.4677, 0.1539]","[0.4541, 0.0252]","[0.6091, 0.594]","[0.6038, 0.4203]","[0.5391, 0.5431]","[0.4931, 0.6556]","[0.7114, 0.6627]","[0.6846, 0.5302]","[0.6161, 0.6038]","[0.5579, 0.6892]"
"[0.5576, 1.0442]","[0.3933, 0.919]","[0.3218, 0.7566]","[0.3751, 0.5978]","[0.4635, 0.4843]","[0.4144, 0.5593]","[0.4176, 0.3507]","[0.4344, 0.222]","[0.4554, 0.1077]","[0.5099, 0.5559]","[0.4932, 0.3051]","[0.4723, 0.1656]","[0.461, 0.0437]","[0.6098, 0.592]","[0.6061, 0.4217]","[0.5366, 0.5431]","[0.4876, 0.6544]","[0.7122, 0.6597]","[0.6849, 0.5305]","[0.6159, 0.6052]","[0.5585, 0.6909]"
"[0.5562, 1.0427]","[0.3913, 0.9203]","[0.3205, 0.7587]","[0.3746, 0.5995]","[0.4615, 0.4867]","[0.4167, 0.5573]","[0.42, 0.3468]","[0.437, 0.2166]","[0.4576, 0.1009]","[0.5118, 0.5543]","[0.4946, 0.3016]","[0.4723, 0.1616]","[0.4585, 0.04]","[0.6117, 0.5916]","[0.6012, 0.4197]","[0.534, 0.5411]","[0.4884, 0.6526]","[0.7139, 0.66]","[0.6829, 0.5269]","[0.6138, 0.6018]","[0.5571, 0.6881]"
"[0.5522, 1.0447]","[0.3867, 0.9174]","[0.3162, 0.7555]","[0.3763, 0.5949]","[0.4681, 0.4817]","[0.4139, 0.5588]","[0.4201, 0.3431]","[0.4406, 0.2082]","[0.4659, 0.0881]","[0.5099, 0.5533]","[0.4886, 0.2932]","[0.4655, 0.1428]","[0.4535, 0.0116]","[0.6111, 0.5894]","[0.6044, 0.4175]","[0.5385, 0.5417]","[0.4936, 0.657]","[0.7155, 0.657]","[0.6855, 0.5287]","[0.6138, 0.6048]","[0.5551, 0.691]"
"[0.5564, 1.0581]","[0.3885, 0.9279]","[0.3172, 0.7585]","[0.3808, 0.5932]","[0.4747, 0.4782]","[0.4119, 0.5643]","[0.4187, 0.3465]","[0.4388, 0.2109]","[0.4637, 0.0913]","[0.5087, 0.559]","[0.4878, 0.2988]","[0.4664, 0.1468]","[0.4576, 0.0143]","[0.6094, 0.5954]","[0.6068, 0.4215]","[0.5391, 0.5425]","[0.4927, 0.6569]","[0.7133, 0.6629]","[0.6858, 0.5319]","[0.6134, 0.6056]","[0.5545, 0.6914]"
"[0.5639, 1.0512]","[0.3914, 0.9212]","[0.3219, 0.7554]","[0.3856, 0.59]","[0.476, 0.4755]","[0.4171, 0.5595]","[0.421, 0.3446]","[0.4382, 0.2102]","[0.46, 0.0896]","[0.5118, 0.5583]","[0.4913, 0.3029]","[0.4697, 0.1509]","[0.4584, 0.0177]","[0.6111, 0.5971]","[0.6103, 0.4257]","[0.5401, 0.5431]","[0.4886, 0.6525]","[0.7158, 0.6635]","[0.6888, 0.5361]","[0.6171, 0.6059]","[0.5571, 0.687]"
"[0.5532, 1.0374]","[0.3871, 0.9086]","[0.3203, 0.7462]","[0.384, 0.5876]","[0.4744, 0.4809]","[0.4191, 0.55]","[0.4255, 0.3351]","[0.4429, 0.2011]","[0.4644, 0.0827]","[0.5135, 0.5505]","[0.4954, 0.2927]","[0.4726, 0.145]","[0.4604, 0.0174]","[0.6122, 0.5903]","[0.6115, 0.4159]","[0.5419, 0.5363]","[0.4926, 0.6494]","[0.7139, 0.6602]","[0.688, 0.5306]","[0.6171, 0.6043]","[0.5585, 0.6889]"
"[0.5561, 1.0595]","[0.3916, 0.9319]","[0.3215, 0.7649]","[0.3815, 0.5992]","[0.4748, 0.4819]","[0.4148, 0.5691]","[0.4205, 0.3528]","[0.4411, 0.2182]","[0.4668, 0.099]","[0.5114, 0.5631]","[0.4917, 0.3018]","[0.4705, 0.1483]","[0.4595, 0.0137]","[0.6118, 0.598]","[0.6088, 0.4196]","[0.544, 0.5391]","[0.4982, 0.6539]","[0.7153, 0.6638]","[0.6894, 0.5289]","[0.6194, 0.6029]","[0.5602, 0.6913]"
"[0.5638, 1.0477]","[0.3941, 0.9169]","[0.3245, 0.7518]","[0.3889, 0.5897]","[0.4808, 0.4766]","[0.4193, 0.5556]","[0.4233, 0.3431]","[0.4397, 0.2116]","[0.4611, 0.0942]","[0.5137, 0.5519]","[0.4956, 0.2963]","[0.4747, 0.1493]","[0.465, 0.0202]","[0.6123, 0.5895]","[0.6116, 0.4211]","[0.5419, 0.5423]","[0.4926, 0.6537]","[0.7152, 0.6578]","[0.6887, 0.5302]","[0.6189, 0.6042]","[0.5621, 0.6881]"
"[0.5599, 1.0439]","[0.3936, 0.9184]","[0.3233, 0.7554]","[0.3839, 0.5947]","[0.4738, 0.4819]","[0.4164, 0.5583]","[0.4221, 0.342]","[0.44, 0.2068]","[0.4615, 0.0866]","[0.5114, 0.5539]","[0.492, 0.2927]","[0.4693, 0.1398]","[0.4565, 0.0047]","[0.6119, 0.5904]","[0.608, 0.4207]","[0.5425, 0.545]","[0.4955, 0.659]","[0.7156, 0.658]","[0.6889, 0.5274]","[0.6183, 0.6025]","[0.5584, 0.6889]"
"[0.5587, 1.0478]","[0.3939, 0.9242]","[0.3222, 0.7616]","[0.3804, 0.5996]","[0.4678, 0.4834]","[0.4154, 0.5601]","[0.4211, 0.3432]","[0.4389, 0.2093]","[0.4607, 0.0896]","[0.5109, 0.5558]","[0.4922, 0.297]","[0.4714, 0.1481]","[0.4608, 0.0154]","[0.6111, 0.5927]","[0.6074, 0.4175]","[0.5444, 0.542]","[0.4999, 0.6573]","[0.7149, 0.6613]","[0.6901, 0.5287]","[0.6192, 0.6034]","[0.5582, 0.6912]"
"[0.5608, 1.0467]","[0.394, 0.9209]","[0.3223, 0.7589]","[0.3796, 0.5972]","[0.469, 0.4835]","[0.4144, 0.5633]","[0.4206, 0.3467]","[0.4389, 0.2134]","[0.4605, 0.0934]","[0.5103, 0.5587]","[0.4928, 0.3017]","[0.4735, 0.1538]","[0.4629, 0.0227]","[0.6106, 0.5951]","[0.6075, 0.4184]","[0.5441, 0.5402]","[0.4983, 0.6552]","[0.7143, 0.663]","[0.6903, 0.5306]","[0.6197, 0.603]","[0.5588, 0.6897]"
"[0.5598, 1.0398]","[0.3918, 0.9171]","[0.3184, 0.7588]","[0.3751, 0.5982]","[0.4633, 0.4834]","[0.4133, 0.554]","[0.4187, 0.3393]","[0.4365, 0.2046]","[0.4573, 0.0856]","[0.5095, 0.5519]","[0.4904, 0.2952]","[0.4682, 0.1467]","[0.4531, 0.0179]","[0.6102, 0.5908]","[0.6016, 0.4203]","[0.539, 0.5393]","[0.4929, 0.6517]","[0.7133, 0.6597]","[0.6865, 0.5306]","[0.6167, 0.6036]","[0.5548, 0.6902]"
"[0.5577, 1.0389]","[0.3924, 0.92]","[0.319, 0.7598]","[0.369, 0.5999]","[0.4557, 0.4889]","[0.4152, 0.5527]","[0.4191, 0.3373]","[0.4364, 0.2043]","[0.4579, 0.0859]","[0.5107, 0.5509]","[0.4886, 0.2938]","[0.4683, 0.1461]","[0.4568, 0.0161]","[0.6111, 0.5894]","[0.6009, 0.4186]","[0.5398, 0.5384]","[0.4967, 0.6521]","[0.7134, 0.6587]","[0.6862, 0.5294]","[0.6149, 0.6029]","[0.5531, 0.6914]"
"[0.559, 1.0419]","[0.3929, 0.921]","[0.321, 0.7617]","[0.371, 0.5989]","[0.4541, 0.4825]","[0.4126, 0.5588]","[0.416, 0.3436]","[0.4334, 0.2118]","[0.4555, 0.0936]","[0.5092, 0.5543]","[0.4891, 0.2975]","[0.4712, 0.1529]","[0.4622, 0.0248]","[0.6096, 0.5905]","[0.6002, 0.4172]","[0.5395, 0.5398]","[0.4974, 0.6554]","[0.7118, 0.6582]","[0.6847, 0.5288]","[0.6143, 0.6032]","[0.5535, 0.6922]"
"[0.5569, 1.036]","[0.3928, 0.9217]","[0.3177, 0.7568]","[0.3742, 0.5962]","[0.4608, 0.4818]","[0.4101, 0.5497]","[0.4198, 0.3313]","[0.4411, 0.1951]","[0.465, 0.074]","[0.5068, 0.5454]","[0.4861, 0.2802]","[0.463, 0.1293]","[0.4492, -0.0027]","[0.6083, 0.5851]","[0.5972, 0.4103]","[0.5359, 0.5357]","[0.494, 0.6521]","[0.7122, 0.6581]","[0.684, 0.5301]","[0.6148, 0.6052]","[0.5569, 0.6919]"
"[0.5556, 1.0558]","[0.3921, 0.9348]","[0.3181, 0.766]","[0.3717, 0.6019]","[0.4574, 0.4846]","[0.4113, 0.5641]","[0.4175, 0.3392]","[0.4366, 0.202]","[0.4596, 0.08]","[0.5066, 0.5593]","[0.4851, 0.2877]","[0.4635, 0.1355]","[0.4534, 0.0019]","[0.6066, 0.5956]","[0.5995, 0.4137]","[0.5368, 0.5358]","[0.4953, 0.6531]","[0.7094, 0.664]","[0.6836, 0.5296]","[0.6135, 0.6024]","[0.5559, 0.6914]"
